customer_id,event_time,interaction_type,next_action
C_535756,2021-09-06,وصول مطالبات,بدون اقدام
C_535756,2020-06-24,کیفیت محصول,پیگیری تلفنی
C_535756,2020-09-08,قیمت و تخفیف,پیگیری تلفنی
C_535756,2021-06-03,پیگیری سفارش,بازدید فنی
C_535756,2022-01-10,خدمات فنی,ارسال نمونه
C_535756,2021-03-12,وصول مطالبات,ارسال نمونه
C_535756,2021-05-20,قیمت و تخفیف,بدون اقدام
C_535756,2021-10-05,نمونه محصول,بدون اقدام
C_535756,2021-01-01,پیگیری سفارش,جلسه قیمت
C_535756,2021-05-31,خدمات فنی,بدون اقدام
C_535756,2020-12-19,کیفیت محصول,بدون اقدام
C_535756,2020-12-19,کیفیت محصول,بدون اقدام
C_535756,2022-01-11,وصول مطالبات,بازدید فنی
C_535756,2020-10-11,پیگیری سفارش,جلسه قیمت
C_537815,2020-04-08,وصول مطالبات,ارسال نمونه
C_537815,2020-03-24,کیفیت محصول,پیگیری تلفنی
C_537815,2020-04-24,کیفیت محصول,بدون اقدام
C_537815,2020-05-02,برنامه خرید,جلسه قیمت
C_537815,2020-04-01,کیفیت محصول,جلسه قیمت
C_537870,2020-07-05,پیگیری سفارش,جلسه قیمت
C_537870,2020-07-05,پیگیری سفارش,جلسه قیمت
C_537870,2020-08-18,خدمات فنی,بدون اقدام
C_537870,2020-08-10,کیفیت محصول,بدون اقدام
C_537870,2020-07-10,وصول مطالبات,بازدید فنی
C_537870,2020-08-23,پیگیری سفارش,جلسه قیمت
C_538682,2022-03-10,پیگیری سفارش,بدون اقدام
C_538682,2022-03-31,وصول مطالبات,بازدید فنی
C_538682,2022-02-28,پیگیری سفارش,پیگیری تلفنی
C_538682,2022-03-13,خدمات فنی,پیگیری تلفنی
C_538682,2022-04-13,قیمت و تخفیف,بدون اقدام
C_544893,2020-08-29,نمونه محصول,بازدید فنی
C_544893,2020-09-29,کیفیت محصول,پیگیری تلفنی
C_544893,2020-07-21,وصول مطالبات,ارسال نمونه
C_544893,2021-12-17,برنامه خرید,جلسه قیمت
C_544893,2020-08-03,قیمت و تخفیف,بدون اقدام
C_545560,2020-06-18,برنامه خرید,جلسه قیمت
C_545560,2020-04-07,قیمت و تخفیف,جلسه قیمت
C_545560,2020-05-10,پیگیری سفارش,ارسال نمونه
C_545560,2020-06-16,خدمات فنی,بازدید فنی
C_545560,2020-05-16,وصول مطالبات,بازدید فنی
C_547873,2021-07-28,خدمات فنی,پیگیری تلفنی
C_547873,2022-05-20,کیفیت محصول,جلسه قیمت
C_547873,2022-04-10,وصول مطالبات,پیگیری تلفنی
C_547873,2021-07-08,قیمت و تخفیف,جلسه قیمت
C_547873,2021-07-26,کیفیت محصول,پیگیری تلفنی
C_548964,2021-12-24,کیفیت محصول,بدون اقدام
C_548964,2022-02-03,وصول مطالبات,ارسال نمونه
C_548964,2020-02-10,قیمت و تخفیف,بدون اقدام
C_548964,2020-02-17,خدمات فنی,بدون اقدام
C_548964,2020-11-14,نمونه محصول,بازدید فنی
C_548964,2021-03-30,قیمت و تخفیف,جلسه قیمت
C_548964,2020-09-25,نمونه محصول,بازدید فنی
C_551070,2021-02-01,کیفیت محصول,بازدید فنی
C_551070,2021-03-04,قیمت و تخفیف,جلسه قیمت
C_551070,2021-04-04,برنامه خرید,پیگیری تلفنی
C_551070,2021-02-19,وصول مطالبات,جلسه قیمت
C_551070,2021-02-19,وصول مطالبات,جلسه قیمت
C_551070,2021-02-27,وصول مطالبات,ارسال نمونه
C_551361,2020-04-14,نمونه محصول,بازدید فنی
C_551361,2022-05-11,برنامه خرید,بازدید فنی
C_551361,2020-10-18,قیمت و تخفیف,ارسال نمونه
C_551361,2022-03-03,قیمت و تخفیف,جلسه قیمت
C_551361,2022-04-09,برنامه خرید,پیگیری تلفنی
C_551361,2021-03-31,نمونه محصول,بدون اقدام
C_551361,2020-10-16,قیمت و تخفیف,جلسه قیمت
C_551361,2020-02-25,کیفیت محصول,بازدید فنی
C_551361,2021-08-14,برنامه خرید,پیگیری تلفنی
C_551361,2021-08-14,برنامه خرید,پیگیری تلفنی
C_565005,2022-06-13,نمونه محصول,بازدید فنی
C_565005,2022-05-13,کیفیت محصول,پیگیری تلفنی
C_565005,2022-05-26,برنامه خرید,پیگیری تلفنی
C_565005,2022-05-26,برنامه خرید,پیگیری تلفنی
C_565005,2022-04-25,برنامه خرید,پیگیری تلفنی
C_565005,2022-05-13,وصول مطالبات,بازدید فنی
C_565037,2020-08-30,کیفیت محصول,بازدید فنی
C_565037,2020-08-25,برنامه خرید,پیگیری تلفنی
C_565037,2020-07-25,وصول مطالبات,بدون اقدام
C_565037,2020-07-25,وصول مطالبات,بدون اقدام
C_565037,2020-08-12,کیفیت محصول,بازدید فنی
C_565037,2020-07-12,وصول مطالبات,بازدید فنی
C_565612,2021-09-28,قیمت و تخفیف,ارسال نمونه
C_565612,2020-06-04,خدمات فنی,بدون اقدام
C_565612,2021-08-24,وصول مطالبات,بدون اقدام
C_565612,2020-09-11,نمونه محصول,ارسال نمونه
C_565612,2020-03-30,وصول مطالبات,پیگیری تلفنی
C_565612,2020-09-03,قیمت و تخفیف,بدون اقدام
C_565612,2020-05-19,وصول مطالبات,ارسال نمونه
C_566726,2020-10-25,پیگیری سفارش,جلسه قیمت
C_566726,2020-09-02,خدمات فنی,جلسه قیمت
C_566726,2022-03-12,کیفیت محصول,بدون اقدام
C_566726,2021-10-22,کیفیت محصول,ارسال نمونه
C_566726,2021-02-10,نمونه محصول,پیگیری تلفنی
C_568392,2020-07-09,وصول مطالبات,ارسال نمونه
C_568392,2020-08-22,کیفیت محصول,بدون اقدام
C_568392,2020-11-18,کیفیت محصول,جلسه قیمت
C_568392,2020-08-03,برنامه خرید,ارسال نمونه
C_568392,2021-09-30,قیمت و تخفیف,بازدید فنی
C_568392,2021-10-11,برنامه خرید,ارسال نمونه
C_568392,2021-10-11,برنامه خرید,ارسال نمونه
C_568392,2020-11-04,برنامه خرید,پیگیری تلفنی
C_569368,2021-08-22,قیمت و تخفیف,پیگیری تلفنی
C_569368,2021-08-14,برنامه خرید,بدون اقدام
C_569368,2021-07-14,وصول مطالبات,پیگیری تلفنی
C_569368,2021-08-11,پیگیری سفارش,ارسال نمونه
C_569368,2021-08-11,پیگیری سفارش,ارسال نمونه
C_569368,2021-09-11,وصول مطالبات,پیگیری تلفنی
C_571033,2022-04-14,برنامه خرید,پیگیری تلفنی
C_571033,2022-05-15,خدمات فنی,بدون اقدام
C_571033,2021-07-02,نمونه محصول,ارسال نمونه
C_571033,2022-02-14,نمونه محصول,ارسال نمونه
C_571033,2022-06-02,نمونه محصول,پیگیری تلفنی
C_571084,2021-05-18,خدمات فنی,بدون اقدام
C_571084,2021-06-18,نمونه محصول,جلسه قیمت
C_571084,2021-05-05,پیگیری سفارش,ارسال نمونه
C_571084,2021-06-07,برنامه خرید,ارسال نمونه
C_571084,2021-05-07,قیمت و تخفیف,ارسال نمونه
C_571164,2022-05-10,کیفیت محصول,ارسال نمونه
C_571164,2022-05-10,کیفیت محصول,ارسال نمونه
C_571164,2022-06-23,نمونه محصول,بدون اقدام
C_571164,2022-06-01,قیمت و تخفیف,جلسه قیمت
C_571164,2022-07-15,قیمت و تخفیف,پیگیری تلفنی
C_571164,2022-04-28,خدمات فنی,ارسال نمونه
C_573297,2020-03-21,وصول مطالبات,پیگیری تلفنی
C_573297,2021-11-27,قیمت و تخفیف,پیگیری تلفنی
C_573297,2020-04-06,خدمات فنی,جلسه قیمت
C_573297,2022-04-09,برنامه خرید,پیگیری تلفنی
C_573297,2022-06-07,کیفیت محصول,پیگیری تلفنی
C_573297,2021-12-24,برنامه خرید,جلسه قیمت
C_573925,2020-06-01,برنامه خرید,پیگیری تلفنی
C_573925,2020-06-11,کیفیت محصول,پیگیری تلفنی
C_573925,2020-04-14,برنامه خرید,جلسه قیمت
C_573925,2020-05-27,وصول مطالبات,جلسه قیمت
C_573925,2020-05-04,کیفیت محصول,جلسه قیمت
C_573925,2020-06-08,قیمت و تخفیف,پیگیری تلفنی
C_575212,2021-05-15,وصول مطالبات,جلسه قیمت
C_575212,2021-02-12,کیفیت محصول,جلسه قیمت
C_575212,2021-01-12,قیمت و تخفیف,پیگیری تلفنی
C_575212,2020-12-12,قیمت و تخفیف,ارسال نمونه
C_575212,2021-01-25,نمونه محصول,جلسه قیمت
C_575381,2020-06-05,برنامه خرید,ارسال نمونه
C_575381,2022-05-22,کیفیت محصول,پیگیری تلفنی
C_575381,2021-02-25,برنامه خرید,ارسال نمونه
C_575381,2021-02-25,برنامه خرید,ارسال نمونه
C_575381,2021-07-05,خدمات فنی,ارسال نمونه
C_575381,2020-12-23,برنامه خرید,بدون اقدام
C_575381,2020-04-26,نمونه محصول,بازدید فنی
C_578215,2022-03-16,خدمات فنی,ارسال نمونه
C_578215,2021-12-20,برنامه خرید,بدون اقدام
C_578215,2021-12-16,نمونه محصول,بازدید فنی
C_578215,2022-03-29,وصول مطالبات,بازدید فنی
C_578215,2022-01-26,وصول مطالبات,بازدید فنی
C_578664,2020-10-03,کیفیت محصول,پیگیری تلفنی
C_578664,2020-11-03,قیمت و تخفیف,ارسال نمونه
C_578664,2020-09-20,پیگیری سفارش,بدون اقدام
C_578664,2020-09-28,برنامه خرید,ارسال نمونه
C_578664,2020-10-29,نمونه محصول,بازدید فنی
C_579127,2021-12-30,برنامه خرید,ارسال نمونه
C_579127,2021-11-29,خدمات فنی,بازدید فنی
C_579127,2021-12-17,وصول مطالبات,ارسال نمونه
C_579127,2021-12-17,وصول مطالبات,ارسال نمونه
C_579127,2022-01-30,قیمت و تخفیف,بازدید فنی
C_579127,2022-01-25,پیگیری سفارش,بدون اقدام
C_579810,2021-11-27,برنامه خرید,بازدید فنی
C_579810,2021-12-15,کیفیت محصول,بدون اقدام
C_579810,2021-10-31,پیگیری سفارش,بدون اقدام
C_579810,2021-12-11,کیفیت محصول,جلسه قیمت
C_579810,2021-11-24,نمونه محصول,بدون اقدام
C_579810,2021-11-24,نمونه محصول,بدون اقدام
C_582486,2020-03-03,نمونه محصول,ارسال نمونه
C_582486,2020-04-03,پیگیری سفارش,جلسه قیمت
C_582486,2020-04-14,کیفیت محصول,ارسال نمونه
C_582486,2020-03-01,وصول مطالبات,بازدید فنی
C_582486,2020-03-01,وصول مطالبات,بازدید فنی
C_582486,2021-04-15,نمونه محصول,بدون اقدام
C_582486,2021-04-15,نمونه محصول,بدون اقدام
C_585824,2022-05-22,کیفیت محصول,پیگیری تلفنی
C_585824,2020-07-01,کیفیت محصول,ارسال نمونه
C_585824,2022-06-04,برنامه خرید,بازدید فنی
C_585824,2022-06-09,پیگیری سفارش,بازدید فنی
C_585824,2020-06-23,کیفیت محصول,جلسه قیمت
C_585944,2021-06-29,کیفیت محصول,بازدید فنی
C_585944,2021-06-29,کیفیت محصول,بازدید فنی
C_585944,2020-11-22,پیگیری سفارش,بدون اقدام
C_585944,2021-07-12,برنامه خرید,ارسال نمونه
C_585944,2020-12-05,پیگیری سفارش,بدون اقدام
C_585944,2021-05-11,پیگیری سفارش,جلسه قیمت
C_589205,2021-08-06,برنامه خرید,جلسه قیمت
C_589205,2021-06-21,برنامه خرید,بازدید فنی
C_589205,2021-08-19,نمونه محصول,پیگیری تلفنی
C_589205,2021-08-19,نمونه محصول,پیگیری تلفنی
C_589205,2021-04-10,پیگیری سفارش,بازدید فنی
C_589205,2021-07-06,پیگیری سفارش,بازدید فنی
C_589300,2020-11-12,برنامه خرید,بازدید فنی
C_589300,2020-10-12,خدمات فنی,پیگیری تلفنی
C_589300,2020-04-10,قیمت و تخفیف,جلسه قیمت
C_589300,2020-03-10,وصول مطالبات,جلسه قیمت
C_589300,2020-03-07,قیمت و تخفیف,جلسه قیمت
C_589300,2020-02-05,وصول مطالبات,بازدید فنی
C_590257,2020-09-05,وصول مطالبات,جلسه قیمت
C_590257,2020-01-30,قیمت و تخفیف,جلسه قیمت
C_590257,2020-01-30,قیمت و تخفیف,جلسه قیمت
C_590257,2020-09-22,وصول مطالبات,بازدید فنی
C_590257,2020-03-21,کیفیت محصول,بدون اقدام
C_590257,2020-03-13,خدمات فنی,بازدید فنی
C_590257,2020-05-13,پیگیری سفارش,بدون اقدام
C_590257,2021-05-15,خدمات فنی,بدون اقدام
C_590554,2022-04-26,برنامه خرید,ارسال نمونه
C_590554,2020-08-21,خدمات فنی,پیگیری تلفنی
C_590554,2022-03-21,پیگیری سفارش,بدون اقدام
C_590554,2020-08-20,نمونه محصول,پیگیری تلفنی
C_590554,2020-07-07,قیمت و تخفیف,جلسه قیمت
C_591112,2022-03-23,خدمات فنی,بدون اقدام
C_591112,2022-03-23,خدمات فنی,بدون اقدام
C_591112,2022-04-23,کیفیت محصول,ارسال نمونه
C_591112,2022-05-01,قیمت و تخفیف,پیگیری تلفنی
C_591112,2022-03-31,خدمات فنی,بازدید فنی
C_591112,2022-02-28,وصول مطالبات,بازدید فنی
C_591411,2021-12-01,قیمت و تخفیف,بازدید فنی
C_591411,2021-12-01,قیمت و تخفیف,بازدید فنی
C_591411,2022-06-05,نمونه محصول,ارسال نمونه
C_591411,2022-04-05,قیمت و تخفیف,بازدید فنی
C_591411,2022-01-08,نمونه محصول,ارسال نمونه
C_591411,2021-12-22,خدمات فنی,بازدید فنی
C_591411,2022-06-10,قیمت و تخفیف,جلسه قیمت
C_593639,2020-09-01,نمونه محصول,ارسال نمونه
C_593639,2020-10-01,خدمات فنی,بازدید فنی
C_593639,2020-10-18,قیمت و تخفیف,جلسه قیمت
C_593639,2020-02-19,نمونه محصول,جلسه قیمت
C_593639,2020-02-19,نمونه محصول,جلسه قیمت
C_593639,2020-10-24,خدمات فنی,پیگیری تلفنی
C_593639,2020-11-05,کیفیت محصول,ارسال نمونه
C_593639,2020-07-28,کیفیت محصول,پیگیری تلفنی
C_593639,2020-06-26,قیمت و تخفیف,ارسال نمونه
C_593639,2020-09-28,قیمت و تخفیف,بدون اقدام
C_593639,2020-07-12,کیفیت محصول,بدون اقدام
C_593639,2020-01-24,خدمات فنی,بازدید فنی
C_593639,2020-01-24,خدمات فنی,بازدید فنی
C_593639,2020-05-16,پیگیری سفارش,پیگیری تلفنی
C_593639,2020-01-22,خدمات فنی,ارسال نمونه
C_593639,2021-07-25,خدمات فنی,ارسال نمونه
C_593639,2020-06-30,وصول مطالبات,ارسال نمونه
C_594561,2021-12-16,کیفیت محصول,ارسال نمونه
C_594561,2021-11-15,خدمات فنی,بدون اقدام
C_594561,2021-04-09,کیفیت محصول,بدون اقدام
C_594561,2022-04-19,خدمات فنی,بازدید فنی
C_594561,2022-03-03,پیگیری سفارش,بازدید فنی
C_594561,2021-04-17,برنامه خرید,پیگیری تلفنی
C_598080,2022-04-08,خدمات فنی,بازدید فنی
C_598080,2022-05-09,پیگیری سفارش,بازدید فنی
C_598080,2022-05-09,پیگیری سفارش,بازدید فنی
C_598080,2022-03-26,برنامه خرید,پیگیری تلفنی
C_598080,2022-04-26,کیفیت محصول,بازدید فنی
C_598080,2022-05-27,خدمات فنی,پیگیری تلفنی
C_598080,2022-04-13,پیگیری سفارش,ارسال نمونه
C_598080,2022-05-14,خدمات فنی,جلسه قیمت
C_598080,2022-03-31,خدمات فنی,پیگیری تلفنی
C_600979,2022-05-01,خدمات فنی,پیگیری تلفنی
C_600979,2020-11-20,پیگیری سفارش,ارسال نمونه
C_600979,2021-07-04,خدمات فنی,جلسه قیمت
C_600979,2022-03-17,خدمات فنی,پیگیری تلفنی
C_600979,2021-07-17,وصول مطالبات,جلسه قیمت
C_600979,2022-03-30,نمونه محصول,جلسه قیمت
C_600979,2020-09-22,پیگیری سفارش,پیگیری تلفنی
C_600979,2022-06-30,خدمات فنی,ارسال نمونه
C_603877,2020-10-19,وصول مطالبات,جلسه قیمت
C_603877,2020-08-05,نمونه محصول,جلسه قیمت
C_603877,2020-05-12,پیگیری سفارش,پیگیری تلفنی
C_603877,2022-05-14,خدمات فنی,ارسال نمونه
C_603877,2021-01-07,خدمات فنی,پیگیری تلفنی
C_603877,2020-09-29,برنامه خرید,ارسال نمونه
C_603877,2021-09-08,نمونه محصول,بدون اقدام
C_603877,2020-07-06,قیمت و تخفیف,پیگیری تلفنی
C_603877,2020-08-27,خدمات فنی,بدون اقدام
C_603877,2020-08-27,خدمات فنی,بدون اقدام
C_603877,2022-01-02,نمونه محصول,بازدید فنی
C_603877,2021-12-23,خدمات فنی,پیگیری تلفنی
C_603877,2020-06-30,کیفیت محصول,بازدید فنی
C_603968,2020-09-16,نمونه محصول,بدون اقدام
C_603968,2021-09-06,قیمت و تخفیف,پیگیری تلفنی
C_603968,2021-01-02,خدمات فنی,بدون اقدام
C_603968,2020-06-22,نمونه محصول,بازدید فنی
C_603968,2022-01-28,خدمات فنی,پیگیری تلفنی
C_603968,2022-06-21,کیفیت محصول,بازدید فنی
C_603968,2021-02-06,برنامه خرید,بدون اقدام
C_603968,2021-07-14,پیگیری سفارش,بدون اقدام
C_603968,2021-01-31,پیگیری سفارش,بازدید فنی
C_603968,2021-01-14,پیگیری سفارش,بازدید فنی
C_603968,2021-02-01,پیگیری سفارش,بازدید فنی
C_603968,2021-01-06,کیفیت محصول,بدون اقدام
C_603968,2020-10-27,خدمات فنی,پیگیری تلفنی
C_603968,2021-10-23,نمونه محصول,بدون اقدام
C_603968,2020-08-26,وصول مطالبات,بازدید فنی
C_606701,2021-12-31,برنامه خرید,بازدید فنی
C_606701,2022-02-22,پیگیری سفارش,پیگیری تلفنی
C_606701,2020-06-11,خدمات فنی,پیگیری تلفنی
C_606701,2021-11-01,وصول مطالبات,بدون اقدام
C_606701,2021-11-12,کیفیت محصول,پیگیری تلفنی
C_608571,2021-11-28,پیگیری سفارش,بازدید فنی
C_608571,2021-10-28,کیفیت محصول,بدون اقدام
C_608571,2021-12-05,خدمات فنی,پیگیری تلفنی
C_608571,2021-12-05,خدمات فنی,پیگیری تلفنی
C_608571,2021-10-22,نمونه محصول,بدون اقدام
C_608571,2021-11-22,وصول مطالبات,بازدید فنی
C_611705,2020-04-02,خدمات فنی,پیگیری تلفنی
C_611705,2020-08-16,وصول مطالبات,جلسه قیمت
C_611705,2021-04-21,کیفیت محصول,بدون اقدام
C_611705,2020-03-28,وصول مطالبات,جلسه قیمت
C_611705,2020-12-24,قیمت و تخفیف,ارسال نمونه
C_616910,2021-05-14,کیفیت محصول,بدون اقدام
C_616910,2021-06-14,کیفیت محصول,بازدید فنی
C_616910,2021-07-02,قیمت و تخفیف,ارسال نمونه
C_616910,2021-06-01,برنامه خرید,جلسه قیمت
C_616910,2021-06-19,کیفیت محصول,بدون اقدام
C_618530,2022-05-02,خدمات فنی,بازدید فنی
C_618530,2022-03-06,خدمات فنی,پیگیری تلفنی
C_618530,2022-04-19,پیگیری سفارش,جلسه قیمت
C_618530,2022-02-21,برنامه خرید,ارسال نمونه
C_618530,2022-02-21,برنامه خرید,ارسال نمونه
C_618530,2022-04-06,قیمت و تخفیف,پیگیری تلفنی
C_621209,2021-12-08,نمونه محصول,پیگیری تلفنی
C_621209,2022-01-21,خدمات فنی,جلسه قیمت
C_621209,2022-01-20,پیگیری سفارش,جلسه قیمت
C_621209,2021-12-07,قیمت و تخفیف,بازدید فنی
C_621209,2022-02-02,کیفیت محصول,پیگیری تلفنی
C_622797,2020-12-14,قیمت و تخفیف,بازدید فنی
C_622797,2020-11-26,قیمت و تخفیف,بدون اقدام
C_622797,2021-07-11,خدمات فنی,بازدید فنی
C_622797,2020-09-02,وصول مطالبات,ارسال نمونه
C_622797,2020-07-18,پیگیری سفارش,بازدید فنی
C_624339,2020-08-03,خدمات فنی,پیگیری تلفنی
C_624339,2020-08-03,خدمات فنی,پیگیری تلفنی
C_624339,2020-10-01,وصول مطالبات,ارسال نمونه
C_624339,2020-09-08,وصول مطالبات,پیگیری تلفنی
C_624339,2020-09-05,وصول مطالبات,بازدید فنی
C_624339,2020-09-21,نمونه محصول,ارسال نمونه
C_624339,2020-09-21,نمونه محصول,ارسال نمونه
C_625486,2021-05-28,پیگیری سفارش,بازدید فنی
C_625486,2021-05-20,برنامه خرید,پیگیری تلفنی
C_625486,2021-07-03,کیفیت محصول,بدون اقدام
C_625486,2021-05-26,پیگیری سفارش,بدون اقدام
C_625486,2021-07-16,نمونه محصول,جلسه قیمت
C_627716,2021-07-15,خدمات فنی,پیگیری تلفنی
C_627716,2022-03-07,کیفیت محصول,ارسال نمونه
C_627716,2022-02-27,قیمت و تخفیف,جلسه قیمت
C_627716,2020-03-18,کیفیت محصول,پیگیری تلفنی
C_627716,2021-05-24,پیگیری سفارش,بدون اقدام
C_631025,2020-08-20,پیگیری سفارش,بازدید فنی
C_631025,2020-07-07,وصول مطالبات,جلسه قیمت
C_631025,2020-07-07,وصول مطالبات,جلسه قیمت
C_631025,2020-05-01,وصول مطالبات,بازدید فنی
C_631025,2020-09-07,وصول مطالبات,جلسه قیمت
C_631025,2020-04-18,نمونه محصول,جلسه قیمت
C_632933,2021-10-05,قیمت و تخفیف,بدون اقدام
C_632933,2022-02-20,نمونه محصول,بدون اقدام
C_632933,2022-02-20,نمونه محصول,بدون اقدام
C_632933,2021-09-20,برنامه خرید,پیگیری تلفنی
C_632933,2020-05-22,قیمت و تخفیف,بدون اقدام
C_632933,2020-06-09,پیگیری سفارش,جلسه قیمت
C_633091,2020-07-23,نمونه محصول,جلسه قیمت
C_633091,2020-07-18,قیمت و تخفیف,پیگیری تلفنی
C_633091,2020-02-19,خدمات فنی,بدون اقدام
C_633091,2020-02-19,خدمات فنی,بدون اقدام
C_633091,2020-03-08,خدمات فنی,بدون اقدام
C_633091,2020-06-04,وصول مطالبات,پیگیری تلفنی
C_633514,2021-05-01,برنامه خرید,پیگیری تلفنی
C_633514,2021-06-14,وصول مطالبات,بدون اقدام
C_633514,2021-04-17,قیمت و تخفیف,بدون اقدام
C_633514,2022-01-11,خدمات فنی,بدون اقدام
C_633514,2022-01-11,خدمات فنی,بدون اقدام
C_633514,2021-04-30,خدمات فنی,بدون اقدام
C_633661,2021-12-20,نمونه محصول,جلسه قیمت
C_633661,2021-06-12,برنامه خرید,بازدید فنی
C_633661,2020-12-03,قیمت و تخفیف,ارسال نمونه
C_633661,2021-05-23,پیگیری سفارش,بدون اقدام
C_633661,2020-04-08,نمونه محصول,بازدید فنی
C_633661,2020-09-22,قیمت و تخفیف,جلسه قیمت
C_633661,2020-10-11,پیگیری سفارش,ارسال نمونه
C_633661,2020-07-30,خدمات فنی,پیگیری تلفنی
C_633661,2021-02-20,برنامه خرید,بدون اقدام
C_633661,2020-07-15,خدمات فنی,بازدید فنی
C_633661,2021-05-21,کیفیت محصول,پیگیری تلفنی
C_633661,2020-05-05,قیمت و تخفیف,بازدید فنی
C_633661,2020-05-05,قیمت و تخفیف,بازدید فنی
C_633661,2020-10-22,پیگیری سفارش,بدون اقدام
C_633661,2020-04-27,پیگیری سفارش,پیگیری تلفنی
C_633661,2021-04-02,قیمت و تخفیف,بازدید فنی
C_636079,2021-07-31,قیمت و تخفیف,بازدید فنی
C_636079,2021-09-13,قیمت و تخفیف,ارسال نمونه
C_636079,2022-06-12,پیگیری سفارش,پیگیری تلفنی
C_636079,2022-04-29,قیمت و تخفیف,بدون اقدام
C_636079,2022-05-30,برنامه خرید,ارسال نمونه
C_638314,2020-03-07,کیفیت محصول,پیگیری تلفنی
C_638314,2020-07-19,قیمت و تخفیف,بازدید فنی
C_638314,2021-04-07,پیگیری سفارش,بدون اقدام
C_638314,2021-02-08,پیگیری سفارش,پیگیری تلفنی
C_638314,2020-04-02,قیمت و تخفیف,بازدید فنی
C_642833,2020-10-15,قیمت و تخفیف,پیگیری تلفنی
C_642833,2020-11-15,پیگیری سفارش,جلسه قیمت
C_642833,2020-12-12,کیفیت محصول,پیگیری تلفنی
C_642833,2020-10-29,قیمت و تخفیف,جلسه قیمت
C_642833,2020-11-29,کیفیت محصول,پیگیری تلفنی
C_645011,2020-09-04,وصول مطالبات,بدون اقدام
C_645011,2021-02-08,قیمت و تخفیف,ارسال نمونه
C_645011,2020-04-09,پیگیری سفارش,جلسه قیمت
C_645011,2021-02-16,نمونه محصول,پیگیری تلفنی
C_645011,2020-10-23,قیمت و تخفیف,بدون اقدام
C_646025,2020-03-04,کیفیت محصول,بازدید فنی
C_646025,2020-04-04,قیمت و تخفیف,پیگیری تلفنی
C_646025,2020-02-26,پیگیری سفارش,بدون اقدام
C_646025,2020-03-20,وصول مطالبات,ارسال نمونه
C_646025,2020-03-20,وصول مطالبات,ارسال نمونه
C_646025,2020-03-03,کیفیت محصول,پیگیری تلفنی
C_649318,2021-09-16,قیمت و تخفیف,جلسه قیمت
C_649318,2020-06-17,قیمت و تخفیف,بدون اقدام
C_649318,2021-01-03,خدمات فنی,بازدید فنی
C_649318,2020-06-30,نمونه محصول,بدون اقدام
C_649318,2021-05-08,قیمت و تخفیف,پیگیری تلفنی
C_649318,2020-04-10,خدمات فنی,بدون اقدام
C_651986,2020-03-31,نمونه محصول,بدون اقدام
C_651986,2020-05-29,قیمت و تخفیف,پیگیری تلفنی
C_651986,2020-04-15,خدمات فنی,بدون اقدام
C_651986,2020-06-11,قیمت و تخفیف,بدون اقدام
C_651986,2020-04-28,پیگیری سفارش,بازدید فنی
C_657627,2022-04-10,برنامه خرید,بازدید فنی
C_657627,2021-10-13,کیفیت محصول,ارسال نمونه
C_657627,2021-09-25,نمونه محصول,پیگیری تلفنی
C_657627,2022-02-17,خدمات فنی,جلسه قیمت
C_657627,2022-03-23,برنامه خرید,ارسال نمونه
C_657627,2022-01-22,قیمت و تخفیف,جلسه قیمت
C_658292,2021-04-27,خدمات فنی,جلسه قیمت
C_658292,2021-06-10,برنامه خرید,ارسال نمونه
C_658292,2021-06-28,قیمت و تخفیف,جلسه قیمت
C_658292,2021-05-28,کیفیت محصول,بازدید فنی
C_658292,2021-05-28,کیفیت محصول,بازدید فنی
C_658292,2021-05-23,قیمت و تخفیف,ارسال نمونه
C_658292,2021-05-23,قیمت و تخفیف,ارسال نمونه
C_658638,2022-01-25,برنامه خرید,ارسال نمونه
C_658638,2021-11-29,قیمت و تخفیف,پیگیری تلفنی
C_658638,2022-01-12,برنامه خرید,پیگیری تلفنی
C_658638,2022-01-07,نمونه محصول,بازدید فنی
C_658638,2021-12-07,قیمت و تخفیف,ارسال نمونه
C_661757,2020-06-01,پیگیری سفارش,جلسه قیمت
C_661757,2021-02-04,قیمت و تخفیف,بازدید فنی
C_661757,2021-02-04,قیمت و تخفیف,بازدید فنی
C_661757,2020-04-21,پیگیری سفارش,بدون اقدام
C_661757,2021-11-05,قیمت و تخفیف,بدون اقدام
C_661757,2020-06-27,برنامه خرید,بدون اقدام
C_661757,2020-12-17,قیمت و تخفیف,بدون اقدام
C_661757,2020-05-17,پیگیری سفارش,جلسه قیمت
C_661757,2021-12-01,برنامه خرید,ارسال نمونه
C_661757,2020-07-23,برنامه خرید,جلسه قیمت
C_661757,2021-01-12,قیمت و تخفیف,پیگیری تلفنی
C_662193,2020-08-26,قیمت و تخفیف,بدون اقدام
C_662193,2020-04-12,پیگیری سفارش,جلسه قیمت
C_662193,2020-05-19,برنامه خرید,ارسال نمونه
C_662193,2021-09-11,برنامه خرید,جلسه قیمت
C_662193,2021-02-01,قیمت و تخفیف,پیگیری تلفنی
C_662193,2020-08-21,وصول مطالبات,بدون اقدام
C_662193,2020-08-21,وصول مطالبات,بدون اقدام
C_662193,2021-02-02,وصول مطالبات,پیگیری تلفنی
C_662193,2020-10-22,قیمت و تخفیف,پیگیری تلفنی
C_662193,2020-04-20,کیفیت محصول,پیگیری تلفنی
C_662193,2021-03-24,خدمات فنی,جلسه قیمت
C_662380,2020-05-08,وصول مطالبات,بدون اقدام
