invoice_no,invoice_date,customer_id
T_493118,2021-08-16,C_535756
T_493310,2022-04-04,C_336021
T_493320,2020-04-27,C_282979
T_493327,2021-07-05,C_937594
T_493371,2020-10-12,C_862106
T_493406,2020-01-06,C_385862
T_493450,2021-06-07,C_633661
T_493477,2020-11-16,C_728285
T_493661,2020-07-06,C_739474
T_493675,2021-03-08,C_172705
T_493770,2020-08-17,C_117580
T_493823,2020-10-19,C_058218
T_493828,2020-07-06,C_698497
T_493891,2020-08-31,C_915518
T_493978,2020-02-03,C_589300
T_494058,2021-03-08,C_412635
T_494255,2020-11-30,C_937594
T_494335,2020-11-02,C_878590
T_494401,2020-12-14,C_812674
T_494417,2020-11-30,C_937594
T_494432,2021-02-22,C_633661
T_494636,2021-05-10,C_420849
T_494763,2021-06-28,C_762928
T_494788,2020-07-20,C_172705
T_494801,2020-06-01,C_465481
T_494877,2020-10-19,C_455087
T_494903,2020-12-28,C_878777
T_494922,2020-01-27,C_862106
T_494930,2021-04-19,C_943921
T_495176,2021-08-30,C_997228
T_495293,2021-02-01,C_292582
T_495345,2021-11-22,C_769491
T_495357,2020-07-13,C_117580
T_495395,2022-03-28,C_169861
T_495450,2020-03-02,C_698497
T_495495,2021-08-16,C_806376
T_495604,2021-06-14,C_940986
T_495953,2020-08-03,C_444616
T_495966,2022-04-18,C_282979
T_496037,2020-06-15,C_714619
T_496188,2021-11-01,C_871835
T_496238,2021-04-26,C_951507
T_496269,2020-06-29,C_113139
T_496280,2021-07-12,C_806376
T_496488,2020-12-28,C_683666
T_496696,2022-02-07,C_984759
T_496771,2020-02-24,C_412635
T_496909,2020-05-04,C_633661
T_496919,2020-03-16,C_421536
T_496933,2022-05-09,C_664019
T_496984,2020-09-07,C_412635
T_496987,2020-06-01,C_739947
T_497104,2020-09-07,C_593639
T_497105,2021-05-10,C_317124
T_497129,2020-03-16,C_683666
T_497186,2021-06-21,C_412635
T_497191,2021-04-19,C_357434
T_497210,2020-12-07,C_806376
T_497248,2020-07-13,C_877858
T_497283,2020-07-27,C_951507
T_497421,2020-11-09,C_190305
T_497524,2020-03-09,C_705680
T_497549,2021-06-21,C_683666
T_497586,2021-04-26,C_984759
T_497612,2020-11-02,C_806376
T_497834,2021-09-20,C_465481
T_497836,2021-10-11,C_600979
T_497954,2020-01-27,C_385862
T_497967,2020-10-12,C_412635
T_497975,2020-08-10,C_739947
T_498092,2020-07-13,C_117580
T_498375,2022-04-18,C_703200
T_498491,2021-03-01,C_762928
T_498563,2020-05-11,C_126481
T_498615,2020-08-10,C_932097
T_498676,2022-03-07,C_352205
T_498749,2020-03-09,C_792125
T_498827,2021-10-25,C_479796
T_498832,2020-05-25,C_258325
T_498890,2020-10-12,C_412635
T_499000,2020-09-21,C_877858
T_499099,2020-11-09,C_401016
T_499108,2021-07-05,C_113139
T_499121,2020-03-09,C_144468
T_499137,2021-10-25,C_683666
T_499155,2020-06-15,C_117580
T_499156,2021-09-27,C_274912
T_499362,2020-07-27,C_117580
T_499418,2021-03-22,C_937594
T_499423,2020-02-17,C_172705
T_499458,2020-12-21,C_633661
T_499467,2021-11-15,C_672256
T_499525,2020-02-24,C_535756
T_499557,2021-08-09,C_806376
T_499588,2021-02-08,C_848211
T_499737,2020-10-05,C_150182
T_499751,2021-09-06,C_862106
T_499849,2020-04-27,C_593639
T_499858,2020-10-12,C_465481
T_500029,2021-04-26,C_763947
T_500105,2021-10-25,C_514318
T_500309,2021-02-15,C_825107
T_500323,2021-06-14,C_021985
T_500373,2022-05-23,C_937594
T_500424,2020-07-20,C_117580
T_500497,2022-04-18,C_113139
T_500637,2020-02-24,C_754545
T_500688,2021-09-13,C_593639
T_500713,2020-05-04,C_600979
T_500756,2021-03-08,C_245948
T_500853,2021-10-11,C_691869
T_500918,2020-10-19,C_219026
T_500929,2021-09-20,C_342564
T_501027,2020-09-07,C_465481
T_501106,2020-08-31,C_245948
T_501322,2020-08-17,C_672706
T_501334,2020-11-30,C_051706
T_501395,2020-03-23,C_698497
T_501568,2021-12-27,C_086403
T_501718,2021-10-11,C_147153
T_501727,2020-07-27,C_645011
T_501755,2020-03-02,C_398853
T_501787,2021-02-01,C_050237
T_501817,2021-11-15,C_361181
T_501845,2022-04-11,C_749821
T_501990,2020-10-05,C_421536
T_502036,2020-08-17,C_117580
T_502272,2020-04-13,C_806530
T_502383,2022-05-23,C_937594
T_502422,2022-04-18,C_021985
T_502476,2020-03-30,C_051706
T_502507,2020-03-09,C_565612
T_502511,2020-09-07,C_431655
T_502575,2022-02-14,C_218295
T_502596,2021-03-22,C_633661
T_502721,2021-03-29,C_361181
T_502728,2021-09-13,C_491628
T_502775,2021-03-01,C_535756
T_502776,2020-12-28,C_888956
T_502837,2020-06-22,C_997228
T_502842,2020-10-05,C_705572
T_502844,2020-11-09,C_980626
T_503082,2020-02-10,C_746892
T_503158,2020-04-20,C_479796
T_503217,2021-08-23,C_113139
T_503245,2020-03-09,C_479796
T_503279,2020-09-21,C_603968
T_503335,2020-06-08,C_842603
T_503378,2021-12-20,C_591411
T_503445,2020-12-21,C_122750
T_503448,2022-04-11,C_317124
T_503650,2020-08-17,C_193151
T_503655,2020-06-15,C_746892
T_503789,2020-03-02,C_579810
T_503824,2020-03-16,C_346978
T_503993,2020-02-24,C_117580
T_504152,2021-11-29,C_825107
T_504201,2020-07-06,C_412635
T_504292,2020-11-02,C_915518
T_504399,2020-05-04,C_951507
T_504434,2021-06-28,C_848211
T_504435,2021-03-01,C_059511
T_504542,2020-08-24,C_902072
T_504599,2020-02-10,C_479796
T_504638,2021-06-07,C_603968
T_504701,2020-05-18,C_930788
T_504708,2022-01-24,C_051535
T_504732,2021-07-12,C_746892
T_504897,2020-03-23,C_172705
T_504921,2021-12-20,C_472366
T_505121,2020-04-13,C_939370
T_505127,2020-11-02,C_761946
T_505216,2020-08-17,C_867370
T_505232,2021-04-05,C_980626
T_505409,2019-12-30,C_119382
T_505473,2021-03-01,C_937594
T_505494,2020-07-27,C_897743
T_505505,2021-03-01,C_633661
T_505676,2022-04-18,C_118223
T_505701,2021-10-11,C_473035
T_505773,2021-08-23,C_258325
T_505778,2020-10-05,C_249009
T_505811,2021-10-11,C_762928
T_505850,2020-07-20,C_009817
T_505862,2019-12-30,C_932446
T_505956,2021-09-20,C_829082
T_506037,2020-09-07,C_222193
T_506062,2020-07-27,C_314119
T_506102,2021-11-08,C_258325
T_506161,2021-04-05,C_304036
T_506194,2020-07-06,C_185126
T_506242,2020-11-16,C_768792
T_506332,2021-08-02,C_806376
T_506444,2022-02-14,C_538682
T_506553,2020-08-24,C_969707
T_506571,2020-01-27,C_915518
T_506665,2020-08-17,C_848211
T_506668,2021-01-11,C_848211
T_506721,2020-03-02,C_117580
T_506823,2021-11-01,C_705572
T_506891,2020-03-09,C_769491
T_507009,2021-06-21,C_739947
T_507233,2021-09-06,C_178039
T_507272,2020-12-21,C_808695
T_507356,2022-05-09,C_051706
T_507385,2021-12-13,C_794049
T_507394,2020-12-07,C_303006
T_507531,2020-08-17,C_838088
T_507618,2021-07-19,C_440132
T_507685,2021-04-19,C_535756
T_507786,2020-06-22,C_672256
T_508058,2022-04-18,C_472366
T_508090,2020-10-19,C_848211
T_508092,2020-09-21,C_401016
T_508124,2021-05-03,C_705572
T_508156,2021-07-12,C_739258
T_508216,2020-08-10,C_969414
T_508286,2021-10-04,C_329432
T_508350,2021-03-15,C_749821
T_508371,2022-01-31,C_070712
T_508419,2021-10-18,C_022240
T_508652,2020-06-22,C_984759
T_508657,2021-08-02,C_739947
T_508723,2020-06-29,C_866894
T_508785,2020-02-03,C_683666
T_508881,2021-03-29,C_683666
T_509287,2021-10-11,C_267443
T_509331,2020-05-04,C_465481
T_509385,2020-12-14,C_806376
T_509516,2021-09-06,C_806376
T_509534,2021-11-01,C_838088
T_509687,2020-02-17,C_422697
T_509816,2020-11-09,C_051706
T_509841,2021-05-17,C_258325
T_509880,2021-04-19,C_806376
T_509971,2020-10-12,C_282979
T_510026,2020-01-27,C_027096
T_510088,2020-11-02,C_871835
T_510091,2020-04-20,C_649318
T_510246,2020-02-24,C_180817
T_510402,2020-08-31,C_740649
T_510568,2020-12-14,C_317124
T_510601,2020-10-19,C_245948
T_510683,2020-06-22,C_915518
T_510700,2020-08-10,C_117580
T_510764,2020-10-05,C_421536
T_510819,2021-06-28,C_417601
T_510880,2021-05-24,C_421536
T_510939,2020-07-20,C_683666
T_510954,2021-01-11,C_535756
T_511032,2021-04-26,C_746892
T_511063,2020-05-18,C_245948
T_511391,2020-07-20,C_117580
T_511514,2021-06-28,C_806376
T_511600,2022-04-11,C_365405
T_511647,2021-12-20,C_829082
T_511656,2021-08-02,C_828155
T_511694,2020-03-09,C_633661
T_511701,2021-07-12,C_806376
T_511839,2021-01-04,C_421536
T_511854,2021-02-22,C_848211
T_511905,2020-01-27,C_848211
T_512140,2021-09-20,C_417601
T_512398,2020-07-06,C_361181
T_512399,2022-02-07,C_334474
T_512481,2021-12-13,C_829082
T_512523,2020-07-13,C_937594
T_512618,2020-01-13,C_385862
T_512629,2020-11-16,C_590257
T_512817,2021-12-06,C_479796
T_512854,2021-09-06,C_866894
T_512856,2020-01-20,C_589300
T_512896,2020-08-10,C_117580
T_512985,2022-04-25,C_829082
T_513013,2020-03-30,C_401016
T_513095,2021-02-08,C_773326
T_513130,2022-02-21,C_937594
T_513159,2020-05-04,C_545560
T_513172,2021-03-29,C_661757
T_513285,2020-06-15,C_465481
T_513428,2021-10-25,C_749079
T_513564,2020-11-02,C_672256
T_513672,2021-08-16,C_249135
T_513778,2020-10-05,C_091997
T_513820,2021-06-28,C_603877
T_513830,2021-05-17,C_514467
T_513953,2020-03-02,C_086403
T_514001,2021-06-07,C_749821
T_514013,2020-09-21,C_661757
T_514040,2020-03-09,C_126481
T_514052,2020-03-30,C_135878
T_514281,2021-06-28,C_848211
T_514323,2020-03-30,C_172854
T_514433,2021-08-09,C_150182
T_514482,2020-10-12,C_519849
T_514562,2020-09-28,C_412635
T_514648,2022-03-14,C_749821
T_514682,2020-05-11,C_117580
T_514686,2020-08-17,C_282979
T_514701,2020-03-09,C_245948
T_514702,2020-01-27,C_915518
T_514954,2021-11-15,C_951507
T_515154,2021-06-14,C_180745
T_515176,2020-11-30,C_502843
T_515214,2020-02-17,C_768792
T_515250,2020-06-22,C_117580
T_515289,2021-06-07,C_746892
T_515769,2022-03-07,C_150182
T_515777,2022-04-04,C_269097
T_515841,2020-04-06,C_980626
T_515904,2020-02-10,C_040673
T_516000,2021-07-19,C_050237
T_516007,2021-06-14,C_633661
T_516008,2020-04-27,C_573925
T_516143,2021-09-06,C_769491
T_516201,2020-11-16,C_683666
T_516278,2020-08-24,C_853926
T_516393,2021-03-08,C_074947
T_516397,2020-11-02,C_180745
T_516475,2020-04-13,C_022240
T_516501,2020-05-11,C_023073
T_516652,2020-05-04,C_401016
T_516666,2021-06-21,C_769491
T_516699,2021-09-27,C_951507
T_516704,2020-08-10,C_739947
T_516813,2020-04-06,C_473035
T_516869,2021-02-22,C_391166
T_516877,2020-09-21,C_258325
T_516963,2022-02-28,C_839280
T_516991,2020-05-11,C_412635
T_516994,2020-08-24,C_939370
T_517122,2021-09-20,C_739947
T_517129,2020-04-06,C_839280
T_517240,2022-04-11,C_317124
T_517275,2020-01-13,C_385862
T_517289,2021-11-01,C_937594
T_517470,2021-10-04,C_698497
T_517661,2021-09-06,C_258325
T_517883,2020-02-24,C_633661
T_517973,2021-09-06,C_672256
T_518054,2020-08-03,C_117580
T_518131,2020-11-30,C_519849
T_518331,2021-08-23,C_806376
T_518419,2021-06-21,C_021985
T_518567,2021-04-12,C_884864
T_518594,2020-10-19,C_705680
T_518674,2020-06-08,C_937594
T_518695,2020-11-30,C_310107
T_518701,2020-12-28,C_051535
T_518841,2022-01-17,C_877858
T_518852,2021-10-18,C_806376
T_518879,2020-05-04,C_342564
T_518913,2020-09-21,C_051535
T_519066,2020-11-16,C_282979
T_519106,2020-12-21,C_860828
T_519149,2020-01-06,C_412635
T_519185,2021-06-21,C_180745
T_519214,2020-07-13,C_951507
T_519274,2021-02-01,C_740649
T_519319,2020-08-31,C_593639
T_519360,2020-06-29,C_245948
T_519426,2020-09-21,C_871835
T_519511,2020-06-29,C_299317
T_519564,2020-04-13,C_016617
T_519614,2021-08-09,C_672706
T_519655,2020-01-20,C_465481
T_519672,2021-11-08,C_687729
T_519755,2020-08-17,C_746892
T_519944,2022-03-14,C_749821
T_520001,2022-02-21,C_420849
T_520012,2021-09-06,C_050237
T_520072,2020-06-01,C_117580
T_520157,2022-05-09,C_021985
T_520161,2020-04-20,C_117580
T_520162,2020-01-06,C_593639
T_520180,2019-12-30,C_040673
T_520214,2020-09-21,C_980626
T_520260,2021-08-30,C_683666
T_520265,2020-02-10,C_348438
T_520278,2020-01-06,C_729868
T_520346,2021-04-19,C_317124
T_520410,2021-07-26,C_603968
T_520447,2021-08-16,C_937594
T_520514,2020-07-06,C_310107
T_520774,2020-02-17,C_633661
T_521029,2020-07-27,C_455087
T_521138,2021-10-25,C_806376
T_521208,2020-04-06,C_565612
T_521381,2020-06-08,C_117580
T_521383,2020-09-14,C_746892
T_521449,2021-02-08,C_638314
T_521508,2022-04-25,C_317124
T_521548,2021-10-04,C_468898
T_521579,2020-06-29,C_415428
T_521629,2021-11-08,C_769491
T_521685,2021-12-06,C_472366
T_521746,2020-03-09,C_937594
T_522083,2021-05-03,C_806376
T_522090,2020-08-10,C_180745
T_522142,2022-02-07,C_472366
T_522189,2021-03-08,C_051706
T_522208,2021-05-10,C_479796
T_522230,2021-07-05,C_739947
T_522396,2021-07-12,C_074947
T_522427,2020-05-25,C_793483
T_522468,2020-01-20,C_482570
T_522714,2020-05-11,C_074947
T_522779,2020-02-10,C_245948
T_522904,2020-09-21,C_603877
T_523147,2021-07-05,C_692721
T_523148,2021-11-22,C_633661
T_523256,2021-05-24,C_276262
T_523297,2021-09-06,C_984759
T_523390,2021-01-04,C_937594
T_523481,2020-07-27,C_593639
T_523509,2020-11-30,C_593639
T_523512,2021-07-05,C_915518
T_523515,2021-05-31,C_172705
T_523632,2021-04-05,C_021985
T_523649,2021-03-22,C_249135
T_523657,2021-02-22,C_245948
T_523716,2021-11-29,C_095017
T_523724,2021-05-17,C_769491
T_523789,2020-06-08,C_258325
T_523806,2020-06-01,C_122750
T_523808,2021-07-12,C_411612
T_523819,2021-05-24,C_258325
T_523821,2020-12-07,C_951507
T_523830,2020-05-11,C_258325
T_523888,2020-03-02,C_117580
T_523898,2020-06-15,C_593639
T_524063,2021-03-22,C_698497
T_524128,2020-11-09,C_758522
T_524168,2021-07-05,C_021985
T_524271,2020-06-15,C_838088
T_524470,2021-07-26,C_172705
T_524542,2020-12-21,C_762928
T_524604,2021-02-01,C_535756
T_524632,2022-03-21,C_843031
T_524774,2021-08-09,C_937594
T_524951,2020-02-24,C_282979
T_525061,2020-01-27,C_672706
T_525086,2020-07-06,C_633661
T_525105,2021-10-18,C_411261
T_525134,2020-01-06,C_590257
T_525274,2021-03-29,C_535756
T_525414,2020-03-09,C_245948
T_525461,2020-05-04,C_512037
T_525581,2020-07-27,C_633661
T_525588,2021-06-28,C_877858
T_525617,2021-06-28,C_862106
T_525659,2021-11-01,C_465208
T_525871,2020-09-14,C_113139
T_525891,2021-02-08,C_986633
T_525916,2022-04-11,C_185126
T_525988,2020-07-20,C_514467
T_526081,2020-08-10,C_117580
T_526082,2022-05-09,C_365277
T_526203,2021-07-12,C_649318
T_526335,2021-05-17,C_661757
T_526404,2020-06-01,C_649318
T_526414,2021-08-30,C_058218
T_526468,2020-08-10,C_672256
T_526548,2021-01-04,C_866894
T_526575,2021-01-25,C_015045
T_526618,2021-03-15,C_401016
T_526724,2020-08-31,C_117580
T_526734,2021-03-29,C_884977
T_526763,2021-11-08,C_691869
T_526814,2022-05-02,C_472366
T_526893,2021-04-12,C_740903
T_526985,2020-07-20,C_074947
T_527103,2020-11-23,C_806376
T_527134,2020-10-19,C_683666
T_527209,2020-04-13,C_172705
T_527223,2020-10-19,C_672256
T_527275,2021-06-07,C_848211
T_527337,2021-05-17,C_240236
T_527584,2020-03-02,C_573925
T_527704,2020-02-10,C_980626
T_527718,2020-03-30,C_969414
T_527924,2020-10-12,C_401016
T_528131,2021-05-24,C_600979
T_528158,2020-11-23,C_943921
T_528227,2021-10-25,C_150182
T_528282,2021-09-27,C_749821
T_528283,2020-08-03,C_603877
T_528369,2021-05-03,C_010649
T_528469,2021-02-01,C_848211
T_528534,2021-02-15,C_172705
T_528857,2020-09-14,C_848211
T_528877,2020-10-19,C_113139
T_528892,2021-06-21,C_806376
T_528912,2020-11-02,C_806376
T_529058,2020-10-19,C_361181
T_529110,2020-09-07,C_535756
T_529193,2022-03-28,C_419410
T_529564,2020-10-05,C_937594
T_529627,2020-07-13,C_117580
T_529654,2021-01-25,C_190305
T_529663,2020-11-16,C_282979
T_529722,2020-06-01,C_603968
T_529764,2021-08-23,C_593639
T_529895,2021-08-09,C_739947
T_529994,2020-11-16,C_150182
T_530012,2020-02-24,C_144468
T_530104,2021-10-11,C_524968
T_530195,2021-02-01,C_739947
T_530224,2021-08-16,C_258325
T_530234,2021-03-22,C_633661
T_530250,2020-11-16,C_980626
T_530424,2020-06-22,C_980626
T_530452,2022-03-28,C_147153
T_530476,2020-10-19,C_110846
T_530566,2020-11-02,C_954731
T_530613,2020-08-24,C_980626
T_530623,2020-08-03,C_117580
T_530630,2021-07-12,C_172705
T_530904,2022-03-14,C_749821
T_531025,2022-04-18,C_585824
T_531034,2021-10-04,C_258325
T_531046,2020-12-07,C_980626
T_531091,2021-02-15,C_866894
T_531107,2022-01-31,C_352205
T_531129,2021-08-02,C_101842
T_531155,2021-07-05,C_941574
T_531265,2022-04-18,C_150182
T_531352,2020-03-30,C_512037
T_531395,2021-01-11,C_010649
T_531529,2020-07-20,C_939370
T_531639,2020-11-16,C_980626
T_531659,2022-01-17,C_746892
T_531706,2019-12-30,C_385862
T_531873,2021-11-01,C_297913
T_531950,2021-07-05,C_761479
T_532057,2021-01-25,C_871835
T_532068,2021-02-22,C_051535
T_532085,2020-03-02,C_877858
T_532099,2021-11-15,C_683666
T_532179,2020-03-30,C_662193
T_532237,2021-03-01,C_152471
T_532241,2021-09-27,C_937594
T_532409,2021-12-06,C_937594
T_532497,2021-08-02,C_258818
T_532593,2022-03-07,C_298468
T_532618,2020-07-06,C_746892
T_532691,2021-11-29,C_465208
T_532698,2020-06-15,C_877858
T_532720,2022-04-04,C_150182
T_532780,2021-06-14,C_593639
T_532835,2022-02-14,C_590554
T_532847,2021-04-26,C_769450
T_532925,2020-08-03,C_590554
T_532976,2020-03-09,C_010119
T_532988,2021-08-02,C_172705
T_533049,2021-04-19,C_593639
T_533068,2021-02-01,C_021985
T_533163,2021-10-25,C_877858
T_533174,2021-04-19,C_412635
T_533339,2020-08-31,C_412635
T_533347,2020-07-13,C_897743
T_533348,2021-05-10,C_950113
T_533399,2020-09-21,C_862106
T_533559,2021-08-30,C_806376
T_533667,2021-05-10,C_317124
T_533742,2020-06-08,C_267443
T_533791,2021-01-11,C_672256
T_533805,2021-01-25,C_862106
T_533942,2021-04-12,C_412635
T_534110,2020-08-24,C_387172
T_534165,2021-11-08,C_095017
T_534237,2020-06-01,C_245948
T_534437,2020-11-09,C_310107
T_534558,2021-03-22,C_245948
T_534613,2021-04-05,C_826339
T_534643,2021-03-08,C_705572
T_534935,2020-11-23,C_739947
T_535011,2021-05-31,C_051535
T_535203,2020-09-07,C_866894
T_535265,2020-07-20,C_058218
T_535266,2021-04-12,C_361181
T_535419,2021-04-05,C_590257
T_535445,2020-01-06,C_968987
T_535483,2021-01-18,C_063809
T_535658,2020-09-21,C_672256
T_535669,2020-10-19,C_134962
T_535741,2021-08-23,C_412635
T_535774,2020-06-29,C_069492
T_535789,2021-05-24,C_310107
T_535824,2022-05-02,C_710912
T_535832,2020-10-26,C_728285
T_536110,2020-10-12,C_806376
T_536268,2020-01-20,C_385862
T_536297,2021-09-20,C_063926
T_536373,2022-01-03,C_426424
T_536412,2021-02-22,C_113139
T_536423,2021-08-16,C_180745
T_536676,2021-06-21,C_514318
T_536747,2020-06-22,C_951507
T_536795,2020-09-21,C_387172
T_536940,2021-02-22,C_698497
T_536987,2022-04-25,C_282979
T_537109,2021-08-30,C_692721
T_537218,2021-09-27,C_862106
T_537225,2021-03-22,C_074947
T_537232,2020-10-05,C_683666
T_537243,2022-02-21,C_472861
T_537316,2020-10-19,C_063926
T_537440,2021-08-09,C_749821
T_537456,2020-06-22,C_113139
T_537473,2021-04-05,C_746892
T_537495,2020-10-05,C_074947
T_537582,2022-04-25,C_903161
T_537617,2021-05-10,C_672706
T_537645,2020-07-27,C_739947
T_537669,2020-06-08,C_117580
T_537704,2021-03-08,C_749821
T_537795,2020-07-20,C_986633
T_537873,2022-03-21,C_762928
T_537969,2020-11-02,C_683666
T_538033,2020-06-15,C_421536
T_538036,2020-07-27,C_853926
T_538135,2021-11-29,C_548964
T_538175,2020-12-21,C_683666
T_538265,2021-11-15,C_762928
T_538283,2020-03-30,C_117580
T_538316,2020-08-17,C_117580
T_538542,2022-04-11,C_365405
T_538607,2020-05-25,C_739947
T_538725,2021-08-09,C_317124
T_538763,2021-09-13,C_342153
T_538770,2021-10-18,C_051535
T_538795,2022-04-11,C_573297
T_538848,2021-07-26,C_806376
T_538853,2021-01-25,C_698497
T_539017,2022-05-16,C_338236
T_539095,2021-01-18,C_317124
T_539146,2020-05-18,C_683666
T_539185,2021-08-23,C_746892
T_539198,2020-02-17,C_444616
T_539217,2021-06-28,C_069492
T_539275,2020-04-13,C_862106
T_539481,2020-01-27,C_633661
T_539493,2020-08-17,C_951507
T_539591,2022-02-07,C_472366
T_539732,2022-03-07,C_705572
T_539753,2020-06-08,C_746892
T_539776,2021-05-17,C_910651
T_539862,2022-03-21,C_491628
T_539899,2020-03-30,C_683666
T_539961,2022-04-04,C_871835
T_540032,2021-02-15,C_317124
T_540065,2020-07-06,C_838088
T_540127,2022-03-28,C_491628
T_540218,2021-09-20,C_491628
T_540252,2020-10-26,C_247907
T_540260,2020-04-06,C_421536
T_540289,2020-06-08,C_938531
T_540313,2020-12-07,C_746892
T_540440,2020-06-01,C_152040
T_540445,2020-08-17,C_867370
T_540459,2020-07-20,C_117580
T_540475,2022-03-14,C_063926
T_540593,2021-11-29,C_769491
T_540608,2022-04-25,C_282979
T_540622,2021-07-12,C_746892
T_540711,2022-03-14,C_739258
T_540738,2021-04-12,C_074947
T_540867,2020-07-06,C_245948
T_540943,2021-06-28,C_473035
T_540996,2021-08-16,C_417601
T_541001,2021-03-01,C_749821
T_541038,2020-02-17,C_245948
T_541150,2020-08-10,C_172705
T_541154,2021-05-17,C_806376
T_541310,2020-07-13,C_594561
T_541323,2021-10-11,C_762928
T_541324,2020-02-24,C_853926
T_541338,2021-04-05,C_514318
T_541381,2021-05-10,C_838088
T_541472,2021-04-19,C_853926
T_541635,2021-11-15,C_269097
T_541771,2021-09-27,C_937594
T_541810,2020-09-07,C_590257
T_541910,2021-05-10,C_299317
T_541920,2021-09-27,C_565612
T_541954,2020-11-16,C_739947
T_542018,2021-08-16,C_857626
T_542182,2020-05-04,C_244106
T_542253,2021-10-18,C_328511
T_542323,2020-02-03,C_479796
T_542354,2020-09-07,C_502843
T_542468,2020-05-25,C_113139
T_542469,2020-08-17,C_573297
T_542485,2020-05-04,C_746892
T_542505,2022-04-11,C_749821
T_542517,2021-04-19,C_633661
T_542579,2021-09-06,C_768792
T_542591,2022-05-09,C_937594
T_542748,2021-04-05,C_317124
T_542839,2021-12-27,C_472366
T_542907,2020-05-11,C_101842
T_543089,2021-11-01,C_317124
T_543113,2020-08-03,C_322219
T_543197,2021-05-17,C_282979
T_543228,2020-10-05,C_705572
T_543584,2022-04-11,C_871835
T_543648,2020-04-20,C_245948
T_543662,2021-05-17,C_672706
T_543703,2020-02-24,C_815913
T_543776,2022-03-28,C_297913
T_543798,2020-08-31,C_465481
T_543872,2020-10-19,C_888956
T_543877,2020-08-31,C_180745
T_543976,2021-06-07,C_299317
T_543987,2021-08-30,C_755148
T_544186,2022-04-04,C_598080
T_544263,2020-06-15,C_113139
T_544329,2020-05-25,C_769491
T_544335,2021-11-15,C_746892
T_544346,2020-11-02,C_838088
T_544450,2020-04-13,C_714619
T_544490,2021-09-13,C_941574
T_544512,2019-12-30,C_039413
T_544677,2021-07-12,C_937594
T_544688,2020-12-07,C_465481
T_544910,2021-11-22,C_937594
T_544965,2021-07-19,C_769491
T_544990,2021-01-25,C_672706
T_545088,2020-07-20,C_023073
T_545100,2020-11-16,C_192142
T_545126,2021-10-11,C_050237
T_545136,2021-11-15,C_412635
T_545144,2020-12-28,C_806376
T_545184,2021-02-22,C_951507
T_545507,2022-03-21,C_969414
T_545541,2020-11-30,C_980626
T_545608,2021-08-16,C_662193
T_545738,2021-12-13,C_703200
T_545775,2021-12-27,C_385527
T_545840,2020-03-09,C_683666
T_545875,2021-04-19,C_677190
T_545936,2021-02-15,C_512037
T_545997,2022-05-09,C_698497
T_546008,2021-02-01,C_980626
T_546074,2020-10-12,C_969414
T_546240,2020-09-14,C_698497
T_546373,2021-08-30,C_806376
T_546441,2020-07-13,C_074947
T_546457,2020-11-02,C_866894
T_546480,2020-07-27,C_664019
T_546510,2022-04-18,C_772501
T_546531,2020-09-28,C_746892
T_546669,2022-02-28,C_746892
T_546737,2020-03-02,C_831485
T_546833,2020-01-20,C_385862
T_546878,2020-02-24,C_603968
T_546919,2022-01-31,C_551361
T_547011,2020-09-14,C_633661
T_547042,2020-01-13,C_877858
T_547058,2020-07-27,C_951507
T_547200,2020-08-03,C_117580
T_547296,2021-12-06,C_472366
T_547361,2020-02-24,C_683666
T_547460,2020-12-07,C_853926
T_547476,2020-12-21,C_806376
T_547553,2020-06-22,C_698497
T_547606,2020-09-07,C_951507
T_547674,2021-05-31,C_589205
T_547687,2020-10-12,C_101842
T_547730,2021-10-18,C_180745
T_547789,2020-04-27,C_401016
T_547892,2021-01-18,C_245948
T_547894,2020-02-10,C_126481
T_548058,2021-09-20,C_081456
T_548114,2020-07-27,C_117580
T_548206,2021-04-19,C_410063
T_548213,2020-08-17,C_548964
T_548258,2020-07-06,C_412635
T_548280,2021-01-18,C_535756
T_548301,2022-04-11,C_984759
T_548378,2020-03-02,C_113139
T_548409,2021-07-19,C_986633
T_548625,2020-06-29,C_144468
T_548812,2020-03-16,C_172705
T_548842,2020-11-23,C_633661
T_548853,2020-07-20,C_095017
T_548867,2020-08-31,C_117580
T_548898,2020-06-29,C_117580
T_548955,2021-05-10,C_479796
T_549101,2020-12-14,C_806376
T_549116,2021-08-02,C_806376
T_549123,2020-08-10,C_535756
T_549202,2020-07-13,C_746892
T_549238,2020-12-28,C_831485
T_549239,2021-02-15,C_808695
T_549321,2021-08-23,C_950113
T_549416,2020-11-23,C_746892
T_549506,2020-07-20,C_728285
T_549555,2021-11-08,C_746892
T_549562,2021-03-08,C_894991
T_549798,2020-08-24,C_984759
T_549805,2021-09-20,C_808695
T_549895,2022-04-11,C_417601
T_549897,2021-09-20,C_329432
T_550032,2020-06-15,C_479796
T_550042,2020-10-26,C_799217
T_550047,2021-03-01,C_245948
T_550062,2020-08-17,C_117580
T_550098,2021-09-27,C_937594
T_550169,2021-01-04,C_633661
T_550237,2020-09-07,C_986633
T_550259,2020-07-20,C_662193
T_550270,2021-11-15,C_799217
T_550339,2021-11-01,C_227779
T_550399,2020-11-30,C_593639
T_550455,2022-04-18,C_831485
T_550498,2020-06-29,C_593639
T_550503,2021-09-20,C_749821
T_550536,2020-11-02,C_190305
T_550569,2020-07-13,C_769491
T_550625,2022-02-21,C_245948
