customer_id,invoice_no,invoice_date,collection_date,collected_amount,delay_days,bounced_check
C_937594,T_478855,2022-05-16,2022-10-01,964915.28,48.0,0
C_937594,T_478855,2022-05-16,2022-10-09,964915.27,56.0,0
C_838088,T_478886,2021-01-11,2021-01-28,49879.87,17.0,0
C_051535,T_478895,2021-11-22,2022-01-24,855394.58,33.0,0
C_051535,T_478895,2021-11-22,2022-02-08,855394.57,48.0,0
C_117580,T_478965,2020-07-13,2020-08-20,57696.89,38.0,0
C_185126,T_478993,2020-08-17,2020-09-06,534525.05,20.0,0
C_624339,T_479138,2020-07-27,2020-08-03,63347.45,7.0,0
C_593639,T_479154,2020-01-06,2020-01-09,46474.34,3.0,0
C_412635,T_479187,2021-06-07,2021-06-07,45397.42,0.0,0
C_117580,T_479381,2020-08-10,2020-08-22,64937.32,12.0,0
C_155990,T_479444,2021-01-18,2021-02-13,33103.36,26.0,0
C_473035,T_479512,2021-11-22,2021-12-31,1112806.01,39.0,0
C_479796,T_479530,2021-07-26,2021-09-05,170399.97,11.0,0
C_479796,T_479530,2021-07-26,2021-10-01,170399.97,37.0,0
C_465481,T_479567,2021-09-06,2021-10-27,27172.01,21.0,0
C_465481,T_479567,2021-09-06,2021-10-21,27172.01,15.0,0
C_050237,T_479768,2021-11-22,2021-11-28,836638.84,6.0,0
C_050237,T_479768,2021-11-22,2021-12-27,836638.83,35.0,0
C_101842,T_480086,2021-06-28,2021-08-26,458821.69,29.0,0
C_101842,T_480086,2021-06-28,2021-09-12,458821.68,46.0,0
C_622797,T_480141,2021-05-31,2021-06-01,666395.84,1.0,0
C_117580,T_480260,2020-07-06,2020-08-13,59148.15,38.0,0
C_729868,T_480268,2022-05-02,2022-05-27,17581.9,25.0,0
C_245948,T_480539,2020-08-17,2020-11-24,447155.31,9.0,0
C_729868,T_480624,2020-04-06,2020-05-02,2873.7,26.0,0
C_729868,T_480624,2020-04-06,2020-05-21,2873.69,45.0,0
C_185126,T_480872,2020-07-13,2020-08-24,440154.22,12.0,0
C_417601,T_480915,2020-11-02,2020-11-18,43722.27,16.0,0
C_705572,T_480933,2022-02-21,2022-03-20,723749.1,0.0,0
C_705572,T_480933,2022-02-21,2022-04-22,723749.1,30.0,0
C_117580,T_481165,2020-07-27,2020-07-27,64440.41,0.0,0
C_058218,T_481168,2021-06-07,2021-08-25,128805.79,49.0,0
C_058218,T_481168,2021-06-07,2021-08-05,128805.79,29.0,0
C_899372,T_481180,2021-05-03,2021-05-03,37957.81,0.0,0
C_421536,T_481200,2020-12-21,2021-01-25,46747.83,35.0,0
C_739947,T_481219,2022-02-14,2022-03-26,2335445.45,40.0,0
C_593639,T_481231,2021-06-21,2021-08-22,268414.71,32.0,0
C_428127,T_481294,2020-02-24,2020-03-19,286068.96,24.0,0
C_806376,T_481330,2021-08-02,2021-10-15,113861.75,44.0,0
C_603968,T_481337,2022-05-30,2022-07-08,35778.16,39.0,0
C_603968,T_481337,2022-05-30,2022-07-20,35778.16,51.0,0
C_113139,T_481372,2021-07-19,2021-07-27,752155.04,8.0,0
C_565612,T_481374,2020-08-31,2020-09-19,291741.96,19.0,0
C_376594,T_481420,2020-06-01,2020-06-08,63767.32,7.0,0
C_806376,T_481578,2021-03-08,2021-04-14,87243.34,37.0,0
C_385862,T_481812,2019-12-30,2020-01-13,14695.28,14.0,0
C_385862,T_481812,2019-12-30,2020-02-07,14695.28,39.0,0
C_544893,T_481826,2020-07-20,2020-08-21,5309.56,32.0,0
C_544893,T_481826,2020-07-20,2020-09-06,5309.55,48.0,0
C_948070,T_481884,2020-03-23,2020-03-31,97799.19,8.0,0
C_951507,T_481930,2020-06-01,2020-06-24,54287.01,23.0,0
C_877858,T_482118,2021-10-11,2021-10-11,20686.93,0.0,0
C_877858,T_482118,2021-10-11,2021-11-11,20686.93,31.0,0
C_412635,T_482277,2021-10-04,2021-11-16,64188.47,43.0,0
C_412635,T_482277,2021-10-04,2021-10-30,64188.46,26.0,0
C_806376,T_482290,2021-09-20,2021-11-11,100510.67,22.0,0
C_664019,T_482299,2020-02-24,2020-04-05,151943.14,41.0,0
C_444616,T_482302,2020-04-06,2020-04-06,27211.35,0.0,0
C_233299,T_482367,2021-04-26,2021-06-07,311137.07,12.0,0
C_649318,T_482388,2021-01-04,2021-02-04,766.67,31.0,0
C_746892,T_482509,2020-12-07,2021-03-31,226944.5,24.0,0
C_698497,T_482538,2022-05-02,2022-05-27,333764.42,0.0,0
C_746892,T_482707,2020-06-22,2020-07-24,45160.94,32.0,0
C_762928,T_482795,2020-09-21,2021-02-03,168400.3,45.0,0
C_762928,T_482795,2020-09-21,2021-02-12,168400.3,54.0,0
C_746892,T_482946,2022-02-28,2022-04-13,76013.1,14.0,0
C_465208,T_482957,2021-08-09,2021-09-04,1022112.68,26.0,0
C_365032,T_483025,2021-10-25,2021-12-05,123582.21,41.0,0
C_040673,T_483078,2021-06-28,2021-07-02,22837.13,4.0,0
C_749079,T_483153,2021-10-04,2021-11-30,277051.64,27.0,0
C_051535,T_483167,2021-08-23,2021-10-11,1431789.61,19.0,0
C_117580,T_483341,2020-06-08,2020-06-17,50148.67,9.0,0
C_465481,T_483501,2020-04-27,2020-04-27,73612.51,0.0,0
C_010649,T_483523,2021-09-06,2021-10-02,77780.76,26.0,0
C_245948,T_483525,2020-07-06,2020-10-06,358377.26,2.0,0
C_739947,T_483534,2020-08-03,2020-09-12,104067.76,10.0,0
C_739947,T_483534,2020-08-03,2020-10-09,104067.76,37.0,0
C_274912,T_483583,2020-06-08,2020-07-04,186300.78,26.0,0
C_274912,T_483583,2020-06-08,2020-07-23,186300.77,45.0,0
C_535756,T_483731,2021-04-12,2021-04-22,687415.81,10.0,0
C_477520,T_483802,2020-05-11,2020-06-23,282562.02,43.0,0
C_180745,T_483845,2020-10-19,2020-12-05,301897.37,17.0,0
C_908293,T_483887,2020-11-02,2020-11-17,73162.12,15.0,0
C_842281,T_483899,2020-08-03,2020-09-18,17581.57,46.0,0
C_731802,T_483931,2020-05-04,2020-05-05,28384.67,1.0,0
C_937594,T_483933,2021-10-11,2022-01-21,604242.72,12.0,0
C_923612,T_483944,2021-06-07,2021-06-07,16246.64,0.0,0
C_113139,T_483984,2021-05-17,2021-08-16,632061.55,1.0,0
C_980741,T_484017,2020-06-08,2020-06-10,5885.39,2.0,0
C_258325,T_484062,2021-03-22,2021-07-10,28777.31,20.0,0
C_258325,T_484062,2021-03-22,2021-08-01,28777.3,42.0,0
C_050237,T_484158,2021-01-18,2021-05-22,455967.31,34.0,0
C_297913,T_484260,2021-08-16,2021-09-29,1008.92,44.0,0
C_297913,T_484260,2021-08-16,2021-10-09,1008.91,54.0,0
C_421536,T_484356,2021-07-26,2021-09-10,2852.57,46.0,0
C_117580,T_484456,2020-07-13,2020-08-19,62015.85,37.0,0
C_051706,T_484495,2020-07-27,2020-11-13,34418.65,19.0,0
C_473035,T_484585,2020-02-17,2020-04-21,231751.65,34.0,0
C_705572,T_484669,2020-10-26,2020-10-26,569.88,0.0,0
C_951507,T_484674,2022-05-02,2022-06-10,87756.19,39.0,0
C_117580,T_484750,2020-05-18,2020-06-13,60085.76,26.0,0
C_398853,T_484766,2021-05-03,2021-06-02,115824.51,0.0,0
C_479796,T_484879,2020-09-28,2020-12-12,27949.35,45.0,0
C_479796,T_484879,2020-09-28,2020-11-24,27949.34,27.0,0
C_884864,T_485170,2021-07-12,2021-08-07,2720.54,26.0,0
C_117580,T_485180,2020-08-31,2020-09-29,67935.31,29.0,0
C_113139,T_485279,2020-11-23,2021-03-27,67732.14,34.0,0
C_937594,T_485281,2021-11-15,2022-01-12,1825747.92,28.0,0
C_069492,T_485430,2022-05-09,2022-06-18,1974820.81,40.0,0
C_069492,T_485430,2022-05-09,2022-06-02,1974820.8,24.0,0
C_317216,T_485463,2020-10-19,2020-11-25,1589.18,37.0,0
C_317216,T_485463,2020-10-19,2020-11-11,1589.17,23.0,0
C_763443,T_485525,2020-12-14,2021-01-19,6424.86,36.0,0
C_746892,T_485569,2022-01-17,2022-02-09,239068.44,23.0,0
C_022240,T_485595,2020-03-09,2020-03-10,34644.93,1.0,0
C_877858,T_485597,2022-02-07,2022-02-19,233982.66,12.0,0
C_633661,T_485730,2020-06-29,2020-08-15,347434.55,47.0,0
C_683666,T_485767,2020-06-15,2020-06-28,257457.84,13.0,0
C_245948,T_485822,2020-08-24,2020-11-25,475744.09,3.0,0
C_117580,T_485868,2020-07-20,2020-07-26,62855.24,6.0,0
C_304036,T_485975,2020-03-30,2020-05-11,1087.41,42.0,0
C_117580,T_486005,2020-07-27,2020-08-06,66241.14,10.0,0
C_421536,T_486246,2021-01-25,2021-03-21,266831.86,25.0,0
C_746892,T_486247,2020-04-13,2020-05-02,264137.95,19.0,0
C_385862,T_486366,2020-02-03,2020-02-17,32820.52,14.0,0
C_385862,T_486366,2020-02-03,2020-03-13,32820.51,39.0,0
C_746892,T_486423,2021-07-26,2021-12-06,74867.05,43.0,0
C_086403,T_486500,2020-07-20,2020-08-20,26868.2,31.0,0
C_593639,T_486546,2020-06-08,2020-08-23,156337.64,46.0,0
C_980626,T_486597,2021-06-21,2021-08-21,19075.34,31.0,0
C_980626,T_486597,2021-06-21,2021-09-06,19075.33,47.0,0
C_365032,T_486670,2021-11-15,2021-11-15,117104.39,0.0,0
C_243568,T_486684,2021-11-29,2021-11-29,1877.73,0.0,0
C_365032,T_486696,2020-02-17,2020-04-01,18796.02,44.0,0
C_365032,T_486696,2020-02-17,2020-03-14,18796.01,26.0,0
C_746892,T_486902,2020-05-18,2020-08-30,131492.72,14.0,0
C_698497,T_486916,2021-04-05,2021-07-03,10876.59,0.0,0
C_227779,T_486934,2021-11-29,2021-12-08,31620.11,9.0,0
C_740649,T_486946,2021-04-26,2021-04-27,3956.25,1.0,0
C_698497,T_487199,2022-02-28,2022-03-31,220311.67,1.0,0
C_698497,T_487199,2022-02-28,2022-05-01,220311.66,32.0,0
C_848211,T_487206,2020-02-10,2020-03-28,139442.52,17.0,0
C_117580,T_487368,2020-07-27,2020-08-01,59180.6,5.0,0
C_768792,T_487791,2020-12-21,2021-02-07,778548.47,48.0,0
C_937594,T_487854,2021-11-29,2022-02-05,949343.44,38.0,0
C_662193,T_487876,2021-04-05,2021-04-05,568380.48,0.0,0
C_714619,T_487983,2020-06-22,2020-06-26,174154.53,4.0,0
C_074947,T_488020,2021-09-06,2021-09-16,250313.72,10.0,0
C_150182,T_488030,2022-01-17,2022-01-29,4038.39,12.0,0
C_401016,T_488181,2020-05-25,2020-06-30,638.2,36.0,0
C_401016,T_488181,2020-05-25,2020-06-16,638.2,22.0,0
C_951507,T_488326,2020-03-23,2020-04-20,50954.04,28.0,0
C_113139,T_488414,2021-06-28,2021-08-14,35238.66,47.0,0
C_113139,T_488414,2021-06-28,2021-08-22,35238.65,55.0,0
C_698497,T_488452,2021-09-06,2021-10-30,229011.42,24.0,0
C_888956,T_488479,2022-05-23,2022-06-02,41100.47,10.0,0
C_888956,T_488479,2022-05-23,2022-06-29,41100.47,37.0,0
C_984759,T_488512,2020-08-31,2020-10-12,16363.25,42.0,0
C_984759,T_488512,2020-08-31,2020-10-23,16363.25,53.0,0
C_661757,T_488653,2020-10-05,2020-12-09,386140.26,35.0,0
C_284990,T_488977,2021-11-08,2021-11-12,203686.95,4.0,0
C_251455,T_489120,2020-01-20,2020-02-29,143564.82,40.0,0
C_117580,T_489217,2020-07-06,2020-07-07,11806.42,1.0,0
C_806376,T_489335,2021-05-24,2021-06-26,94544.72,3.0,0
C_512037,T_489445,2020-08-10,2020-08-17,34706.42,7.0,0
C_512037,T_489481,2020-07-27,2020-09-06,28132.02,41.0,0
C_479796,T_489556,2020-01-13,2020-02-18,20434.33,6.0,0
C_948070,T_489815,2020-05-04,2020-06-12,299075.98,39.0,0
C_888956,T_489879,2020-03-23,2020-03-27,11478.15,4.0,0
C_150182,T_489978,2020-10-05,2020-10-22,755.81,17.0,0
C_117580,T_490008,2020-06-01,2020-07-05,57893.49,34.0,0
C_705572,T_490045,2021-10-04,2021-10-22,36515.64,18.0,0
C_806376,T_490262,2021-06-28,2021-07-29,97830.32,1.0,0
C_465481,T_490374,2020-04-27,2020-06-03,61912.52,37.0,0
C_385862,T_490442,2020-01-13,2020-01-24,31058.37,11.0,0
C_385862,T_490442,2020-01-13,2020-01-23,31058.37,10.0,0
C_150182,T_490643,2021-08-09,2021-08-10,736.32,1.0,0
C_150182,T_490643,2021-08-09,2021-09-10,736.32,32.0,0
C_117580,T_490650,2020-08-03,2020-08-16,61581.64,13.0,0
C_969707,T_490762,2020-04-13,2020-08-23,213736.27,42.0,0
C_749821,T_490807,2021-10-25,2021-10-27,84083.35,2.0,0
C_051706,T_490934,2020-10-19,2021-01-19,158448.24,2.0,0
C_240236,T_490959,2021-05-17,2021-06-23,356162.08,7.0,0
C_240236,T_490959,2021-05-17,2021-06-24,356162.08,8.0,0
C_378580,T_490996,2021-02-08,2021-03-13,2513.27,33.0,0
C_491628,T_491014,2022-02-21,2022-04-19,1382909.74,27.0,0
C_410063,T_491093,2021-04-26,2021-06-01,9335.66,36.0,0
C_410063,T_491093,2021-04-26,2021-06-15,9335.65,50.0,0
C_050237,T_491107,2020-11-02,2020-11-19,354592.16,17.0,0
C_117580,T_491181,2020-06-29,2020-07-02,26634.29,3.0,0
C_117580,T_491181,2020-06-29,2020-07-05,26634.28,6.0,0
C_245948,T_491257,2020-01-27,2020-04-25,379799.93,0.0,0
C_245948,T_491394,2020-10-05,2021-01-11,118031.66,8.0,0
C_245948,T_491394,2020-10-05,2021-01-11,118031.66,8.0,0
C_633661,T_491430,2020-03-09,2020-04-22,337202.2,44.0,0
C_428127,T_491443,2020-08-24,2020-09-06,123447.03,13.0,0
C_258325,T_491447,2021-11-29,2022-02-14,252144.78,47.0,0
C_806376,T_491562,2021-09-27,2021-11-07,135681.7,11.0,0
C_683666,T_491576,2021-04-26,2021-05-18,614779.59,22.0,0
C_822722,T_491578,2021-02-22,2021-04-04,27165.28,41.0,0
C_421083,T_491583,2021-03-08,2021-07-13,56868.54,37.0,0
C_690888,T_491605,2021-08-30,2021-09-17,2290.76,18.0,0
C_433939,T_491624,2020-08-24,2020-09-25,78849.47,32.0,0
C_433939,T_491624,2020-08-24,2020-09-13,78849.47,20.0,0
C_862106,T_491656,2021-03-29,2021-04-22,555079.94,24.0,0
C_346978,T_491747,2020-04-20,2020-05-22,41594.88,32.0,0
C_806376,T_491790,2020-12-21,2020-12-28,82984.81,7.0,0
C_740903,T_491831,2020-10-19,2020-12-05,3462.03,47.0,0
C_502843,T_491848,2021-01-18,2021-01-20,17101.51,2.0,0
C_502843,T_491848,2021-01-18,2021-01-23,17101.51,5.0,0
C_728285,T_491871,2021-10-18,2021-11-27,1872996.89,10.0,0
C_474104,T_491944,2020-04-27,2020-05-04,256804.9,7.0,0
C_150182,T_492048,2020-05-25,2020-06-13,161.32,19.0,0
C_150182,T_492048,2020-05-25,2020-07-05,161.32,41.0,0
C_729868,T_492175,2020-06-29,2020-07-12,5665.9,13.0,0
C_729868,T_492175,2020-06-29,2020-07-10,5665.9,11.0,0
C_376594,T_492194,2020-10-12,2020-12-25,31376.19,44.0,0
C_376594,T_492194,2020-10-12,2020-12-07,31376.19,26.0,0
C_101842,T_492195,2020-05-11,2020-07-29,133619.28,49.0,0
C_698497,T_492212,2021-09-27,2021-12-08,123690.22,42.0,0
C_672706,T_492231,2021-07-12,2021-09-20,264421.91,40.0,0
C_672706,T_492231,2021-07-12,2021-09-04,264421.9,24.0,0
C_739258,T_492511,2020-06-29,2020-08-16,19510.82,48.0,0
C_997228,T_492550,2020-10-26,2021-02-18,266816.65,25.0,0
C_222193,T_492626,2020-11-16,2021-01-26,26906.07,41.0,0
C_535756,T_492647,2020-08-17,2020-10-07,461184.21,21.0,0
C_773326,T_492781,2020-04-20,2020-05-04,18076.38,14.0,0
C_773326,T_492781,2020-04-20,2020-05-01,18076.39,11.0,0
C_739258,T_492812,2022-04-04,2022-05-17,13420.6,43.0,0
C_662193,T_492875,2020-07-20,2020-07-20,88840.67,0.0,0
C_662193,T_492875,2020-07-20,2020-07-23,88840.66,3.0,0
C_941574,T_492938,2021-04-05,2021-05-14,2192.4,39.0,0
C_258818,T_492941,2021-11-29,2022-02-16,249003.13,49.0,0
C_258818,T_492941,2021-11-29,2022-02-23,249003.12,56.0,0
C_806376,T_492946,2020-11-16,2020-11-26,76914.63,10.0,0
C_074947,T_493054,2021-04-12,2021-07-10,34225.88,0.0,0
C_385862,T_493079,2020-01-06,2020-01-24,31395.66,18.0,0
C_385862,T_493079,2020-01-06,2020-02-16,31395.65,41.0,0
C_535756,T_493118,2021-08-16,2021-10-03,230499.43,48.0,0
C_282979,T_493320,2020-04-27,2020-05-30,50227.19,3.0,0
C_282979,T_493320,2020-04-27,2020-06-29,50227.19,33.0,0
C_937594,T_493327,2021-07-05,2021-11-12,788860.61,40.0,0
C_385862,T_493406,2020-01-06,2020-02-24,31266.16,49.0,0
C_385862,T_493406,2020-01-06,2020-03-02,31266.15,56.0,0
C_633661,T_493450,2021-06-07,2021-06-13,769574.77,6.0,0
C_728285,T_493477,2020-11-16,2021-03-29,440326.67,43.0,0
C_739474,T_493661,2020-07-06,2020-08-24,7736.73,19.0,0
C_739474,T_493661,2020-07-06,2020-08-19,7736.73,14.0,0
C_117580,T_493770,2020-08-17,2020-09-13,32411.05,27.0,0
C_117580,T_493770,2020-08-17,2020-10-01,32411.05,45.0,0
C_058218,T_493823,2020-10-19,2020-12-22,195090.73,34.0,0
C_698497,T_493828,2020-07-06,2020-11-10,23096.15,37.0,1
C_698497,T_493828,2020-07-06,2020-10-27,23096.15,23.0,0
C_915518,T_493891,2020-08-31,2020-10-14,1538.69,44.0,0
C_589300,T_493978,2020-02-03,2020-02-08,15547.39,5.0,0
C_412635,T_494058,2021-03-08,2021-04-21,5427.03,44.0,0
C_937594,T_494255,2020-11-30,2021-04-09,313328.13,40.0,0
C_878590,T_494335,2020-11-02,2020-11-18,7345.66,16.0,0
C_812674,T_494401,2020-12-14,2021-04-30,311387.2,47.0,0
C_937594,T_494417,2020-11-30,2021-03-03,159402.27,3.0,0
C_937594,T_494417,2020-11-30,2021-04-02,159402.26,33.0,0
C_633661,T_494432,2021-02-22,2021-02-22,599499.88,0.0,0
C_420849,T_494636,2021-05-10,2021-06-25,50609.54,46.0,0
C_762928,T_494763,2021-06-28,2021-08-28,596689.69,31.0,0
C_172705,T_494788,2020-07-20,2020-07-28,3936.97,8.0,0
C_465481,T_494801,2020-06-01,2020-06-18,16366.65,17.0,0
C_455087,T_494877,2020-10-19,2020-12-01,229245.14,43.0,0
C_943921,T_494930,2021-04-19,2021-05-13,114767.79,24.0,0
C_997228,T_495176,2021-08-30,2021-10-14,45707.7,45.0,0
C_292582,T_495293,2021-02-01,2021-04-20,549233.98,48.0,0
C_769491,T_495345,2021-11-22,2021-12-25,10746.43,33.0,0
C_117580,T_495357,2020-07-13,2020-07-23,61019.26,10.0,0
C_169861,T_495395,2022-03-28,2022-03-28,309830.46,0.0,0
C_698497,T_495450,2020-03-02,2020-06-05,28826.4,5.0,0
C_698497,T_495450,2020-03-02,2020-07-04,28826.39,34.0,0
C_806376,T_495495,2021-08-16,2021-10-11,125450.26,26.0,0
C_940986,T_495604,2021-06-14,2021-07-26,370980.52,42.0,0
C_444616,T_495953,2020-08-03,2020-08-25,164849.19,22.0,0
C_282979,T_495966,2022-04-18,2022-04-22,127638.17,4.0,0
C_714619,T_496037,2020-06-15,2020-06-17,175458.07,2.0,0
C_871835,T_496188,2021-11-01,2021-12-19,70923.29,48.0,0
C_951507,T_496238,2021-04-26,2021-04-30,103788.64,4.0,0
C_113139,T_496269,2020-06-29,2020-11-07,32166.64,41.0,1
C_113139,T_496269,2020-06-29,2020-10-22,32166.64,25.0,0
C_806376,T_496280,2021-07-12,2021-08-18,104137.85,7.0,0
C_683666,T_496488,2020-12-28,2021-01-05,317189.0,8.0,0
C_683666,T_496488,2020-12-28,2021-02-02,317188.99,36.0,0
C_984759,T_496696,2022-02-07,2022-03-08,420401.16,29.0,0
C_412635,T_496771,2020-02-24,2020-03-19,21533.6,24.0,0
C_412635,T_496771,2020-02-24,2020-03-11,21533.6,16.0,0
C_633661,T_496909,2020-05-04,2020-06-02,302982.32,29.0,0
C_421536,T_496919,2020-03-16,2020-04-27,17607.8,42.0,0
C_664019,T_496933,2022-05-09,2022-06-18,1295765.52,40.0,0
C_412635,T_496984,2020-09-07,2020-10-12,30971.71,35.0,0
C_739947,T_496987,2020-06-01,2020-07-20,22949.59,19.0,0
C_739947,T_496987,2020-06-01,2020-07-15,22949.59,14.0,0
C_593639,T_497104,2020-09-07,2020-09-16,11316.59,9.0,0
C_317124,T_497105,2021-05-10,2021-05-24,143759.99,14.0,0
C_683666,T_497129,2020-03-16,2020-03-26,439299.68,10.0,0
C_357434,T_497191,2021-04-19,2021-04-23,110143.51,4.0,0
C_357434,T_497191,2021-04-19,2021-05-23,110143.51,34.0,0
C_806376,T_497210,2020-12-07,2020-12-30,77382.5,23.0,0
C_951507,T_497283,2020-07-27,2020-08-19,4523.86,23.0,0
C_951507,T_497283,2020-07-27,2020-08-12,4523.86,16.0,0
C_190305,T_497421,2020-11-09,2020-12-28,70186.82,49.0,0
C_190305,T_497421,2020-11-09,2020-12-08,70186.82,29.0,0
C_705680,T_497524,2020-03-09,2020-04-24,4005.53,46.0,0
C_705680,T_497524,2020-03-09,2020-05-03,4005.53,55.0,0
C_683666,T_497549,2021-06-21,2021-07-21,948963.73,30.0,0
C_984759,T_497586,2021-04-26,2021-05-11,212672.08,15.0,0
C_806376,T_497612,2020-11-02,2020-11-06,76075.95,4.0,0
C_600979,T_497836,2021-10-11,2021-10-27,121306.52,16.0,0
C_385862,T_497954,2020-01-27,2020-01-27,64667.52,0.0,0
C_412635,T_497967,2020-10-12,2020-10-25,4282.41,13.0,0
C_739947,T_497975,2020-08-10,2020-10-03,270729.74,24.0,0
C_117580,T_498092,2020-07-13,2020-08-30,44669.29,48.0,0
C_703200,T_498375,2022-04-18,2022-04-19,921763.74,1.0,0
C_762928,T_498491,2021-03-01,2021-03-28,31584.58,0.0,0
C_762928,T_498491,2021-03-01,2021-04-30,31584.57,30.0,0
C_126481,T_498563,2020-05-11,2020-05-11,55287.27,0.0,0
C_932097,T_498615,2020-08-10,2020-09-26,19142.61,47.0,0
C_352205,T_498676,2022-03-07,2022-04-04,1900838.83,28.0,0
C_792125,T_498749,2020-03-09,2020-04-08,273407.02,30.0,0
C_479796,T_498827,2021-10-25,2021-12-18,95756.56,24.0,0
C_479796,T_498827,2021-10-25,2022-01-07,95756.56,44.0,0
C_258325,T_498832,2020-05-25,2020-06-07,26163.26,13.0,0
C_412635,T_498890,2020-10-12,2020-11-07,878.16,26.0,0
C_877858,T_499000,2020-09-21,2020-10-22,1240.43,31.0,0
C_401016,T_499099,2020-11-09,2020-12-12,2738.02,33.0,0
C_113139,T_499108,2021-07-05,2021-07-22,85182.46,17.0,0
C_144468,T_499121,2020-03-09,2020-04-26,526977.86,48.0,0
C_683666,T_499137,2021-10-25,2021-10-29,916578.51,4.0,0
C_117580,T_499155,2020-06-15,2020-08-12,56225.94,28.0,0
C_274912,T_499156,2021-09-27,2021-11-10,27282.26,44.0,0
C_274912,T_499156,2021-09-27,2021-10-23,27282.26,26.0,0
C_117580,T_499362,2020-07-27,2020-08-04,64312.08,8.0,0
C_172705,T_499423,2020-02-17,2020-03-19,3479.6,31.0,0
C_633661,T_499458,2020-12-21,2021-01-18,149127.09,28.0,0
C_672256,T_499467,2021-11-15,2021-12-28,921470.77,43.0,0
C_806376,T_499557,2021-08-09,2021-10-12,94501.45,34.0,0
C_848211,T_499588,2021-02-08,2021-03-25,9871.93,15.0,0
C_848211,T_499588,2021-02-08,2021-04-18,9871.93,39.0,0
C_150182,T_499737,2020-10-05,2020-10-22,1383.28,17.0,0
C_862106,T_499751,2021-09-06,2021-09-20,884111.32,14.0,0
C_593639,T_499849,2020-04-27,2020-05-25,38998.58,0.0,0
C_593639,T_499849,2020-04-27,2020-05-30,38998.58,3.0,0
C_465481,T_499858,2020-10-12,2020-12-30,19921.86,49.0,0
C_465481,T_499858,2020-10-12,2021-01-06,19921.85,56.0,0
C_763947,T_500029,2021-04-26,2021-05-08,10259.35,12.0,0
C_514318,T_500105,2021-10-25,2021-12-06,230386.79,42.0,0
C_021985,T_500323,2021-06-14,2021-07-23,2535.12,39.0,0
C_937594,T_500373,2022-05-23,2022-09-29,1911854.5,39.0,0
C_117580,T_500424,2020-07-20,2020-09-06,61177.06,48.0,0
C_113139,T_500497,2022-04-18,2022-05-21,2424217.11,3.0,0
C_754545,T_500637,2020-02-24,2020-03-18,2641.54,23.0,0
C_600979,T_500713,2020-05-04,2020-06-11,2706.56,38.0,0
C_691869,T_500853,2021-10-11,2021-11-29,2176025.37,49.0,0
C_219026,T_500918,2020-10-19,2020-10-21,10362.67,2.0,0
C_342564,T_500929,2021-09-20,2021-10-06,609804.05,16.0,0
C_465481,T_501027,2020-09-07,2020-11-20,123691.14,44.0,0
C_245948,T_501106,2020-08-31,2020-11-30,469485.4,1.0,0
C_698497,T_501395,2020-03-23,2020-06-16,98810.17,0.0,0
C_086403,T_501568,2021-12-27,2021-12-30,102102.69,3.0,0
C_147153,T_501718,2021-10-11,2021-12-08,288957.51,28.0,0
C_645011,T_501727,2020-07-27,2020-09-03,266455.87,38.0,0
C_398853,T_501755,2020-03-02,2020-04-11,37300.78,10.0,0
C_050237,T_501787,2021-02-01,2021-04-28,697421.12,0.0,0
C_361181,T_501817,2021-11-15,2021-12-02,1012469.26,17.0,0
C_749821,T_501845,2022-04-11,2022-04-17,183555.15,6.0,0
C_421536,T_501990,2020-10-05,2020-10-28,1098.96,23.0,0
C_421536,T_501990,2020-10-05,2020-10-21,1098.95,16.0,0
C_117580,T_502036,2020-08-17,2020-09-29,62271.17,43.0,0
C_806530,T_502272,2020-04-13,2020-08-29,45744.37,48.0,0
C_937594,T_502383,2022-05-23,2022-08-18,1887044.76,0.0,0
C_021985,T_502422,2022-04-18,2022-05-27,4619.08,39.0,0
C_051706,T_502476,2020-03-30,2020-08-01,297802.04,34.0,0
C_565612,T_502507,2020-03-09,2020-03-21,295070.71,12.0,0
C_431655,T_502511,2020-09-07,2020-10-01,11438.2,24.0,0
C_431655,T_502511,2020-09-07,2020-09-23,11438.19,16.0,0
C_218295,T_502575,2022-02-14,2022-03-30,437309.08,44.0,0
C_633661,T_502596,2021-03-22,2021-05-08,449944.38,47.0,0
C_361181,T_502721,2021-03-29,2021-06-05,447249.69,38.0,0
C_361181,T_502721,2021-03-29,2021-05-21,447249.69,23.0,0
C_491628,T_502728,2021-09-13,2021-11-04,155629.44,22.0,0
C_535756,T_502775,2021-03-01,2021-04-08,146407.58,38.0,0
C_888956,T_502776,2020-12-28,2021-01-19,68641.06,22.0,0
C_997228,T_502837,2020-06-22,2020-10-16,52871.33,26.0,0
C_705572,T_502842,2020-10-05,2020-11-03,12294.53,29.0,0
C_980626,T_502844,2020-11-09,2021-02-05,85945.06,0.0,0
C_746892,T_503082,2020-02-10,2020-02-23,241337.1,13.0,0
C_113139,T_503217,2021-08-23,2022-01-02,235883.57,42.0,0
C_113139,T_503217,2021-08-23,2022-01-13,235883.56,53.0,0
C_479796,T_503245,2020-03-09,2020-05-18,33944.26,40.0,0
C_603968,T_503279,2020-09-21,2020-12-18,41965.42,0.0,0
C_842603,T_503335,2020-06-08,2020-06-12,2012.22,4.0,0
C_591411,T_503378,2021-12-20,2022-01-23,5240.23,34.0,0
C_122750,T_503445,2020-12-21,2021-01-30,24815.85,40.0,0
