customer_id,offer_date,discount_pct,result,offer_type,offer_reason,validity_days
C_594561,2020-07-19,7.3,قبول,قیمتی,رقابت قیمتی,9
C_746892,2021-10-31,6.8,منقضی,مدت,افزایش سهم از سبد,17
C_265163,2021-06-22,6.3,رد,مدت,تسویه سریع,25
C_672706,2021-11-13,3.4,رد,قیمتی,حفظ مشتری کلیدی,27
C_664019,2021-11-06,3.9,منقضی,حجمی,حفظ مشتری کلیدی,19
C_479796,2021-02-01,2.4,درحال مذاکره,حجمی,آزمون محصول,17
C_984759,2020-09-14,2.9,قبول,قیمتی,افزایش حجم سفارش,9
C_185126,2020-04-14,5.4,درحال مذاکره,قیمتی,رقابت قیمتی,21
C_806376,2021-08-22,5.9,قبول,قیمتی,آزمون محصول,13
C_606701,2022-01-20,4.4,قبول,حجمی,افزایش حجم سفارش,11
C_101842,2021-11-30,4.9,درحال مذاکره,قیمتی,آزمون محصول,29
C_691869,2020-06-26,7.4,قبول,مدت,افزایش حجم سفارش,15
C_185126,2020-04-29,7.9,درحال مذاکره,مدت,حفظ مشتری کلیدی,7
C_361181,2022-04-25,7.4,منقضی,حجمی,رقابت قیمتی,10
C_113139,2020-07-01,6.9,رد,قیمتی,حفظ مشتری کلیدی,18
C_382534,2020-10-03,8.4,رد,مدت,حفظ مشتری کلیدی,20
C_806376,2020-12-28,7.9,قبول,مدت,رقابت قیمتی,28
C_113139,2021-12-24,5.4,رد,مدت,حفظ مشتری کلیدی,16
C_117580,2020-08-16,4.9,قبول,حجمی,افزایش حجم سفارش,24
C_376594,2020-02-26,6.4,درحال مذاکره,حجمی,رقابت قیمتی,26
C_298813,2020-04-03,5.9,منقضی,حجمی,معرفی محصول جدید,8
C_862106,2020-11-15,3.9,درحال مذاکره,مدت,افزایش سهم از سبد,24
C_113139,2020-09-22,3.4,قبول,مدت,آزمون محصول,6
C_519849,2020-10-09,3.9,منقضی,مدت,افزایش سهم از سبد,18
C_063926,2020-04-01,4.4,قبول,مدت,تسویه سریع,10
C_806376,2021-07-12,4.9,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,28
C_317124,2021-09-20,5.4,درحال مذاکره,مدت,معرفی محصول جدید,20
C_870695,2020-10-24,5.9,قبول,مدت,معرفی محصول جدید,12
C_174878,2020-10-17,6.4,رد,مدت,آزمون محصول,30
C_245948,2020-06-18,6.9,منقضی,قیمتی,آزمون محصول,22
C_051535,2020-09-03,7.4,رد,قیمتی,حفظ مشتری کلیدی,15
C_866894,2021-11-20,7.3,درحال مذاکره,مدت,آزمون محصول,30
C_015579,2020-09-03,7.8,رد,حجمی,تسویه سریع,22
C_806376,2021-08-24,5.4,درحال مذاکره,مدت,افزایش سهم از سبد,13
C_746892,2020-11-05,4.9,قبول,حجمی,تسویه سریع,21
C_749821,2021-09-02,4.4,منقضی,حجمی,افزایش حجم سفارش,29
C_594561,2021-10-16,3.9,رد,قیمتی,حفظ مشتری کلیدی,11
C_871835,2021-02-26,7.4,منقضی,مدت,رقابت قیمتی,7
C_113139,2020-07-26,6.9,رد,قیمتی,افزایش سهم از سبد,15
C_245948,2021-04-18,6.4,قبول,قیمتی,رقابت قیمتی,23
C_915518,2021-11-30,5.9,منقضی,حجمی,افزایش حجم سفارش,5
C_472366,2021-12-29,1.3,منقضی,قیمتی,حفظ مشتری کلیدی,24
C_412635,2020-12-11,8.3,رد,قیمتی,تسویه سریع,6
C_314119,2020-08-19,7.1,قبول,قیمتی,افزایش حجم سفارش,20
C_245948,2021-06-25,6.6,منقضی,حجمی,افزایش حجم سفارش,28
C_762928,2021-10-11,8.1,منقضی,قیمتی,آزمون محصول,30
C_683666,2021-11-08,7.6,رد,مدت,تسویه سریع,12
C_624339,2020-08-01,1.6,درحال مذاکره,حجمی,افزایش سهم از سبد,14
C_465481,2021-01-02,1.1,قبول,حجمی,افزایش سهم از سبد,22
C_683666,2020-12-03,2.6,قبول,قیمتی,حفظ مشتری کلیدی,24
C_126481,2020-05-14,2.1,منقضی,مدت,حفظ مشتری کلیدی,6
C_274912,2021-08-26,3.0,رد,قیمتی,رقابت قیمتی,6
C_937594,2020-12-05,2.5,قبول,مدت,معرفی محصول جدید,14
C_773326,2020-09-21,3.1,قبول,حجمی,معرفی محصول جدید,11
C_431655,2020-08-15,3.6,رد,مدت,افزایش حجم سفارش,29
C_705572,2021-02-10,2.1,رد,مدت,معرفی محصول جدید,27
C_746892,2022-03-21,2.6,درحال مذاکره,حجمی,معرفی محصول جدید,19
C_806376,2020-12-25,1.0,منقضی,قیمتی,معرفی محصول جدید,17
C_698497,2021-03-03,1.5,قبول,حجمی,معرفی محصول جدید,9
C_063926,2020-06-28,7.5,درحال مذاکره,حجمی,افزایش سهم از سبد,7
C_113139,2022-03-11,8.0,رد,مدت,آزمون محصول,25
C_519849,2020-11-15,7.1,منقضی,قیمتی,تسویه سریع,25
C_745468,2020-02-07,7.6,درحال مذاکره,قیمتی,افزایش حجم سفارش,18
C_117580,2020-05-16,6.6,منقضی,حجمی,رقابت قیمتی,29
C_997228,2020-06-20,6.1,درحال مذاکره,مدت,رقابت قیمتی,11
C_185126,2022-03-21,5.6,قبول,حجمی,تسویه سریع,19
C_739258,2020-07-20,5.0,منقضی,مدت,افزایش سهم از سبد,27
C_299317,2021-10-24,1.1,قبول,مدت,تسویه سریع,23
C_705680,2020-09-22,8.1,منقضی,مدت,تسویه سریع,5
C_245948,2022-06-07,7.6,رد,مدت,افزایش حجم سفارش,13
C_603877,2021-05-27,7.1,قبول,قیمتی,تسویه سریع,21
C_063926,2020-04-15,3.1,رد,قیمتی,رقابت قیمتی,17
C_806376,2021-10-22,2.6,قبول,مدت,افزایش حجم سفارش,25
C_317124,2022-04-17,5.1,رد,مدت,حفظ مشتری کلیدی,9
C_815913,2020-08-28,5.6,منقضی,قیمتی,افزایش سهم از سبد,27
C_683666,2021-04-09,6.1,درحال مذاکره,حجمی,رقابت قیمتی,19
C_172705,2020-06-03,6.6,رد,حجمی,تسویه سریع,11
C_152040,2020-12-30,7.1,منقضی,حجمی,حفظ مشتری کلیدی,29
C_806376,2021-01-18,7.6,قبول,قیمتی,معرفی محصول جدید,21
C_746892,2021-07-26,8.1,رد,قیمتی,رقابت قیمتی,13
C_426816,2020-10-17,1.1,درحال مذاکره,مدت,آزمون محصول,5
C_317124,2021-07-17,1.6,قبول,حجمی,رقابت قیمتی,23
C_594561,2020-07-30,2.1,رد,مدت,رقابت قیمتی,15
C_117580,2020-08-11,4.1,درحال مذاکره,حجمی,رقابت قیمتی,15
C_117580,2020-07-02,3.6,منقضی,حجمی,تسویه سریع,23
C_317124,2021-07-25,5.2,منقضی,قیمتی,حفظ مشتری کلیدی,25
C_683666,2021-07-06,4.7,درحال مذاکره,مدت,معرفی محصول جدید,7
C_806376,2021-05-31,2.1,منقضی,قیمتی,تسویه سریع,21
C_984759,2020-04-20,1.6,درحال مذاکره,حجمی,رقابت قیمتی,29
C_636079,2022-04-02,3.1,رد,حجمی,رقابت قیمتی,5
C_984759,2020-02-15,2.6,قبول,مدت,افزایش حجم سفارش,13
C_479796,2021-05-24,8.2,منقضی,مدت,معرفی محصول جدید,29
C_815913,2020-08-05,7.7,رد,حجمی,حفظ مشتری کلیدی,11
C_705572,2020-09-20,7.6,منقضی,حجمی,افزایش حجم سفارش,7
C_683666,2022-02-20,8.2,درحال مذاکره,مدت,افزایش حجم سفارش,25
C_683666,2020-10-13,6.6,قبول,قیمتی,تسویه سریع,23
C_317124,2021-05-11,7.1,رد,مدت,افزایش حجم سفارش,15
C_657627,2021-10-20,2.2,قبول,مدت,تسویه سریع,27
C_746892,2021-09-22,2.7,رد,قیمتی,معرفی محصول جدید,19
C_683666,2022-05-20,1.2,رد,مدت,رقابت قیمتی,17
C_117580,2020-07-10,1.7,منقضی,مدت,تسویه سریع,9
C_317124,2022-03-12,4.2,رد,مدت,رقابت قیمتی,21
C_746892,2020-04-04,4.7,منقضی,قیمتی,افزایش حجم سفارش,13
C_317124,2021-12-11,4.8,رد,مدت,معرفی محصول جدید,29
C_181387,2020-11-02,4.3,قبول,مدت,حفظ مشتری کلیدی,11
C_150182,2021-05-31,3.8,منقضی,حجمی,رقابت قیمتی,19
C_624339,2020-08-26,3.3,رد,حجمی,افزایش سهم از سبد,27
C_069492,2020-10-14,2.8,درحال مذاکره,حجمی,رقابت قیمتی,9
C_265163,2021-06-11,2.3,منقضی,قیمتی,آزمون محصول,17
C_698497,2020-06-05,1.8,رد,حجمی,آزمون محصول,25
C_479796,2021-09-26,1.3,قبول,مدت,افزایش حجم سفارش,7
C_421536,2020-09-27,8.3,منقضی,قیمتی,رقابت قیمتی,15
C_672706,2021-11-23,7.8,درحال مذاکره,مدت,حفظ مشتری کلیدی,23
C_302517,2022-04-15,3.6,رد,قیمتی,تسویه سریع,29
C_502843,2020-08-14,4.1,منقضی,قیمتی,افزایش سهم از سبد,21
C_472366,2022-01-05,4.6,قبول,حجمی,افزایش سهم از سبد,13
C_937594,2022-05-25,5.1,درحال مذاکره,مدت,آزمون محصول,5
C_021985,2021-05-25,1.5,قبول,مدت,تسویه سریع,8
C_113139,2021-06-29,2.1,رد,حجمی,تسویه سریع,26
C_113139,2021-07-11,2.6,درحال مذاکره,حجمی,رقابت قیمتی,18
C_951507,2020-11-08,3.1,قبول,مدت,تسویه سریع,11
C_871835,2021-02-27,7.0,منقضی,مدت,رقابت قیمتی,14
C_245948,2020-04-18,7.5,درحال مذاکره,مدت,رقابت قیمتی,6
C_593639,2020-05-08,6.2,قبول,حجمی,معرفی محصول جدید,22
C_683666,2020-07-12,5.7,منقضی,حجمی,حفظ مشتری کلیدی,30
C_698497,2020-07-29,7.2,منقضی,مدت,حفظ مشتری کلیدی,6
C_117580,2020-07-03,6.7,درحال مذاکره,حجمی,معرفی محصول جدید,14
C_746892,2020-08-17,8.2,رد,قیمتی,رقابت قیمتی,16
C_514318,2022-05-04,7.7,قبول,قیمتی,افزایش حجم سفارش,24
C_050237,2021-08-14,1.7,درحال مذاکره,قیمتی,افزایش سهم از سبد,26
C_951507,2021-10-18,1.2,منقضی,قیمتی,رقابت قیمتی,8
C_806376,2021-07-29,2.8,منقضی,حجمی,رقابت قیمتی,10
C_948070,2021-10-16,2.3,رد,قیمتی,معرفی محصول جدید,18
C_806376,2021-09-19,6.1,قبول,قیمتی,معرفی محصول جدید,27
C_117580,2020-08-07,6.6,رد,حجمی,آزمون محصول,19
C_444616,2020-08-04,5.1,رد,مدت,رقابت قیمتی,17
C_937594,2022-04-17,5.6,منقضی,مدت,تسویه سریع,9
C_746892,2020-02-13,4.1,منقضی,حجمی,افزایش حجم سفارش,7
C_419410,2021-06-29,4.6,درحال مذاکره,حجمی,رقابت قیمتی,25
C_984759,2022-04-09,3.1,قبول,مدت,افزایش سهم از سبد,23
C_117580,2020-05-14,3.6,رد,قیمتی,معرفی محصول جدید,15
C_842281,2020-08-17,2.1,درحال مذاکره,مدت,افزایش حجم سفارش,13
C_683666,2020-04-11,2.6,منقضی,مدت,معرفی محصول جدید,5
C_310107,2020-10-22,6.9,درحال مذاکره,مدت,افزایش سهم از سبد,14
C_412635,2020-11-19,7.4,منقضی,مدت,رقابت قیمتی,6
C_361181,2021-04-24,5.9,منقضی,قیمتی,افزایش حجم سفارش,30
C_593639,2020-02-29,6.4,قبول,مدت,افزایش سهم از سبد,22
C_746892,2021-10-18,4.9,قبول,مدت,معرفی محصول جدید,20
C_806376,2021-05-10,5.4,رد,قیمتی,معرفی محصول جدید,12
C_746892,2021-08-20,3.9,درحال مذاکره,قیمتی,آزمون محصول,10
C_683666,2020-03-18,4.4,درحال مذاکره,قیمتی,افزایش حجم سفارش,28
C_172705,2020-11-11,3.5,قبول,حجمی,معرفی محصول جدید,28
C_806376,2021-06-30,4.0,رد,حجمی,حفظ مشتری کلیدی,20
C_051535,2021-02-24,8.4,قبول,مدت,افزایش سهم از سبد,8
C_828155,2020-07-31,7.9,منقضی,قیمتی,تسویه سریع,16
C_799217,2021-11-15,1.9,منقضی,حجمی,تسویه سریع,18
C_862106,2021-11-15,1.4,رد,قیمتی,آزمون محصول,26
C_117580,2020-09-05,2.9,رد,قیمتی,معرفی محصول جدید,28
C_954731,2021-03-20,2.4,درحال مذاکره,حجمی,حفظ مشتری کلیدی,10
C_862106,2021-09-30,4.0,قبول,قیمتی,آزمون محصول,12
C_421536,2020-07-16,3.4,منقضی,قیمتی,رقابت قیمتی,20
C_683666,2021-03-25,4.4,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,20
C_683666,2020-05-16,3.9,قبول,مدت,معرفی محصول جدید,28
C_887838,2020-02-09,6.4,قبول,قیمتی,حفظ مشتری کلیدی,23
C_808695,2020-12-04,6.9,درحال مذاکره,قیمتی,معرفی محصول جدید,15
C_980626,2021-09-10,7.4,منقضی,قیمتی,معرفی محصول جدید,7
C_672706,2020-11-11,7.9,قبول,مدت,تسویه سریع,25
C_338236,2021-11-10,8.5,رد,مدت,معرفی محصول جدید,17
C_603968,2020-11-23,1.5,منقضی,قیمتی,رقابت قیمتی,9
C_083552,2021-03-15,2.0,درحال مذاکره,قیمتی,رقابت قیمتی,27
C_113139,2020-02-08,2.5,رد,مدت,رقابت قیمتی,19
C_633661,2020-10-03,3.0,منقضی,حجمی,رقابت قیمتی,11
C_984759,2020-12-03,3.5,قبول,قیمتی,تسویه سریع,29
C_717003,2020-05-19,2.9,درحال مذاکره,مدت,آزمون محصول,5
C_479796,2020-05-21,2.4,قبول,حجمی,معرفی محصول جدید,13
C_519849,2020-08-06,1.9,منقضی,قیمتی,رقابت قیمتی,21
C_117580,2020-07-25,1.4,رد,مدت,رقابت قیمتی,29
C_265163,2021-04-16,5.0,منقضی,حجمی,معرفی محصول جدید,25
C_265163,2021-06-20,4.5,رد,حجمی,افزایش حجم سفارش,7
C_664019,2020-10-25,3.9,قبول,حجمی,افزایش حجم سفارش,15
C_245948,2020-09-15,3.4,منقضی,حجمی,حفظ مشتری کلیدی,23
C_603968,2020-06-01,7.0,قبول,مدت,آزمون محصول,19
C_374172,2020-02-17,6.5,منقضی,مدت,آزمون محصول,27
C_063926,2020-04-26,1.5,درحال مذاکره,قیمتی,رقابت قیمتی,21
C_806376,2021-05-09,2.0,قبول,مدت,حفظ مشتری کلیدی,13
C_672706,2021-03-02,8.0,قبول,مدت,حفظ مشتری کلیدی,11
C_117580,2020-05-19,8.5,رد,قیمتی,معرفی محصول جدید,29
C_937594,2021-03-24,3.5,قبول,مدت,رقابت قیمتی,15
C_421536,2021-07-28,4.0,درحال مذاکره,مدت,معرفی محصول جدید,7
C_691869,2021-11-26,2.5,رد,مدت,افزایش حجم سفارش,5
C_806376,2021-08-13,3.0,منقضی,قیمتی,آزمون محصول,23
C_683666,2020-02-22,5.5,رد,حجمی,معرفی محصول جدید,9
C_593639,2020-08-22,6.1,منقضی,قیمتی,حفظ مشتری کلیدی,27
C_698497,2021-02-23,5.5,درحال مذاکره,مدت,تسویه سریع,29
C_265163,2021-05-06,5.0,درحال مذاکره,قیمتی,افزایش سهم از سبد,11
C_825107,2021-12-26,6.5,منقضی,قیمتی,افزایش سهم از سبد,13
C_750894,2021-10-12,6.0,رد,مدت,افزایش حجم سفارش,21
C_117580,2020-07-27,3.5,منقضی,مدت,آزمون محصول,9
C_756222,2020-04-20,3.0,رد,حجمی,آزمون محصول,17
C_512037,2021-11-06,4.5,رد,مدت,تسویه سریع,19
C_661757,2020-08-29,4.0,قبول,قیمتی,افزایش حجم سفارش,27
C_523504,2021-03-01,2.0,منقضی,حجمی,معرفی محصول جدید,17
C_473035,2020-11-25,1.5,رد,حجمی,افزایش سهم از سبد,25
C_769491,2022-04-01,4.9,رد,مدت,افزایش حجم سفارش,16
C_938531,2020-06-26,5.4,منقضی,قیمتی,تسویه سریع,8
C_746892,2021-02-03,5.9,درحال مذاکره,حجمی,رقابت قیمتی,26
C_010649,2021-03-24,6.4,رد,قیمتی,تسویه سریع,19
C_746892,2020-12-29,2.9,قبول,قیمتی,معرفی محصول جدید,22
C_769491,2021-08-10,3.4,درحال مذاکره,مدت,افزایش سهم از سبد,14
C_568392,2021-04-18,3.9,منقضی,حجمی,افزایش سهم از سبد,6
C_683666,2020-08-30,4.4,قبول,مدت,افزایش حجم سفارش,24
C_465481,2021-01-02,8.4,درحال مذاکره,مدت,آزمون محصول,28
C_180745,2020-09-05,1.4,قبول,حجمی,افزایش حجم سفارش,20
C_317124,2021-02-07,1.4,رد,حجمی,معرفی محصول جدید,25
C_762928,2021-08-17,8.4,قبول,مدت,افزایش سهم از سبد,7
C_197461,2022-02-22,7.9,منقضی,مدت,افزایش حجم سفارش,15
C_683666,2021-07-01,7.4,رد,مدت,افزایش حجم سفارش,23
C_245948,2020-10-03,6.9,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,5
C_683666,2020-05-23,6.4,منقضی,مدت,معرفی محصول جدید,13
C_117580,2020-06-15,5.9,رد,مدت,آزمون محصول,21
C_472366,2022-05-02,5.4,قبول,قیمتی,تسویه سریع,29
C_524968,2021-01-27,4.9,منقضی,حجمی,افزایش حجم سفارش,11
C_769491,2020-07-08,4.4,درحال مذاکره,مدت,تسویه سریع,19
C_768792,2021-06-06,7.5,قبول,مدت,تسویه سریع,15
C_063926,2020-03-20,8.0,درحال مذاکره,قیمتی,معرفی محصول جدید,7
C_117580,2020-06-09,6.5,رد,مدت,تسویه سریع,5
C_756222,2020-03-29,7.0,منقضی,حجمی,رقابت قیمتی,23
C_385527,2021-03-11,5.5,درحال مذاکره,حجمی,آزمون محصول,21
C_627716,2022-05-10,6.0,قبول,حجمی,رقابت قیمتی,13
C_937594,2020-07-11,4.5,قبول,قیمتی,حفظ مشتری کلیدی,11
C_051535,2020-12-17,5.0,رد,حجمی,معرفی محصول جدید,29
C_683666,2020-10-12,3.4,رد,قیمتی,معرفی محصول جدید,27
C_117580,2020-08-15,3.9,منقضی,مدت,حفظ مشتری کلیدی,19
C_317124,2021-08-02,2.8,رد,حجمی,افزایش حجم سفارش,19
C_479796,2020-11-09,2.3,قبول,حجمی,آزمون محصول,27
C_698497,2021-03-27,3.8,قبول,مدت,تسویه سریع,29
C_117580,2020-06-13,3.3,درحال مذاکره,حجمی,تسویه سریع,11
C_746892,2020-12-29,4.8,منقضی,حجمی,افزایش حجم سفارش,13
C_117580,2020-08-06,4.3,رد,مدت,افزایش سهم از سبد,21
C_159514,2020-10-11,5.8,رد,قیمتی,تسویه سریع,23
C_672706,2021-08-17,5.3,قبول,مدت,افزایش سهم از سبد,5
C_806376,2021-10-08,6.8,قبول,قیمتی,افزایش حجم سفارش,7
C_862106,2021-06-27,6.3,درحال مذاکره,مدت,افزایش سهم از سبد,15
C_683666,2020-07-22,5.7,منقضی,قیمتی,آزمون محصول,5
C_514467,2020-07-08,5.2,درحال مذاکره,حجمی,آزمون محصول,13
C_113139,2021-11-19,4.7,قبول,قیمتی,افزایش سهم از سبد,21
C_519849,2020-08-21,4.2,منقضی,حجمی,افزایش حجم سفارش,29
C_361181,2022-04-17,3.7,رد,حجمی,افزایش سهم از سبد,11
C_698497,2021-07-18,3.2,قبول,مدت,حفظ مشتری کلیدی,19
C_258325,2021-10-19,2.7,درحال مذاکره,قیمتی,افزایش سهم از سبد,26
C_317124,2021-08-24,2.1,رد,مدت,معرفی محصول جدید,8
C_284990,2021-10-14,1.6,قبول,مدت,افزایش حجم سفارش,16
C_155990,2020-03-26,1.1,منقضی,قیمتی,تسویه سریع,24
C_357434,2021-06-26,1.7,درحال مذاکره,مدت,افزایش سهم از سبد,22
C_282979,2021-08-14,2.2,قبول,حجمی,معرفی محصول جدید,14
C_479796,2020-09-17,2.7,رد,قیمتی,تسویه سریع,6
C_338236,2022-02-03,3.2,منقضی,حجمی,حفظ مشتری کلیدی,24
C_799217,2021-11-05,7.2,رد,حجمی,آزمون محصول,28
C_746892,2020-09-16,7.7,منقضی,مدت,افزایش حجم سفارش,20
C_245948,2020-03-02,8.2,قبول,حجمی,تسویه سریع,12
C_633661,2021-04-26,1.2,رد,حجمی,افزایش حجم سفارش,30
C_245948,2021-03-23,5.1,قبول,قیمتی,معرفی محصول جدید,8
C_683666,2020-09-13,5.6,رد,مدت,رقابت قیمتی,26
C_954849,2021-04-23,2.3,رد,مدت,حفظ مشتری کلیدی,9
C_575381,2022-04-08,1.8,قبول,قیمتی,معرفی محصول جدید,17
C_317124,2021-01-06,3.3,درحال مذاکره,حجمی,تسویه سریع,19
C_746892,2021-07-07,2.8,منقضی,حجمی,افزایش سهم از سبد,27
C_519849,2020-09-01,7.7,قبول,مدت,افزایش سهم از سبد,15
C_705572,2020-05-19,7.2,منقضی,مدت,حفظ مشتری کلیدی,23
C_683666,2022-04-24,1.3,منقضی,مدت,معرفی محصول جدید,25
C_589300,2020-02-02,8.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,7
C_746892,2020-06-23,6.3,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,23
C_944253,2020-09-24,5.8,درحال مذاکره,مدت,افزایش سهم از سبد,5
C_746892,2020-12-07,5.8,قبول,مدت,تسویه سریع,26
C_806376,2021-05-10,6.3,رد,حجمی,معرفی محصول جدید,18
C_117580,2020-06-26,4.8,رد,حجمی,رقابت قیمتی,16
C_197461,2021-07-07,5.3,منقضی,حجمی,آزمون محصول,8
C_411261,2020-12-03,7.8,رد,حجمی,آزمون محصول,20
C_917207,2020-10-08,8.3,منقضی,حجمی,معرفی محصول جدید,12
C_317124,2021-11-27,6.8,منقضی,حجمی,تسویه سریع,10
C_746892,2021-05-29,7.3,درحال مذاکره,حجمی,رقابت قیمتی,28
C_672706,2020-02-16,2.3,درحال مذاکره,مدت,معرفی محصول جدید,14
C_185126,2021-06-27,2.8,قبول,مدت,حفظ مشتری کلیدی,6
C_465481,2020-07-15,7.2,منقضی,حجمی,افزایش حجم سفارش,11
C_806376,2021-07-16,6.7,رد,مدت,حفظ مشتری کلیدی,19
C_633661,2021-11-05,6.2,درحال مذاکره,حجمی,رقابت قیمتی,27
C_357434,2020-10-04,5.7,منقضی,مدت,رقابت قیمتی,9
C_224505,2021-07-10,1.7,قبول,حجمی,افزایش سهم از سبد,5
C_276942,2020-06-08,1.2,درحال مذاکره,مدت,آزمون محصول,13
C_113139,2020-06-22,8.2,رد,قیمتی,افزایش سهم از سبد,21
C_338236,2022-05-18,7.7,قبول,حجمی,رقابت قیمتی,29
C_245948,2020-05-05,3.7,درحال مذاکره,قیمتی,آزمون محصول,25
C_180745,2020-08-27,3.2,قبول,مدت,تسویه سریع,7
C_155990,2020-11-23,3.2,رد,مدت,تسویه سریع,28
C_322219,2020-11-16,3.7,منقضی,قیمتی,افزایش حجم سفارش,20
C_633661,2020-09-05,4.2,قبول,حجمی,تسویه سریع,12
C_299317,2021-09-18,4.7,درحال مذاکره,مدت,تسویه سریع,30
C_758522,2020-10-01,5.2,منقضی,مدت,افزایش سهم از سبد,22
C_491628,2022-05-24,5.7,قبول,قیمتی,تسویه سریع,14
C_317124,2021-03-09,6.2,رد,مدت,تسویه سریع,6
C_703801,2020-04-12,6.7,منقضی,حجمی,آزمون محصول,24
C_113139,2020-02-09,7.2,قبول,حجمی,حفظ مشتری کلیدی,16
C_566726,2020-05-01,7.7,درحال مذاکره,حجمی,افزایش حجم سفارش,8
C_691869,2020-07-23,5.2,درحال مذاکره,مدت,معرفی محصول جدید,13
C_117580,2020-08-01,4.7,قبول,حجمی,تسویه سریع,21
C_746892,2020-03-10,6.2,قبول,حجمی,تسویه سریع,23
C_126481,2020-05-07,5.7,منقضی,مدت,افزایش سهم از سبد,5
C_746892,2020-11-01,7.2,منقضی,حجمی,افزایش سهم از سبد,7
C_938531,2020-09-08,6.7,رد,حجمی,افزایش حجم سفارش,15
C_769491,2021-05-28,8.2,رد,حجمی,معرفی محصول جدید,18
C_051706,2020-05-17,7.7,درحال مذاکره,حجمی,آزمون محصول,26
C_502843,2020-08-21,1.1,منقضی,حجمی,حفظ مشتری کلیدی,25
C_117580,2020-07-19,8.1,رد,حجمی,معرفی محصول جدید,7
C_101842,2021-12-07,1.2,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,5
C_746892,2020-02-09,1.7,درحال مذاکره,حجمی,تسویه سریع,23
C_385862,2020-02-06,7.7,منقضی,مدت,آزمون محصول,21
C_357434,2021-06-29,8.2,قبول,مدت,معرفی محصول جدید,13
C_749821,2021-12-04,6.7,قبول,مدت,حفظ مشتری کلیدی,11
C_444616,2020-08-01,7.2,رد,مدت,معرفی محصول جدید,29
C_683666,2022-06-06,5.6,رد,حجمی,رقابت قیمتی,27
C_282979,2020-05-18,6.2,درحال مذاکره,مدت,رقابت قیمتی,19
C_746892,2020-05-18,5.2,قبول,مدت,افزایش حجم سفارش,19
C_838088,2021-05-08,5.7,رد,مدت,آزمون محصول,11
C_762928,2020-09-25,4.8,منقضی,قیمتی,افزایش حجم سفارش,7
C_022240,2020-05-24,4.3,رد,حجمی,رقابت قیمتی,15
C_317124,2021-04-18,3.8,قبول,مدت,تسویه سریع,23
C_812674,2021-09-07,3.3,منقضی,قیمتی,آزمون محصول,5
C_126481,2020-05-26,2.8,درحال مذاکره,حجمی,تسویه سریع,13
C_317124,2021-03-04,2.3,قبول,قیمتی,معرفی محصول جدید,21
C_633661,2021-01-14,1.8,منقضی,قیمتی,افزایش حجم سفارش,29
C_074947,2021-07-03,1.3,رد,مدت,حفظ مشتری کلیدی,11
C_258325,2020-02-27,1.4,رد,مدت,افزایش سهم از سبد,21
C_152040,2021-01-21,8.4,درحال مذاکره,حجمی,معرفی محصول جدید,29
C_746892,2020-01-15,8.3,منقضی,قیمتی,افزایش حجم سفارش,24
C_746892,2022-05-09,1.3,قبول,قیمتی,آزمون محصول,16
C_746892,2019-12-30,1.8,درحال مذاکره,قیمتی,حفظ مشتری کلیدی,8
C_806376,2021-07-03,2.3,منقضی,مدت,افزایش سهم از سبد,26
C_937594,2022-04-10,6.3,رد,حجمی,حفظ مشتری کلیدی,30
C_683666,2022-03-18,6.8,درحال مذاکره,مدت,رقابت قیمتی,22
C_683666,2020-03-20,7.3,قبول,حجمی,معرفی محصول جدید,14
C_126481,2020-06-03,7.8,رد,مدت,معرفی محصول جدید,6
C_683666,2020-01-28,4.9,رد,حجمی,حفظ مشتری کلیدی,13
C_245948,2020-02-16,5.4,منقضی,مدت,حفظ مشتری کلیدی,5
C_398853,2020-07-04,6.8,قبول,مدت,تسویه سریع,18
C_135878,2020-03-14,7.4,رد,حجمی,معرفی محصول جدید,10
C_769450,2021-11-04,7.9,منقضی,حجمی,افزایش سهم از سبد,28
C_598080,2022-04-07,8.4,قبول,قیمتی,افزایش حجم سفارش,20
C_624339,2020-07-17,4.8,منقضی,قیمتی,رقابت قیمتی,24
C_878590,2020-07-15,5.3,قبول,حجمی,افزایش حجم سفارش,16
C_664019,2020-10-19,5.8,درحال مذاکره,مدت,تسویه سریع,8
C_746892,2021-08-16,6.3,درحال مذاکره,مدت,تسویه سریع,26
C_746892,2021-07-30,3.4,منقضی,قیمتی,افزایش سهم از سبد,6
C_749821,2021-10-22,3.9,درحال مذاکره,حجمی,تسویه سریع,24
C_479796,2021-04-14,3.4,رد,مدت,رقابت قیمتی,26
C_806376,2021-07-07,2.8,قبول,قیمتی,آزمون محصول,8
C_746892,2021-04-30,2.3,درحال مذاکره,قیمتی,تسویه سریع,16
C_117580,2020-08-07,1.8,رد,مدت,افزایش حجم سفارش,24
C_523504,2021-01-03,1.3,قبول,حجمی,حفظ مشتری کلیدی,6
C_268031,2020-12-20,8.3,منقضی,حجمی,رقابت قیمتی,14
C_428127,2021-12-14,7.8,رد,حجمی,افزایش سهم از سبد,22
