Estimate_ID,Product_ID,Month_Key,Available_At,هزینه کل برآوردی به ازای واحد,Estimate_Version,Source_System
EST-202101-P_140724,P_140724,2021-01,2021-01-01,242.77,PLAN_V1,COSTING_PLAN
EST-202101-P_145878,P_145878,2021-01,2021-01-01,143.94,PLAN_V1,COSTING_PLAN
EST-202101-P_146351,P_146351,2021-01,2021-01-01,201.97,PLAN_V1,COSTING_PLAN
EST-202101-P_150094,P_150094,2021-01,2021-01-01,172.78,PLAN_V1,COSTING_PLAN
EST-202101-P_150197,P_150197,2021-01,2021-01-01,88.69,PLAN_V1,COSTING_PLAN
EST-202101-P_156887,P_156887,2021-01,2021-01-01,92.26,PLAN_V1,COSTING_PLAN
EST-202101-P_159680,P_159680,2021-01,2021-01-01,84.39,PLAN_V1,COSTING_PLAN
EST-202101-P_169818,P_169818,2021-01,2021-01-01,161.36,PLAN_V1,COSTING_PLAN
EST-202101-P_170449,P_170449,2021-01,2021-01-01,168.82,PLAN_V1,COSTING_PLAN
EST-202101-P_181786,P_181786,2021-01,2021-01-01,139.97,PLAN_V1,COSTING_PLAN
EST-202101-P_184171,P_184171,2021-01,2021-01-01,232.82,PLAN_V1,COSTING_PLAN
EST-202101-P_186648,P_186648,2021-01,2021-01-01,98.29,PLAN_V1,COSTING_PLAN
EST-202101-P_190038,P_190038,2021-01,2021-01-01,88.90,PLAN_V1,COSTING_PLAN
EST-202101-P_192876,P_192876,2021-01,2021-01-01,91.66,PLAN_V1,COSTING_PLAN
EST-202101-P_204716,P_204716,2021-01,2021-01-01,91.61,PLAN_V1,COSTING_PLAN
EST-202101-P_211285,P_211285,2021-01,2021-01-01,154.43,PLAN_V1,COSTING_PLAN
EST-202101-P_215720,P_215720,2021-01,2021-01-01,226.92,PLAN_V1,COSTING_PLAN
EST-202101-P_215807,P_215807,2021-01,2021-01-01,148.44,PLAN_V1,COSTING_PLAN
EST-202101-P_218456,P_218456,2021-01,2021-01-01,128.72,PLAN_V1,COSTING_PLAN
EST-202101-P_218831,P_218831,2021-01,2021-01-01,158.49,PLAN_V1,COSTING_PLAN
EST-202101-P_230552,P_230552,2021-01,2021-01-01,130.39,PLAN_V1,COSTING_PLAN
EST-202101-P_232438,P_232438,2021-01,2021-01-01,193.71,PLAN_V1,COSTING_PLAN
EST-202101-P_242632,P_242632,2021-01,2021-01-01,127.70,PLAN_V1,COSTING_PLAN
EST-202101-P_253702,P_253702,2021-01,2021-01-01,101.33,PLAN_V1,COSTING_PLAN
EST-202101-P_254779,P_254779,2021-01,2021-01-01,134.52,PLAN_V1,COSTING_PLAN
EST-202101-P_264883,P_264883,2021-01,2021-01-01,77.59,PLAN_V1,COSTING_PLAN
EST-202101-P_266513,P_266513,2021-01,2021-01-01,96.69,PLAN_V1,COSTING_PLAN
EST-202101-P_266515,P_266515,2021-01,2021-01-01,159.23,PLAN_V1,COSTING_PLAN
EST-202101-P_275956,P_275956,2021-01,2021-01-01,160.90,PLAN_V1,COSTING_PLAN
EST-202101-P_277759,P_277759,2021-01,2021-01-01,149.62,PLAN_V1,COSTING_PLAN
EST-202101-P_278460,P_278460,2021-01,2021-01-01,181.32,PLAN_V1,COSTING_PLAN
EST-202101-P_282386,P_282386,2021-01,2021-01-01,163.27,PLAN_V1,COSTING_PLAN
EST-202101-P_285147,P_285147,2021-01,2021-01-01,250.53,PLAN_V1,COSTING_PLAN
EST-202101-P_287998,P_287998,2021-01,2021-01-01,139.48,PLAN_V1,COSTING_PLAN
EST-202101-P_288304,P_288304,2021-01,2021-01-01,65.90,PLAN_V1,COSTING_PLAN
EST-202101-P_292075,P_292075,2021-01,2021-01-01,196.37,PLAN_V1,COSTING_PLAN
EST-202101-P_305089,P_305089,2021-01,2021-01-01,193.71,PLAN_V1,COSTING_PLAN
EST-202101-P_308873,P_308873,2021-01,2021-01-01,253.77,PLAN_V1,COSTING_PLAN
EST-202101-P_310017,P_310017,2021-01,2021-01-01,192.95,PLAN_V1,COSTING_PLAN
EST-202101-P_319957,P_319957,2021-01,2021-01-01,169.83,PLAN_V1,COSTING_PLAN
EST-202101-P_328965,P_328965,2021-01,2021-01-01,151.28,PLAN_V1,COSTING_PLAN
EST-202101-P_333505,P_333505,2021-01,2021-01-01,188.28,PLAN_V1,COSTING_PLAN
EST-202101-P_334309,P_334309,2021-01,2021-01-01,174.68,PLAN_V1,COSTING_PLAN
EST-202101-P_335773,P_335773,2021-01,2021-01-01,153.34,PLAN_V1,COSTING_PLAN
EST-202101-P_336235,P_336235,2021-01,2021-01-01,92.84,PLAN_V1,COSTING_PLAN
EST-202101-P_337281,P_337281,2021-01,2021-01-01,124.98,PLAN_V1,COSTING_PLAN
EST-202101-P_341223,P_341223,2021-01,2021-01-01,124.39,PLAN_V1,COSTING_PLAN
EST-202101-P_343377,P_343377,2021-01,2021-01-01,127.99,PLAN_V1,COSTING_PLAN
EST-202101-P_347425,P_347425,2021-01,2021-01-01,142.77,PLAN_V1,COSTING_PLAN
EST-202101-P_352669,P_352669,2021-01,2021-01-01,132.32,PLAN_V1,COSTING_PLAN
EST-202101-P_353110,P_353110,2021-01,2021-01-01,83.13,PLAN_V1,COSTING_PLAN
EST-202101-P_353119,P_353119,2021-01,2021-01-01,197.73,PLAN_V1,COSTING_PLAN
EST-202101-P_353833,P_353833,2021-01,2021-01-01,90.89,PLAN_V1,COSTING_PLAN
EST-202101-P_370418,P_370418,2021-01,2021-01-01,141.74,PLAN_V1,COSTING_PLAN
EST-202101-P_370696,P_370696,2021-01,2021-01-01,149.89,PLAN_V1,COSTING_PLAN
EST-202101-P_370788,P_370788,2021-01,2021-01-01,176.85,PLAN_V1,COSTING_PLAN
EST-202101-P_376561,P_376561,2021-01,2021-01-01,78.70,PLAN_V1,COSTING_PLAN
EST-202101-P_379523,P_379523,2021-01,2021-01-01,143.45,PLAN_V1,COSTING_PLAN
EST-202101-P_383500,P_383500,2021-01,2021-01-01,183.00,PLAN_V1,COSTING_PLAN
EST-202101-P_394235,P_394235,2021-01,2021-01-01,162.67,PLAN_V1,COSTING_PLAN
EST-202101-P_403496,P_403496,2021-01,2021-01-01,91.16,PLAN_V1,COSTING_PLAN
EST-202101-P_407390,P_407390,2021-01,2021-01-01,89.77,PLAN_V1,COSTING_PLAN
EST-202101-P_412947,P_412947,2021-01,2021-01-01,89.79,PLAN_V1,COSTING_PLAN
EST-202101-P_416945,P_416945,2021-01,2021-01-01,91.19,PLAN_V1,COSTING_PLAN
EST-202101-P_417757,P_417757,2021-01,2021-01-01,252.74,PLAN_V1,COSTING_PLAN
EST-202101-P_421045,P_421045,2021-01,2021-01-01,190.17,PLAN_V1,COSTING_PLAN
EST-202101-P_421668,P_421668,2021-01,2021-01-01,75.04,PLAN_V1,COSTING_PLAN
EST-202101-P_425142,P_425142,2021-01,2021-01-01,175.23,PLAN_V1,COSTING_PLAN
EST-202101-P_427325,P_427325,2021-01,2021-01-01,243.87,PLAN_V1,COSTING_PLAN
EST-202101-P_427361,P_427361,2021-01,2021-01-01,171.19,PLAN_V1,COSTING_PLAN
EST-202101-P_427873,P_427873,2021-01,2021-01-01,135.75,PLAN_V1,COSTING_PLAN
EST-202101-P_434331,P_434331,2021-01,2021-01-01,83.87,PLAN_V1,COSTING_PLAN
EST-202101-P_439924,P_439924,2021-01,2021-01-01,154.41,PLAN_V1,COSTING_PLAN
EST-202101-P_441295,P_441295,2021-01,2021-01-01,182.29,PLAN_V1,COSTING_PLAN
EST-202101-P_441538,P_441538,2021-01,2021-01-01,218.63,PLAN_V1,COSTING_PLAN
EST-202101-P_444447,P_444447,2021-01,2021-01-01,169.57,PLAN_V1,COSTING_PLAN
EST-202101-P_445943,P_445943,2021-01,2021-01-01,231.35,PLAN_V1,COSTING_PLAN
EST-202101-P_462781,P_462781,2021-01,2021-01-01,141.70,PLAN_V1,COSTING_PLAN
EST-202101-P_468134,P_468134,2021-01,2021-01-01,157.53,PLAN_V1,COSTING_PLAN
EST-202101-P_484048,P_484048,2021-01,2021-01-01,90.89,PLAN_V1,COSTING_PLAN
EST-202101-P_484354,P_484354,2021-01,2021-01-01,188.28,PLAN_V1,COSTING_PLAN
EST-202101-P_485043,P_485043,2021-01,2021-01-01,226.15,PLAN_V1,COSTING_PLAN
EST-202101-P_487868,P_487868,2021-01,2021-01-01,119.94,PLAN_V1,COSTING_PLAN
EST-202101-P_490196,P_490196,2021-01,2021-01-01,169.29,PLAN_V1,COSTING_PLAN
EST-202101-P_494409,P_494409,2021-01,2021-01-01,233.20,PLAN_V1,COSTING_PLAN
EST-202101-P_495337,P_495337,2021-01,2021-01-01,176.81,PLAN_V1,COSTING_PLAN
EST-202101-P_495385,P_495385,2021-01,2021-01-01,80.92,PLAN_V1,COSTING_PLAN
EST-202101-P_498378,P_498378,2021-01,2021-01-01,236.51,PLAN_V1,COSTING_PLAN
EST-202101-P_499327,P_499327,2021-01,2021-01-01,125.01,PLAN_V1,COSTING_PLAN
EST-202101-P_505032,P_505032,2021-01,2021-01-01,152.62,PLAN_V1,COSTING_PLAN
EST-202101-P_505314,P_505314,2021-01,2021-01-01,95.10,PLAN_V1,COSTING_PLAN
EST-202101-P_505807,P_505807,2021-01,2021-01-01,99.12,PLAN_V1,COSTING_PLAN
EST-202101-P_520245,P_520245,2021-01,2021-01-01,79.81,PLAN_V1,COSTING_PLAN
EST-202101-P_526655,P_526655,2021-01,2021-01-01,163.55,PLAN_V1,COSTING_PLAN
EST-202101-P_528372,P_528372,2021-01,2021-01-01,123.44,PLAN_V1,COSTING_PLAN
EST-202101-P_529239,P_529239,2021-01,2021-01-01,59.66,PLAN_V1,COSTING_PLAN
EST-202101-P_531902,P_531902,2021-01,2021-01-01,190.37,PLAN_V1,COSTING_PLAN
EST-202101-P_532272,P_532272,2021-01,2021-01-01,80.92,PLAN_V1,COSTING_PLAN
EST-202101-P_537744,P_537744,2021-01,2021-01-01,186.06,PLAN_V1,COSTING_PLAN
EST-202101-P_542809,P_542809,2021-01,2021-01-01,188.80,PLAN_V1,COSTING_PLAN
EST-202101-P_548156,P_548156,2021-01,2021-01-01,112.55,PLAN_V1,COSTING_PLAN
EST-202101-P_561054,P_561054,2021-01,2021-01-01,113.81,PLAN_V1,COSTING_PLAN
EST-202101-P_565252,P_565252,2021-01,2021-01-01,152.37,PLAN_V1,COSTING_PLAN
EST-202101-P_566895,P_566895,2021-01,2021-01-01,175.80,PLAN_V1,COSTING_PLAN
EST-202101-P_568483,P_568483,2021-01,2021-01-01,152.47,PLAN_V1,COSTING_PLAN
EST-202101-P_569454,P_569454,2021-01,2021-01-01,190.71,PLAN_V1,COSTING_PLAN
EST-202101-P_571374,P_571374,2021-01,2021-01-01,197.55,PLAN_V1,COSTING_PLAN
EST-202101-P_572494,P_572494,2021-01,2021-01-01,140.90,PLAN_V1,COSTING_PLAN
EST-202101-P_576643,P_576643,2021-01,2021-01-01,238.02,PLAN_V1,COSTING_PLAN
EST-202101-P_577334,P_577334,2021-01,2021-01-01,131.12,PLAN_V1,COSTING_PLAN
EST-202101-P_577752,P_577752,2021-01,2021-01-01,59.54,PLAN_V1,COSTING_PLAN
EST-202101-P_591650,P_591650,2021-01,2021-01-01,264.56,PLAN_V1,COSTING_PLAN
EST-202101-P_596778,P_596778,2021-01,2021-01-01,92.55,PLAN_V1,COSTING_PLAN
EST-202101-P_597359,P_597359,2021-01,2021-01-01,127.57,PLAN_V1,COSTING_PLAN
EST-202101-P_601081,P_601081,2021-01,2021-01-01,90.89,PLAN_V1,COSTING_PLAN
EST-202101-P_608952,P_608952,2021-01,2021-01-01,140.52,PLAN_V1,COSTING_PLAN
EST-202101-P_610502,P_610502,2021-01,2021-01-01,200.48,PLAN_V1,COSTING_PLAN
EST-202101-P_611392,P_611392,2021-01,2021-01-01,158.64,PLAN_V1,COSTING_PLAN
EST-202101-P_611957,P_611957,2021-01,2021-01-01,202.95,PLAN_V1,COSTING_PLAN
EST-202101-P_616945,P_616945,2021-01,2021-01-01,65.90,PLAN_V1,COSTING_PLAN
EST-202101-P_626774,P_626774,2021-01,2021-01-01,77.23,PLAN_V1,COSTING_PLAN
EST-202101-P_631577,P_631577,2021-01,2021-01-01,242.03,PLAN_V1,COSTING_PLAN
EST-202101-P_635050,P_635050,2021-01,2021-01-01,136.32,PLAN_V1,COSTING_PLAN
EST-202101-P_637093,P_637093,2021-01,2021-01-01,190.71,PLAN_V1,COSTING_PLAN
EST-202101-P_639522,P_639522,2021-01,2021-01-01,104.39,PLAN_V1,COSTING_PLAN
EST-202101-P_641421,P_641421,2021-01,2021-01-01,134.81,PLAN_V1,COSTING_PLAN
EST-202101-P_645213,P_645213,2021-01,2021-01-01,249.69,PLAN_V1,COSTING_PLAN
EST-202101-P_646920,P_646920,2021-01,2021-01-01,72.30,PLAN_V1,COSTING_PLAN
EST-202101-P_655926,P_655926,2021-01,2021-01-01,161.44,PLAN_V1,COSTING_PLAN
EST-202101-P_659220,P_659220,2021-01,2021-01-01,179.03,PLAN_V1,COSTING_PLAN
EST-202101-P_661344,P_661344,2021-01,2021-01-01,163.73,PLAN_V1,COSTING_PLAN
EST-202101-P_662576,P_662576,2021-01,2021-01-01,164.11,PLAN_V1,COSTING_PLAN
EST-202101-P_671927,P_671927,2021-01,2021-01-01,86.47,PLAN_V1,COSTING_PLAN
EST-202101-P_672380,P_672380,2021-01,2021-01-01,165.75,PLAN_V1,COSTING_PLAN
EST-202101-P_673968,P_673968,2021-01,2021-01-01,76.50,PLAN_V1,COSTING_PLAN
EST-202101-P_679203,P_679203,2021-01,2021-01-01,85.34,PLAN_V1,COSTING_PLAN
EST-202101-P_682478,P_682478,2021-01,2021-01-01,174.14,PLAN_V1,COSTING_PLAN
EST-202101-P_688772,P_688772,2021-01,2021-01-01,178.90,PLAN_V1,COSTING_PLAN
EST-202101-P_691393,P_691393,2021-01,2021-01-01,155.55,PLAN_V1,COSTING_PLAN
EST-202101-P_695145,P_695145,2021-01,2021-01-01,190.37,PLAN_V1,COSTING_PLAN
EST-202101-P_703184,P_703184,2021-01,2021-01-01,258.01,PLAN_V1,COSTING_PLAN
EST-202101-P_703625,P_703625,2021-01,2021-01-01,152.50,PLAN_V1,COSTING_PLAN
EST-202101-P_707943,P_707943,2021-01,2021-01-01,80.68,PLAN_V1,COSTING_PLAN
EST-202101-P_708575,P_708575,2021-01,2021-01-01,177.39,PLAN_V1,COSTING_PLAN
EST-202101-P_709297,P_709297,2021-01,2021-01-01,132.13,PLAN_V1,COSTING_PLAN
EST-202101-P_713719,P_713719,2021-01,2021-01-01,129.27,PLAN_V1,COSTING_PLAN
EST-202101-P_725670,P_725670,2021-01,2021-01-01,167.72,PLAN_V1,COSTING_PLAN
EST-202101-P_726474,P_726474,2021-01,2021-01-01,144.65,PLAN_V1,COSTING_PLAN
EST-202101-P_735245,P_735245,2021-01,2021-01-01,92.01,PLAN_V1,COSTING_PLAN
EST-202101-P_735610,P_735610,2021-01,2021-01-01,73.20,PLAN_V1,COSTING_PLAN
EST-202101-P_742720,P_742720,2021-01,2021-01-01,96.53,PLAN_V1,COSTING_PLAN
EST-202101-P_753299,P_753299,2021-01,2021-01-01,92.01,PLAN_V1,COSTING_PLAN
EST-202101-P_760231,P_760231,2021-01,2021-01-01,189.51,PLAN_V1,COSTING_PLAN
EST-202101-P_769936,P_769936,2021-01,2021-01-01,80.92,PLAN_V1,COSTING_PLAN
EST-202101-P_771330,P_771330,2021-01,2021-01-01,144.65,PLAN_V1,COSTING_PLAN
EST-202101-P_787809,P_787809,2021-01,2021-01-01,137.46,PLAN_V1,COSTING_PLAN
EST-202101-P_805385,P_805385,2021-01,2021-01-01,161.63,PLAN_V1,COSTING_PLAN
EST-202101-P_809117,P_809117,2021-01,2021-01-01,145.86,PLAN_V1,COSTING_PLAN
EST-202101-P_811848,P_811848,2021-01,2021-01-01,134.52,PLAN_V1,COSTING_PLAN
EST-202101-P_815298,P_815298,2021-01,2021-01-01,120.13,PLAN_V1,COSTING_PLAN
EST-202101-P_817472,P_817472,2021-01,2021-01-01,232.21,PLAN_V1,COSTING_PLAN
EST-202101-P_820821,P_820821,2021-01,2021-01-01,185.83,PLAN_V1,COSTING_PLAN
EST-202101-P_821914,P_821914,2021-01,2021-01-01,155.43,PLAN_V1,COSTING_PLAN
EST-202101-P_823428,P_823428,2021-01,2021-01-01,182.53,PLAN_V1,COSTING_PLAN
EST-202101-P_823505,P_823505,2021-01,2021-01-01,143.91,PLAN_V1,COSTING_PLAN
EST-202101-P_826794,P_826794,2021-01,2021-01-01,85.34,PLAN_V1,COSTING_PLAN
EST-202101-P_826872,P_826872,2021-01,2021-01-01,157.60,PLAN_V1,COSTING_PLAN
EST-202101-P_830231,P_830231,2021-01,2021-01-01,240.95,PLAN_V1,COSTING_PLAN
EST-202101-P_850083,P_850083,2021-01,2021-01-01,150.98,PLAN_V1,COSTING_PLAN
EST-202101-P_850562,P_850562,2021-01,2021-01-01,124.19,PLAN_V1,COSTING_PLAN
EST-202101-P_856221,P_856221,2021-01,2021-01-01,85.34,PLAN_V1,COSTING_PLAN
EST-202101-P_864389,P_864389,2021-01,2021-01-01,92.26,PLAN_V1,COSTING_PLAN
EST-202101-P_869644,P_869644,2021-01,2021-01-01,142.69,PLAN_V1,COSTING_PLAN
EST-202101-P_877156,P_877156,2021-01,2021-01-01,205.63,PLAN_V1,COSTING_PLAN
EST-202101-P_878638,P_878638,2021-01,2021-01-01,142.56,PLAN_V1,COSTING_PLAN
EST-202101-P_881226,P_881226,2021-01,2021-01-01,188.90,PLAN_V1,COSTING_PLAN
EST-202101-P_888064,P_888064,2021-01,2021-01-01,97.72,PLAN_V1,COSTING_PLAN
EST-202101-P_889688,P_889688,2021-01,2021-01-01,229.87,PLAN_V1,COSTING_PLAN
EST-202101-P_890872,P_890872,2021-01,2021-01-01,92.96,PLAN_V1,COSTING_PLAN
EST-202101-P_903460,P_903460,2021-01,2021-01-01,164.18,PLAN_V1,COSTING_PLAN
EST-202101-P_903530,P_903530,2021-01,2021-01-01,112.83,PLAN_V1,COSTING_PLAN
EST-202101-P_903859,P_903859,2021-01,2021-01-01,171.99,PLAN_V1,COSTING_PLAN
EST-202101-P_905717,P_905717,2021-01,2021-01-01,242.00,PLAN_V1,COSTING_PLAN
EST-202101-P_933248,P_933248,2021-01,2021-01-01,130.88,PLAN_V1,COSTING_PLAN
EST-202101-P_938621,P_938621,2021-01,2021-01-01,160.27,PLAN_V1,COSTING_PLAN
EST-202101-P_942851,P_942851,2021-01,2021-01-01,169.30,PLAN_V1,COSTING_PLAN
EST-202101-P_945371,P_945371,2021-01,2021-01-01,164.15,PLAN_V1,COSTING_PLAN
EST-202101-P_947367,P_947367,2021-01,2021-01-01,178.98,PLAN_V1,COSTING_PLAN
EST-202101-P_950323,P_950323,2021-01,2021-01-01,80.18,PLAN_V1,COSTING_PLAN
EST-202101-P_957119,P_957119,2021-01,2021-01-01,171.11,PLAN_V1,COSTING_PLAN
EST-202101-P_957710,P_957710,2021-01,2021-01-01,228.42,PLAN_V1,COSTING_PLAN
EST-202101-P_961834,P_961834,2021-01,2021-01-01,133.64,PLAN_V1,COSTING_PLAN
EST-202101-P_964660,P_964660,2021-01,2021-01-01,160.86,PLAN_V1,COSTING_PLAN
EST-202101-P_964842,P_964842,2021-01,2021-01-01,163.28,PLAN_V1,COSTING_PLAN
EST-202101-P_967448,P_967448,2021-01,2021-01-01,133.17,PLAN_V1,COSTING_PLAN
EST-202101-P_967655,P_967655,2021-01,2021-01-01,86.47,PLAN_V1,COSTING_PLAN
EST-202101-P_970810,P_970810,2021-01,2021-01-01,156.99,PLAN_V1,COSTING_PLAN
EST-202101-P_978133,P_978133,2021-01,2021-01-01,55.63,PLAN_V1,COSTING_PLAN
EST-202101-P_978590,P_978590,2021-01,2021-01-01,164.94,PLAN_V1,COSTING_PLAN
EST-202101-P_982549,P_982549,2021-01,2021-01-01,236.64,PLAN_V1,COSTING_PLAN
EST-202101-P_983543,P_983543,2021-01,2021-01-01,174.05,PLAN_V1,COSTING_PLAN
EST-202101-P_987950,P_987950,2021-01,2021-01-01,265.44,PLAN_V1,COSTING_PLAN
EST-202101-P_989994,P_989994,2021-01,2021-01-01,116.95,PLAN_V1,COSTING_PLAN
EST-202101-P_990561,P_990561,2021-01,2021-01-01,98.15,PLAN_V1,COSTING_PLAN
EST-202101-P_992126,P_992126,2021-01,2021-01-01,163.28,PLAN_V1,COSTING_PLAN
EST-202101-P_995645,P_995645,2021-01,2021-01-01,100.54,PLAN_V1,COSTING_PLAN
EST-202101-P_995713,P_995713,2021-01,2021-01-01,152.01,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_01,P_RARE_Product_Family_01,2021-01,2021-01-01,115.89,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_02,P_RARE_Product_Family_02,2021-01,2021-01-01,163.76,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_03,P_RARE_Product_Family_03,2021-01,2021-01-01,121.94,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_04,P_RARE_Product_Family_04,2021-01,2021-01-01,95.10,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_05,P_RARE_Product_Family_05,2021-01,2021-01-01,193.38,PLAN_V1,COSTING_PLAN
EST-202101-P_RARE_Product_Family_06,P_RARE_Product_Family_06,2021-01,2021-01-01,78.67,PLAN_V1,COSTING_PLAN
EST-202102-P_003764,P_003764,2021-02,2021-02-01,130.70,PLAN_V1,COSTING_PLAN
EST-202102-P_003843,P_003843,2021-02,2021-02-01,151.22,PLAN_V1,COSTING_PLAN
EST-202102-P_011998,P_011998,2021-02,2021-02-01,96.73,PLAN_V1,COSTING_PLAN
EST-202102-P_016117,P_016117,2021-02,2021-02-01,130.66,PLAN_V1,COSTING_PLAN
EST-202102-P_016182,P_016182,2021-02,2021-02-01,193.36,PLAN_V1,COSTING_PLAN
EST-202102-P_026771,P_026771,2021-02,2021-02-01,54.48,PLAN_V1,COSTING_PLAN
EST-202102-P_028268,P_028268,2021-02,2021-02-01,153.39,PLAN_V1,COSTING_PLAN
EST-202102-P_029786,P_029786,2021-02,2021-02-01,53.81,PLAN_V1,COSTING_PLAN
EST-202102-P_030934,P_030934,2021-02,2021-02-01,176.98,PLAN_V1,COSTING_PLAN
EST-202102-P_031127,P_031127,2021-02,2021-02-01,179.60,PLAN_V1,COSTING_PLAN
EST-202102-P_033867,P_033867,2021-02,2021-02-01,148.89,PLAN_V1,COSTING_PLAN
EST-202102-P_036240,P_036240,2021-02,2021-02-01,204.07,PLAN_V1,COSTING_PLAN
EST-202102-P_041949,P_041949,2021-02,2021-02-01,131.50,PLAN_V1,COSTING_PLAN
EST-202102-P_046254,P_046254,2021-02,2021-02-01,240.90,PLAN_V1,COSTING_PLAN
EST-202102-P_047794,P_047794,2021-02,2021-02-01,180.91,PLAN_V1,COSTING_PLAN
EST-202102-P_048748,P_048748,2021-02,2021-02-01,225.21,PLAN_V1,COSTING_PLAN
EST-202102-P_051351,P_051351,2021-02,2021-02-01,258.29,PLAN_V1,COSTING_PLAN
EST-202102-P_052026,P_052026,2021-02,2021-02-01,56.39,PLAN_V1,COSTING_PLAN
EST-202102-P_054394,P_054394,2021-02,2021-02-01,75.40,PLAN_V1,COSTING_PLAN
EST-202102-P_054756,P_054756,2021-02,2021-02-01,121.46,PLAN_V1,COSTING_PLAN
EST-202102-P_061764,P_061764,2021-02,2021-02-01,150.82,PLAN_V1,COSTING_PLAN
EST-202102-P_064814,P_064814,2021-02,2021-02-01,76.92,PLAN_V1,COSTING_PLAN
EST-202102-P_067181,P_067181,2021-02,2021-02-01,216.41,PLAN_V1,COSTING_PLAN
EST-202102-P_068092,P_068092,2021-02,2021-02-01,231.35,PLAN_V1,COSTING_PLAN
EST-202102-P_070046,P_070046,2021-02,2021-02-01,231.40,PLAN_V1,COSTING_PLAN
EST-202102-P_076036,P_076036,2021-02,2021-02-01,224.61,PLAN_V1,COSTING_PLAN
EST-202102-P_082228,P_082228,2021-02,2021-02-01,98.21,PLAN_V1,COSTING_PLAN
EST-202102-P_082452,P_082452,2021-02,2021-02-01,87.08,PLAN_V1,COSTING_PLAN
EST-202102-P_086593,P_086593,2021-02,2021-02-01,195.77,PLAN_V1,COSTING_PLAN
EST-202102-P_086802,P_086802,2021-02,2021-02-01,105.48,PLAN_V1,COSTING_PLAN
EST-202102-P_087164,P_087164,2021-02,2021-02-01,95.14,PLAN_V1,COSTING_PLAN
EST-202102-P_089503,P_089503,2021-02,2021-02-01,99.77,PLAN_V1,COSTING_PLAN
EST-202102-P_096970,P_096970,2021-02,2021-02-01,75.46,PLAN_V1,COSTING_PLAN
EST-202102-P_097341,P_097341,2021-02,2021-02-01,199.79,PLAN_V1,COSTING_PLAN
EST-202102-P_105041,P_105041,2021-02,2021-02-01,101.20,PLAN_V1,COSTING_PLAN
EST-202102-P_107385,P_107385,2021-02,2021-02-01,81.56,PLAN_V1,COSTING_PLAN
EST-202102-P_108163,P_108163,2021-02,2021-02-01,174.94,PLAN_V1,COSTING_PLAN
EST-202102-P_113400,P_113400,2021-02,2021-02-01,182.23,PLAN_V1,COSTING_PLAN
EST-202102-P_115356,P_115356,2021-02,2021-02-01,56.39,PLAN_V1,COSTING_PLAN
EST-202102-P_117251,P_117251,2021-02,2021-02-01,49.69,PLAN_V1,COSTING_PLAN
EST-202102-P_118397,P_118397,2021-02,2021-02-01,179.01,PLAN_V1,COSTING_PLAN
EST-202102-P_119677,P_119677,2021-02,2021-02-01,159.60,PLAN_V1,COSTING_PLAN
EST-202102-P_128221,P_128221,2021-02,2021-02-01,150.75,PLAN_V1,COSTING_PLAN
EST-202102-P_133471,P_133471,2021-02,2021-02-01,79.39,PLAN_V1,COSTING_PLAN
EST-202102-P_138220,P_138220,2021-02,2021-02-01,75.51,PLAN_V1,COSTING_PLAN
EST-202102-P_140724,P_140724,2021-02,2021-02-01,240.52,PLAN_V1,COSTING_PLAN
EST-202102-P_146351,P_146351,2021-02,2021-02-01,229.20,PLAN_V1,COSTING_PLAN
EST-202102-P_149775,P_149775,2021-02,2021-02-01,95.40,PLAN_V1,COSTING_PLAN
EST-202102-P_150094,P_150094,2021-02,2021-02-01,146.89,PLAN_V1,COSTING_PLAN
EST-202102-P_150330,P_150330,2021-02,2021-02-01,55.06,PLAN_V1,COSTING_PLAN
EST-202102-P_156887,P_156887,2021-02,2021-02-01,95.24,PLAN_V1,COSTING_PLAN
EST-202102-P_159680,P_159680,2021-02,2021-02-01,98.14,PLAN_V1,COSTING_PLAN
EST-202102-P_162380,P_162380,2021-02,2021-02-01,153.71,PLAN_V1,COSTING_PLAN
EST-202102-P_165831,P_165831,2021-02,2021-02-01,176.59,PLAN_V1,COSTING_PLAN
EST-202102-P_166991,P_166991,2021-02,2021-02-01,93.24,PLAN_V1,COSTING_PLAN
EST-202102-P_169818,P_169818,2021-02,2021-02-01,178.14,PLAN_V1,COSTING_PLAN
EST-202102-P_170449,P_170449,2021-02,2021-02-01,176.59,PLAN_V1,COSTING_PLAN
EST-202102-P_174329,P_174329,2021-02,2021-02-01,35.79,PLAN_V1,COSTING_PLAN
EST-202102-P_174951,P_174951,2021-02,2021-02-01,181.61,PLAN_V1,COSTING_PLAN
EST-202102-P_183014,P_183014,2021-02,2021-02-01,49.01,PLAN_V1,COSTING_PLAN
EST-202102-P_184171,P_184171,2021-02,2021-02-01,230.80,PLAN_V1,COSTING_PLAN
EST-202102-P_192876,P_192876,2021-02,2021-02-01,105.48,PLAN_V1,COSTING_PLAN
EST-202102-P_193053,P_193053,2021-02,2021-02-01,95.26,PLAN_V1,COSTING_PLAN
