Product_ID,شرح کالا,Quality_Class_ID,دسته بندی براقیت,گروه کالا,گروه رنگ,زیرگروه کالا,Source_System
P_434331,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_439924,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_441295,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_441538,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_444327,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_444447,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_444915,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_445943,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_450677,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_454205,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_454916,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_456585,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_459910,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_460131,Product_Family_02 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_02,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_461875,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_461887,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_462781,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_462985,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_465221,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_02,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_465234,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_466170,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_468134,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_469492,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_471556,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_473622,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_476135,Product_Family_05 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_05,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_476323,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_476864,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_483111,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_484048,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_484354,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_484439,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_484657,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_485043,Product_Family_03 / Denier_Subgroup_02 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_02,ERP_MASTER
P_485297,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_487520,Product_Family_01 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_GENERALIZED,Luster_Class_01,Product_Family_01,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_487868,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_489236,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_07,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_490196,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_494409,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_495337,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_495385,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_498378,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_498565,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_499026,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_499327,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_500006,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_502563,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_504435,Product_Family_04 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_505032,Product_Family_02 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_02,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_505314,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_02,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_505407,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_505516,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_505807,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_507205,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_02,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_508986,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_509864,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_512113,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_512345,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_514119,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_514917,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_516971,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_GENERALIZED,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_519878,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_520245,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_524677,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_525309,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_526655,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_528319,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_528372,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_528908,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_529239,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_05,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_531226,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_531902,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_532272,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_532651,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_534122,Product_Family_03 / Denier_Subgroup_04 / Luster_GENERALIZED / Color_GENERALIZED,Quality_Class_GENERALIZED,Luster_GENERALIZED,Product_Family_03,Color_GENERALIZED,Denier_Subgroup_04,ERP_MASTER
P_537744,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_537901,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_539367,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_540814,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_541402,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_541475,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_542809,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_547452,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_548156,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_555923,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_03,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_556066,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_06,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_559926,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_561054,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_08,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_565252,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_565736,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_566895,Product_Family_03 / Denier_GENERALIZED / Luster_GENERALIZED / Color_GENERALIZED,Quality_Class_GENERALIZED,Luster_GENERALIZED,Product_Family_03,Color_GENERALIZED,Denier_GENERALIZED,ERP_MASTER
P_568483,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_569202,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_569454,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_569848,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_571374,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_05,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_572488,Product_Family_04 / Denier_GENERALIZED / Luster_GENERALIZED / Color_GENERALIZED,Quality_Class_GENERALIZED,Luster_GENERALIZED,Product_Family_04,Color_GENERALIZED,Denier_GENERALIZED,ERP_MASTER
P_572494,Product_Family_01 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_01,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_573948,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_575416,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_07,Luster_Class_02,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_576643,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_577169,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_577334,Product_Family_06 / Denier_Subgroup_01 / Luster_Unknown / Color_Class_01,Quality_Class_06,Luster_Unknown,Product_Family_06,Color_Class_01,Denier_Subgroup_01,ERP_MASTER
P_577752,Product_Family_01 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_08,Luster_Class_02,Product_Family_01,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_577968,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_578005,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_578095,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_580258,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_582317,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_582838,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_02,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_585586,Product_Family_03 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_02,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_587662,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_591650,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_593409,Product_Family_02 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_02,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_594446,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_594761,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_595887,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_596778,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_597359,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_03,Luster_Class_01,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_601081,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_603156,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_604053,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_608952,Product_Family_01 / Denier_Subgroup_01 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_01,Color_Class_03,Denier_Subgroup_01,ERP_MASTER
P_610502,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_611392,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_03,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_611957,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_612668,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_615273,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_616945,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_03,Quality_Class_04,Luster_Class_02,Product_Family_04,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_617051,Product_Family_04 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_02,Quality_Class_01,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_623611,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_04,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_623690,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_03,Quality_Class_06,Luster_Class_02,Product_Family_03,Color_Class_03,Denier_Subgroup_03,ERP_MASTER
P_626774,Product_Family_03 / Denier_Subgroup_03 / Luster_Class_02 / Color_Class_02,Quality_Class_04,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_03,ERP_MASTER
P_627089,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_01 / Color_Class_03,Quality_Class_01,Luster_Class_01,Product_Family_03,Color_Class_03,Denier_Subgroup_04,ERP_MASTER
P_628091,Product_Family_03 / Denier_Subgroup_04 / Luster_Class_02 / Color_Class_02,Quality_Class_01,Luster_Class_02,Product_Family_03,Color_Class_02,Denier_Subgroup_04,ERP_MASTER
P_631577,Product_Family_05 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_06,Luster_Class_01,Product_Family_05,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
P_632198,Product_Family_04 / Denier_Subgroup_01 / Luster_Class_01 / Color_Class_02,Quality_Class_08,Luster_Class_01,Product_Family_04,Color_Class_02,Denier_Subgroup_01,ERP_MASTER
