Quality_Record_ID,Sales_Line_ID,Lot_ID,Hembaft_ID,Hembaft_Lot_Key,Product_ID,Production_Date,Measured_At,Available_At,Tensile_Strength_cN_dtex,Elongation_Pct,Evenness_CV_Pct,Oil_Pickup_Pct,Sample_Count,Lab_Result,Source_System
QLT-00008630,SL-00032971,LOT-202107-627197,,,P_961834,2021-07-01,2021-07-02,2021-07-03,3.16,32.3%,2.1%,0.7%,5,قبول,QMS_LAB
QLT-00008631,SL-00032974,LOT-202203-129413,,,P_RARE_Product_Family_03,2022-03-01,2022-03-03,2022-03-04,4.24,23.4%,2.1%,1.1%,10,قبول,QMS_LAB
QLT-00008632,SL-00032980,LOT-202005-780644,,,P_459910,2020-04-24,2020-04-26,2020-04-26,4.35,24.7%,1.1%,0.8%,3,قبول,QMS_LAB
QLT-00008633,SL-00032987,LOT-202009-012933,,,P_815298,2020-09-17,2020-09-17,2020-09-19,4.57,23.1%,1.4%,0.7%,10,قبول,QMS_LAB
QLT-00008634,SL-00032991,LOT-202007-735923,,,P_159680,2020-07-23,2020-07-25,2020-07-26,4.57,19.3%,1.1%,1.2%,8,قبول,QMS_LAB
QLT-00008635,SL-00032996,LOT-202007-871377,,,P_RARE_Product_Family_02,2020-06-27,2020-06-28,2020-06-28,3.49,28.3%,1.1%,0.8%,3,قبول,QMS_LAB
QLT-00008636,SL-00032997,LOT-202112-152782,,,P_RARE_Product_Family_05,2021-11-26,2021-11-28,2021-11-30,3.72,26.7%,1.4%,0.7%,10,قبول,QMS_LAB
QLT-00008637,SL-00033001,LOT-202007-956816,,,P_RARE_Product_Family_03,2020-06-26,2020-06-26,2020-06-26,3.53,28.8%,1.3%,0.5%,3,قبول,QMS_LAB
QLT-00008638,SL-00033006,LOT-202201-911387,,,P_421668,2022-01-15,2022-01-17,2022-01-18,3.30,30.4%,0.9%,0.5%,4,قبول,QMS_LAB
QLT-00008639,SL-00033013,LOT-202103-292626,,,P_591650,2021-02-19,2021-02-21,2021-02-23,3.53,25.0%,0.9%,1.0%,9,قبول,QMS_LAB
QLT-00008640,SL-00033014,LOT-202001-643712,,,P_RARE_Product_Family_03,2019-12-22,2019-12-23,2019-12-25,4.65,34.0%,0.9%,0.5%,4,قبول,QMS_LAB
QLT-00008641,SL-00033019,LOT-202102-638953,,,P_RARE_Product_Family_06,2021-02-20,2021-02-20,2021-02-21,3.57,25.9%,0.9%,1.1%,7,قبول,QMS_LAB
QLT-00008642,SL-00033027,LOT-202006-483604,,,P_462985,2020-06-05,2020-06-05,2020-06-06,4.08,31.0%,1.9%,0.8%,5,قبول,QMS_LAB
QLT-00008643,SL-00033029,LOT-202006-467089,,,P_RARE_Product_Family_04,2020-06-15,2020-06-17,2020-06-19,4.04,30.1%,1.9%,0.7%,7,قبول,QMS_LAB
QLT-00008644,SL-00033031,LOT-202009-613951,,,P_983543,2020-09-04,2020-09-06,2020-09-06,4.08,27.3%,1.6%,0.4%,3,قبول,QMS_LAB
QLT-00008645,SL-00033032,LOT-202106-330506,,,P_RARE_Product_Family_03,2021-06-10,2021-06-10,2021-06-12,4.30,25.6%,1.9%,1.2%,10,قبول,QMS_LAB
QLT-00008646,SL-00033037,LOT-202011-520142,,,P_RARE_Product_Family_03,2020-10-24,2020-10-26,2020-10-28,3.23,34.6%,1.9%,0.8%,5,قبول,QMS_LAB
QLT-00008647,SL-00033041,LOT-202003-297769,,,P_434179,2020-02-28,2020-02-29,2020-03-02,3.32,24.8%,1.8%,1.1%,3,قبول,QMS_LAB
QLT-00008648,SL-00033044,LOT-202005-560706,,,P_RARE_Product_Family_03,2020-04-26,2020-04-26,2020-04-27,4.44,33.7%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00008649,SL-00033050,LOT-202106-589705,,,P_850083,2021-06-16,2021-06-16,2021-06-16,3.85,19.4%,1.8%,0.4%,8,قبول,QMS_LAB
QLT-00008650,SL-00033051,LOT-202101-780630,,,P_RARE_Product_Family_03,2021-01-05,2021-01-06,2021-01-08,4.08,34.8%,2.2%,1.2%,7,قبول,QMS_LAB
QLT-00008651,SL-00033057,LOT-202004-994564,,,P_386679,2020-04-02,2020-04-03,2020-04-04,4.93,27.4%,1.8%,0.8%,5,قبول,QMS_LAB
QLT-00008652,SL-00033062,LOT-202109-870143,,,P_RARE_Product_Family_04,2021-08-21,2021-08-23,2021-08-25,3.09,33.9%,2.1%,1.1%,8,قبول,QMS_LAB
QLT-00008653,SL-00033063,LOT-202102-147492,,,P_615273,2021-01-24,2021-01-25,2021-01-25,2.87,18.5%,1.8%,1.2%,9,قبول,QMS_LAB
QLT-00008654,SL-00033067,LOT-202109-114221,,,P_RARE_Product_Family_04,2021-08-26,2021-08-26,2021-08-28,4.17,24.9%,2.1%,0.6%,5,قبول,QMS_LAB
QLT-00008655,SL-00033068,LOT-202012-388818,,,P_RARE_Product_Family_02,2020-11-29,2020-11-29,2020-11-30,3.14,34.8%,2.1%,1.2%,6,قبول,QMS_LAB
QLT-00008656,SL-00033073,LOT-202112-265260,,,P_903460,2021-12-06,2021-12-06,2021-12-07,4.22,22.1%,1.8%,1.2%,9,قبول,QMS_LAB
QLT-00008657,SL-00033076,LOT-202202-138566,,,P_RARE_Product_Family_04,2022-02-05,2022-02-06,2022-02-07,3.09,30.1%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00008658,SL-00033078,LOT-202105-939278,,,P_427361,2021-05-05,2021-05-07,2021-05-07,3.14,31.0%,1.8%,0.8%,4,قبول,QMS_LAB
QLT-00008659,SL-00033079,LOT-202108-296522,,,P_RARE_Product_Family_04,2021-08-21,2021-08-21,2021-08-23,3.36,29.4%,2.1%,0.7%,3,قبول,QMS_LAB
QLT-00008660,SL-00033080,LOT-202006-858501,,,P_494409,2020-06-06,2020-06-08,2020-06-08,3.65,19.1%,1.2%,0.6%,10,قبول,QMS_LAB
QLT-00008661,SL-00033085,LOT-202204-147531,,,P_569202,2022-03-31,2022-03-31,2022-04-01,4.73,27.2%,1.2%,1.0%,7,قبول,QMS_LAB
QLT-00008662,SL-00033096,LOT-202004-471865,,,P_995645,2020-04-11,2020-04-12,2020-04-13,3.99,31.2%,2.1%,1.2%,6,قبول,QMS_LAB
QLT-00008663,SL-00033097,LOT-202008-937873,,,P_RARE_Product_Family_02,2020-08-21,2020-08-23,2020-08-25,4.21,29.6%,0.8%,1.2%,5,قبول,QMS_LAB
QLT-00008664,SL-00033098,LOT-202110-819604,,,P_572494,2021-10-08,2021-10-08,2021-10-10,3.95,30.3%,2.1%,1.1%,8,قبول,QMS_LAB
QLT-00008665,SL-00033102,LOT-202008-519891,,,P_047794,2020-08-17,2020-08-19,2020-08-20,4.18,29.7%,1.6%,0.9%,8,قبول,QMS_LAB
QLT-00008666,SL-00033103,LOT-202111-369582,,,P_076036,2021-10-24,2021-10-24,2021-10-24,4.41,28.1%,1.9%,0.8%,7,قبول,QMS_LAB
QLT-00008667,SL-00033105,LOT-202003-951390,,,P_945371,2020-03-21,2020-03-21,2020-03-22,3.06,20.7%,1.6%,0.4%,5,قبول,QMS_LAB
QLT-00008668,SL-00033108,LOT-202104-850107,,,P_947367,2021-03-21,2021-03-22,2021-03-24,4.14,28.8%,1.6%,0.8%,10,قبول,QMS_LAB
QLT-00008669,SL-00033113,LOT-202105-470817,,,P_850562,2021-05-08,2021-05-09,2021-05-11,3.06,24.5%,1.9%,0.8%,7,قبول,QMS_LAB
QLT-00008670,SL-00033114,LOT-202007-663815,,,P_593409,2020-06-28,2020-06-28,2020-06-28,2.84,26.1%,1.6%,0.9%,8,قبول,QMS_LAB
QLT-00008671,SL-00033118,LOT-202111-677999,,,P_379523,2021-11-04,2021-11-06,2021-11-06,4.14,32.5%,1.9%,1.2%,4,قبول,QMS_LAB
QLT-00008672,SL-00033119,LOT-202011-077642,,,P_RARE_Product_Family_03,2020-10-30,2020-10-31,2020-11-01,3.92,34.2%,1.6%,0.4%,5,قبول,QMS_LAB
QLT-00008673,SL-00033120,LOT-202110-915759,,,P_RARE_Product_Family_05,2021-10-11,2021-10-13,2021-10-13,3.63,27.5%,1.0%,0.6%,6,قبول,QMS_LAB
QLT-00008674,SL-00033126,LOT-202108-500530,,,P_048748,2021-08-11,2021-08-13,2021-08-14,4.48,20.1%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00008675,SL-00033127,LOT-202004-819152,,,P_353119,2020-04-25,2020-04-25,2020-04-25,4.71,18.5%,1.0%,1.0%,3,قبول,QMS_LAB
QLT-00008676,SL-00033131,LOT-201912-017698,,,P_593409,2019-12-17,2019-12-19,2019-12-21,3.41,32.8%,1.0%,1.1%,9,قبول,QMS_LAB
QLT-00008677,SL-00033134,LOT-202006-101439,,,P_108987,2020-05-14,2020-05-15,2020-05-16,4.53,24.8%,1.0%,0.7%,4,قبول,QMS_LAB
QLT-00008678,SL-00033137,LOT-202010-349784,,,P_RARE_Product_Family_05,2020-09-23,2020-09-25,2020-09-25,4.75,23.2%,1.3%,0.6%,3,قبول,QMS_LAB
QLT-00008679,SL-00033140,LOT-202012-783310,,,P_RARE_Product_Family_05,2020-11-26,2020-11-26,2020-11-27,3.63,20.0%,2.0%,0.6%,10,قبول,QMS_LAB
QLT-00008680,SL-00033141,LOT-202103-059661,,,P_278460,2021-03-17,2021-03-18,2021-03-18,3.86,18.4%,2.3%,0.5%,9,قبول,QMS_LAB
QLT-00008681,SL-00033146,LOT-202003-248334,,,P_RARE_Product_Family_05,2020-02-21,2020-02-21,2020-02-23,4.98,27.3%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00008682,SL-00033150,LOT-202008-409876,,,P_RARE_Product_Family_02,2020-08-06,2020-08-07,2020-08-09,3.63,23.7%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00008683,SL-00033162,LOT-202112-126639,,,P_264078,2021-12-24,2021-12-25,2021-12-27,3.49,32.6%,2.3%,0.6%,8,قبول,QMS_LAB
QLT-00008684,SL-00033167,LOT-202005-691933,,,P_534122,2020-04-26,2020-04-26,2020-04-28,4.62,24.6%,2.3%,1.1%,3,قبول,QMS_LAB
QLT-00008685,SL-00033168,LOT-202102-447942,,,P_334309,2021-01-31,2021-02-01,2021-02-02,4.35,25.3%,2.0%,1.1%,6,قبول,QMS_LAB
QLT-00008686,SL-00033169,LOT-202004-328388,,,P_RARE_Product_Family_04,2020-03-21,2020-03-23,2020-03-23,4.57,23.7%,2.3%,1.0%,5,قبول,QMS_LAB
QLT-00008687,SL-00033172,LOT-202109-428724,,,P_334309,2021-09-13,2021-09-13,2021-09-14,4.39,29.9%,2.3%,0.7%,6,قبول,QMS_LAB
QLT-00008688,SL-00033176,LOT-202202-306541,,,P_494409,2022-02-18,2022-02-20,2022-02-20,3.49,19.4%,1.0%,1.1%,10,قبول,QMS_LAB
QLT-00008689,SL-00033177,LOT-202104-896314,,,P_138220,2021-04-10,2021-04-11,2021-04-12,3.27,21.0%,2.3%,1.1%,3,قبول,QMS_LAB
QLT-00008690,SL-00033178,LOT-202008-965396,,,P_RARE_Product_Family_03,2020-08-20,2020-08-22,2020-08-24,4.35,29.0%,2.3%,0.6%,8,قبول,QMS_LAB
QLT-00008691,SL-00033180,LOT-202102-003746,,,P_565736,2021-02-01,2021-02-03,2021-02-05,3.84,24.0%,1.4%,0.9%,10,قبول,QMS_LAB
QLT-00008692,SL-00033181,LOT-202111-863659,,,P_615273,2021-11-21,2021-11-21,2021-11-22,4.06,22.4%,1.7%,0.8%,9,قبول,QMS_LAB
QLT-00008693,SL-00033192,LOT-202008-612045,,,P_RARE_Product_Family_02,2020-07-20,2020-07-20,2020-07-21,3.49,28.9%,2.0%,1.1%,6,قبول,QMS_LAB
QLT-00008694,SL-00033197,LOT-202205-695101,,,P_983543,2022-05-14,2022-05-15,2022-05-17,4.57,19.9%,2.0%,0.6%,3,قبول,QMS_LAB
QLT-00008695,SL-00033204,LOT-202204-675019,,,P_RARE_Product_Family_01,2022-04-11,2022-04-11,2022-04-11,2.86,30.0%,1.0%,0.5%,9,قبول,QMS_LAB
QLT-00008696,SL-00033209,LOT-202108-287698,,,P_285147,2021-08-16,2021-08-18,2021-08-19,3.13,29.3%,1.3%,0.5%,6,قبول,QMS_LAB
QLT-00008697,SL-00033213,LOT-202003-586977,,,P_RARE_Product_Family_03,2020-03-04,2020-03-05,2020-03-05,4.32,34.0%,2.0%,0.7%,8,قبول,QMS_LAB
QLT-00008698,SL-00033216,LOT-202004-173455,,,P_RARE_Product_Family_01,2020-04-13,2020-04-15,2020-04-16,3.20,25.1%,2.0%,1.1%,5,قبول,QMS_LAB
QLT-00008699,SL-00033217,LOT-202003-343410,,,P_RARE_Product_Family_02,2020-03-22,2020-03-22,2020-03-24,3.43,23.5%,2.3%,1.0%,4,قبول,QMS_LAB
QLT-00008700,SL-00033219,LOT-202101-825323,,,P_RARE_Product_Family_05,2021-01-07,2021-01-08,2021-01-09,3.47,24.4%,2.3%,1.1%,10,قبول,QMS_LAB
QLT-00008701,SL-00033221,LOT-202012-083797,,,P_047794,2020-12-02,2020-12-04,2020-12-05,3.43,19.7%,2.0%,0.6%,10,قبول,QMS_LAB
QLT-00008702,SL-00033224,LOT-202106-385255,,,P_434331,2021-06-15,2021-06-16,2021-06-17,4.55,28.7%,2.0%,1.1%,5,قبول,QMS_LAB
QLT-00008703,SL-00033233,LOT-202107-963568,,,P_925286,2021-07-18,2021-07-18,2021-07-19,4,32.5%,2.3%,1.2%,8,قبول,QMS_LAB
QLT-00008704,SL-00033236,LOT-202011-281940,,,P_431608,2020-11-13,2020-11-14,2020-11-16,2.88,23.5%,2.3%,0.7%,5,قبول,QMS_LAB
QLT-00008705,SL-00033239,LOT-202110-698153,,,P_RARE_Product_Family_05,2021-10-09,2021-10-09,2021-10-09,4.86,25.1%,2.0%,0.8%,6,قبول,QMS_LAB
QLT-00008706,SL-00033247,LOT-202011-392814,,,P_128326,2020-11-08,2020-11-09,2020-11-10,4.19,25.9%,2.0%,1.2%,4,قبول,QMS_LAB
QLT-00008707,SL-00033249,LOT-202202-148966,,,P_RARE_Product_Family_05,2022-02-23,2022-02-23,2022-02-25,4.15,25.0%,2.0%,1.1%,6,قبول,QMS_LAB
QLT-00008708,SL-00033252,LOT-202109-233571,,,P_218456,2021-09-11,2021-09-12,2021-09-13,4.41,20.6%,2.0%,0.7%,9,قبول,QMS_LAB
QLT-00008709,SL-00033257,LOT-202103-970716,,,P_RARE_Product_Family_05,2021-03-01,2021-03-01,2021-03-02,3.33,29.5%,2.0%,1.2%,4,قبول,QMS_LAB
QLT-00008710,SL-00033262,LOT-202109-954306,,,P_RARE_Product_Family_05,2021-09-04,2021-09-04,2021-09-05,4.41,33.8%,1.7%,1.2%,7,قبول,QMS_LAB
QLT-00008711,SL-00033267,LOT-202008-318607,,,P_343377,2020-07-26,2020-07-27,2020-07-28,3.29,24.9%,1.7%,0.7%,4,قبول,QMS_LAB
QLT-00008712,SL-00033268,LOT-202110-067272,,,P_639522,2021-10-17,2021-10-17,2021-10-19,3.56,24.2%,2.1%,0.7%,9,قبول,QMS_LAB
QLT-00008713,SL-00033269,LOT-202108-620378,,,P_RARE_Product_Family_03,2021-08-23,2021-08-25,2021-08-25,3.33,25.8%,1.7%,0.8%,10,قبول,QMS_LAB
QLT-00008714,SL-00033272,LOT-202007-627532,,,P_490196,2020-07-18,2020-07-19,2020-07-21,3.52,19.5%,1.7%,1.1%,9,قبول,QMS_LAB
QLT-00008715,SL-00033276,LOT-202011-213537,,,P_266515,2020-10-27,2020-10-29,2020-10-29,4.41,30.1%,1.4%,0.8%,5,قبول,QMS_LAB
QLT-00008716,SL-00033277,LOT-202103-954512,,,P_RARE_Product_Family_01,2021-03-01,2021-03-01,2021-03-02,4.64,28.5%,1.7%,0.7%,4,قبول,QMS_LAB
QLT-00008717,SL-00033278,LOT-202011-557231,,,P_603156,2020-10-14,2020-10-16,2020-10-17,3.56,20.4%,1.7%,1.2%,7,قبول,QMS_LAB
QLT-00008718,SL-00033280,LOT-202108-303821,,,P_983543,2021-08-09,2021-08-09,2021-08-09,3.55,34.5%,0.9%,0.7%,5,قبول,QMS_LAB
QLT-00008719,SL-00033285,LOT-202004-984964,,,P_582317,2020-04-04,2020-04-05,2020-04-06,4.63,25.6%,0.9%,1.1%,10,قبول,QMS_LAB
QLT-00008720,SL-00033286,LOT-202105-487281,,,P_639522,2021-05-23,2021-05-23,2021-05-25,4.40,27.2%,2.2%,1.1%,3,قبول,QMS_LAB
QLT-00008721,SL-00033290,LOT-202007-454686,,,P_983543,2020-07-06,2020-07-08,2020-07-10,3.55,30.8%,2.2%,1.1%,3,قبول,QMS_LAB
QLT-00008722,SL-00033302,LOT-202201-361233,,,P_RARE_Product_Family_03,2022-01-20,2022-01-20,2022-01-20,4.56,28.6%,2.1%,1.2%,6,قبول,QMS_LAB
QLT-00008723,SL-00033309,LOT-202004-824395,,,P_RARE_Product_Family_05,2020-04-21,2020-04-22,2020-04-22,3.44,19.6%,2.1%,0.7%,3,قبول,QMS_LAB
QLT-00008724,SL-00033312,LOT-202012-226362,,,P_494409,2020-12-14,2020-12-14,2020-12-15,2.95,25.9%,2.1%,0.6%,4,قبول,QMS_LAB
QLT-00008725,SL-00033313,LOT-202201-392670,,,P_434331,2022-01-04,2022-01-06,2022-01-08,4.92,27.5%,1.8%,0.7%,5,قبول,QMS_LAB
QLT-00008726,SL-00033316,LOT-202008-336633,,,P_RARE_Product_Family_02,2020-07-23,2020-07-24,2020-07-26,3.84,19.5%,1.8%,1.2%,8,قبول,QMS_LAB
QLT-00008727,SL-00033319,LOT-202108-845537,,,P_006453,2021-08-04,2021-08-06,2021-08-06,4.07,34.9%,2.1%,1.1%,7,قبول,QMS_LAB
QLT-00008728,SL-00033321,LOT-202102-637670,,,P_672380,2021-02-13,2021-02-13,2021-02-13,4.92,31.3%,2.1%,1.1%,7,قبول,QMS_LAB
QLT-00008729,SL-00033324,LOT-202111-786853,,,P_RARE_Product_Family_03,2021-11-14,2021-11-15,2021-11-15,3.80,22.3%,2.1%,0.6%,4,قبول,QMS_LAB
QLT-00008730,SL-00033330,LOT-202007-041196,,,P_604053,2020-07-05,2020-07-05,2020-07-07,4.70,19.6%,2.1%,0.7%,10,قبول,QMS_LAB
QLT-00008731,SL-00033335,LOT-202105-624002,,,P_RARE_Product_Family_03,2021-05-14,2021-05-15,2021-05-15,3.58,27.7%,2.1%,1.1%,7,قبول,QMS_LAB
QLT-00008732,SL-00033341,LOT-202006-231506,,,P_RARE_Product_Family_05,2020-06-13,2020-06-13,2020-06-15,2.93,27.8%,0.9%,0.5%,3,قبول,QMS_LAB
QLT-00008733,SL-00033346,LOT-202103-349634,,,P_RARE_Product_Family_03,2021-03-05,2021-03-06,2021-03-07,3.15,26.2%,1.2%,0.5%,10,قبول,QMS_LAB
QLT-00008734,SL-00033350,LOT-202203-504756,,,P_228625,2022-02-25,2022-02-27,2022-02-27,2.81,31.1%,1.8%,0.7%,6,قبول,QMS_LAB
QLT-00008735,SL-00033351,LOT-202108-256744,,,P_769459,2021-08-14,2021-08-15,2021-08-17,4.79,32.7%,1.5%,0.8%,7,قبول,QMS_LAB
QLT-00008736,SL-00033364,LOT-202004-333817,,,P_218456,2020-04-17,2020-04-18,2020-04-20,3.71,28.4%,1.8%,0.8%,4,قبول,QMS_LAB
QLT-00008737,SL-00033371,LOT-202008-591491,,,P_383500,2020-08-05,2020-08-05,2020-08-05,4.78,23.2%,2.1%,0.7%,3,قبول,QMS_LAB
QLT-00008738,SL-00033372,LOT-202011-297583,,,P_108987,2020-11-12,2020-11-14,2020-11-16,4.56,24.8%,1.8%,0.8%,4,قبول,QMS_LAB
QLT-00008739,SL-00033374,LOT-202005-417553,,,P_830231,2020-05-01,2020-05-03,2020-05-03,3.71,32.1%,2.1%,1.2%,6,قبول,QMS_LAB
QLT-00008740,SL-00033380,LOT-202104-636370,,,P_RARE_Product_Family_01,2021-03-24,2021-03-26,2021-03-28,4.49,19.4%,1.4%,0.9%,4,قبول,QMS_LAB
QLT-00008741,SL-00033387,LOT-202104-061014,,,P_725670,2021-03-29,2021-03-29,2021-03-31,3.37,27.4%,1.4%,0.4%,9,قبول,QMS_LAB
QLT-00008742,SL-00033390,LOT-202002-954225,,,P_108987,2020-02-02,2020-02-02,2020-02-02,4.49,23.1%,1.7%,0.4%,6,قبول,QMS_LAB
QLT-00008743,SL-00033391,LOT-202001-314070,,,P_816043,2020-01-06,2020-01-08,2020-01-09,4.26,24.7%,1.3%,0.5%,7,قبول,QMS_LAB
QLT-00008744,SL-00033397,LOT-202008-612045,,,P_RARE_Product_Family_02,2020-07-21,2020-07-23,2020-07-25,3.41,32.1%,1.7%,0.9%,9,قبول,QMS_LAB
QLT-00008745,SL-00033402,LOT-202007-637473,,,P_RARE_Product_Family_03,2020-07-04,2020-07-04,2020-07-06,3.16,32.7%,1.3%,0.6%,5,قبول,QMS_LAB
QLT-00008746,SL-00033405,LOT-202205-150388,,,P_769459,2022-05-20,2022-05-21,2022-05-22,3.39,31.1%,1.6%,0.5%,4,قبول,QMS_LAB
QLT-00008747,SL-00033408,LOT-202011-076809,,,P_RARE_Product_Family_03,2020-11-01,2020-11-01,2020-11-02,4.51,23.0%,1.6%,1.0%,7,قبول,QMS_LAB
QLT-00008748,SL-00033409,LOT-202008-056387,,,P_499327,2020-08-24,2020-08-26,2020-08-28,4.29,24.6%,1.3%,1.1%,8,قبول,QMS_LAB
QLT-00008749,SL-00033415,LOT-202112-468828,,,P_RARE_Product_Family_05,2021-12-02,2021-12-04,2021-12-06,4.82,19.5%,1.6%,0.7%,8,قبول,QMS_LAB
QLT-00008750,SL-00033418,LOT-202004-208068,,,P_RARE_Product_Family_02,2020-03-20,2020-03-20,2020-03-20,3.70,27.5%,1.6%,1.1%,5,قبول,QMS_LAB
QLT-00008751,SL-00033420,LOT-202106-911692,,,P_RARE_Product_Family_03,2021-05-22,2021-05-24,2021-05-24,2.82,24.3%,2.2%,1.2%,3,قبول,QMS_LAB
QLT-00008752,SL-00033425,LOT-202007-696229,,,P_RARE_Product_Family_02,2020-07-09,2020-07-09,2020-07-09,3.90,32.4%,2.2%,0.7%,8,قبول,QMS_LAB
QLT-00008753,SL-00033426,LOT-202106-470082,,,P_RARE_Product_Family_04,2021-06-11,2021-06-13,2021-06-14,3.67,34.0%,1.9%,0.8%,9,قبول,QMS_LAB
QLT-00008754,SL-00033430,LOT-202204-607120,,,P_RARE_Product_Family_03,2022-04-02,2022-04-03,2022-04-05,2.82,20.6%,1.9%,0.8%,9,قبول,QMS_LAB
QLT-00008755,SL-00033440,LOT-202005-031082,,,P_RARE_Product_Family_03,2020-05-02,2020-05-04,2020-05-06,3.03,20.8%,1.0%,0.7%,7,قبول,QMS_LAB
QLT-00008756,SL-00033443,LOT-202104-139187,,,P_RARE_Product_Family_04,2021-03-19,2021-03-19,2021-03-20,3.25,19.2%,1.3%,0.6%,6,قبول,QMS_LAB
QLT-00008757,SL-00033445,LOT-202106-847760,,,P_RARE_Product_Family_03,2021-06-17,2021-06-17,2021-06-19,4.11,28.9%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00008758,SL-00033451,LOT-202007-179536,,,P_577169,2020-07-17,2020-07-19,2020-07-19,3.25,32.5%,1.0%,1.1%,4,قبول,QMS_LAB
QLT-00008759,SL-00033462,LOT-202006-529644,,,P_043416,2020-06-13,2020-06-15,2020-06-15,2.84,31.1%,1.6%,1.1%,5,قبول,QMS_LAB
QLT-00008760,SL-00033463,LOT-202111-342985,,,P_RARE_Product_Family_01,2021-11-07,2021-11-08,2021-11-10,4.82,32.7%,1.3%,1.2%,6,قبول,QMS_LAB
QLT-00008761,SL-00033465,LOT-202202-777439,,,P_593409,2022-02-11,2022-02-12,2022-02-12,3.97,23.1%,1.6%,0.7%,8,قبول,QMS_LAB
QLT-00008762,SL-00033468,LOT-202008-535025,,,P_RARE_Product_Family_04,2020-07-31,2020-08-02,2020-08-04,3.70,23.8%,1.3%,0.7%,3,قبول,QMS_LAB
QLT-00008763,SL-00033470,LOT-202001-207874,,,P_RARE_Product_Family_04,2020-01-15,2020-01-15,2020-01-15,3.03,24.6%,1.3%,1.1%,9,قبول,QMS_LAB
QLT-00008764,SL-00033475,LOT-202005-117258,,,P_825583,2020-05-08,2020-05-10,2020-05-12,4.15,33.5%,1.3%,0.7%,4,قبول,QMS_LAB
QLT-00008765,SL-00033481,LOT-202103-468666,,,P_434331,2021-02-14,2021-02-15,2021-02-17,4.59,29.4%,1.5%,1.0%,8,قبول,QMS_LAB
QLT-00008766,SL-00033484,LOT-202011-352100,,,P_RARE_Product_Family_04,2020-11-28,2020-11-28,2020-11-29,3.51,21.4%,1.5%,0.6%,3,قبول,QMS_LAB
QLT-00008767,SL-00033491,LOT-202110-409566,,,P_RARE_Product_Family_01,2021-10-03,2021-10-03,2021-10-05,4.93,24.5%,0.9%,0.8%,4,قبول,QMS_LAB
QLT-00008768,SL-00033494,LOT-202008-519891,,,P_047794,2020-08-21,2020-08-22,2020-08-22,3.81,32.6%,0.9%,1.2%,9,قبول,QMS_LAB
QLT-00008769,SL-00033502,LOT-202204-403088,,,P_298416,2022-04-01,2022-04-01,2022-04-01,4.52,32.4%,1.1%,1.2%,3,قبول,QMS_LAB
QLT-00008770,SL-00033503,LOT-202010-503385,,,P_652993,2020-10-08,2020-10-09,2020-10-11,4.75,30.8%,1.4%,1.1%,10,قبول,QMS_LAB
QLT-00008771,SL-00033508,LOT-202110-247215,,,P_RARE_Product_Family_05,2021-10-18,2021-10-20,2021-10-21,4.48,31.5%,1.1%,1.1%,5,قبول,QMS_LAB
QLT-00008772,SL-00033513,LOT-202201-212572,,,P_288374,2021-12-29,2021-12-31,2022-01-02,3.40,27.2%,1.4%,1.1%,10,قبول,QMS_LAB
QLT-00008773,SL-00033516,LOT-202004-844204,,,P_266515,2020-04-14,2020-04-15,2020-04-16,4.52,19.2%,1.4%,0.7%,5,قبول,QMS_LAB
QLT-00008774,SL-00033518,LOT-202009-928123,,,P_159680,2020-08-31,2020-08-31,2020-09-02,4.48,18.3%,1.4%,0.6%,7,قبول,QMS_LAB
QLT-00008775,SL-00033519,LOT-202003-582538,,,P_725670,2020-03-17,2020-03-19,2020-03-20,4.26,19.9%,1.1%,0.7%,8,قبول,QMS_LAB
QLT-00008776,SL-00033522,LOT-202105-717222,,,P_RARE_Product_Family_02,2021-05-07,2021-05-07,2021-05-08,3.63,31.3%,2.4%,0.6%,3,قبول,QMS_LAB
QLT-00008777,SL-00033524,LOT-202203-911996,,,P_353119,2022-03-23,2022-03-23,2022-03-25,4.97,21.7%,1.1%,1.1%,5,قبول,QMS_LAB
QLT-00008778,SL-00033527,LOT-202108-471700,,,P_490196,2021-08-05,2021-08-07,2021-08-07,4.75,23.3%,2.4%,1.1%,6,قبول,QMS_LAB
QLT-00008779,SL-00033529,LOT-202112-104033,,,P_275491,2021-12-17,2021-12-19,2021-12-21,3.89,30.6%,1.1%,0.7%,8,قبول,QMS_LAB
QLT-00008780,SL-00033536,LOT-202112-807793,,,P_947367,2021-12-07,2021-12-08,2021-12-10,3.63,18.1%,1.1%,1.1%,5,قبول,QMS_LAB
QLT-00008781,SL-00033538,LOT-202111-088743,,,P_150094,2021-11-06,2021-11-08,2021-11-09,3.67,19.0%,1.1%,1.2%,3,قبول,QMS_LAB
QLT-00008782,SL-00033547,LOT-202008-421808,,,P_118397,2020-08-01,2020-08-03,2020-08-04,3.54,18.3%,1.4%,0.6%,6,قبول,QMS_LAB
QLT-00008783,SL-00033553,LOT-202006-955654,,,P_RARE_Product_Family_01,2020-06-10,2020-06-10,2020-06-11,3.19,23.2%,2.0%,0.8%,10,قبول,QMS_LAB
