Complaint_ID,Customer_ID,Product_ID,گروه کالا,Complaint_Title,Complaint_Text,Hembaft_Reference,Severity,Created_At,Available_At,Complaint_Status,Resolved_At,Resolution_Available_At,Resolution_Text,Source_System
CMP-0256,C_317124,P_RARE_Product_Family_03,Product_Family_03,شید رنگ,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,کم,2021-07-26,2021-07-27,بسته,2021-08-31,2021-09-01,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0257,C_113139,P_230552,Product_Family_03,الصاق لیبل اشتباه,مشتري اعلام نموده است مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,متوسط,2022-06-27,2022-06-30,بسته,2022-07-26,2022-07-27,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0258,C_806376,P_RARE_Product_Family_02,Product_Family_02,جمع,بر اساس تصاوير ارسالي مشتري پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2021-09-07,2021-09-09,بسته,2021-09-12,2021-09-13,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0259,C_683666,P_RARE_Product_Family_03,Product_Family_03,نوسان دنیر / CV,بر اساس تصاوير ارسالي مشتري در بافت ظريف نوارهاي ضخيم و نازک مشاهده شده و نمره نخ يکنواخت نيست. مشتري عکس ارسال نموده است.,,متوسط,2020-08-11,2020-08-12,بسته,2020-08-28,2020-08-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1320700749 مشخص گردید نوسان کشش در Draw Winding. موضوع به سرپرست سالن FDY اعلام و مقرر شد کالیبراسیون واحد کشش و افزایش دفعات آزمون دنیر. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0260,C_575381,P_150094,Product_Family_04,جمع,مشتري اعلام نموده است پس از تثبيت حرارتي عرض پارچه تغيير کرده و جمع,,متوسط,2022-05-02,2022-05-03,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0261,C_465481,P_087122,Product_Family_05,فیلامنت و پرز,در همبافت 1320800800 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,بحرانی,2020-02-17,2020-02-19,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0262,C_806376,P_RARE_Product_Family_02,Product_Family_02,استحکام پایین / پارگی,بر اساس تصاوير ارسالي مشتري نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-08-30,2021-09-02,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0263,C_342564,P_RARE_Product_Family_03,Product_Family_03,استحکام پایین / پارگی,در همبافت 1320900834 نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است.,,متوسط,2021-12-06,2021-12-07,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0264,C_117580,P_RARE_Product_Family_02,Product_Family_02,اختلاف ازدیاد طول,مشتري اعلام نموده است ازدياد طول بوبين,,زیاد,2020-07-18,2020-07-19,بسته,2020-07-24,2020-07-25,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321000851 مشخص گردید تفاوت Draw Ratio بین پوزیشن,QMS_COMPLAINTS
CMP-0265,C_245948,P_434331,Product_Family_04,شید رنگ,بر اساس تصاوير ارسالي مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,متوسط,2020-10-17,2020-10-19,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0266,C_126481,P_548156,Product_Family_03,خرابی دوک و بسته,طبق اعلام مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,,کم,2020-08-01,2020-08-04,بسته,2020-09-03,2020-09-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0267,C_842281,P_RARE_Product_Family_03,Product_Family_03,الصاق لیبل اشتباه,طبق اعلام مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد. مشتري عکس ارسال نموده است.,,زیاد,2020-11-28,2020-11-29,بسته,2020-12-16,2020-12-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1321200902 مشخص گردید خطای بسته,QMS_COMPLAINTS
CMP-0268,C_317124,P_204716,Product_Family_03,فیلامنت و پرز,مشتري اعلام نموده است در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,کم,2021-04-07,2021-04-08,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0269,C_227779,P_352669,Product_Family_04,بدپیچی / سفتی بسته,طبق اعلام مشتري بسته,,متوسط,2022-05-04,2022-05-06,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0270,C_245948,P_950323,Product_Family_04,الصاق لیبل اشتباه,بر اساس تصاوير ارسالي مشتري مشخصات دنير روي دوک با ليبل پالت همخواني ندارد.,,زیاد,2020-12-16,2020-12-17,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0271,C_746892,P_961834,Product_Family_03,شید رنگ,طبق اعلام مشتري در رنگرزي يکسان اختلاف جذب رنگ بين بوبين,,بحرانی,2021-09-22,2021-09-25,بسته,2021-10-28,2021-10-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324300970 مشخص گردید اختلاف ساختار یا شرینکیج. موضوع به سرپرست سالن FDY اعلام و مقرر شد آزمون شید و شرینکیج روی نمونه شاهد. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0272,C_412635,P_428591,Product_Family_05,خرابی دوک و بسته,بر اساس تصاوير ارسالي مشتري لبه دوک آسيب دارد و چند بوبين در پالت سائيدگي پيدا کرده است.,,زیاد,2022-02-07,2022-02-09,بسته,2022-03-02,2022-03-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0273,C_745468,P_983543,Product_Family_05,استحکام پایین / پارگی,مشتري اعلام نموده است نخ در قسمت تار با سرعت بالا پارگي مکرر داشته است. مشتري عکس ارسال نموده است.,,زیاد,2020-11-11,2020-11-12,بسته,2020-11-29,2020-11-30,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1324401004 مشخص گردید کاهش استحکام در چند پوزیشن تولید. موضوع به سرپرست سالن FDY اعلام و مقرر شد تفکیک پوزیشن,QMS_COMPLAINTS
CMP-0274,C_419410,P_725670,Product_Family_04,الصاق لیبل اشتباه,در همبافت 1324401021 مشخصات دنير روي دوک با ليبل پالت همخواني ندارد.,,متوسط,2021-07-09,2021-07-10,بسته,2021-08-18,2021-08-19,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0275,C_698497,P_RARE_Product_Family_05,Product_Family_05,بدپیچی / سفتی بسته,در همبافت 1324501055 بسته,,متوسط,2020-10-09,2020-10-12,بسته,2020-11-22,2020-11-23,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0276,C_245948,P_RARE_Product_Family_04,Product_Family_04,فیلامنت و پرز,در همبافت 1324501072 در سطح نخ فيلامنت باز و پرز موضعي ديده مي,,متوسط,2020-11-18,2020-11-20,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0277,C_183105,P_RARE_Product_Family_OTHER,Product_Family_GENERALIZED,شید رنگ / راه,مشتري اعلام نموده است پس از رنگرزي محصول تک,,متوسط,2022-07-06,2022-07-07,بسته,2022-07-23,2022-07-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0278,C_465481,P_427325,Product_Family_05,مینگل کمتر از حد,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت,,متوسط,2020-08-14,2020-08-15,بسته,2020-08-17,2020-08-18,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330201497+1330201514 مشخص گردید فشار هوای جت کمتر از ستینگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد تنظیم فشار جت و اندازه,QMS_COMPLAINTS
CMP-0279,C_465481,P_427325,Product_Family_05,فیلامنت پارگی و پرز,مشتري اعلام نموده است پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,,کم,2020-05-10,2020-05-13,بسته,2020-06-19,2020-06-20,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0280,C_806376,P_593409,Product_Family_02,مینگل بیشتر از حد,در همبافت 1330201548 گره,,متوسط,2021-01-02,2021-01-05,بسته,2021-01-10,2021-01-11,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330201548 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0281,C_180745,P_RARE_Product_Family_04,Product_Family_04,مینگل کمتر از حد,مشتري اعلام نموده است نقاط اتصال نخ کم است و فيلامنت,,متوسط,2020-06-04,2020-06-05,بسته,2020-06-08,2020-06-09,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0282,C_746892,P_RARE_Product_Family_03,Product_Family_03,مینگل بیشتر از حد,بر اساس تصاوير ارسالي مشتري گره,,بحرانی,2021-01-07,2021-01-08,بسته,2021-01-27,2021-01-28,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330301582 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0283,C_746892,P_840489,Product_Family_04,تلرانس نمره,طبق اعلام مشتري نمره نخ توليدي خارج از بازه سفارش گزارش شده است.,,کم,2020-04-30,2020-05-02,بسته,2020-06-03,2020-06-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330401599 مشخص گردید نوسان Draw Ratio. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دنیر و ثبت نمونه شاهد هر پوزیشن. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0284,C_117580,P_275491,Product_Family_02,مینگل بیشتر از حد,طبق اعلام مشتري گره,,متوسط,2020-09-24,2020-09-27,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0285,C_126481,P_RARE_Product_Family_03,Product_Family_03,روغن نامتوازن,طبق اعلام مشتري سطح بعضي بوبين,,زیاد,2020-05-14,2020-05-15,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0286,C_445916,P_RARE_Product_Family_01,Product_Family_01,بدپیچی و ریزش نخ,طبق اعلام مشتري نخ از پهلوي بسته خارج مي,,کم,2020-07-14,2020-07-15,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0287,C_746892,P_RARE_Product_Family_03,Product_Family_03,مینگل کمتر از حد,در همبافت 1330501667 نقاط اتصال نخ کم است و فيلامنت,,متوسط,2022-05-24,2022-05-26,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0288,C_815913,P_565736,Product_Family_05,مینگل بیشتر از حد,مشتري اعلام نموده است گره,,کم,2020-12-15,2020-12-18,بسته,2021-01-13,2021-01-14,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330501684 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0289,C_829082,P_672380,Product_Family_05,شید رنگ / راه,طبق اعلام مشتري پس از رنگرزي محصول تک,,متوسط,2021-11-30,2021-12-01,بسته,2021-12-28,2021-12-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330501701+1330501718 مشخص گردید اختلاف کریمپ و جذب رنگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد آزمون Dye Uptake و همگن,QMS_COMPLAINTS
CMP-0290,C_672256,P_RARE_Product_Family_03,Product_Family_03,کریمپ / حجم ناهمگون,بر اساس تصاوير ارسالي مشتري حجم نخ بين بوبين,,زیاد,2020-10-12,2020-10-14,بسته,2020-11-06,2020-11-07,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0291,C_672706,P_RARE_Product_Family_05,Product_Family_05,تنشن و تاب مجازی,مشتري اعلام نموده است نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين,,متوسط,2021-08-30,2021-08-31,بسته,2021-09-15,2021-09-16,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0292,C_627716,P_RARE_Product_Family_04,Product_Family_04,روغن نامتوازن,در همبافت 1330601769 سطح بعضي بوبين,,متوسط,2022-04-11,2022-04-12,بسته,2022-04-25,2022-04-26,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330601769 مشخص گردید نوسان Oil Pick-up. موضوع به سرپرست سالن DTY اعلام و مقرر شد کالیبراسیون پمپ روغن و آزمون OPU. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0293,C_099163,P_070345,Product_Family_04,تلرانس نمره,بر اساس تصاوير ارسالي مشتري نمره نخ توليدي خارج از بازه سفارش گزارش شده است.,,متوسط,2020-11-02,2020-11-05,بسته,2020-12-02,2020-12-03,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330701786 مشخص گردید نوسان Draw Ratio. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دنیر و ثبت نمونه شاهد هر پوزیشن. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0294,C_472366,P_RARE_Product_Family_02,Product_Family_02,فیلامنت پارگی و پرز,طبق اعلام مشتري پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است. مشتري عکس ارسال نموده است.,,کم,2022-01-01,2022-01-03,بسته,2022-02-09,2022-02-10,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0295,C_746892,P_RARE_Product_Family_02,Product_Family_02,بدپیچی و ریزش نخ,طبق اعلام مشتري نخ از پهلوي بسته خارج مي,,متوسط,2021-11-13,2021-11-14,بسته,2021-11-23,2021-11-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0296,C_769491,P_379523,Product_Family_04,شید رنگ / راه,بر اساس تصاوير ارسالي مشتري پس از رنگرزي محصول تک,,متوسط,2020-10-17,2020-10-18,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0297,C_365277,P_292075,Product_Family_01,کریمپ / حجم ناهمگون,طبق اعلام مشتري حجم نخ بين بوبين,,متوسط,2020-06-22,2020-06-25,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0298,C_829082,P_RARE_Product_Family_05,Product_Family_05,بدپیچی و ریزش نخ,طبق اعلام مشتري نخ از پهلوي بسته خارج مي,,کم,2021-10-28,2021-10-30,بسته,2021-12-01,2021-12-02,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0299,C_245948,P_082228,Product_Family_04,کریمپ / حجم ناهمگون,در همبافت 1330901888 حجم نخ بين بوبين,,بحرانی,2021-08-26,2021-08-27,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0300,C_398853,P_282386,Product_Family_03,مینگل بیشتر از حد,طبق اعلام مشتري گره,,متوسط,2020-03-27,2020-03-28,بسته,2020-04-04,2020-04-05,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1330901905 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0301,C_593639,P_RARE_Product_Family_05,Product_Family_05,روغن نامتوازن,مشتري اعلام نموده است سطح بعضي بوبين,,بحرانی,2021-11-05,2021-11-08,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0302,C_762928,P_742720,Product_Family_04,فیلامنت پارگی و پرز,در همبافت 1331101939 پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,,متوسط,2021-12-01,2021-12-03,بسته,2022-01-04,2022-01-05,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0303,C_611705,P_174951,Product_Family_04,کریمپ / حجم ناهمگون,بر اساس تصاوير ارسالي مشتري حجم نخ بين بوبين,,زیاد,2021-12-17,2021-12-18,بسته,2022-01-08,2022-01-09,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1331201956 مشخص گردید نوسان دمای هیتر یا نسبت کشش. موضوع به سرپرست سالن DTY اعلام و مقرر شد کنترل دمای هیتر و Crimp Contraction. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0304,C_051706,P_RARE_Product_Family_03,Product_Family_03,روغن نامتوازن,طبق اعلام مشتري سطح بعضي بوبين,,زیاد,2022-07-13,2022-07-14,بسته,2022-08-22,2022-08-23,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0305,C_683666,P_RARE_Product_Family_03,Product_Family_03,روغن نامتوازن,بر اساس تصاوير ارسالي مشتري سطح بعضي بوبين,,کم,2021-06-02,2021-06-05,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0306,C_806376,P_275491,Product_Family_02,مینگل کمتر از حد,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت,,زیاد,2021-08-04,2021-08-06,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0307,C_566726,P_RARE_Product_Family_05,Product_Family_05,مینگل کمتر از حد,بر اساس تصاوير ارسالي مشتري نقاط اتصال نخ کم است و فيلامنت,,متوسط,2020-11-25,2020-11-26,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0308,C_746892,P_542809,Product_Family_03,تنشن و تاب مجازی,طبق اعلام مشتري نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين,,زیاد,2021-10-11,2021-10-12,بسته,2021-11-03,2021-11-04,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334202041 مشخص گردید تنظیم نبودن واحد False Twist. موضوع به سرپرست سالن DTY اعلام و مقرر شد بازتنظیم دیسک,QMS_COMPLAINTS
CMP-0309,C_117580,P_RARE_Product_Family_02,Product_Family_02,مینگل بیشتر از حد,مشتري اعلام نموده است گره,,متوسط,2020-07-08,2020-07-11,بسته,2020-07-28,2020-07-29,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334202058 مشخص گردید فشار هوای جت بیشتر از الزام. موضوع به سرپرست سالن DTY اعلام و مقرر شد کاهش فشار جت و ثبت سطح مینگل سفارش. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0310,C_683666,P_RARE_Product_Family_03,Product_Family_03,مینگل بیشتر از حد,در همبافت 1334302075 گره,,زیاد,2021-02-23,2021-02-24,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0311,C_691869,P_159680,Product_Family_04,تنشن و تاب مجازی,مشتري اعلام نموده است نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين,,متوسط,2020-06-02,2020-06-04,بسته,2020-07-19,2020-07-20,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334402092 مشخص گردید تنظیم نبودن واحد False Twist. موضوع به سرپرست سالن DTY اعلام و مقرر شد بازتنظیم دیسک,QMS_COMPLAINTS
CMP-0312,C_235625,P_334309,Product_Family_04,کریمپ / حجم ناهمگون,بر اساس تصاوير ارسالي مشتري حجم نخ بين بوبين,,بحرانی,2020-07-23,2020-07-26,بسته,2020-08-23,2020-08-24,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0313,C_155990,P_RARE_Product_Family_03,Product_Family_03,روغن نامتوازن,در همبافت 1334502126 سطح بعضي بوبين,,زیاد,2020-08-13,2020-08-14,بسته,2020-08-29,2020-08-30,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334502126 مشخص گردید نوسان Oil Pick-up. موضوع به سرپرست سالن DTY اعلام و مقرر شد کالیبراسیون پمپ روغن و آزمون OPU. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0314,C_672256,P_RARE_Product_Family_03,Product_Family_03,مینگل کمتر از حد,در همبافت 1334502143 نقاط اتصال نخ کم است و فيلامنت,,متوسط,2020-05-07,2020-05-08,بسته,2020-06-06,2020-06-07,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1334502143 مشخص گردید فشار هوای جت کمتر از ستینگ. موضوع به سرپرست سالن DTY اعلام و مقرر شد تنظیم فشار جت و اندازه,QMS_COMPLAINTS
CMP-0315,C_465481,P_427325,Product_Family_05,فیلامنت پارگی و پرز,بر اساس تصاوير ارسالي مشتري پرز و فيلامنت پارگي موجب توقف مکرر ماشين بافندگي شده است.,,متوسط,2021-04-01,2021-04-03,بسته,2021-05-13,2021-05-14,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0316,C_317124,P_RARE_Product_Family_03,Product_Family_03,تنشن و تاب مجازی,بر اساس تصاوير ارسالي مشتري نخ در بافت پيچيدگي و گيرکردن داشته و تنشن بوبين,,کم,2021-05-27,2021-05-30,بسته,2021-07-10,2021-07-11,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0317,C_746892,P_145878,Product_Family_03,بدپیچی بسته,در همبافت 1340102517 دانسيته بسته يکنواخت نيست و نخ از کناره بوبين خارج مي,,متوسط,2021-03-11,2021-03-12,درحال بررسی,,,,QMS_COMPLAINTS
CMP-0318,C_672706,P_RARE_Product_Family_02,Product_Family_02,حلقه,طبق اعلام مشتري حلقه,,زیاد,2020-10-10,2020-10-11,بسته,2020-10-14,2020-10-15,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. نتایج ثبت,QMS_COMPLAINTS
CMP-0319,C_746892,P_967448,Product_Family_03,شید رنگ,طبق اعلام مشتري در محصول ملانژ نسبت رنگ و شيد بين بسته,,متوسط,2020-06-27,2020-06-29,بسته,2020-07-17,2020-07-18,نمونه و سوابق تولید بررسی و نتیجه به مشتری اعلام شد.,QMS_COMPLAINTS
CMP-0320,C_134962,P_RARE_Product_Family_03,Product_Family_03,آسیب حمل و نقل,طبق اعلام مشتري در پالت ارسالي چند بوبين فشرده و لبه بسته آسيب,,زیاد,2021-01-17,2021-01-19,بسته,2021-02-16,2021-02-17,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. برای نتیجه,QMS_COMPLAINTS
CMP-0321,C_479796,P_334309,Product_Family_04,حلقه,مشتري اعلام نموده است حلقه,,زیاد,2022-03-13,2022-03-14,بسته,2022-04-06,2022-04-07,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340202602+1340202619 مشخص گردید نوسان فشار هوای جت ATY. موضوع به سرپرست سالن ATY اعلام و مقرر شد کالیبراسیون فشار جت و کنترل Loop Frequency. پس از اجرای اقدام اصلاحی، تولید بعدی پایش و نتیجه به واحد خدمات مشتریان گزارش شود.,QMS_COMPLAINTS
CMP-0322,C_535756,P_192876,Product_Family_04,پرز و حلقه,بر اساس تصاوير ارسالي مشتري حلقه,,زیاد,2020-12-08,2020-12-09,بسته,2020-12-21,2020-12-22,ابتدا موضوع از داخل سازمان بررسی گردید و نظرات واحدهای مرتبط دریافت گردید. در بررسی مستندات تولید و کنترل کیفیت همبافت 1340302636 مشخص گردید فشار یا تغذیه بیش از حد. موضوع به سرپرست سالن ATY اعلام و مقرر شد کاهش Overfeed و تفکیک بوبین,QMS_COMPLAINTS
