Complaint_ID,Sales_Line_ID,شماره فاکتور,Customer_ID,Product_ID,Hembaft_ID,Lot_ID,Hembaft_Lot_Key,Purchase_Date,مقدار,مقدار برگشتی,Complaint_Result,Link_Available_At
CMP-0311,SL-00003050,T_082968,C_691869,P_159680,,LOT-202003-836783,,2020-03-16,80.11,0.00,رسیدگی,2020-06-04
CMP-0311,SL-00047616,T_583634,C_691869,P_159680,,LOT-202003-960771,,2020-03-23,462.79,0.00,رسیدگی,2020-06-04
CMP-0312,SL-00031449,T_347776,C_235625,P_334309,,LOT-202006-475325,,2020-06-22,7.05,0.00,رسیدگی,2020-07-26
CMP-0313,SL-00018352,T_742229,C_155990,P_RARE_Product_Family_03,,LOT-202008-962265,,2020-08-10,2.14,0.21,رسیدگی,2020-08-14
CMP-0314,SL-00021578,T_141546,C_672256,P_RARE_Product_Family_03,,LOT-202005-672611,,2020-05-04,561.77,56.18,رسیدگی,2020-05-08
CMP-0314,SL-00047709,T_141546,C_672256,P_RARE_Product_Family_03,,LOT-202005-560706,,2020-05-04,9.54,0.00,رسیدگی,2020-05-08
CMP-0315,SL-00009890,T_157036,C_465481,P_427325,,LOT-202103-055810,,2021-03-08,406.11,40.61,رسیدگی,2021-04-03
CMP-0316,SL-00048542,T_393574,C_317124,P_RARE_Product_Family_03,,LOT-202105-286158,,2021-05-24,24.25,0.00,رسیدگی,2021-05-30
CMP-0317,SL-00046425,T_177593,C_746892,P_145878,,LOT-202101-768633,,2021-01-25,28.08,0.00,باز,2021-03-12
CMP-0318,SL-00033490,T_921808,C_672706,P_RARE_Product_Family_02,,LOT-202009-172769,,2020-09-14,1.94,0.00,رسیدگی,2020-10-11
CMP-0319,SL-00036522,T_867173,C_746892,P_967448,,LOT-202006-243802,,2020-06-15,22.21,0.00,رسیدگی,2020-06-29
CMP-0320,SL-00018908,T_320460,C_134962,P_RARE_Product_Family_03,,LOT-202010-772996,,2020-10-19,23.39,0.00,رسیدگی,2021-01-19
CMP-0321,SL-00032358,T_237351,C_479796,P_334309,,LOT-202111-922760,,2021-11-22,46.15,4.62,رسیدگی,2022-03-14
CMP-0322,SL-00006758,T_332854,C_535756,P_192876,,LOT-202011-168137,,2020-11-30,"3,113.83",0.00,رسیدگی,2020-12-09
CMP-0323,SL-00032560,T_887767,C_126481,P_989994,,LOT-202004-139670,,2020-04-27,40.70,4.07,رسیدگی,2020-06-12
CMP-0324,SL-00032661,T_444770,C_997228,P_603156,,LOT-202105-170718,,2021-05-03,16.17,0.00,باز,2021-08-29
CMP-0325,SL-00032762,T_688061,C_113139,P_184171,,LOT-202102-980126,,2021-02-22,332.09,0.00,رسیدگی,2021-03-22
CMP-0325,SL-00024002,T_688061,C_113139,P_184171,,LOT-202102-980126,,2021-02-22,75.46,0.00,رسیدگی,2021-03-22
CMP-0326,SL-00022663,T_845068,C_126481,P_386679,,LOT-202006-509120,,2020-06-08,39.88,0.00,رسیدگی,2020-06-15
CMP-0327,SL-00032964,T_287452,C_054476,P_645213,,LOT-202205-400121,,2022-05-02,"1,757.28",0.00,رسیدگی,2022-07-13
CMP-0328,SL-00021293,T_586402,C_746892,P_258227,,LOT-202002-842972,,2020-02-17,4.74,0.00,رسیدگی,2020-03-21
CMP-0328,SL-00019572,T_969536,C_746892,P_258227,,LOT-202003-299421,,2020-03-02,5.14,0.00,رسیدگی,2020-03-21
CMP-0329,SL-00033166,T_112849,C_421536,P_003843,,LOT-202010-044817,,2020-10-05,218.00,0.00,باز,2020-12-04
CMP-0330,SL-00050101,T_566446,C_862106,P_343377,,LOT-202010-576273,,2020-10-26,"3,411.98",0.00,رسیدگی,2020-11-02
CMP-0331,SL-00010796,T_482302,C_444616,P_RARE_Product_Family_04,,LOT-202004-661245,,2020-04-06,113.84,0.00,باز,2020-06-06
CMP-0332,SL-00017591,T_646611,C_328236,P_RARE_Product_Family_05,,LOT-201912-845084,,2019-12-16,644.64,64.46,رسیدگی,2020-01-25
CMP-0333,SL-00004654,T_253174,C_117580,P_769459,,LOT-202007-197269,,2020-07-13,210.70,0.00,رسیدگی,2020-07-19
CMP-0334,SL-00010956,T_181748,C_479796,P_785891,,LOT-202006-008434,,2020-06-29,114.82,0.00,رسیدگی,2020-08-01
CMP-0334,SL-00030931,T_709262,C_479796,P_785891,,LOT-202007-945480,,2020-07-20,280.70,0.00,رسیدگی,2020-08-01
CMP-0335,SL-00007788,T_036605,C_806376,P_700346,,LOT-202107-419632,,2021-07-19,128.76,0.00,رسیدگی,2021-07-22
CMP-0336,SL-00012726,T_023687,C_245948,P_RARE_Product_Family_04,,LOT-202205-835277,,2022-05-16,"1,776.87",0.00,رسیدگی,2022-07-07
CMP-0337,SL-00002275,T_094045,C_705680,P_964842,,LOT-202103-048571,,2021-03-08,159.07,15.91,رسیدگی,2021-03-12
CMP-0338,SL-00034075,T_902010,C_023073,P_427361,,LOT-202101-740371,,2021-01-25,5.47,0.55,رسیدگی,2021-02-26
CMP-0339,SL-00049053,T_395947,C_155990,P_421573,,LOT-202006-143333,,2020-06-08,12.20,0.00,رسیدگی,2020-06-17
CMP-0340,SL-00034277,T_808800,C_126481,P_856221,,LOT-202004-617807,,2020-04-06,2.67,0.00,رسیدگی,2020-05-11
CMP-0341,SL-00043937,T_391884,C_589300,P_693439,,LOT-202002-261207,,2020-02-17,31.14,0.00,باز,2020-04-01
CMP-0342,SL-00046272,T_579955,C_756222,P_RARE_Product_Family_03,,LOT-202008-738455,,2020-08-10,386.32,0.00,رسیدگی,2020-08-30
CMP-0343,SL-00033464,T_671617,C_519849,P_532272,,LOT-202007-263116,,2020-07-27,1.56,0.16,رسیدگی,2020-08-10
CMP-0344,SL-00027803,T_253692,C_535756,P_253702,,LOT-202011-456477,,2020-11-02,108.36,0.00,رسیدگی,2020-11-04
CMP-0345,SL-00048690,T_547361,C_683666,P_461887,,LOT-202002-783985,,2020-02-24,"1,079.28",0.00,رسیدگی,2020-03-27
CMP-0346,SL-00000926,T_218246,C_746892,P_427361,,LOT-202006-228985,,2020-06-01,46.31,0.00,رسیدگی,2020-06-23
CMP-0347,SL-00034984,T_124804,C_361181,P_370788,,LOT-202107-979296,,2021-07-12,13.91,0.00,رسیدگی,2021-10-18
CMP-0348,SL-00045135,T_605801,C_915518,P_062869,,LOT-202111-099709,,2021-11-08,8.69,0.00,باز,2022-01-19
CMP-0349,SL-00042282,T_084784,C_633661,P_RARE_Product_Family_03,,LOT-202007-082235,,2020-07-06,909.27,0.00,رسیدگی,2020-07-10
CMP-0350,SL-00006609,T_095141,C_050237,P_RARE_Product_Family_04,,LOT-202012-035387,,2020-12-21,325.23,0.00,رسیدگی,2021-01-01
CMP-0350,SL-00040025,T_095141,C_050237,P_RARE_Product_Family_04,,LOT-202012-035387,,2020-12-21,133.64,0.00,رسیدگی,2021-01-01
CMP-0351,SL-00045111,T_731326,C_815913,P_RARE_Product_Family_05,,LOT-202003-248334,,2020-03-09,85.27,0.00,رسیدگی,2020-04-25
CMP-0351,SL-00002669,T_731326,C_815913,P_RARE_Product_Family_05,,LOT-202003-582620,,2020-03-09,18.52,1.85,رسیدگی,2020-04-25
CMP-0352,SL-00003744,T_895711,C_866894,P_866789,,LOT-202111-321794,,2021-11-22,197.63,0.00,رسیدگی,2021-12-05
CMP-0353,SL-00018878,T_002379,C_155990,P_RARE_Product_Family_03,,LOT-202012-760462,,2020-12-14,5.79,0.00,باز,2021-01-15
CMP-0354,SL-00035691,T_377085,C_113139,P_184171,,LOT-202008-820142,,2020-08-10,143.37,0.00,رسیدگی,2020-11-18
CMP-0355,SL-00007624,T_555643,C_762928,P_434331,,LOT-202103-468666,,2021-03-01,"1,595.35",0.00,باز,2021-03-18
CMP-0356,SL-00010817,T_008005,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,91.79,0.00,رسیدگی,2020-10-04
CMP-0356,SL-00052340,T_232185,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,193.17,0.00,رسیدگی,2020-10-04
CMP-0357,SL-00039124,T_808414,C_746892,P_427361,,LOT-202005-354523,,2020-05-11,51.65,0.00,رسیدگی,2020-05-15
CMP-0358,SL-00036095,T_440312,C_113139,P_881226,,LOT-202007-599233,,2020-07-13,6.04,0.00,رسیدگی,2020-08-04
CMP-0358,SL-00012443,T_736993,C_113139,P_881226,,LOT-202008-437279,,2020-08-03,85.97,0.00,رسیدگی,2020-08-05
CMP-0359,SL-00036196,T_151999,C_172705,P_417970,,LOT-202005-646877,,2020-05-18,4.60,0.00,رسیدگی,2020-09-07
CMP-0360,SL-00021672,T_832119,C_117580,P_672805,,LOT-202006-412246,,2020-06-08,499.74,0.00,باز,2020-07-02
CMP-0361,SL-00036398,T_738467,C_547873,P_964660,,LOT-202105-482482,,2021-05-31,91.77,0.00,رسیدگی,2021-08-25
CMP-0362,SL-00042950,T_262831,C_317124,P_RARE_Product_Family_03,,LOT-202108-874265,,2021-08-02,99.29,0.00,رسیدگی,2021-08-04
CMP-0363,SL-00036600,T_491349,C_310107,P_140222,,LOT-202010-550408,,2020-10-05,"1,002.55",0.00,باز,2020-10-25
CMP-0363,SL-00049240,T_035907,C_310107,P_140222,,LOT-202010-575607,,2020-10-19,"1,505.91",0.00,باز,2020-10-25
CMP-0364,SL-00021105,T_779451,C_317124,P_RARE_Product_Family_03,,LOT-202108-931414,,2021-08-23,6.14,0.00,رسیدگی,2021-08-28
CMP-0365,SL-00046364,T_811513,C_245948,P_RARE_Product_Family_04,,LOT-202011-182350,,2020-11-16,"1,257.22",0.00,باز,2020-11-20
CMP-0366,SL-00006215,T_546373,C_806376,P_RARE_Product_Family_02,,LOT-202108-350658,,2021-08-30,53.16,0.00,رسیدگی,2021-09-03
CMP-0367,SL-00030056,T_049820,C_051535,P_159680,,LOT-202011-307652,,2020-11-23,186.64,0.00,باز,2020-11-29
CMP-0368,SL-00007119,T_811691,C_022240,P_826872,,LOT-202111-818656,,2021-11-01,26.83,2.68,باز,2022-02-13
CMP-0369,SL-00022804,T_491562,C_806376,P_RARE_Product_Family_02,,LOT-202109-683008,,2021-09-27,5.12,0.00,باز,2021-10-04
CMP-0370,SL-00010101,T_728045,C_683666,P_RARE_Product_Family_01,,LOT-202010-132556,,2020-10-19,52.57,0.00,رسیدگی,2020-12-09
CMP-0371,SL-00037408,T_996897,C_773326,P_RARE_Product_Family_03,,LOT-202007-844911,,2020-07-13,3.34,0.00,رسیدگی,2020-08-17
CMP-0372,SL-00037509,T_631014,C_756222,P_995645,,LOT-202011-678403,,2020-11-02,59.40,0.00,رسیدگی,2020-11-16
CMP-0373,SL-00006298,T_540313,C_746892,P_RARE_Product_Family_03,,LOT-202012-091177,,2020-12-07,25.64,0.00,باز,2021-01-03
CMP-0374,SL-00014217,T_555626,C_113139,P_499327,,LOT-202010-915292,,2020-10-19,167.30,0.00,رسیدگی,2020-11-27
CMP-0374,SL-00037711,T_624476,C_113139,P_499327,,LOT-202010-890354,,2020-10-26,118.96,0.00,رسیدگی,2020-11-27
CMP-0375,SL-00037812,T_346608,C_155990,P_RARE_Product_Family_03,,LOT-202107-762607,,2021-07-05,51.54,0.00,رسیدگی,2021-07-14
CMP-0376,SL-00046359,T_438924,C_683666,P_RARE_Product_Family_03,,LOT-202006-987555,,2020-06-22,16.64,0.00,رسیدگی,2020-06-29
CMP-0377,SL-00030773,T_443062,C_691869,P_RARE_Product_Family_04,,LOT-202007-819106,,2020-07-20,33.53,3.35,باز,2020-09-15
CMP-0378,SL-00045883,T_408638,C_117580,P_275491,,LOT-202009-679646,,2020-09-07,17.42,0.00,رسیدگی,2020-10-03
CMP-0379,SL-00028844,T_235520,C_950113,P_RARE_Product_Family_03,,LOT-202105-730920,,2021-05-24,"1,702.33",170.23,رسیدگی,2021-07-01
CMP-0380,SL-00031392,T_977212,C_245948,P_RARE_Product_Family_04,,LOT-202006-869529,,2020-06-29,437.78,0.00,رسیدگی,2020-07-01
CMP-0381,SL-00038418,T_341770,C_877858,P_337281,,LOT-202102-874549,,2021-02-22,7.45,0.00,باز,2021-04-23
CMP-0382,SL-00016460,T_420045,C_683666,P_RARE_Product_Family_05,,LOT-202110-475772,,2021-10-11,33.17,0.00,باز,2022-01-18
CMP-0383,SL-00038620,T_781323,C_412635,P_836866,,LOT-202009-322024,,2020-09-21,5.39,0.00,باز,2020-10-07
CMP-0384,SL-00000551,T_545997,C_698497,P_826872,,LOT-202205-482866,,2022-05-09,130.22,0.00,رسیدگی,2022-07-11
CMP-0385,SL-00015515,T_296435,C_317124,P_RARE_Product_Family_03,,LOT-202107-658602,,2021-07-26,4.11,0.41,رسیدگی,2021-08-04
CMP-0386,SL-00038923,T_081578,C_258325,P_RARE_Product_Family_04,,LOT-202008-645501,,2020-08-10,2.54,0.25,باز,2020-09-01
CMP-0387,SL-00025973,T_426766,C_870695,P_RARE_Product_Family_05,,LOT-202009-088929,,2020-09-28,1.71,0.17,رسیدگی,2020-11-09
CMP-0388,SL-00031014,T_645825,C_672706,P_RARE_Product_Family_05,,LOT-202011-507823,,2020-11-09,1.89,0.00,رسیدگی,2020-11-20
CMP-0388,SL-00031380,T_645825,C_672706,P_RARE_Product_Family_05,,LOT-202011-581995,,2020-11-09,2.00,0.00,رسیدگی,2020-11-20
CMP-0389,SL-00022021,T_779846,C_746892,P_427361,,LOT-202109-297936,,2021-09-13,98.94,0.00,رسیدگی,2021-09-19
CMP-0390,SL-00024196,T_726045,C_398853,P_942851,,LOT-202006-651716,,2020-06-29,5.34,0.00,رسیدگی,2020-07-13
CMP-0390,SL-00019453,T_726045,C_398853,P_942851,,LOT-202006-651716,,2020-06-29,21.23,2.12,رسیدگی,2020-07-13
CMP-0391,SL-00010329,T_082104,C_180745,P_RARE_Product_Family_04,,LOT-202004-199848,,2020-04-27,30.29,0.00,رسیدگی,2020-07-05
CMP-0392,SL-00020616,T_375100,C_317124,P_RARE_Product_Family_03,,LOT-202106-736440,,2021-06-07,10.33,0.00,رسیدگی,2021-06-16
CMP-0393,SL-00013853,T_572216,C_603968,P_615273,,LOT-202006-923150,,2020-06-29,264.18,0.00,باز,2020-07-20
CMP-0394,SL-00039731,T_573003,C_422697,P_RARE_Product_Family_05,,LOT-202004-184994,,2020-04-06,21.83,2.18,رسیدگی,2020-07-27
CMP-0395,SL-00014904,T_975666,C_566726,P_RARE_Product_Family_05,,LOT-202010-215558,,2020-10-05,95.91,0.00,باز,2021-01-05
CMP-0395,SL-00037315,T_975666,C_566726,P_RARE_Product_Family_05,,LOT-202010-215558,,2020-10-05,44.10,0.00,باز,2021-01-05
CMP-0396,SL-00009088,T_442604,C_954731,P_476323,,LOT-202102-458399,,2021-02-22,36.86,0.00,رسیدگی,2021-04-09
CMP-0397,SL-00017709,T_052693,C_870695,P_RARE_Product_Family_01,,LOT-202201-728961,,2022-01-31,26.25,0.00,رسیدگی,2022-02-23
CMP-0398,SL-00040135,T_117246,C_514318,P_958843,,LOT-202109-541381,,2021-09-27,61.75,0.00,رسیدگی,2021-12-16
CMP-0399,SL-00040036,T_880059,C_426816,P_225225,,LOT-202008-813121,,2020-08-17,396.31,0.00,رسیدگی,2020-08-28
CMP-0400,SL-00052746,T_241863,C_683666,P_165831,,LOT-202109-108172,,2021-09-20,49.26,0.00,باز,2021-09-21
CMP-0401,SL-00005506,T_980336,C_117580,P_RARE_Product_Family_02,,LOT-202008-745681,,2020-08-31,4.60,0.46,رسیدگی,2020-09-02
CMP-0402,SL-00015600,T_129987,C_853926,P_278460,,LOT-202011-566341,,2020-11-23,159.10,0.00,رسیدگی,2021-02-18
CMP-0403,SL-00039770,T_593914,C_878590,P_978590,,LOT-202003-475982,,2020-03-02,62.37,0.00,رسیدگی,2020-04-07
CMP-0404,SL-00040741,T_205181,C_624339,P_623611,,LOT-202007-265606,,2020-07-27,13.16,0.00,باز,2020-09-03
CMP-0404,SL-00016006,T_644521,C_624339,P_623611,,LOT-202007-265606,,2020-07-27,7.05,0.00,باز,2020-09-03
CMP-0405,SL-00012738,T_165772,C_746892,P_989994,,LOT-202005-708851,,2020-05-25,35.01,0.00,باز,2020-05-29
CMP-0406,SL-00043352,T_629709,C_937594,P_983543,,LOT-202110-492956,,2021-10-18,586.94,0.00,رسیدگی,2021-10-21
CMP-0407,SL-00001871,T_807143,C_746892,P_061764,,LOT-202007-984788,,2020-07-06,93.92,0.00,رسیدگی,2020-07-08
CMP-0408,SL-00012136,T_550270,C_799217,P_RARE_Product_Family_04,,LOT-202111-273223,,2021-11-15,3.28,0.00,رسیدگی,2021-12-23
CMP-0409,SL-00041246,T_446569,C_298468,P_995713,,LOT-202005-009102,,2020-05-04,305.67,0.00,رسیدگی,2020-05-22
CMP-0410,SL-00012527,T_066739,C_258325,P_278460,,LOT-202111-833411,,2021-11-15,99.61,0.00,رسیدگی,2022-02-06
CMP-0411,SL-00016310,T_100041,C_387172,P_275578,,LOT-202007-234211,,2020-07-20,37.50,0.00,رسیدگی,2020-08-13
CMP-0412,SL-00042761,T_532988,C_172705,P_961834,,LOT-202108-441852,,2021-08-02,11.28,0.00,باز,2021-11-15
CMP-0412,SL-00041549,T_713823,C_172705,P_961834,,LOT-202109-250639,,2021-09-06,5.09,0.00,باز,2021-11-15
CMP-0413,SL-00002958,T_131973,C_245948,P_RARE_Product_Family_04,,LOT-202107-151652,,2021-07-12,114.62,0.00,باز,2021-08-01
CMP-0414,SL-00041751,T_389200,C_185126,P_033867,,LOT-202001-275384,,2020-01-06,55.63,5.56,رسیدگی,2020-02-02
CMP-0415,SL-00041852,T_180800,C_664019,P_637093,,LOT-202101-865262,,2021-01-18,116.14,11.61,رسیدگی,2021-03-09
CMP-0416,SL-00008592,T_557365,C_117580,P_047794,,LOT-202007-829220,,2020-07-13,251.32,0.00,رسیدگی,2020-07-18
CMP-0417,SL-00032164,T_397264,C_172705,P_655926,,LOT-202107-010833,,2021-07-05,23.90,0.00,رسیدگی,2021-07-09
CMP-0418,SL-00010817,T_008005,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,91.79,0.00,باز,2020-09-25
CMP-0418,SL-00052340,T_232185,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,193.17,0.00,باز,2020-09-25
CMP-0419,SL-00003070,T_483984,C_113139,P_572494,,LOT-202105-162809,,2021-05-17,9.74,0.00,باز,2021-06-06
CMP-0420,SL-00034881,T_955485,C_265163,P_RARE_Product_Family_04,,LOT-202105-997099,,2021-05-10,6.47,0.65,باز,2021-05-22
CMP-0421,SL-00047943,T_948188,C_749821,P_RARE_Product_Family_03,,LOT-202203-334411,,2022-03-28,10.31,1.03,باز,2022-04-12
CMP-0422,SL-00041471,T_699628,C_683666,P_RARE_Product_Family_01,,LOT-202109-132738,,2021-09-20,190.31,0.00,رسیدگی,2021-10-26
CMP-0423,SL-00012852,T_326069,C_421536,P_RARE_Product_Family_05,,LOT-202103-396659,,2021-03-29,4.24,0.00,رسیدگی,2021-04-14
CMP-0424,SL-00041549,T_713823,C_172705,P_961834,,LOT-202109-250639,,2021-09-06,5.09,0.51,باز,2021-09-09
CMP-0425,SL-00042862,T_838756,C_698497,P_830231,,LOT-202010-307449,,2020-10-26,298.46,0.00,باز,2020-11-10
CMP-0426,SL-00024772,T_274667,C_113139,P_817472,,LOT-202112-378013,,2021-12-27,182.09,0.00,رسیدگی,2022-02-27
CMP-0427,SL-00003677,T_193971,C_683666,P_RARE_Product_Family_03,,LOT-202004-336421,,2020-04-20,10.42,0.00,رسیدگی,2020-04-27
CMP-0428,SL-00042634,T_247971,C_627716,P_RARE_Product_Family_04,,LOT-202105-997099,,2021-05-10,33.88,0.00,رسیدگی,2021-07-19
CMP-0428,SL-00012205,T_247971,C_627716,P_RARE_Product_Family_04,,LOT-202105-997099,,2021-05-10,10.54,0.00,رسیدگی,2021-07-19
CMP-0429,SL-00002286,T_972784,C_535756,P_192876,,LOT-202108-017898,,2021-08-30,"4,861.67",0.00,باز,2021-09-04
CMP-0430,SL-00024668,T_887767,C_126481,P_RARE_Product_Family_03,,LOT-202004-609051,,2020-04-27,60.93,0.00,باز,2020-05-10
CMP-0431,SL-00015969,T_552708,C_444616,P_RARE_Product_Family_04,,LOT-202009-242138,,2020-09-07,191.51,0.00,رسیدگی,2020-10-17
CMP-0432,SL-00043569,T_568929,C_117580,P_555923,,LOT-202006-172853,,2020-06-22,6.44,0.00,رسیدگی,2020-08-22
CMP-0433,SL-00043670,T_015522,C_594561,P_115356,,LOT-202102-783675,,2021-02-22,40.02,0.00,باز,2021-05-17
CMP-0434,SL-00020028,T_154116,C_598080,P_RARE_Product_Family_02,,LOT-202004-724530,,2020-04-20,1.17,0.00,رسیدگی,2020-05-08
CMP-0435,SL-00043872,T_317116,C_683666,P_864389,,LOT-202009-209356,,2020-09-28,2.44,0.00,رسیدگی,2020-12-03
CMP-0436,SL-00001931,T_342987,C_317124,P_RARE_Product_Family_03,,LOT-202110-460241,,2021-10-25,145.27,0.00,باز,2021-10-28
CMP-0437,SL-00002712,T_629008,C_951507,P_688772,,LOT-202106-230741,,2021-06-21,649.80,64.98,رسیدگی,2021-08-28
CMP-0438,SL-00021652,T_772755,C_683666,P_RARE_Product_Family_03,,LOT-202101-572590,,2021-01-04,4.39,0.00,باز,2021-02-02
CMP-0439,SL-00000493,T_918886,C_401016,P_RARE_Product_Family_04,,LOT-202009-464519,,2020-09-07,4.68,0.00,باز,2020-09-21
CMP-0440,SL-00044377,T_874124,C_884864,P_572494,,LOT-202104-550042,,2021-04-26,2.54,0.00,رسیدگی,2021-06-29
CMP-0441,SL-00044478,T_827428,C_705572,P_087122,,LOT-202003-621021,,2020-03-23,5.34,0.53,رسیدگی,2020-05-06
CMP-0442,SL-00002977,T_820696,C_245948,P_011998,,LOT-202107-035622,,2021-07-05,"3,044.95",0.00,رسیدگی,2021-08-05
CMP-0443,SL-00017199,T_853885,C_240236,P_047350,,LOT-202107-843383,,2021-07-19,161.07,0.00,رسیدگی,2021-10-12
CMP-0444,SL-00000112,T_302051,C_746892,P_RARE_Product_Family_03,,LOT-202109-221065,,2021-09-27,24.08,0.00,رسیدگی,2021-10-03
CMP-0445,SL-00031133,T_584951,C_806376,P_RARE_Product_Family_02,,LOT-202111-541528,,2021-11-01,69.92,0.00,رسیدگی,2022-01-03
CMP-0446,SL-00036180,T_530224,C_258325,P_652993,,LOT-202108-009440,,2021-08-16,27.84,0.00,باز,2021-08-19
CMP-0447,SL-00011856,T_620367,C_683666,P_461887,,LOT-202008-244586,,2020-08-10,160.65,0.00,باز,2020-11-15
CMP-0447,SL-00051617,T_643039,C_683666,P_461887,,LOT-202008-244586,,2020-08-10,33.01,0.00,باز,2020-11-15
CMP-0448,SL-00045185,T_664389,C_603877,P_RARE_Product_Family_03,,LOT-202101-780630,,2021-01-11,14.26,0.00,رسیدگی,2021-01-23
CMP-0449,SL-00045286,T_653071,C_482570,P_484657,,LOT-202004-752586,,2020-04-06,8.96,0.00,رسیدگی,2020-07-17
CMP-0450,SL-00042422,T_942872,C_705572,P_006453,,LOT-202109-910205,,2021-09-06,549.73,0.00,رسیدگی,2021-10-14
CMP-0451,SL-00045488,T_571880,C_969414,P_RARE_Product_Family_04,,LOT-202003-555270,,2020-03-09,1.91,0.00,رسیدگی,2020-06-13
CMP-0452,SL-00045589,T_772430,C_683666,P_RARE_Product_Family_01,,LOT-202201-649405,,2022-01-03,27.01,0.00,رسیدگی,2022-02-04
CMP-0453,SL-00001224,T_627545,C_063926,P_577752,,LOT-202101-151132,,2021-01-11,3.78,0.00,رسیدگی,2021-03-04
CMP-0454,SL-00005048,T_798454,C_683666,P_RARE_Product_Family_03,,LOT-202005-461051,,2020-05-11,24.45,0.00,رسیدگی,2020-05-16
CMP-0454,SL-00018581,T_798454,C_683666,P_RARE_Product_Family_03,,LOT-202005-793908,,2020-05-11,25.22,0.00,رسیدگی,2020-05-16
CMP-0455,SL-00045892,T_742965,C_361181,P_370788,,LOT-202005-813189,,2020-05-18,40.54,0.00,رسیدگی,2020-07-27
CMP-0456,SL-00045554,T_636670,C_172705,P_945371,,LOT-202108-529161,,2021-08-02,6.02,0.00,باز,2021-08-27
CMP-0456,SL-00016009,T_532988,C_172705,P_945371,,LOT-202108-529161,,2021-08-02,18.04,0.00,باز,2021-08-27
CMP-0457,SL-00033243,T_782991,C_937594,P_RARE_Product_Family_05,,LOT-202011-279755,,2020-11-23,4.77,0.00,باز,2020-11-28
CMP-0458,SL-00013159,T_289458,C_746892,P_531902,,LOT-202009-071005,,2020-09-07,40.95,0.00,رسیدگی,2020-09-14
CMP-0459,SL-00037408,T_996897,C_773326,P_RARE_Product_Family_03,,LOT-202007-844911,,2020-07-13,3.34,0.00,رسیدگی,2020-07-29
CMP-0460,SL-00024995,T_412989,C_095017,P_RARE_Product_Family_03,,LOT-202001-755871,,2020-01-13,"1,371.45",0.00,رسیدگی,2020-01-25
CMP-0461,SL-00024249,T_550399,C_593639,P_RARE_Product_Family_03,,LOT-202011-760739,,2020-11-30,"2,467.68",0.00,رسیدگی,2020-12-02
CMP-0462,SL-00022108,T_206338,C_282979,P_RARE_Product_Family_04,,LOT-202102-931054,,2021-02-22,23.17,0.00,رسیدگی,2021-02-24
CMP-0462,SL-00052458,T_947629,C_282979,P_RARE_Product_Family_04,,LOT-202102-931054,,2021-02-22,32.83,0.00,رسیدگی,2021-02-23
CMP-0463,SL-00046700,T_654838,C_385527,P_232438,,LOT-202008-381262,,2020-08-10,136.87,0.00,رسیدگی,2020-10-07
CMP-0464,SL-00050010,T_483887,C_908293,P_RARE_Product_Family_01,,LOT-202011-007063,,2020-11-02,68.68,0.00,رسیدگی,2021-01-30
CMP-0465,SL-00046902,T_340299,C_126481,P_787964,,LOT-202003-076387,,2020-03-02,28.46,0.00,باز,2020-05-14
CMP-0466,SL-00047854,T_838989,C_746892,P_097131,,LOT-202101-018054,,2021-01-18,51.85,0.00,رسیدگی,2021-03-04
CMP-0466,SL-00009619,T_838989,C_746892,P_097131,,LOT-202101-018054,,2021-01-18,14.68,0.00,رسیدگی,2021-03-04
CMP-0467,SL-00048743,T_349611,C_502843,P_995645,,LOT-202008-140079,,2020-08-17,4.19,0.00,رسیدگی,2020-08-21
CMP-0467,SL-00040844,T_349611,C_502843,P_995645,,LOT-202008-140079,,2020-08-17,87.45,0.00,رسیدگی,2020-08-21
CMP-0468,SL-00052916,T_546510,C_772501,P_RARE_Product_Family_04,,LOT-202204-385206,,2022-04-18,63.51,0.00,رسیدگی,2022-06-21
CMP-0469,SL-00047306,T_405666,C_113139,P_192876,,LOT-202108-286854,,2021-08-09,276.21,0.00,باز,2021-09-19
CMP-0470,SL-00045176,T_454293,C_683666,P_RARE_Product_Family_03,,LOT-202005-672611,,2020-05-04,570.83,0.00,رسیدگی,2020-05-11
CMP-0470,SL-00015107,T_470180,C_683666,P_RARE_Product_Family_03,,LOT-202005-560706,,2020-05-04,76.22,0.00,رسیدگی,2020-05-11
CMP-0471,SL-00052340,T_232185,C_117580,P_RARE_Product_Family_02,,LOT-202009-320014,,2020-09-07,193.17,0.00,رسیدگی,2020-10-11
CMP-0472,SL-00031133,T_584951,C_806376,P_RARE_Product_Family_02,,LOT-202111-541528,,2021-11-01,69.92,0.00,رسیدگی,2021-12-19
CMP-0473,SL-00041388,T_813195,C_698497,P_RARE_Product_Family_03,,LOT-202205-278023,,2022-05-16,4.17,0.00,رسیدگی,2022-05-26
CMP-0474,SL-00010506,T_554413,C_317124,P_RARE_Product_Family_03,,LOT-202205-836773,,2022-05-02,23.19,0.00,باز,2022-06-01
CMP-0474,SL-00040016,T_735752,C_317124,P_RARE_Product_Family_03,,LOT-202205-171059,,2022-05-02,3.89,0.00,باز,2022-06-01
