Collection_ID,Customer_ID,شماره فاکتور,تاریخ فاکتور,تاریخ سررسید,تاریخ رویداد وصول,Available_At,مبلغ وصول,روز تأخیر,چک برگشتی,Source_System
COL-00008305,C_472861,T_537243,2022-02-21,2022-02-21,2022-02-28,2022-03-02,"57,032.81",7,خیر,ERP_COLLECTIONS
COL-00008306,C_063926,T_537316,2020-10-19,2020-10-19,2020-11-26,2020-11-27,"23,045.40",38,خیر,ERP_COLLECTIONS
COL-00008307,C_063926,T_537316,2020-10-19,2020-10-19,2020-12-09,2020-12-11,"23,045.40",51,خیر,ERP_COLLECTIONS
COL-00008308,C_749821,T_537440,2021-08-09,2021-08-09,2021-09-24,2021-09-26,"6,898.23",46,خیر,ERP_COLLECTIONS
COL-00008309,C_749821,T_537440,2021-08-09,2021-08-09,2021-09-05,2021-09-05,"6,898.22",27,خیر,ERP_COLLECTIONS
COL-00008310,C_113139,T_537456,2020-06-22,2020-09-20,2020-11-04,2020-11-06,"110,101.68",45,خیر,ERP_COLLECTIONS
COL-00008311,C_074947,T_537495,2020-10-05,2020-10-05,2020-10-22,2020-10-22,"47,302.46",17,خیر,ERP_COLLECTIONS
COL-00008312,C_903161,T_537582,2022-04-25,2022-04-25,2022-04-25,2022-04-25,"18,725.75",0,خیر,ERP_COLLECTIONS
COL-00008313,C_739947,T_537645,2020-07-27,2020-08-26,2020-09-18,2020-09-18,"160,110.65",23,خیر,ERP_COLLECTIONS
COL-00008314,C_117580,T_537669,2020-06-08,2020-06-08,2020-06-30,2020-07-01,"2,727.30",22,خیر,ERP_COLLECTIONS
COL-00008315,C_749821,T_537704,2021-03-08,2021-06-06,2021-07-09,2021-07-09,"105,680.40",33,خیر,ERP_COLLECTIONS
COL-00008316,C_986633,T_537795,2020-07-20,2020-08-19,2020-09-10,2020-09-12,"56,711.26",22,خیر,ERP_COLLECTIONS
COL-00008317,C_762928,T_537873,2022-03-21,2022-04-20,2022-04-28,2022-04-29,"2,267,953.94",8,خیر,ERP_COLLECTIONS
COL-00008318,C_762928,T_537873,2022-03-21,2022-04-20,2022-04-28,2022-04-30,"2,267,953.94",8,خیر,ERP_COLLECTIONS
COL-00008319,C_683666,T_537969,2020-11-02,2020-11-02,2020-11-09,2020-11-10,"186,413.78",7,خیر,ERP_COLLECTIONS
COL-00008320,C_421536,T_538033,2020-06-15,2020-07-15,2020-08-12,2020-08-13,"62,949.12",28,خیر,ERP_COLLECTIONS
COL-00008321,C_853926,T_538036,2020-07-27,2020-07-27,2020-07-28,2020-07-30,"29,176.36",1,بله,ERP_COLLECTIONS
COL-00008322,C_548964,T_538135,2021-11-29,2021-11-29,2021-12-06,2021-12-06,"15,836.23",7,خیر,ERP_COLLECTIONS
COL-00008323,C_683666,T_538175,2020-12-21,2020-12-21,2021-01-18,2021-01-19,"385,945.26",28,خیر,ERP_COLLECTIONS
COL-00008324,C_683666,T_538175,2020-12-21,2020-12-21,2021-02-05,2021-02-07,"385,945.26",46,خیر,ERP_COLLECTIONS
COL-00008325,C_762928,T_538265,2021-11-15,2021-12-15,2022-02-01,2022-02-01,"808,445.09",48,خیر,ERP_COLLECTIONS
COL-00008326,C_117580,T_538316,2020-08-17,2020-08-17,2020-08-21,2020-08-22,"32,512.20",4,خیر,ERP_COLLECTIONS
COL-00008327,C_365405,T_538542,2022-04-11,2022-05-11,2022-05-23,2022-05-24,"53,218.98",12,خیر,ERP_COLLECTIONS
COL-00008328,C_365405,T_538542,2022-04-11,2022-05-11,2022-05-21,2022-05-23,"53,218.97",10,خیر,ERP_COLLECTIONS
COL-00008329,C_739947,T_538607,2020-05-25,2020-06-24,2020-08-12,2020-08-14,"111,904.62",49,خیر,ERP_COLLECTIONS
COL-00008330,C_317124,T_538725,2021-08-09,2021-08-09,2021-09-20,2021-09-21,"118,683.37",42,خیر,ERP_COLLECTIONS
COL-00008331,C_342153,T_538763,2021-09-13,2021-09-13,2021-10-02,2021-10-02,"3,617.17",19,خیر,ERP_COLLECTIONS
COL-00008332,C_573297,T_538795,2022-04-11,2022-04-11,2022-04-14,2022-04-16,"2,184,365.70",3,خیر,ERP_COLLECTIONS
COL-00008333,C_806376,T_538848,2021-07-26,2021-08-25,2021-10-02,2021-10-04,"60,663.26",38,خیر,ERP_COLLECTIONS
COL-00008334,C_698497,T_538853,2021-01-25,2021-04-25,2021-05-17,2021-05-19,"33,043.82",22,خیر,ERP_COLLECTIONS
COL-00008335,C_698497,T_538853,2021-01-25,2021-04-25,2021-06-07,2021-06-07,"33,043.82",43,خیر,ERP_COLLECTIONS
COL-00008336,C_338236,T_539017,2022-05-16,2022-06-15,2022-07-30,2022-07-31,"3,053,802.34",45,خیر,ERP_COLLECTIONS
COL-00008337,C_317124,T_539095,2021-01-18,2021-01-18,2021-01-18,2021-01-18,"10,812.93",0,خیر,ERP_COLLECTIONS
COL-00008338,C_317124,T_539095,2021-01-18,2021-01-18,2021-02-18,2021-02-19,"10,812.92",31,خیر,ERP_COLLECTIONS
COL-00008339,C_683666,T_539146,2020-05-18,2020-05-18,2020-05-18,2020-05-19,"72,227.15",0,خیر,ERP_COLLECTIONS
COL-00008340,C_069492,T_539217,2021-06-28,2021-07-28,2021-08-19,2021-08-19,"672,301.56",22,خیر,ERP_COLLECTIONS
COL-00008341,C_862106,T_539275,2020-04-13,2020-04-13,2020-05-29,2020-05-31,"157,063.65",46,خیر,ERP_COLLECTIONS
COL-00008342,C_862106,T_539275,2020-04-13,2020-04-13,2020-05-10,2020-05-10,"157,063.65",27,خیر,ERP_COLLECTIONS
COL-00008343,C_951507,T_539493,2020-08-17,2020-08-17,2020-09-09,2020-09-09,"56,682.84",23,خیر,ERP_COLLECTIONS
COL-00008344,C_472366,T_539591,2022-02-07,2022-02-07,2022-03-27,2022-03-27,"206,662.19",48,خیر,ERP_COLLECTIONS
COL-00008345,C_705572,T_539732,2022-03-07,2022-03-07,2022-04-19,2022-04-21,"15,506.97",43,خیر,ERP_COLLECTIONS
COL-00008346,C_746892,T_539753,2020-06-08,2020-09-06,2020-10-17,2020-10-19,"253,603.01",41,خیر,ERP_COLLECTIONS
COL-00008347,C_910651,T_539776,2021-05-17,2021-05-17,2021-06-13,2021-06-15,"105,113.98",27,خیر,ERP_COLLECTIONS
COL-00008348,C_491628,T_539862,2022-03-21,2022-04-20,2022-05-06,2022-05-08,"1,686,880.59",16,خیر,ERP_COLLECTIONS
COL-00008349,C_317124,T_540032,2021-02-15,2021-02-15,2021-03-31,2021-04-01,"31,213.87",44,خیر,ERP_COLLECTIONS
COL-00008350,C_838088,T_540065,2020-07-06,2020-07-06,2020-08-24,2020-08-26,"254,800.66",49,خیر,ERP_COLLECTIONS
COL-00008351,C_491628,T_540127,2022-03-28,2022-04-27,2022-06-14,2022-06-16,"785,820.21",48,خیر,ERP_COLLECTIONS
COL-00008352,C_247907,T_540252,2020-10-26,2020-10-26,2020-12-08,2020-12-10,"186,488.27",43,خیر,ERP_COLLECTIONS
COL-00008353,C_421536,T_540260,2020-04-06,2020-04-06,2020-04-23,2020-04-23,"74,712.75",17,خیر,ERP_COLLECTIONS
COL-00008354,C_938531,T_540289,2020-06-08,2020-06-08,2020-06-10,2020-06-12,"29,672.34",2,خیر,ERP_COLLECTIONS
COL-00008355,C_746892,T_540313,2020-12-07,2021-03-07,2021-03-27,2021-03-28,"201,539.07",20,خیر,ERP_COLLECTIONS
COL-00008356,C_152040,T_540440,2020-06-01,2020-06-01,2020-06-01,2020-06-01,"44,043.77",0,خیر,ERP_COLLECTIONS
COL-00008357,C_867370,T_540445,2020-08-17,2020-11-15,2020-12-22,2020-12-22,"25,010.34",37,خیر,ERP_COLLECTIONS
COL-00008358,C_117580,T_540459,2020-07-20,2020-07-20,2020-09-07,2020-09-08,"48,955.77",49,خیر,ERP_COLLECTIONS
COL-00008359,C_063926,T_540475,2022-03-14,2022-03-14,2022-03-24,2022-03-25,"337,781.77",10,خیر,ERP_COLLECTIONS
COL-00008360,C_769491,T_540593,2021-11-29,2021-11-29,2021-12-28,2021-12-29,"11,820.14",29,بله,ERP_COLLECTIONS
COL-00008361,C_282979,T_540608,2022-04-25,2022-04-25,2022-06-07,2022-06-09,"106,353.30",43,خیر,ERP_COLLECTIONS
COL-00008362,C_746892,T_540622,2021-07-12,2021-10-10,2021-10-22,2021-10-23,"36,950.57",12,خیر,ERP_COLLECTIONS
COL-00008363,C_746892,T_540622,2021-07-12,2021-10-10,2021-10-20,2021-10-22,"36,950.56",10,خیر,ERP_COLLECTIONS
COL-00008364,C_739258,T_540711,2022-03-14,2022-03-14,2022-04-23,2022-04-23,"9,284.99",40,خیر,ERP_COLLECTIONS
COL-00008365,C_074947,T_540738,2021-04-12,2021-07-11,2021-07-25,2021-07-26,"41,114.22",14,خیر,ERP_COLLECTIONS
COL-00008366,C_245948,T_540867,2020-07-06,2020-10-04,2020-10-17,2020-10-18,"328,814.67",13,خیر,ERP_COLLECTIONS
COL-00008367,C_473035,T_540943,2021-06-28,2021-07-28,2021-09-09,2021-09-11,"339,617.95",43,خیر,ERP_COLLECTIONS
COL-00008368,C_417601,T_540996,2021-08-16,2021-09-15,2021-09-19,2021-09-20,"62,654.29",4,خیر,ERP_COLLECTIONS
COL-00008369,C_749821,T_541001,2021-03-01,2021-05-30,2021-05-26,2021-05-26,"124,616.05",0,خیر,ERP_COLLECTIONS
COL-00008370,C_245948,T_541038,2020-02-17,2020-05-17,2020-05-29,2020-05-29,"419,496.62",12,خیر,ERP_COLLECTIONS
COL-00008371,C_172705,T_541150,2020-08-10,2020-08-10,2020-08-17,2020-08-17,"3,207.18",7,خیر,ERP_COLLECTIONS
COL-00008372,C_172705,T_541150,2020-08-10,2020-08-10,2020-08-18,2020-08-19,"3,207.18",8,خیر,ERP_COLLECTIONS
COL-00008373,C_594561,T_541310,2020-07-13,2020-07-13,2020-08-12,2020-08-13,"117,510.25",30,خیر,ERP_COLLECTIONS
COL-00008374,C_762928,T_541323,2021-10-11,2021-11-10,2021-12-24,2021-12-26,"453,314.78",44,خیر,ERP_COLLECTIONS
COL-00008375,C_853926,T_541324,2020-02-24,2020-03-25,2020-05-13,2020-05-13,"49,623.85",49,خیر,ERP_COLLECTIONS
COL-00008376,C_514318,T_541338,2021-04-05,2021-04-05,2021-05-14,2021-05-15,"7,796.40",39,خیر,ERP_COLLECTIONS
COL-00008377,C_514318,T_541338,2021-04-05,2021-04-05,2021-05-26,2021-05-28,"7,796.40",51,خیر,ERP_COLLECTIONS
COL-00008378,C_838088,T_541381,2021-05-10,2021-05-10,2021-05-30,2021-05-30,"176,910.22",20,خیر,ERP_COLLECTIONS
COL-00008379,C_853926,T_541472,2021-04-19,2021-07-18,2021-08-24,2021-08-26,"48,570.56",37,خیر,ERP_COLLECTIONS
COL-00008380,C_853926,T_541472,2021-04-19,2021-07-18,2021-08-10,2021-08-10,"48,570.56",23,خیر,ERP_COLLECTIONS
COL-00008381,C_269097,T_541635,2021-11-15,2021-11-15,2021-11-15,2021-11-17,"475,996.77",0,خیر,ERP_COLLECTIONS
COL-00008382,C_937594,T_541771,2021-09-27,2021-12-26,2022-02-10,2022-02-11,"601,107.17",46,خیر,ERP_COLLECTIONS
COL-00008383,C_590257,T_541810,2020-09-07,2020-09-07,2020-09-18,2020-09-18,"2,969.86",11,خیر,ERP_COLLECTIONS
COL-00008384,C_590257,T_541810,2020-09-07,2020-09-07,2020-09-17,2020-09-18,"2,969.86",10,خیر,ERP_COLLECTIONS
COL-00008385,C_299317,T_541910,2021-05-10,2021-05-10,2021-05-15,2021-05-15,"1,064,908.73",5,خیر,ERP_COLLECTIONS
COL-00008386,C_565612,T_541920,2021-09-27,2021-09-27,2021-10-08,2021-10-08,"690,242.87",11,خیر,ERP_COLLECTIONS
COL-00008387,C_857626,T_542018,2021-08-16,2021-08-16,2021-08-18,2021-08-20,"7,229.76",2,خیر,ERP_COLLECTIONS
COL-00008388,C_244106,T_542182,2020-05-04,2020-05-04,2020-05-18,2020-05-18,"36,455.98",14,خیر,ERP_COLLECTIONS
COL-00008389,C_328511,T_542253,2021-10-18,2021-10-18,2021-10-26,2021-10-26,"46,631.71",8,خیر,ERP_COLLECTIONS
COL-00008390,C_479796,T_542323,2020-02-03,2020-03-04,2020-04-17,2020-04-18,"30,058.62",44,خیر,ERP_COLLECTIONS
COL-00008391,C_502843,T_542354,2020-09-07,2020-09-07,2020-09-07,2020-09-09,"24,712.38",0,خیر,ERP_COLLECTIONS
COL-00008392,C_113139,T_542468,2020-05-25,2020-08-23,2020-09-09,2020-09-09,"142,881.87",17,خیر,ERP_COLLECTIONS
COL-00008393,C_573297,T_542469,2020-08-17,2020-09-16,2020-10-09,2020-10-10,"132,773.21",23,خیر,ERP_COLLECTIONS
COL-00008394,C_573297,T_542469,2020-08-17,2020-09-16,2020-10-02,2020-10-04,"132,773.21",16,خیر,ERP_COLLECTIONS
COL-00008395,C_746892,T_542485,2020-05-04,2020-08-02,2020-08-17,2020-08-19,"229,826.64",15,خیر,ERP_COLLECTIONS
COL-00008396,C_749821,T_542505,2022-04-11,2022-04-11,2022-04-18,2022-04-19,"60,766.28",7,خیر,ERP_COLLECTIONS
COL-00008397,C_749821,T_542505,2022-04-11,2022-04-11,2022-04-19,2022-04-21,"60,766.28",8,خیر,ERP_COLLECTIONS
COL-00008398,C_633661,T_542517,2021-04-19,2021-04-19,2021-05-11,2021-05-12,"492,133.49",22,خیر,ERP_COLLECTIONS
COL-00008399,C_768792,T_542579,2021-09-06,2021-09-06,2021-10-09,2021-10-11,"386,075.86",33,خیر,ERP_COLLECTIONS
COL-00008400,C_937594,T_542591,2022-05-09,2022-08-07,2022-08-15,2022-08-17,"3,891,734.33",8,خیر,ERP_COLLECTIONS
COL-00008401,C_317124,T_542748,2021-04-05,2021-04-05,2021-05-14,2021-05-14,"36,945.05",39,خیر,ERP_COLLECTIONS
COL-00008402,C_472366,T_542839,2021-12-27,2021-12-27,2022-02-01,2022-02-01,"219,953.75",36,خیر,ERP_COLLECTIONS
COL-00008403,C_101842,T_542907,2020-05-11,2020-06-10,2020-06-23,2020-06-24,"150,318.48",13,خیر,ERP_COLLECTIONS
COL-00008404,C_101842,T_542907,2020-05-11,2020-06-10,2020-07-18,2020-07-20,"150,318.48",38,خیر,ERP_COLLECTIONS
COL-00008405,C_317124,T_543089,2021-11-01,2021-11-01,2021-11-25,2021-11-26,"113,002.03",24,خیر,ERP_COLLECTIONS
COL-00008406,C_322219,T_543113,2020-08-03,2020-08-03,2020-08-19,2020-08-21,"322,172.81",16,خیر,ERP_COLLECTIONS
COL-00008407,C_282979,T_543197,2021-05-17,2021-05-17,2021-05-17,2021-05-18,"34,674.16",0,خیر,ERP_COLLECTIONS
COL-00008408,C_705572,T_543228,2020-10-05,2020-10-05,2020-10-06,2020-10-08,"37,987.75",1,بله,ERP_COLLECTIONS
COL-00008409,C_871835,T_543584,2022-04-11,2022-05-11,2022-06-22,2022-06-23,"224,621.65",42,خیر,ERP_COLLECTIONS
COL-00008410,C_871835,T_543584,2022-04-11,2022-05-11,2022-07-03,2022-07-05,"224,621.65",53,خیر,ERP_COLLECTIONS
COL-00008411,C_245948,T_543648,2020-04-20,2020-07-19,2020-08-03,2020-08-03,"380,253.48",15,خیر,ERP_COLLECTIONS
COL-00008412,C_672706,T_543662,2021-05-17,2021-06-16,2021-07-16,2021-07-16,"141,283.60",30,خیر,ERP_COLLECTIONS
COL-00008413,C_672706,T_543662,2021-05-17,2021-06-16,2021-08-02,2021-08-03,"141,283.59",47,خیر,ERP_COLLECTIONS
COL-00008414,C_815913,T_543703,2020-02-24,2020-02-24,2020-02-24,2020-02-26,"51,631.25",0,خیر,ERP_COLLECTIONS
COL-00008415,C_297913,T_543776,2022-03-28,2022-03-28,2022-03-28,2022-03-30,"10,382.78",0,خیر,ERP_COLLECTIONS
COL-00008416,C_297913,T_543776,2022-03-28,2022-03-28,2022-03-30,2022-03-30,"10,382.78",2,خیر,ERP_COLLECTIONS
COL-00008417,C_465481,T_543798,2020-08-31,2020-09-30,2020-10-11,2020-10-12,"8,790.13",11,خیر,ERP_COLLECTIONS
COL-00008418,C_888956,T_543872,2020-10-19,2020-10-19,2020-11-07,2020-11-07,"40,362.57",19,بله,ERP_COLLECTIONS
COL-00008419,C_888956,T_543872,2020-10-19,2020-10-19,2020-11-29,2020-11-30,"40,362.56",41,خیر,ERP_COLLECTIONS
COL-00008420,C_180745,T_543877,2020-08-31,2020-09-30,2020-11-14,2020-11-16,"127,811.94",45,خیر,ERP_COLLECTIONS
COL-00008421,C_299317,T_543976,2021-06-07,2021-06-07,2021-07-11,2021-07-12,"810,125.36",34,خیر,ERP_COLLECTIONS
COL-00008422,C_755148,T_543987,2021-08-30,2021-08-30,2021-09-28,2021-09-29,"365,658.02",29,خیر,ERP_COLLECTIONS
COL-00008423,C_755148,T_543987,2021-08-30,2021-08-30,2021-09-18,2021-09-20,"365,658.02",19,خیر,ERP_COLLECTIONS
COL-00008424,C_113139,T_544263,2020-06-15,2020-09-13,2020-09-26,2020-09-28,"2,242.95",13,خیر,ERP_COLLECTIONS
COL-00008425,C_113139,T_544263,2020-06-15,2020-09-13,2020-10-21,2020-10-21,"2,242.95",38,خیر,ERP_COLLECTIONS
COL-00008426,C_769491,T_544329,2020-05-25,2020-05-25,2020-07-13,2020-07-14,"2,996.38",49,خیر,ERP_COLLECTIONS
COL-00008427,C_746892,T_544335,2021-11-15,2021-12-15,2022-01-12,2022-01-12,"260,905.16",28,خیر,ERP_COLLECTIONS
COL-00008428,C_838088,T_544346,2020-11-02,2020-11-02,2020-12-17,2020-12-19,"83,933.66",45,خیر,ERP_COLLECTIONS
COL-00008429,C_838088,T_544346,2020-11-02,2020-11-02,2020-12-26,2020-12-26,"83,933.66",54,خیر,ERP_COLLECTIONS
COL-00008430,C_714619,T_544450,2020-04-13,2020-04-13,2020-04-22,2020-04-24,"430,903.00",9,خیر,ERP_COLLECTIONS
COL-00008431,C_941574,T_544490,2021-09-13,2021-09-13,2021-10-10,2021-10-11,"3,664.50",27,خیر,ERP_COLLECTIONS
COL-00008432,C_937594,T_544677,2021-07-12,2021-10-10,2021-10-22,2021-10-23,"815,135.47",12,خیر,ERP_COLLECTIONS
COL-00008433,C_465481,T_544688,2020-12-07,2021-01-06,2021-01-18,2021-01-18,"20,182.55",12,خیر,ERP_COLLECTIONS
COL-00008434,C_465481,T_544688,2020-12-07,2021-01-06,2021-02-13,2021-02-14,"20,182.55",38,خیر,ERP_COLLECTIONS
COL-00008435,C_937594,T_544910,2021-11-22,2021-12-22,2022-02-08,2022-02-09,"612,971.24",48,خیر,ERP_COLLECTIONS
COL-00008436,C_769491,T_544965,2021-07-19,2021-07-19,2021-08-02,2021-08-02,"11,064.14",14,خیر,ERP_COLLECTIONS
COL-00008437,C_672706,T_544990,2021-01-25,2021-01-25,2021-02-17,2021-02-18,"124,295.75",23,خیر,ERP_COLLECTIONS
COL-00008438,C_192142,T_545100,2020-11-16,2020-11-16,2020-11-23,2020-11-23,"387,812.75",7,خیر,ERP_COLLECTIONS
COL-00008439,C_192142,T_545100,2020-11-16,2020-11-16,2020-11-24,2020-11-25,"387,812.75",8,خیر,ERP_COLLECTIONS
COL-00008440,C_412635,T_545136,2021-11-15,2021-11-15,2021-12-14,2021-12-14,"162,072.65",29,خیر,ERP_COLLECTIONS
COL-00008441,C_806376,T_545144,2020-12-28,2020-12-28,2021-02-03,2021-02-03,"37,303.68",37,خیر,ERP_COLLECTIONS
COL-00008442,C_806376,T_545144,2020-12-28,2020-12-28,2021-01-20,2021-01-21,"37,303.68",23,خیر,ERP_COLLECTIONS
COL-00008443,C_951507,T_545184,2021-02-22,2021-02-22,2021-03-17,2021-03-18,"34,518.54",23,خیر,ERP_COLLECTIONS
COL-00008444,C_969414,T_545507,2022-03-21,2022-03-21,2022-03-21,2022-03-23,"70,530.12",0,خیر,ERP_COLLECTIONS
COL-00008445,C_969414,T_545507,2022-03-21,2022-03-21,2022-03-23,2022-03-23,"70,530.11",2,خیر,ERP_COLLECTIONS
COL-00008446,C_980626,T_545541,2020-11-30,2021-02-28,2021-03-21,2021-03-23,"23,628.99",21,خیر,ERP_COLLECTIONS
COL-00008447,C_980626,T_545541,2020-11-30,2021-02-28,2021-04-11,2021-04-11,"23,628.98",42,خیر,ERP_COLLECTIONS
COL-00008448,C_662193,T_545608,2021-08-16,2021-08-16,2021-08-25,2021-08-27,"213,804.93",9,خیر,ERP_COLLECTIONS
COL-00008449,C_703200,T_545738,2021-12-13,2021-12-13,2022-01-28,2022-01-28,"362,079.02",46,خیر,ERP_COLLECTIONS
COL-00008450,C_385527,T_545775,2021-12-27,2021-12-27,2022-02-05,2022-02-07,"11,107.81",40,خیر,ERP_COLLECTIONS
COL-00008451,C_677190,T_545875,2021-04-19,2021-04-19,2021-05-24,2021-05-26,"414,631.58",35,خیر,ERP_COLLECTIONS
COL-00008452,C_512037,T_545936,2021-02-15,2021-02-15,2021-02-25,2021-02-25,"9,931.36",10,خیر,ERP_COLLECTIONS
COL-00008453,C_512037,T_545936,2021-02-15,2021-02-15,2021-03-24,2021-03-25,"9,931.36",37,خیر,ERP_COLLECTIONS
COL-00008454,C_698497,T_545997,2022-05-09,2022-06-08,2022-06-18,2022-06-20,"263,262.87",10,خیر,ERP_COLLECTIONS
COL-00008455,C_980626,T_546008,2021-02-01,2021-05-02,2021-05-26,2021-05-28,"11,008.87",24,خیر,ERP_COLLECTIONS
COL-00008456,C_980626,T_546008,2021-02-01,2021-05-02,2021-05-18,2021-05-18,"11,008.87",16,خیر,ERP_COLLECTIONS
COL-00008457,C_969414,T_546074,2020-10-12,2020-10-12,2020-11-15,2020-11-17,"28,240.48",34,خیر,ERP_COLLECTIONS
COL-00008458,C_969414,T_546074,2020-10-12,2020-10-12,2020-11-02,2020-11-02,"28,240.47",21,خیر,ERP_COLLECTIONS
COL-00008459,C_698497,T_546240,2020-09-14,2020-12-13,2020-12-09,2020-12-10,"28,587.98",0,خیر,ERP_COLLECTIONS
COL-00008460,C_806376,T_546373,2021-08-30,2021-09-29,2021-10-08,2021-10-10,"141,301.08",9,خیر,ERP_COLLECTIONS
COL-00008461,C_074947,T_546441,2020-07-13,2020-10-11,2020-11-22,2020-11-23,"52,897.06",42,خیر,ERP_COLLECTIONS
COL-00008462,C_866894,T_546457,2020-11-02,2020-11-02,2020-12-12,2020-12-14,"65,606.03",40,خیر,ERP_COLLECTIONS
COL-00008463,C_664019,T_546480,2020-07-27,2020-07-27,2020-07-30,2020-07-31,"202,538.69",3,خیر,ERP_COLLECTIONS
COL-00008464,C_772501,T_546510,2022-04-18,2022-04-18,2022-05-21,2022-05-21,"1,650,879.94",33,خیر,ERP_COLLECTIONS
COL-00008465,C_746892,T_546531,2020-09-28,2020-12-27,2021-02-11,2021-02-13,"60,752.24",46,خیر,ERP_COLLECTIONS
COL-00008466,C_746892,T_546531,2020-09-28,2020-12-27,2021-02-20,2021-02-20,"60,752.24",55,خیر,ERP_COLLECTIONS
COL-00008467,C_746892,T_546669,2022-02-28,2022-03-30,2022-04-21,2022-04-23,"192,694.79",22,خیر,ERP_COLLECTIONS
COL-00008468,C_746892,T_546669,2022-02-28,2022-03-30,2022-05-12,2022-05-12,"192,694.78",43,خیر,ERP_COLLECTIONS
COL-00008469,C_831485,T_546737,2020-03-02,2020-03-02,2020-03-05,2020-03-06,"56,887.30",3,خیر,ERP_COLLECTIONS
COL-00008470,C_385862,T_546833,2020-01-20,2020-01-20,2020-02-02,2020-02-02,"81,274.78",13,خیر,ERP_COLLECTIONS
COL-00008471,C_551361,T_546919,2022-01-31,2022-01-31,2022-01-31,2022-02-02,"1,593,923.80",0,خیر,ERP_COLLECTIONS
COL-00008472,C_551361,T_546919,2022-01-31,2022-01-31,2022-03-04,2022-03-04,"1,593,923.79",32,خیر,ERP_COLLECTIONS
COL-00008473,C_633661,T_547011,2020-09-14,2020-09-14,2020-10-19,2020-10-20,"419,881.21",35,خیر,ERP_COLLECTIONS
COL-00008474,C_877858,T_547042,2020-01-13,2020-02-12,2020-02-11,2020-02-11,"10,395.29",0,خیر,ERP_COLLECTIONS
COL-00008475,C_951507,T_547058,2020-07-27,2020-07-27,2020-08-21,2020-08-23,"99,797.70",25,خیر,ERP_COLLECTIONS
COL-00008476,C_117580,T_547200,2020-08-03,2020-08-03,2020-09-11,2020-09-12,"62,922.51",39,خیر,ERP_COLLECTIONS
COL-00008477,C_472366,T_547296,2021-12-06,2021-12-06,2022-01-22,2022-01-24,"5,836.88",47,خیر,ERP_COLLECTIONS
COL-00008478,C_683666,T_547361,2020-02-24,2020-02-24,2020-04-05,2020-04-06,"377,765.09",41,خیر,ERP_COLLECTIONS
COL-00008479,C_806376,T_547476,2020-12-21,2020-12-21,2020-12-21,2020-12-21,"71,296.18",0,خیر,ERP_COLLECTIONS
COL-00008480,C_806376,T_547476,2020-12-21,2020-12-21,2020-12-25,2020-12-26,"71,296.17",4,خیر,ERP_COLLECTIONS
COL-00008481,C_698497,T_547553,2020-06-22,2020-09-20,2020-09-21,2020-09-21,"27,896.28",1,خیر,ERP_COLLECTIONS
COL-00008482,C_951507,T_547606,2020-09-07,2020-09-07,2020-09-30,2020-10-01,"29,309.67",23,خیر,ERP_COLLECTIONS
COL-00008483,C_589205,T_547674,2021-05-31,2021-05-31,2021-06-10,2021-06-11,"72,336.12",10,خیر,ERP_COLLECTIONS
COL-00008484,C_101842,T_547687,2020-10-12,2020-11-11,2020-11-10,2020-11-12,"676,734.83",0,خیر,ERP_COLLECTIONS
COL-00008485,C_180745,T_547730,2021-10-18,2021-11-17,2021-11-21,2021-11-21,"800,896.27",4,خیر,ERP_COLLECTIONS
COL-00008486,C_401016,T_547789,2020-04-27,2020-04-27,2020-05-09,2020-05-11,"1,291.78",12,خیر,ERP_COLLECTIONS
COL-00008487,C_245948,T_547892,2021-01-18,2021-04-18,2021-05-01,2021-05-03,"405,076.20",13,خیر,ERP_COLLECTIONS
COL-00008488,C_126481,T_547894,2020-02-10,2020-02-10,2020-03-05,2020-03-06,"22,266.26",24,خیر,ERP_COLLECTIONS
COL-00008489,C_081456,T_548058,2021-09-20,2021-09-20,2021-10-22,2021-10-22,"312,024.42",32,خیر,ERP_COLLECTIONS
COL-00008490,C_117580,T_548114,2020-07-27,2020-07-27,2020-08-28,2020-08-28,"31,194.28",32,خیر,ERP_COLLECTIONS
COL-00008491,C_117580,T_548114,2020-07-27,2020-07-27,2020-08-16,2020-08-17,"31,194.28",20,خیر,ERP_COLLECTIONS
COL-00008492,C_410063,T_548206,2021-04-19,2021-04-19,2021-06-01,2021-06-03,"1,697.82",43,خیر,ERP_COLLECTIONS
COL-00008493,C_410063,T_548206,2021-04-19,2021-04-19,2021-06-11,2021-06-11,"1,697.82",53,خیر,ERP_COLLECTIONS
COL-00008494,C_412635,T_548258,2020-07-06,2020-07-06,2020-07-16,2020-07-18,"38,648.72",10,خیر,ERP_COLLECTIONS
COL-00008495,C_535756,T_548280,2021-01-18,2021-01-18,2021-02-23,2021-02-23,"636,035.94",36,خیر,ERP_COLLECTIONS
COL-00008496,C_984759,T_548301,2022-04-11,2022-04-11,2022-04-11,2022-04-13,"261,522.34",0,خیر,ERP_COLLECTIONS
COL-00008497,C_113139,T_548378,2020-03-02,2020-05-31,2020-06-03,2020-06-03,"41,243.11",3,خیر,ERP_COLLECTIONS
COL-00008498,C_113139,T_548378,2020-03-02,2020-05-31,2020-06-06,2020-06-07,"41,243.10",6,خیر,ERP_COLLECTIONS
COL-00008499,C_986633,T_548409,2021-07-19,2021-07-19,2021-07-19,2021-07-21,"5,109.30",0,خیر,ERP_COLLECTIONS
