Offer_ID,Customer_ID,Offer_Date,Available_At,Product_ID,گروه کالا,Base_Price_per_unit,Offered_Price_per_unit,Offer_Discount_Pct,Offer_Type,Validity_Days,Offer_Reason,Result,Decision_At,Decision_Available_At,Source_System
OFF-0001463,C_010649,2021-03-24,2021-03-26,P_RARE_Product_Family_05,Product_Family_05,289.55,270.93,6.4%,قیمتی,19,تسویه سریع,رد,2021-04-21,2021-04-23,CRM_OFFERS
OFF-0001464,C_746892,2020-12-29,2020-12-29,P_RARE_Product_Family_03,Product_Family_03,171.96,166.99,2.9%,قیمتی,22,معرفی محصول جدید,قبول,2021-01-25,2021-01-25,CRM_OFFERS
OFF-0001465,C_769491,2021-08-10,2021-08-12,P_268087,Product_Family_01,207.92,200.85,3.4%,مدت,14,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001466,C_568392,2021-04-18,2021-04-19,P_RARE_Product_Family_01,Product_Family_01,186.06,178.80,3.9%,حجمی,6,افزایش سهم از سبد,منقضی,2021-04-24,2021-04-25,CRM_OFFERS
OFF-0001467,C_683666,2020-08-30,2020-08-30,P_264078,Product_Family_03,123.10,117.67,4.4%,مدت,24,افزایش حجم سفارش,قبول,2020-09-09,2020-09-09,CRM_OFFERS
OFF-0001468,C_465481,2021-01-02,2021-01-03,P_427325,Product_Family_05,205.38,188.19,8.4%,مدت,28,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001469,C_180745,2020-09-05,2020-09-05,P_RARE_Product_Family_04,Product_Family_04,47.20,46.55,1.4%,حجمی,20,افزایش حجم سفارش,قبول,2020-09-19,2020-09-19,CRM_OFFERS
OFF-0001470,C_317124,2021-02-07,2021-02-08,P_RARE_Product_Family_03,Product_Family_03,92.43,91.12,1.4%,حجمی,25,معرفی محصول جدید,رد,2021-02-12,2021-02-13,CRM_OFFERS
OFF-0001471,C_762928,2021-08-17,2021-08-19,P_RARE_Product_Family_04,Product_Family_04,138.09,126.48,8.4%,مدت,7,افزایش سهم از سبد,قبول,2021-09-16,2021-09-18,CRM_OFFERS
OFF-0001472,C_197461,2022-02-22,2022-02-22,P_577334,Product_Family_06,591.16,544.40,7.9%,مدت,15,افزایش حجم سفارش,منقضی,2022-03-20,2022-03-20,CRM_OFFERS
OFF-0001473,C_683666,2021-07-01,2021-07-02,P_RARE_Product_Family_03,Product_Family_03,216.48,200.46,7.4%,مدت,23,افزایش حجم سفارش,رد,2021-07-23,2021-07-24,CRM_OFFERS
OFF-0001474,C_245948,2020-10-03,2020-10-05,P_RARE_Product_Family_04,Product_Family_04,75.91,70.67,6.9%,قیمتی,5,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001475,C_683666,2020-05-23,2020-05-23,P_484354,Product_Family_03,110.33,103.28,6.4%,مدت,13,معرفی محصول جدید,منقضی,2020-06-05,2020-06-05,CRM_OFFERS
OFF-0001476,C_117580,2020-06-15,2020-06-16,P_RARE_Product_Family_02,Product_Family_02,112.28,105.68,5.9%,مدت,21,آزمون محصول,رد,2020-06-23,2020-06-24,CRM_OFFERS
OFF-0001477,C_472366,2022-05-02,2022-05-04,P_RARE_Product_Family_03,Product_Family_03,908.29,859.42,5.4%,قیمتی,29,تسویه سریع,قبول,2022-05-06,2022-05-08,CRM_OFFERS
OFF-0001478,C_524968,2021-01-27,2021-01-27,P_655926,Product_Family_04,164.75,156.73,4.9%,حجمی,11,افزایش حجم سفارش,منقضی,2021-02-26,2021-02-26,CRM_OFFERS
OFF-0001479,C_769491,2020-07-08,2020-07-09,P_RARE_Product_Family_04,Product_Family_04,75.90,72.58,4.4%,مدت,19,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001480,C_768792,2021-06-06,2021-06-08,P_812406,Product_Family_04,103.40,95.67,7.5%,مدت,15,تسویه سریع,قبول,2021-06-11,2021-06-13,CRM_OFFERS
OFF-0001481,C_063926,2020-03-20,2020-03-21,P_RARE_Product_Family_04,Product_Family_04,38.92,35.81,8.0%,قیمتی,7,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001482,C_117580,2020-06-09,2020-06-10,P_275491,Product_Family_02,119.50,111.77,6.5%,مدت,5,تسویه سریع,رد,2020-07-05,2020-07-06,CRM_OFFERS
OFF-0001483,C_756222,2020-03-29,2020-03-29,P_787809,Product_Family_03,86.54,80.50,7.0%,حجمی,23,رقابت قیمتی,منقضی,2020-04-29,2020-04-29,CRM_OFFERS
OFF-0001484,C_385527,2021-03-11,2021-03-11,P_611392,Product_Family_03,191.20,180.76,5.5%,حجمی,21,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001485,C_627716,2022-05-10,2022-05-12,P_RARE_Product_Family_04,Product_Family_04,510.07,479.62,6.0%,حجمی,13,رقابت قیمتی,قبول,2022-06-01,2022-06-03,CRM_OFFERS
OFF-0001486,C_937594,2020-07-11,2020-07-13,P_672380,Product_Family_05,127.87,122.18,4.5%,قیمتی,11,حفظ مشتری کلیدی,قبول,2020-07-20,2020-07-22,CRM_OFFERS
OFF-0001487,C_051535,2020-12-17,2020-12-18,P_434331,Product_Family_04,95.31,90.59,5.0%,حجمی,29,معرفی محصول جدید,رد,2020-12-30,2020-12-31,CRM_OFFERS
OFF-0001488,C_683666,2020-10-12,2020-10-13,P_637093,Product_Family_03,134.61,129.98,3.4%,قیمتی,27,معرفی محصول جدید,رد,2020-11-11,2020-11-12,CRM_OFFERS
OFF-0001489,C_117580,2020-08-15,2020-08-15,P_RARE_Product_Family_02,Product_Family_02,127.74,122.71,3.9%,مدت,19,حفظ مشتری کلیدی,منقضی,2020-08-19,2020-08-19,CRM_OFFERS
OFF-0001490,C_317124,2021-08-02,2021-08-02,P_RARE_Product_Family_03,Product_Family_03,134.38,130.62,2.8%,حجمی,19,افزایش حجم سفارش,رد,2021-08-06,2021-08-06,CRM_OFFERS
OFF-0001491,C_479796,2020-11-09,2020-11-10,P_873855,Product_Family_03,149.04,145.63,2.3%,حجمی,27,آزمون محصول,قبول,2020-12-09,2020-12-10,CRM_OFFERS
OFF-0001492,C_698497,2021-03-27,2021-03-28,P_650055,Product_Family_03,139.06,133.76,3.8%,مدت,29,تسویه سریع,قبول,2021-04-09,2021-04-10,CRM_OFFERS
OFF-0001493,C_117580,2020-06-13,2020-06-15,P_700346,Product_Family_02,110.81,107.15,3.3%,حجمی,11,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001494,C_746892,2020-12-29,2020-12-31,P_RARE_Product_Family_04,Product_Family_04,165.76,157.77,4.8%,حجمی,13,افزایش حجم سفارش,منقضی,2021-01-20,2021-01-22,CRM_OFFERS
OFF-0001495,C_117580,2020-08-06,2020-08-06,P_RARE_Product_Family_02,Product_Family_02,130.88,125.24,4.3%,مدت,21,افزایش سهم از سبد,رد,2020-08-23,2020-08-23,CRM_OFFERS
OFF-0001496,C_159514,2020-10-11,2020-10-11,P_031127,Product_Family_01,134.48,126.64,5.8%,قیمتی,23,تسویه سریع,رد,2020-11-11,2020-11-11,CRM_OFFERS
OFF-0001497,C_672706,2021-08-17,2021-08-18,P_RARE_Product_Family_02,Product_Family_02,162.27,153.62,5.3%,مدت,5,افزایش سهم از سبد,قبول,2021-09-12,2021-09-13,CRM_OFFERS
OFF-0001498,C_806376,2021-10-08,2021-10-09,P_RARE_Product_Family_02,Product_Family_02,282.32,263.01,6.8%,قیمتی,7,افزایش حجم سفارش,قبول,2021-10-17,2021-10-18,CRM_OFFERS
OFF-0001499,C_862106,2021-06-27,2021-06-29,P_RARE_Product_Family_03,Product_Family_03,230.22,215.62,6.3%,مدت,15,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001500,C_683666,2020-07-22,2020-07-24,P_403496,Product_Family_03,120.51,113.67,5.7%,قیمتی,5,آزمون محصول,منقضی,2020-07-28,2020-07-30,CRM_OFFERS
OFF-0001501,C_514467,2020-07-08,2020-07-08,P_257054,Product_Family_03,113.51,107.63,5.2%,حجمی,13,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001502,C_113139,2021-11-19,2021-11-20,P_RARE_Product_Family_03,Product_Family_03,237.84,226.73,4.7%,قیمتی,21,افزایش سهم از سبد,قبول,2021-12-16,2021-12-17,CRM_OFFERS
OFF-0001503,C_519849,2020-08-21,2020-08-23,P_585586,Product_Family_03,81.87,78.46,4.2%,حجمی,29,افزایش حجم سفارش,منقضی,2020-09-13,2020-09-15,CRM_OFFERS
OFF-0001504,C_361181,2022-04-17,2022-04-17,P_RARE_Product_Family_05,Product_Family_05,"1,006.50",969.66,3.7%,حجمی,11,افزایش سهم از سبد,رد,2022-05-05,2022-05-05,CRM_OFFERS
OFF-0001505,C_698497,2021-07-18,2021-07-19,P_664570,Product_Family_03,173.55,168.08,3.2%,مدت,19,حفظ مشتری کلیدی,قبول,2021-08-01,2021-08-02,CRM_OFFERS
OFF-0001506,C_258325,2021-10-19,2021-10-21,P_597359,Product_Family_04,305.48,297.38,2.7%,قیمتی,26,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001507,C_317124,2021-08-24,2021-08-24,P_003511,Product_Family_03,177.43,173.63,2.1%,مدت,8,معرفی محصول جدید,رد,2021-08-29,2021-08-29,CRM_OFFERS
OFF-0001508,C_284990,2021-10-14,2021-10-15,P_903530,Product_Family_03,319.40,314.16,1.6%,مدت,16,افزایش حجم سفارش,قبول,2021-11-14,2021-11-15,CRM_OFFERS
OFF-0001509,C_155990,2020-03-26,2020-03-28,P_RARE_Product_Family_03,Product_Family_03,63.30,62.58,1.1%,قیمتی,24,تسویه سریع,منقضی,2020-04-21,2020-04-23,CRM_OFFERS
OFF-0001510,C_357434,2021-06-26,2021-06-26,P_103598,Product_Family_03,244.33,240.23,1.7%,مدت,22,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001511,C_282979,2021-08-14,2021-08-16,P_421668,Product_Family_04,153.63,150.27,2.2%,حجمی,14,معرفی محصول جدید,قبول,2021-09-03,2021-09-05,CRM_OFFERS
OFF-0001512,C_479796,2020-09-17,2020-09-18,P_028268,Product_Family_03,105.51,102.67,2.7%,قیمتی,6,تسویه سریع,رد,2020-10-12,2020-10-13,CRM_OFFERS
OFF-0001513,C_338236,2022-02-03,2022-02-03,P_077463,Product_Family_04,347.72,336.59,3.2%,حجمی,24,حفظ مشتری کلیدی,منقضی,2022-03-04,2022-03-04,CRM_OFFERS
OFF-0001514,C_799217,2021-11-05,2021-11-06,P_RARE_Product_Family_04,Product_Family_04,388.77,360.93,7.2%,حجمی,28,آزمون محصول,رد,2021-12-03,2021-12-04,CRM_OFFERS
OFF-0001515,C_746892,2020-09-16,2020-09-16,P_146351,Product_Family_05,156.19,144.23,7.7%,مدت,20,افزایش حجم سفارش,منقضی,2020-09-19,2020-09-19,CRM_OFFERS
OFF-0001516,C_245948,2020-03-02,2020-03-04,P_RARE_Product_Family_04,Product_Family_04,87.61,80.45,8.2%,حجمی,12,تسویه سریع,قبول,2020-03-09,2020-03-11,CRM_OFFERS
OFF-0001517,C_633661,2021-04-26,2021-04-27,P_RARE_Product_Family_03,Product_Family_03,222.50,219.87,1.2%,حجمی,30,افزایش حجم سفارش,رد,2021-05-07,2021-05-08,CRM_OFFERS
OFF-0001518,C_245948,2021-03-23,2021-03-25,P_RARE_Product_Family_04,Product_Family_04,144.28,136.88,5.1%,قیمتی,8,معرفی محصول جدید,قبول,2021-04-03,2021-04-05,CRM_OFFERS
OFF-0001519,C_683666,2020-09-13,2020-09-14,P_RARE_Product_Family_03,Product_Family_03,123.10,116.16,5.6%,مدت,26,رقابت قیمتی,رد,2020-09-28,2020-09-29,CRM_OFFERS
OFF-0001520,C_954849,2021-04-23,2021-04-23,P_RARE_Product_Family_03,Product_Family_03,188.59,184.33,2.3%,مدت,9,حفظ مشتری کلیدی,رد,2021-05-11,2021-05-11,CRM_OFFERS
OFF-0001521,C_575381,2022-04-08,2022-04-09,P_964660,Product_Family_04,778.72,765.09,1.8%,قیمتی,17,معرفی محصول جدید,قبول,2022-04-21,2022-04-22,CRM_OFFERS
OFF-0001522,C_317124,2021-01-06,2021-01-07,P_RARE_Product_Family_03,Product_Family_03,92.43,89.41,3.3%,حجمی,19,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001523,C_746892,2021-07-07,2021-07-09,P_232438,Product_Family_03,228.81,222.47,2.8%,حجمی,27,افزایش سهم از سبد,منقضی,2021-07-29,2021-07-31,CRM_OFFERS
OFF-0001524,C_519849,2020-09-01,2020-09-02,P_RARE_Product_Family_03,Product_Family_03,58.21,53.70,7.7%,مدت,15,افزایش سهم از سبد,قبول,2020-10-01,2020-10-02,CRM_OFFERS
OFF-0001525,C_705572,2020-05-19,2020-05-21,P_635050,Product_Family_03,92.07,85.41,7.2%,مدت,23,حفظ مشتری کلیدی,منقضی,2020-06-14,2020-06-16,CRM_OFFERS
OFF-0001526,C_683666,2022-04-24,2022-04-26,P_RARE_Product_Family_03,Product_Family_03,903.25,891.96,1.3%,مدت,25,معرفی محصول جدید,منقضی,2022-05-03,2022-05-05,CRM_OFFERS
OFF-0001527,C_589300,2020-02-02,2020-02-02,P_787566,Product_Family_03,84.40,77.45,8.2%,قیمتی,7,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001528,C_746892,2020-06-23,2020-06-24,P_989994,Product_Family_03,80.83,75.73,6.3%,قیمتی,23,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001529,C_944253,2020-09-24,2020-09-26,P_RARE_Product_Family_03,Product_Family_03,137.85,129.85,5.8%,مدت,5,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001530,C_746892,2020-12-07,2020-12-08,P_061764,Product_Family_03,148.60,140.04,5.8%,مدت,26,تسویه سریع,قبول,2021-01-04,2021-01-05,CRM_OFFERS
OFF-0001531,C_806376,2021-05-10,2021-05-10,P_RARE_Product_Family_02,Product_Family_02,204.35,191.56,6.3%,حجمی,18,معرفی محصول جدید,رد,2021-05-12,2021-05-12,CRM_OFFERS
OFF-0001532,C_117580,2020-06-26,2020-06-26,P_RARE_Product_Family_02,Product_Family_02,130.09,123.91,4.8%,حجمی,16,رقابت قیمتی,رد,2020-07-15,2020-07-15,CRM_OFFERS
OFF-0001533,C_197461,2021-07-07,2021-07-09,P_142957,Product_Family_04,113.03,107.10,5.3%,حجمی,8,آزمون محصول,منقضی,2021-07-30,2021-08-01,CRM_OFFERS
OFF-0001534,C_411261,2020-12-03,2020-12-03,P_RARE_Product_Family_03,Product_Family_03,174.42,160.85,7.8%,حجمی,20,آزمون محصول,رد,2020-12-18,2020-12-18,CRM_OFFERS
OFF-0001535,C_917207,2020-10-08,2020-10-10,P_RARE_Product_Family_02,Product_Family_02,155.15,142.29,8.3%,حجمی,12,معرفی محصول جدید,منقضی,2020-10-28,2020-10-30,CRM_OFFERS
OFF-0001536,C_317124,2021-11-27,2021-11-29,P_386679,Product_Family_03,248.64,231.81,6.8%,حجمی,10,تسویه سریع,منقضی,2021-12-03,2021-12-05,CRM_OFFERS
OFF-0001537,C_746892,2021-05-29,2021-05-30,P_228625,Product_Family_03,165.67,153.63,7.3%,حجمی,28,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001538,C_672706,2020-02-16,2020-02-18,P_RARE_Product_Family_02,Product_Family_02,76.85,75.08,2.3%,مدت,14,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001539,C_185126,2021-06-27,2021-06-28,P_RARE_Product_Family_03,Product_Family_03,163.33,158.74,2.8%,مدت,6,حفظ مشتری کلیدی,قبول,2021-07-04,2021-07-05,CRM_OFFERS
OFF-0001540,C_465481,2020-07-15,2020-07-15,P_427325,Product_Family_05,147.71,137.09,7.2%,حجمی,11,افزایش حجم سفارش,منقضی,2020-08-11,2020-08-11,CRM_OFFERS
OFF-0001541,C_806376,2021-07-16,2021-07-17,P_769459,Product_Family_02,202.21,188.68,6.7%,مدت,19,حفظ مشتری کلیدی,رد,2021-08-08,2021-08-09,CRM_OFFERS
OFF-0001542,C_633661,2021-11-05,2021-11-07,P_RARE_Product_Family_03,Product_Family_03,284.71,267.11,6.2%,حجمی,27,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001543,C_357434,2020-10-04,2020-10-04,P_485043,Product_Family_03,180.91,170.63,5.7%,مدت,9,رقابت قیمتی,منقضی,2020-10-18,2020-10-18,CRM_OFFERS
OFF-0001544,C_224505,2021-07-10,2021-07-12,P_565736,Product_Family_05,231.25,227.27,1.7%,حجمی,5,افزایش سهم از سبد,قبول,2021-07-25,2021-07-27,CRM_OFFERS
OFF-0001545,C_276942,2020-06-08,2020-06-08,P_108163,Product_Family_01,140.53,138.83,1.2%,مدت,13,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001546,C_113139,2020-06-22,2020-06-23,P_RARE_Product_Family_02,Product_Family_02,102.15,93.77,8.2%,قیمتی,21,افزایش سهم از سبد,رد,2020-06-28,2020-06-29,CRM_OFFERS
OFF-0001547,C_338236,2022-05-18,2022-05-20,P_851763,Product_Family_04,462.08,426.50,7.7%,حجمی,29,رقابت قیمتی,قبول,2022-05-20,2022-05-22,CRM_OFFERS
OFF-0001548,C_245948,2020-05-05,2020-05-06,P_RARE_Product_Family_04,Product_Family_04,63.78,61.39,3.7%,قیمتی,25,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001549,C_180745,2020-08-27,2020-08-29,P_RARE_Product_Family_04,Product_Family_04,47.20,45.68,3.2%,مدت,7,تسویه سریع,قبول,2020-09-24,2020-09-26,CRM_OFFERS
OFF-0001550,C_155990,2020-11-23,2020-11-24,P_RARE_Product_Family_03,Product_Family_03,86.03,83.29,3.2%,مدت,28,تسویه سریع,رد,2020-11-30,2020-12-01,CRM_OFFERS
OFF-0001551,C_322219,2020-11-16,2020-11-16,P_942851,Product_Family_03,130.15,125.33,3.7%,قیمتی,20,افزایش حجم سفارش,منقضی,2020-11-28,2020-11-28,CRM_OFFERS
OFF-0001552,C_633661,2020-09-05,2020-09-07,P_850562,Product_Family_04,77.12,73.88,4.2%,حجمی,12,تسویه سریع,قبول,2020-09-21,2020-09-23,CRM_OFFERS
OFF-0001553,C_299317,2021-09-18,2021-09-19,P_253702,Product_Family_04,209.07,199.22,4.7%,مدت,30,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001554,C_758522,2020-10-01,2020-10-01,P_128326,Product_Family_03,88.39,83.78,5.2%,مدت,22,افزایش سهم از سبد,منقضی,2020-10-26,2020-10-26,CRM_OFFERS
OFF-0001555,C_491628,2022-05-24,2022-05-26,P_RARE_Product_Family_03,Product_Family_03,777.30,732.84,5.7%,قیمتی,14,تسویه سریع,قبول,2022-06-22,2022-06-24,CRM_OFFERS
OFF-0001556,C_317124,2021-03-09,2021-03-10,P_RARE_Product_Family_03,Product_Family_03,88.62,83.10,6.2%,مدت,6,تسویه سریع,رد,2021-03-13,2021-03-14,CRM_OFFERS
OFF-0001557,C_703801,2020-04-12,2020-04-12,P_230552,Product_Family_03,86.03,80.24,6.7%,حجمی,24,آزمون محصول,منقضی,2020-04-20,2020-04-20,CRM_OFFERS
OFF-0001558,C_113139,2020-02-09,2020-02-11,P_597359,Product_Family_04,75.27,69.82,7.2%,حجمی,16,حفظ مشتری کلیدی,قبول,2020-02-22,2020-02-24,CRM_OFFERS
OFF-0001559,C_566726,2020-05-01,2020-05-02,P_RARE_Product_Family_05,Product_Family_05,60.93,56.21,7.7%,حجمی,8,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001560,C_691869,2020-07-23,2020-07-24,P_RARE_Product_Family_04,Product_Family_04,64.70,61.35,5.2%,مدت,13,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001561,C_117580,2020-08-01,2020-08-03,P_RARE_Product_Family_02,Product_Family_02,130.87,124.76,4.7%,حجمی,21,تسویه سریع,قبول,2020-08-22,2020-08-24,CRM_OFFERS
OFF-0001562,C_746892,2020-03-10,2020-03-12,P_582317,Product_Family_03,105.64,99.10,6.2%,حجمی,23,تسویه سریع,قبول,2020-03-15,2020-03-17,CRM_OFFERS
OFF-0001563,C_126481,2020-05-07,2020-05-07,P_376561,Product_Family_03,54.86,51.74,5.7%,مدت,5,افزایش سهم از سبد,منقضی,2020-06-06,2020-06-06,CRM_OFFERS
OFF-0001564,C_746892,2020-11-01,2020-11-01,P_RARE_Product_Family_04,Product_Family_04,135.31,125.57,7.2%,حجمی,7,افزایش سهم از سبد,منقضی,2020-11-14,2020-11-14,CRM_OFFERS
OFF-0001565,C_938531,2020-09-08,2020-09-09,P_003764,Product_Family_01,87.66,81.79,6.7%,حجمی,15,افزایش حجم سفارش,رد,2020-09-17,2020-09-18,CRM_OFFERS
OFF-0001566,C_769491,2021-05-28,2021-05-29,P_278460,Product_Family_03,189.65,174.08,8.2%,حجمی,18,معرفی محصول جدید,رد,2021-06-19,2021-06-20,CRM_OFFERS
OFF-0001567,C_051706,2020-05-17,2020-05-19,P_947367,Product_Family_04,90.14,83.19,7.7%,حجمی,26,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001568,C_502843,2020-08-21,2020-08-21,P_787566,Product_Family_03,65.59,64.85,1.1%,حجمی,25,حفظ مشتری کلیدی,منقضی,2020-09-11,2020-09-11,CRM_OFFERS
OFF-0001569,C_117580,2020-07-19,2020-07-20,P_RARE_Product_Family_02,Product_Family_02,123.85,113.78,8.1%,حجمی,7,معرفی محصول جدید,رد,2020-08-04,2020-08-05,CRM_OFFERS
OFF-0001570,C_101842,2021-12-07,2021-12-09,P_725327,Product_Family_03,397.39,392.70,1.2%,قیمتی,5,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001571,C_746892,2020-02-09,2020-02-10,P_693439,Product_Family_03,96.09,94.48,1.7%,حجمی,23,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001572,C_385862,2020-02-06,2020-02-07,P_316068,Product_Family_03,96.24,88.87,7.7%,مدت,21,آزمون محصول,منقضی,2020-03-04,2020-03-05,CRM_OFFERS
OFF-0001573,C_357434,2021-06-29,2021-06-29,P_RARE_Product_Family_03,Product_Family_03,244.33,224.37,8.2%,مدت,13,معرفی محصول جدید,قبول,2021-07-30,2021-07-30,CRM_OFFERS
OFF-0001574,C_749821,2021-12-04,2021-12-04,P_RARE_Product_Family_01,Product_Family_01,274.13,255.90,6.7%,مدت,11,حفظ مشتری کلیدی,قبول,2021-12-22,2021-12-22,CRM_OFFERS
OFF-0001575,C_444616,2020-08-01,2020-08-03,P_RARE_Product_Family_04,Product_Family_04,47.67,44.26,7.2%,مدت,29,معرفی محصول جدید,رد,2020-08-24,2020-08-26,CRM_OFFERS
OFF-0001576,C_683666,2022-06-06,2022-06-08,P_RARE_Product_Family_01,Product_Family_01,950.73,897.11,5.6%,حجمی,27,رقابت قیمتی,رد,2022-06-15,2022-06-17,CRM_OFFERS
OFF-0001577,C_282979,2020-05-18,2020-05-19,P_735610,Product_Family_04,49.81,46.75,6.2%,مدت,19,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001578,C_746892,2020-05-18,2020-05-18,P_RARE_Product_Family_03,Product_Family_03,106.63,101.06,5.2%,مدت,19,افزایش حجم سفارش,قبول,2020-05-29,2020-05-29,CRM_OFFERS
OFF-0001579,C_838088,2021-05-08,2021-05-10,P_462985,Product_Family_03,150.72,142.08,5.7%,مدت,11,آزمون محصول,رد,2021-05-23,2021-05-25,CRM_OFFERS
OFF-0001580,C_762928,2020-09-25,2020-09-25,P_434331,Product_Family_04,66.28,63.08,4.8%,قیمتی,7,افزایش حجم سفارش,منقضی,2020-10-03,2020-10-03,CRM_OFFERS
OFF-0001581,C_022240,2020-05-24,2020-05-25,P_427325,Product_Family_05,157.94,151.12,4.3%,حجمی,15,رقابت قیمتی,رد,2020-05-27,2020-05-28,CRM_OFFERS
OFF-0001582,C_317124,2021-04-18,2021-04-20,P_596778,Product_Family_03,94.95,91.33,3.8%,مدت,23,تسویه سریع,قبول,2021-05-17,2021-05-19,CRM_OFFERS
OFF-0001583,C_812674,2021-09-07,2021-09-07,P_573948,Product_Family_03,260.82,252.19,3.3%,قیمتی,5,آزمون محصول,منقضی,2021-10-02,2021-10-02,CRM_OFFERS
OFF-0001584,C_126481,2020-05-26,2020-05-27,P_RARE_Product_Family_03,Product_Family_03,54.86,53.32,2.8%,حجمی,13,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001585,C_317124,2021-03-04,2021-03-06,P_138220,Product_Family_03,93.51,91.36,2.3%,قیمتی,21,معرفی محصول جدید,قبول,2021-03-20,2021-03-22,CRM_OFFERS
OFF-0001586,C_633661,2021-01-14,2021-01-14,P_343377,Product_Family_03,121.06,118.89,1.8%,قیمتی,29,افزایش حجم سفارش,منقضی,2021-01-25,2021-01-25,CRM_OFFERS
OFF-0001587,C_074947,2021-07-03,2021-07-04,P_372127,Product_Family_04,220.27,217.43,1.3%,مدت,11,حفظ مشتری کلیدی,رد,2021-07-10,2021-07-11,CRM_OFFERS
OFF-0001588,C_258325,2020-02-27,2020-02-28,P_062869,Product_Family_01,79.70,78.61,1.4%,مدت,21,افزایش سهم از سبد,رد,2020-03-11,2020-03-12,CRM_OFFERS
OFF-0001589,C_152040,2021-01-21,2021-01-23,P_RARE_Product_Family_03,Product_Family_03,79.37,72.73,8.4%,حجمی,29,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001590,C_746892,2020-01-15,2020-01-16,P_108987,Product_Family_03,83.44,76.50,8.3%,قیمتی,24,افزایش حجم سفارش,منقضی,2020-02-02,2020-02-03,CRM_OFFERS
OFF-0001591,C_746892,2022-05-09,2022-05-09,P_327376,Product_Family_03,759.63,749.53,1.3%,قیمتی,16,آزمون محصول,قبول,2022-05-31,2022-05-31,CRM_OFFERS
OFF-0001592,C_746892,2019-12-30,2020-01-01,P_830231,Product_Family_05,125.39,123.08,1.8%,قیمتی,8,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001593,C_806376,2021-07-03,2021-07-04,P_RARE_Product_Family_02,Product_Family_02,198.83,194.18,2.3%,مدت,26,افزایش سهم از سبد,منقضی,2021-08-03,2021-08-04,CRM_OFFERS
OFF-0001594,C_937594,2022-04-10,2022-04-12,P_983543,Product_Family_05,"1,145.16","1,073.01",6.3%,حجمی,30,حفظ مشتری کلیدی,رد,2022-05-10,2022-05-12,CRM_OFFERS
OFF-0001595,C_683666,2022-03-18,2022-03-19,P_RARE_Product_Family_05,Product_Family_05,967.47,901.59,6.8%,مدت,22,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001596,C_683666,2020-03-20,2020-03-20,P_277610,Product_Family_03,87.51,81.11,7.3%,حجمی,14,معرفی محصول جدید,قبول,2020-03-29,2020-03-29,CRM_OFFERS
OFF-0001597,C_126481,2020-06-03,2020-06-05,P_RARE_Product_Family_03,Product_Family_03,53.86,49.65,7.8%,مدت,6,معرفی محصول جدید,رد,2020-06-16,2020-06-18,CRM_OFFERS
OFF-0001598,C_683666,2020-01-28,2020-01-30,P_726474,Product_Family_03,115.24,109.63,4.9%,حجمی,13,حفظ مشتری کلیدی,رد,2020-02-20,2020-02-22,CRM_OFFERS
OFF-0001599,C_245948,2020-02-16,2020-02-17,P_RARE_Product_Family_04,Product_Family_04,69.75,66,5.4%,مدت,5,حفظ مشتری کلیدی,منقضی,2020-03-14,2020-03-15,CRM_OFFERS
