offer_id,customer_id,offer_date,available_at,product_id,product_family,base_price_per_unit,offered_price_per_unit,offer_discount_pct,offer_type,validity_days,offer_reason,result,decision_at,decision_available_at,source_system
OFF-0001380,C_593639,2020-05-08,2020-05-09,P_RARE_Product_Family_03,Product_Family_03,65.13,61.09,0.0621,حجمی,22,معرفی محصول جدید,قبول,2020-06-03,2020-06-04,CRM_OFFERS
OFF-0001381,C_683666,2020-07-12,2020-07-14,P_067181,Product_Family_03,120.51,113.64,0.057,حجمی,30,حفظ مشتری کلیدی,منقضی‌شده,2020-08-03,2020-08-05,CRM_OFFERS
OFF-0001382,C_698497,2020-07-29,2020-07-31,P_635146,Product_Family_03,83.29,77.28,0.0722,مدت‌دار,6,حفظ مشتری کلیدی,منقضی‌شده,2020-08-03,2020-08-05,CRM_OFFERS
OFF-0001383,C_117580,2020-07-03,2020-07-03,P_047794,Product_Family_02,123.53,115.24,0.0671,حجمی,14,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001384,C_746892,2020-08-17,2020-08-17,P_228625,Product_Family_03,108.03,99.14,0.0823,قیمتی,16,رقابت قیمتی,رد,2020-08-31,2020-08-31,CRM_OFFERS
OFF-0001385,C_514318,2022-05-04,2022-05-05,P_077463,Product_Family_04,483.03,445.74,0.0772,قیمتی,24,افزایش حجم سفارش,قبول,2022-05-13,2022-05-14,CRM_OFFERS
OFF-0001386,C_050237,2021-08-14,2021-08-15,P_RARE_Product_Family_04,Product_Family_04,129.64,127.38,0.0174,قیمتی,26,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001387,C_951507,2021-10-18,2021-10-20,P_635050,Product_Family_03,344.62,340.35,0.0124,قیمتی,8,رقابت قیمتی,منقضی‌شده,2021-11-05,2021-11-07,CRM_OFFERS
OFF-0001388,C_806376,2021-07-29,2021-07-31,P_RARE_Product_Family_02,Product_Family_02,208.13,202.41,0.0275,حجمی,10,رقابت قیمتی,منقضی‌شده,2021-08-29,2021-08-31,CRM_OFFERS
OFF-0001389,C_948070,2021-10-16,2021-10-16,P_RARE_Product_Family_05,Product_Family_05,633.96,619.7,0.0225,قیمتی,18,معرفی محصول جدید,رد,2021-11-12,2021-11-12,CRM_OFFERS
OFF-0001390,C_806376,2021-09-19,2021-09-21,P_RARE_Product_Family_02,Product_Family_02,212.51,199.48,0.0613,قیمتی,27,معرفی محصول جدید,قبول,2021-09-23,2021-09-25,CRM_OFFERS
OFF-0001391,C_117580,2020-08-07,2020-08-08,P_RARE_Product_Family_02,Product_Family_02,132.46,123.66,0.0664,حجمی,19,آزمون محصول,رد,2020-08-16,2020-08-17,CRM_OFFERS
OFF-0001392,C_444616,2020-08-04,2020-08-05,P_RARE_Product_Family_04,Product_Family_04,47.67,45.23,0.0512,مدت‌دار,17,رقابت قیمتی,رد,2020-08-30,2020-08-31,CRM_OFFERS
OFF-0001393,C_937594,2022-04-17,2022-04-17,P_983543,Product_Family_05,1145.16,1080.69,0.0563,مدت‌دار,9,تسویه سریع,منقضی‌شده,2022-05-17,2022-05-17,CRM_OFFERS
OFF-0001394,C_746892,2020-02-13,2020-02-13,P_258227,Product_Family_03,102.63,98.41,0.0411,حجمی,7,افزایش حجم سفارش,منقضی‌شده,2020-03-01,2020-03-01,CRM_OFFERS
OFF-0001395,C_419410,2021-06-29,2021-07-01,P_490196,Product_Family_04,178.47,170.22,0.0462,حجمی,25,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001396,C_984759,2022-04-09,2022-04-11,P_509864,Product_Family_03,843.43,817.28,0.031,مدت‌دار,23,افزایش سهم از سبد,قبول,2022-04-17,2022-04-19,CRM_OFFERS
OFF-0001397,C_117580,2020-05-14,2020-05-15,P_RARE_Product_Family_02,Product_Family_02,104.24,100.49,0.036,قیمتی,15,معرفی محصول جدید,رد,2020-05-26,2020-05-27,CRM_OFFERS
OFF-0001398,C_842281,2020-08-17,2020-08-18,P_RARE_Product_Family_03,Product_Family_03,81.87,80.16,0.0209,مدت‌دار,13,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001399,C_683666,2020-04-11,2020-04-11,P_RARE_Product_Family_03,Product_Family_03,111.23,108.35,0.0259,مدت‌دار,5,معرفی محصول جدید,منقضی‌شده,2020-04-15,2020-04-15,CRM_OFFERS
OFF-0001400,C_310107,2020-10-22,2020-10-23,P_RARE_Product_Family_03,Product_Family_03,108.92,101.37,0.0693,مدت‌دار,14,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001401,C_412635,2020-11-19,2020-11-19,P_402763,Product_Family_05,158.65,146.85,0.0744,مدت‌دار,6,رقابت قیمتی,منقضی‌شده,2020-12-10,2020-12-10,CRM_OFFERS
OFF-0001402,C_361181,2021-04-24,2021-04-24,P_RARE_Product_Family_05,Product_Family_05,258.84,243.52,0.0592,قیمتی,30,افزایش حجم سفارش,منقضی‌شده,2021-05-02,2021-05-02,CRM_OFFERS
OFF-0001403,C_593639,2020-02-29,2020-03-02,P_RARE_Product_Family_05,Product_Family_05,64.65,60.5,0.0642,مدت‌دار,22,افزایش سهم از سبد,قبول,2020-03-12,2020-03-14,CRM_OFFERS
OFF-0001404,C_746892,2021-10-18,2021-10-20,P_RARE_Product_Family_02,Product_Family_02,348.64,331.52,0.0491,مدت‌دار,20,معرفی محصول جدید,قبول,2021-11-16,2021-11-18,CRM_OFFERS
OFF-0001405,C_806376,2021-05-10,2021-05-11,P_RARE_Product_Family_02,Product_Family_02,204.35,193.29,0.0541,قیمتی,12,معرفی محصول جدید,رد,2021-05-13,2021-05-14,CRM_OFFERS
OFF-0001406,C_746892,2021-08-20,2021-08-21,P_RARE_Product_Family_03,Product_Family_03,202.21,194.32,0.039,قیمتی,10,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001407,C_683666,2020-03-18,2020-03-18,P_RARE_Product_Family_05,Product_Family_05,157.51,150.58,0.044,قیمتی,28,افزایش حجم سفارش,درحال مذاکره,,,CRM_OFFERS
OFF-0001408,C_172705,2020-11-11,2020-11-13,P_441295,Product_Family_03,166.94,161.13,0.0348,حجمی,28,معرفی محصول جدید,قبول,2020-12-02,2020-12-04,CRM_OFFERS
OFF-0001409,C_806376,2021-06-30,2021-07-01,P_RARE_Product_Family_02,Product_Family_02,203.9,195.78,0.0398,حجمی,20,حفظ مشتری کلیدی,رد,2021-07-26,2021-07-27,CRM_OFFERS
OFF-0001410,C_051535,2021-02-24,2021-02-24,P_434331,Product_Family_04,101.85,93.28,0.0841,مدت‌دار,8,افزایش سهم از سبد,قبول,2021-03-21,2021-03-21,CRM_OFFERS
OFF-0001411,C_828155,2020-07-31,2020-08-01,P_037045,Product_Family_03,63.91,58.85,0.0791,قیمتی,16,تسویه سریع,منقضی‌شده,2020-08-20,2020-08-21,CRM_OFFERS
OFF-0001412,C_799217,2021-11-15,2021-11-16,P_514119,Product_Family_04,404.39,396.59,0.0193,حجمی,18,تسویه سریع,منقضی‌شده,2021-11-18,2021-11-19,CRM_OFFERS
OFF-0001413,C_862106,2021-11-15,2021-11-17,P_RARE_Product_Family_03,Product_Family_03,472.64,465.93,0.0142,قیمتی,26,آزمون محصول,رد,2021-12-14,2021-12-16,CRM_OFFERS
OFF-0001414,C_117580,2020-09-05,2020-09-07,P_047794,Product_Family_02,134.04,130.1,0.0294,قیمتی,28,معرفی محصول جدید,رد,2020-09-17,2020-09-19,CRM_OFFERS
OFF-0001415,C_954731,2021-03-20,2021-03-20,P_RARE_Product_Family_04,Product_Family_04,55.99,54.63,0.0243,حجمی,10,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001416,C_862106,2021-09-30,2021-09-30,P_343377,Product_Family_03,306.49,294.38,0.0395,قیمتی,12,آزمون محصول,قبول,2021-10-21,2021-10-21,CRM_OFFERS
OFF-0001417,C_421536,2020-07-16,2020-07-17,P_632558,Product_Family_04,46.03,44.45,0.0344,قیمتی,20,رقابت قیمتی,منقضی‌شده,2020-08-02,2020-08-03,CRM_OFFERS
OFF-0001418,C_683666,2021-03-25,2021-03-27,P_870060,Product_Family_03,196.7,188.1,0.0437,قیمتی,20,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001419,C_683666,2020-05-16,2020-05-16,P_484354,Product_Family_03,110.33,106.07,0.0386,مدت‌دار,28,معرفی محصول جدید,قبول,2020-05-31,2020-05-31,CRM_OFFERS
OFF-0001420,C_887838,2020-02-09,2020-02-09,P_490196,Product_Family_04,85.51,80.01,0.0643,قیمتی,23,حفظ مشتری کلیدی,قبول,2020-02-15,2020-02-15,CRM_OFFERS
OFF-0001421,C_808695,2020-12-04,2020-12-06,P_787809,Product_Family_03,121.99,113.54,0.0693,قیمتی,15,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001422,C_980626,2021-09-10,2021-09-11,P_664570,Product_Family_03,235.03,217.54,0.0744,قیمتی,7,معرفی محصول جدید,منقضی‌شده,2021-09-25,2021-09-26,CRM_OFFERS
OFF-0001423,C_672706,2020-11-11,2020-11-11,P_RARE_Product_Family_05,Product_Family_05,90.28,83.11,0.0794,مدت‌دار,25,تسویه سریع,قبول,2020-11-30,2020-11-30,CRM_OFFERS
OFF-0001424,C_338236,2021-11-10,2021-11-12,P_047350,Product_Family_04,263.05,240.82,0.0845,مدت‌دار,17,معرفی محصول جدید,رد,2021-12-04,2021-12-06,CRM_OFFERS
OFF-0001425,C_603968,2020-11-23,2020-11-24,P_RARE_Product_Family_05,Product_Family_05,199.41,196.52,0.0145,قیمتی,9,رقابت قیمتی,منقضی‌شده,2020-12-21,2020-12-22,CRM_OFFERS
OFF-0001426,C_083552,2021-03-15,2021-03-15,P_525309,Product_Family_03,197.62,193.75,0.0196,قیمتی,27,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001427,C_113139,2020-02-08,2020-02-10,P_337281,Product_Family_04,74.21,72.38,0.0247,مدت‌دار,19,رقابت قیمتی,رد,2020-02-15,2020-02-17,CRM_OFFERS
OFF-0001428,C_633661,2020-10-03,2020-10-04,P_RARE_Product_Family_03,Product_Family_03,132.5,128.56,0.0297,حجمی,11,رقابت قیمتی,منقضی‌شده,2020-10-14,2020-10-15,CRM_OFFERS
OFF-0001429,C_984759,2020-12-03,2020-12-03,P_215720,Product_Family_03,218.08,210.49,0.0348,قیمتی,29,تسویه سریع,قبول,2020-12-19,2020-12-19,CRM_OFFERS
OFF-0001430,C_717003,2020-05-19,2020-05-21,P_964660,Product_Family_04,100.11,97.18,0.0293,مدت‌دار,5,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001431,C_479796,2020-05-21,2020-05-21,P_528372,Product_Family_01,79.36,77.44,0.0242,حجمی,13,معرفی محصول جدید,قبول,2020-06-12,2020-06-12,CRM_OFFERS
OFF-0001432,C_519849,2020-08-06,2020-08-07,P_RARE_Product_Family_03,Product_Family_03,55.41,54.35,0.0192,قیمتی,21,رقابت قیمتی,منقضی‌شده,2020-08-24,2020-08-25,CRM_OFFERS
OFF-0001433,C_117580,2020-07-25,2020-07-27,P_RARE_Product_Family_02,Product_Family_02,127.74,125.94,0.0141,مدت‌دار,29,رقابت قیمتی,رد,2020-08-07,2020-08-09,CRM_OFFERS
OFF-0001434,C_265163,2021-04-16,2021-04-17,P_RARE_Product_Family_04,Product_Family_04,51.98,49.41,0.0495,حجمی,25,معرفی محصول جدید,منقضی‌شده,2021-04-30,2021-05-01,CRM_OFFERS
OFF-0001435,C_265163,2021-06-20,2021-06-22,P_RARE_Product_Family_04,Product_Family_04,59.77,57.11,0.0445,حجمی,7,افزایش حجم سفارش,رد,2021-06-29,2021-07-01,CRM_OFFERS
OFF-0001436,C_664019,2020-10-25,2020-10-25,P_170449,Product_Family_03,142.72,137.1,0.0394,حجمی,15,افزایش حجم سفارش,قبول,2020-10-30,2020-10-30,CRM_OFFERS
OFF-0001437,C_245948,2020-09-15,2020-09-16,P_RARE_Product_Family_04,Product_Family_04,65.15,62.92,0.0343,حجمی,23,حفظ مشتری کلیدی,منقضی‌شده,2020-10-16,2020-10-17,CRM_OFFERS
OFF-0001438,C_603968,2020-06-01,2020-06-01,P_519878,Product_Family_05,139.11,129.4,0.0698,مدت‌دار,19,آزمون محصول,قبول,2020-07-02,2020-07-02,CRM_OFFERS
OFF-0001439,C_374172,2020-02-17,2020-02-18,P_RARE_Product_Family_04,Product_Family_04,46.62,43.6,0.0647,مدت‌دار,27,آزمون محصول,منقضی‌شده,2020-03-15,2020-03-16,CRM_OFFERS
OFF-0001440,C_063926,2020-04-26,2020-04-26,P_529239,Product_Family_04,39.05,38.47,0.0149,قیمتی,21,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001441,C_806376,2021-05-09,2021-05-11,P_593409,Product_Family_02,184.48,180.79,0.02,مدت‌دار,13,حفظ مشتری کلیدی,قبول,2021-06-09,2021-06-11,CRM_OFFERS
OFF-0001442,C_672706,2021-03-02,2021-03-04,P_RARE_Product_Family_02,Product_Family_02,108.37,99.72,0.0798,مدت‌دار,11,حفظ مشتری کلیدی,قبول,2021-03-20,2021-03-22,CRM_OFFERS
OFF-0001443,C_117580,2020-05-19,2020-05-20,P_700346,Product_Family_02,112.16,102.64,0.0849,قیمتی,29,معرفی محصول جدید,رد,2020-06-10,2020-06-11,CRM_OFFERS
OFF-0001444,C_937594,2021-03-24,2021-03-26,P_983543,Product_Family_05,218.93,211.22,0.0352,مدت‌دار,15,رقابت قیمتی,قبول,2021-04-07,2021-04-09,CRM_OFFERS
OFF-0001445,C_421536,2021-07-28,2021-07-29,P_989949,Product_Family_04,277.79,266.62,0.0402,مدت‌دار,7,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001446,C_691869,2021-11-26,2021-11-27,P_RARE_Product_Family_04,Product_Family_04,374.59,365.23,0.025,مدت‌دار,5,افزایش حجم سفارش,رد,2021-12-01,2021-12-02,CRM_OFFERS
OFF-0001447,C_806376,2021-08-13,2021-08-13,P_769459,Product_Family_02,238.69,231.51,0.0301,قیمتی,23,آزمون محصول,منقضی‌شده,2021-08-23,2021-08-23,CRM_OFFERS
OFF-0001448,C_683666,2020-02-22,2020-02-23,P_RARE_Product_Family_05,Product_Family_05,163.8,154.73,0.0554,حجمی,9,معرفی محصول جدید,رد,2020-02-24,2020-02-25,CRM_OFFERS
OFF-0001449,C_593639,2020-08-22,2020-08-22,P_RARE_Product_Family_03,Product_Family_03,64.81,60.89,0.0605,قیمتی,27,حفظ مشتری کلیدی,منقضی‌شده,2020-08-28,2020-08-28,CRM_OFFERS
OFF-0001450,C_698497,2021-02-23,2021-02-25,P_576643,Product_Family_05,258.93,244.71,0.0549,مدت‌دار,29,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001451,C_265163,2021-05-06,2021-05-06,P_RARE_Product_Family_04,Product_Family_04,53.08,50.43,0.0499,قیمتی,11,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001452,C_825107,2021-12-26,2021-12-26,P_541402,Product_Family_01,380.2,355.45,0.0651,قیمتی,13,افزایش سهم از سبد,منقضی‌شده,2022-01-20,2022-01-20,CRM_OFFERS
OFF-0001453,C_750894,2021-10-12,2021-10-13,P_RARE_Product_Family_04,Product_Family_04,344.21,323.56,0.06,مدت‌دار,21,افزایش حجم سفارش,رد,2021-11-02,2021-11-03,CRM_OFFERS
OFF-0001454,C_117580,2020-07-27,2020-07-27,P_RARE_Product_Family_02,Product_Family_02,130.87,126.33,0.0347,مدت‌دار,9,آزمون محصول,منقضی‌شده,2020-08-25,2020-08-25,CRM_OFFERS
OFF-0001455,C_756222,2020-04-20,2020-04-21,P_995645,Product_Family_03,100.57,97.58,0.0297,حجمی,17,آزمون محصول,رد,2020-05-15,2020-05-16,CRM_OFFERS
OFF-0001456,C_512037,2021-11-06,2021-11-07,P_490196,Product_Family_04,371.26,354.63,0.0448,مدت‌دار,19,تسویه سریع,رد,2021-11-14,2021-11-15,CRM_OFFERS
OFF-0001457,C_661757,2020-08-29,2020-08-31,P_RARE_Product_Family_05,Product_Family_05,142.76,137.08,0.0398,قیمتی,27,افزایش حجم سفارش,قبول,2020-09-01,2020-09-03,CRM_OFFERS
OFF-0001458,C_523504,2021-03-01,2021-03-01,P_565736,Product_Family_05,235.79,230.98,0.0204,حجمی,17,معرفی محصول جدید,منقضی‌شده,2021-03-23,2021-03-23,CRM_OFFERS
OFF-0001459,C_473035,2020-11-25,2020-11-26,P_RARE_Product_Family_02,Product_Family_02,152.26,149.92,0.0154,حجمی,25,افزایش سهم از سبد,رد,2020-12-12,2020-12-13,CRM_OFFERS
OFF-0001460,C_769491,2022-04-01,2022-04-03,P_655926,Product_Family_04,791.24,752.31,0.0492,مدت‌دار,16,افزایش حجم سفارش,رد,2022-04-16,2022-04-18,CRM_OFFERS
OFF-0001461,C_938531,2020-06-26,2020-06-27,P_650635,Product_Family_04,94.02,88.92,0.0542,قیمتی,8,تسویه سریع,منقضی‌شده,2020-07-15,2020-07-16,CRM_OFFERS
OFF-0001462,C_746892,2021-02-03,2021-02-03,P_RARE_Product_Family_05,Product_Family_05,256.25,241.05,0.0593,حجمی,26,رقابت قیمتی,درحال مذاکره,,,CRM_OFFERS
OFF-0001463,C_010649,2021-03-24,2021-03-26,P_RARE_Product_Family_05,Product_Family_05,289.55,270.93,0.0643,قیمتی,19,تسویه سریع,رد,2021-04-21,2021-04-23,CRM_OFFERS
OFF-0001464,C_746892,2020-12-29,2020-12-29,P_RARE_Product_Family_03,Product_Family_03,171.96,166.99,0.0289,قیمتی,22,معرفی محصول جدید,قبول,2021-01-25,2021-01-25,CRM_OFFERS
OFF-0001465,C_769491,2021-08-10,2021-08-12,P_268087,Product_Family_01,207.92,200.85,0.034,مدت‌دار,14,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001466,C_568392,2021-04-18,2021-04-19,P_RARE_Product_Family_01,Product_Family_01,186.06,178.8,0.039,حجمی,6,افزایش سهم از سبد,منقضی‌شده,2021-04-24,2021-04-25,CRM_OFFERS
OFF-0001467,C_683666,2020-08-30,2020-08-30,P_264078,Product_Family_03,123.1,117.67,0.0441,مدت‌دار,24,افزایش حجم سفارش,قبول,2020-09-09,2020-09-09,CRM_OFFERS
OFF-0001468,C_465481,2021-01-02,2021-01-03,P_427325,Product_Family_05,205.38,188.19,0.0837,مدت‌دار,28,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001469,C_180745,2020-09-05,2020-09-05,P_RARE_Product_Family_04,Product_Family_04,47.2,46.55,0.0137,حجمی,20,افزایش حجم سفارش,قبول,2020-09-19,2020-09-19,CRM_OFFERS
OFF-0001470,C_317124,2021-02-07,2021-02-08,P_RARE_Product_Family_03,Product_Family_03,92.43,91.12,0.0142,حجمی,25,معرفی محصول جدید,رد,2021-02-12,2021-02-13,CRM_OFFERS
OFF-0001471,C_762928,2021-08-17,2021-08-19,P_RARE_Product_Family_04,Product_Family_04,138.09,126.48,0.0841,مدت‌دار,7,افزایش سهم از سبد,قبول,2021-09-16,2021-09-18,CRM_OFFERS
OFF-0001472,C_197461,2022-02-22,2022-02-22,P_577334,Product_Family_06,591.16,544.4,0.0791,مدت‌دار,15,افزایش حجم سفارش,منقضی‌شده,2022-03-20,2022-03-20,CRM_OFFERS
OFF-0001473,C_683666,2021-07-01,2021-07-02,P_RARE_Product_Family_03,Product_Family_03,216.48,200.46,0.074,مدت‌دار,23,افزایش حجم سفارش,رد,2021-07-23,2021-07-24,CRM_OFFERS
OFF-0001474,C_245948,2020-10-03,2020-10-05,P_RARE_Product_Family_04,Product_Family_04,75.91,70.67,0.069,قیمتی,5,حفظ مشتری کلیدی,درحال مذاکره,,,CRM_OFFERS
OFF-0001475,C_683666,2020-05-23,2020-05-23,P_484354,Product_Family_03,110.33,103.28,0.0639,مدت‌دار,13,معرفی محصول جدید,منقضی‌شده,2020-06-05,2020-06-05,CRM_OFFERS
OFF-0001476,C_117580,2020-06-15,2020-06-16,P_RARE_Product_Family_02,Product_Family_02,112.28,105.68,0.0588,مدت‌دار,21,آزمون محصول,رد,2020-06-23,2020-06-24,CRM_OFFERS
OFF-0001477,C_472366,2022-05-02,2022-05-04,P_RARE_Product_Family_03,Product_Family_03,908.29,859.42,0.0538,قیمتی,29,تسویه سریع,قبول,2022-05-06,2022-05-08,CRM_OFFERS
OFF-0001478,C_524968,2021-01-27,2021-01-27,P_655926,Product_Family_04,164.75,156.73,0.0487,حجمی,11,افزایش حجم سفارش,منقضی‌شده,2021-02-26,2021-02-26,CRM_OFFERS
OFF-0001479,C_769491,2020-07-08,2020-07-09,P_RARE_Product_Family_04,Product_Family_04,75.9,72.58,0.0437,مدت‌دار,19,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001480,C_768792,2021-06-06,2021-06-08,P_812406,Product_Family_04,103.4,95.67,0.0748,مدت‌دار,15,تسویه سریع,قبول,2021-06-11,2021-06-13,CRM_OFFERS
OFF-0001481,C_063926,2020-03-20,2020-03-21,P_RARE_Product_Family_04,Product_Family_04,38.92,35.81,0.0799,قیمتی,7,معرفی محصول جدید,درحال مذاکره,,,CRM_OFFERS
OFF-0001482,C_117580,2020-06-09,2020-06-10,P_275491,Product_Family_02,119.5,111.77,0.0647,مدت‌دار,5,تسویه سریع,رد,2020-07-05,2020-07-06,CRM_OFFERS
OFF-0001483,C_756222,2020-03-29,2020-03-29,P_787809,Product_Family_03,86.54,80.5,0.0698,حجمی,23,رقابت قیمتی,منقضی‌شده,2020-04-29,2020-04-29,CRM_OFFERS
OFF-0001484,C_385527,2021-03-11,2021-03-11,P_611392,Product_Family_03,191.2,180.76,0.0546,حجمی,21,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001485,C_627716,2022-05-10,2022-05-12,P_RARE_Product_Family_04,Product_Family_04,510.07,479.62,0.0597,حجمی,13,رقابت قیمتی,قبول,2022-06-01,2022-06-03,CRM_OFFERS
OFF-0001486,C_937594,2020-07-11,2020-07-13,P_672380,Product_Family_05,127.87,122.18,0.0445,قیمتی,11,حفظ مشتری کلیدی,قبول,2020-07-20,2020-07-22,CRM_OFFERS
OFF-0001487,C_051535,2020-12-17,2020-12-18,P_434331,Product_Family_04,95.31,90.59,0.0495,حجمی,29,معرفی محصول جدید,رد,2020-12-30,2020-12-31,CRM_OFFERS
OFF-0001488,C_683666,2020-10-12,2020-10-13,P_637093,Product_Family_03,134.61,129.98,0.0344,قیمتی,27,معرفی محصول جدید,رد,2020-11-11,2020-11-12,CRM_OFFERS
OFF-0001489,C_117580,2020-08-15,2020-08-15,P_RARE_Product_Family_02,Product_Family_02,127.74,122.71,0.0394,مدت‌دار,19,حفظ مشتری کلیدی,منقضی‌شده,2020-08-19,2020-08-19,CRM_OFFERS
OFF-0001490,C_317124,2021-08-02,2021-08-02,P_RARE_Product_Family_03,Product_Family_03,134.38,130.62,0.028,حجمی,19,افزایش حجم سفارش,رد,2021-08-06,2021-08-06,CRM_OFFERS
OFF-0001491,C_479796,2020-11-09,2020-11-10,P_873855,Product_Family_03,149.04,145.63,0.0229,حجمی,27,آزمون محصول,قبول,2020-12-09,2020-12-10,CRM_OFFERS
OFF-0001492,C_698497,2021-03-27,2021-03-28,P_650055,Product_Family_03,139.06,133.76,0.0381,مدت‌دار,29,تسویه سریع,قبول,2021-04-09,2021-04-10,CRM_OFFERS
OFF-0001493,C_117580,2020-06-13,2020-06-15,P_700346,Product_Family_02,110.81,107.15,0.033,حجمی,11,تسویه سریع,درحال مذاکره,,,CRM_OFFERS
OFF-0001494,C_746892,2020-12-29,2020-12-31,P_RARE_Product_Family_04,Product_Family_04,165.76,157.77,0.0482,حجمی,13,افزایش حجم سفارش,منقضی‌شده,2021-01-20,2021-01-22,CRM_OFFERS
OFF-0001495,C_117580,2020-08-06,2020-08-06,P_RARE_Product_Family_02,Product_Family_02,130.88,125.24,0.0431,مدت‌دار,21,افزایش سهم از سبد,رد,2020-08-23,2020-08-23,CRM_OFFERS
OFF-0001496,C_159514,2020-10-11,2020-10-11,P_031127,Product_Family_01,134.48,126.64,0.0583,قیمتی,23,تسویه سریع,رد,2020-11-11,2020-11-11,CRM_OFFERS
OFF-0001497,C_672706,2021-08-17,2021-08-18,P_RARE_Product_Family_02,Product_Family_02,162.27,153.62,0.0533,مدت‌دار,5,افزایش سهم از سبد,قبول,2021-09-12,2021-09-13,CRM_OFFERS
OFF-0001498,C_806376,2021-10-08,2021-10-09,P_RARE_Product_Family_02,Product_Family_02,282.32,263.01,0.0684,قیمتی,7,افزایش حجم سفارش,قبول,2021-10-17,2021-10-18,CRM_OFFERS
OFF-0001499,C_862106,2021-06-27,2021-06-29,P_RARE_Product_Family_03,Product_Family_03,230.22,215.62,0.0634,مدت‌دار,15,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001500,C_683666,2020-07-22,2020-07-24,P_403496,Product_Family_03,120.51,113.67,0.0568,قیمتی,5,آزمون محصول,منقضی‌شده,2020-07-28,2020-07-30,CRM_OFFERS
OFF-0001501,C_514467,2020-07-08,2020-07-08,P_257054,Product_Family_03,113.51,107.63,0.0518,حجمی,13,آزمون محصول,درحال مذاکره,,,CRM_OFFERS
OFF-0001502,C_113139,2021-11-19,2021-11-20,P_RARE_Product_Family_03,Product_Family_03,237.84,226.73,0.0467,قیمتی,21,افزایش سهم از سبد,قبول,2021-12-16,2021-12-17,CRM_OFFERS
OFF-0001503,C_519849,2020-08-21,2020-08-23,P_585586,Product_Family_03,81.87,78.46,0.0417,حجمی,29,افزایش حجم سفارش,منقضی‌شده,2020-09-13,2020-09-15,CRM_OFFERS
OFF-0001504,C_361181,2022-04-17,2022-04-17,P_RARE_Product_Family_05,Product_Family_05,1006.5,969.66,0.0366,حجمی,11,افزایش سهم از سبد,رد,2022-05-05,2022-05-05,CRM_OFFERS
OFF-0001505,C_698497,2021-07-18,2021-07-19,P_664570,Product_Family_03,173.55,168.08,0.0315,مدت‌دار,19,حفظ مشتری کلیدی,قبول,2021-08-01,2021-08-02,CRM_OFFERS
OFF-0001506,C_258325,2021-10-19,2021-10-21,P_597359,Product_Family_04,305.48,297.38,0.0265,قیمتی,26,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001507,C_317124,2021-08-24,2021-08-24,P_003511,Product_Family_03,177.43,173.63,0.0214,مدت‌دار,8,معرفی محصول جدید,رد,2021-08-29,2021-08-29,CRM_OFFERS
OFF-0001508,C_284990,2021-10-14,2021-10-15,P_903530,Product_Family_03,319.4,314.16,0.0164,مدت‌دار,16,افزایش حجم سفارش,قبول,2021-11-14,2021-11-15,CRM_OFFERS
OFF-0001509,C_155990,2020-03-26,2020-03-28,P_RARE_Product_Family_03,Product_Family_03,63.3,62.58,0.0113,قیمتی,24,تسویه سریع,منقضی‌شده,2020-04-21,2020-04-23,CRM_OFFERS
OFF-0001510,C_357434,2021-06-26,2021-06-26,P_103598,Product_Family_03,244.33,240.23,0.0168,مدت‌دار,22,افزایش سهم از سبد,درحال مذاکره,,,CRM_OFFERS
OFF-0001511,C_282979,2021-08-14,2021-08-16,P_421668,Product_Family_04,153.63,150.27,0.0219,حجمی,14,معرفی محصول جدید,قبول,2021-09-03,2021-09-05,CRM_OFFERS
OFF-0001512,C_479796,2020-09-17,2020-09-18,P_028268,Product_Family_03,105.51,102.67,0.0269,قیمتی,6,تسویه سریع,رد,2020-10-12,2020-10-13,CRM_OFFERS
