customer_id,monetary,sow,margin,on_time,check_quality,frequency,recency,trend,offer_accept,growth_capacity,score,value_tier,monetary_raw,sow_raw,margin_raw,on_time_raw,check_quality_raw,frequency_raw,recency_days
C_589205,0.3121,0.3061,,,,0.3121,0.3822,,,0.4679,33.0,مشتری قرمز,0.0,0.0,,,,0,367.0
C_589300,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5761,,,0.0208,36.3,مشتری قرمز,0.0,0.0,,0.0,1.0,0,213.0
C_590257,0.3121,0.3061,,,,0.3121,0.347,,,0.4848,32.6,مشتری قرمز,0.0,0.0,,,,0,409.0
C_590554,0.8059,0.7003,0.1646,0.3656,0.5158,0.7787,0.6458,,,0.7804,58.3,مشتری پرچالش,1044190.5,0.0883,0.0138,0.0,1.0,2,136.0
C_591112,0.7531,0.7708,0.07,0.3656,0.5158,0.7787,0.6611,,,0.6266,56.5,مشتری پرچالش,461261.39,0.1117,-0.0514,0.0,1.0,2,129.0
C_591411,0.691,0.8846,0.3004,0.8538,0.5158,0.9076,0.9848,0.3796,,0.1026,67.1,مشتری پایدار,114192.75,0.2317,0.044,0.1305,1.0,6,31.0
C_593639,0.9363,0.9567,0.9671,0.9051,0.0119,0.9076,0.7155,0.3942,,0.8574,77.4,مشتری پایدار,8581427.9,0.355,0.2013,0.1976,0.8571,6,94.0
C_594561,0.9177,0.9696,0.4609,0.3656,0.5158,0.9402,0.8774,0.3723,,0.8285,70.3,مشتری پایدار,5442899.16,0.3717,0.067,0.0,1.0,9,59.0
C_598080,0.927,0.8381,0.2798,0.3656,0.5158,0.9301,0.7556,0.8832,0.8154,0.891,70.0,مشتری پایدار,6693376.74,0.185,0.0403,0.0,1.0,8,80.0
C_600979,0.8043,0.8349,0.8724,0.3656,0.5158,0.8921,0.8774,0.5328,,0.6587,72.1,مشتری پایدار,1030234.96,0.1783,0.1419,0.0,1.0,5,59.0
C_603877,0.7842,0.9744,0.8025,0.8696,0.5158,0.9076,0.8774,0.3504,,0.5561,77.4,مشتری پایدار,700314.33,0.3817,0.1207,0.1399,1.0,6,59.0
C_603968,0.8339,0.851,0.4856,0.8379,0.5158,0.8703,0.9848,0.7299,,0.7933,76.3,مشتری پایدار,1520335.34,0.1967,0.0705,0.1081,1.0,4,31.0
C_606701,0.6506,0.774,0.5802,0.3656,0.5158,0.7787,0.6266,,0.8154,0.0545,60.7,مشتری پایدار,27015.09,0.115,0.0818,0.0,1.0,2,150.0
C_608571,0.3121,0.3061,,,,0.3121,0.5088,,,0.9792,37.8,مشتری قرمز,0.0,0.0,,,,0,262.0
C_611705,0.3121,0.3061,,,,0.3121,0.5649,,,0.0112,33.2,مشتری قرمز,0.0,0.0,,,,0,220.0
C_616910,0.3121,0.3061,,,,0.3121,0.3518,,,0.2131,31.1,مشتری قرمز,0.0,0.0,,,,0,402.0
C_618530,0.8261,0.641,0.0535,0.3656,0.5158,0.7787,0.6611,,,0.8221,56.4,مشتری پرچالش,1441240.57,0.0567,-0.0781,0.0,1.0,2,129.0
C_621209,0.3121,0.3061,,,,0.3121,0.5649,,,0.8942,38.2,مشتری قرمز,0.0,0.0,,,,0,220.0
C_622797,0.3121,0.3061,,,,0.3121,0.3598,,,0.1122,30.6,مشتری قرمز,0.0,0.0,,,,0,395.0
C_624339,0.3121,0.3061,,,,0.3121,0.149,,,0.3542,28.8,مشتری قرمز,0.0,0.0,,,,0,675.0
C_625486,0.3121,0.3061,,,,0.3121,0.3333,,,0.4503,32.2,مشتری قرمز,0.0,0.0,,,,0,423.0
C_627716,0.9193,0.8109,0.1564,0.3656,0.5158,0.7787,0.8349,0.7518,0.8154,0.9471,66.1,مشتری پایدار,5767987.75,0.145,0.0117,0.0,1.0,2,66.0
C_631025,0.3121,0.3061,,,,0.3121,0.1066,,,0.492,29.0,مشتری قرمز,0.0,0.0,,,,0,724.0
C_632933,0.722,0.6554,0.037,,,0.684,0.6458,,,0.6122,55.3,مشتری پرچالش,226276.2,0.0633,-0.1243,,,1,136.0
C_633091,0.3121,0.3061,,,,0.3121,0.2051,,,0.3429,29.6,مشتری قرمز,0.0,0.0,,,,0,598.0
C_633514,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5649,,,0.109,36.6,مشتری قرمز,0.0,0.0,,0.0,1.0,0,220.0
C_633661,0.9969,0.8766,0.6914,0.8261,0.0237,0.9852,0.9848,0.9635,0.2077,0.992,78.6,مشتری پایدار,61842569.74,0.2267,0.1006,0.099,0.9583,20,31.0
C_636079,0.9006,0.6635,0.5185,0.3656,0.5158,0.684,0.7556,,0.2077,0.9487,63.4,مشتری پایدار,4249137.97,0.0683,0.0739,0.0,1.0,1,80.0
C_638314,0.3121,0.3061,,,,0.3121,0.2764,,,0.5032,31.6,مشتری قرمز,0.0,0.0,,,,0,493.0
C_642833,0.3121,0.3061,,,,0.3121,0.1803,,,0.4712,30.0,مشتری قرمز,0.0,0.0,,,,0,633.0
C_645011,0.3121,0.3061,,,,0.3121,0.2524,,,0.3998,30.6,مشتری قرمز,0.0,0.0,,,,0,528.0
C_646025,0.3121,0.3061,,,,0.3121,0.0785,,,0.3686,27.8,مشتری قرمز,0.0,0.0,,,,0,766.0
C_649318,0.3121,0.3061,,,,0.3121,0.4591,,,0.0272,31.7,مشتری قرمز,0.0,0.0,,,,0,311.0
C_651986,0.3121,0.3061,,,,0.3121,0.0465,,,0.4127,27.6,مشتری قرمز,0.0,0.0,,,,0,822.0
C_657627,0.9286,0.9519,0.8313,0.3656,0.5158,0.9076,0.7941,0.8102,,0.7821,77.8,مشتری پایدار,6900711.28,0.345,0.1256,0.0,1.0,6,73.0
C_658292,0.3121,0.3061,,,,0.3121,0.3253,,,0.4327,31.9,مشتری قرمز,0.0,0.0,,,,0,430.0
C_658638,0.3121,0.3061,,,,0.3121,0.5505,,,0.6186,36.4,مشتری قرمز,0.0,0.0,,,,0,227.0
C_661757,0.9099,0.859,0.9877,0.3656,0.5158,0.8346,0.6811,0.0365,,0.8141,70.1,مشتری پایدار,4574177.18,0.2067,0.252,0.0,1.0,3,115.0
C_662193,0.3121,0.3061,,,,0.3121,0.4776,,,0.9615,37.2,مشتری قرمز,0.0,0.0,,,,0,297.0
C_662380,0.3121,0.3061,,,,0.3121,0.1603,,,0.4768,29.7,مشتری قرمز,0.0,0.0,,,,0,661.0
C_664019,0.8851,0.8013,0.4403,0.3656,0.5158,0.8703,0.9191,0.1387,,0.8494,64.7,مشتری پایدار,3136727.02,0.1267,0.064,0.0,1.0,4,52.0
C_665890,0.3121,0.3061,,,,0.3121,0.1667,,,0.4223,29.5,مشتری قرمز,0.0,0.0,,,,0,654.0
C_666149,0.3121,0.3061,,,,0.3121,0.3598,,,0.3734,32.1,مشتری قرمز,0.0,0.0,,,,0,395.0
C_669722,0.3121,0.3061,,,,0.3121,0.2764,,,0.2933,30.4,مشتری قرمز,0.0,0.0,,,,0,493.0
C_671162,0.3121,0.3061,,,,0.3121,0.3678,,,0.3077,31.9,مشتری قرمز,0.0,0.0,,,,0,388.0
C_672256,0.9876,0.9776,0.8848,0.9407,0.5158,0.9814,0.8774,0.0657,0.8154,0.9583,82.9,شریک طلایی,31005171.73,0.395,0.1444,0.2741,1.0,18,59.0
C_672706,0.8835,0.7292,0.0247,0.3656,0.5158,0.684,0.7941,,0.8154,0.9103,60.0,مشتری پایدار,3033591.43,0.1,-0.1399,0.0,1.0,1,73.0
C_673190,0.3121,0.3061,,,,0.3121,0.4487,,,0.6538,35.0,مشتری قرمز,0.0,0.0,,,,0,318.0
C_677156,0.3121,0.3061,,,,0.3121,0.516,,,0.0801,32.8,مشتری قرمز,0.0,0.0,,,,0,255.0
C_677190,0.896,0.8429,0.5926,0.3656,0.5158,0.8346,0.7556,0.6423,,0.8301,70.0,مشتری پایدار,4027631.45,0.1883,0.0839,0.0,1.0,3,80.0
C_682000,0.3121,0.3061,,,,0.3121,0.1843,,,0.2284,28.6,مشتری قرمز,0.0,0.0,,,,0,626.0
C_683666,0.9705,0.9647,0.5514,0.7549,0.5158,0.9534,0.9952,0.2993,0.5231,0.9503,77.2,مشتری پایدار,19898070.38,0.3683,0.0786,0.0269,1.0,11,24.0
C_687039,0.3121,0.3061,,,,0.3121,0.0224,,,0.4968,27.7,مشتری قرمز,0.0,0.0,,,,0,864.0
C_687729,0.3121,0.3061,,,,0.3121,0.5385,,,0.5337,35.7,مشتری قرمز,0.0,0.0,,,,0,234.0
C_690888,0.3121,0.3061,,,,0.3121,0.4872,,,0.9327,37.2,مشتری قرمز,0.0,0.0,,,,0,290.0
C_691158,0.3121,0.3061,,,,0.3121,0.1995,,,0.3333,29.5,مشتری قرمز,0.0,0.0,,,,0,605.0
C_691869,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5505,,,0.9984,40.0,مشتری پرچالش,0.0,0.0,,0.0,1.0,0,227.0
C_692721,0.9627,0.9936,0.8971,0.8458,0.5158,0.9301,0.7941,0.7445,0.2077,0.883,83.3,شریک طلایی,14869291.75,0.46,0.1489,0.1196,1.0,8,73.0
C_696763,0.3121,0.3061,,,,0.3121,0.5016,,,0.8045,36.7,مشتری قرمز,0.0,0.0,,,,0,269.0
C_697340,0.9084,0.734,0.9506,0.3656,0.5158,0.684,0.7556,,,0.9599,73.1,مشتری پایدار,4573790.05,0.1017,0.1797,0.0,1.0,1,80.0
C_698497,0.9457,0.976,0.4897,0.8498,0.5158,0.9907,0.9511,0.781,0.4154,0.8462,80.4,شریک طلایی,10772386.75,0.3817,0.0705,0.1305,1.0,29,45.0
C_700197,0.6677,0.6763,0.7078,0.9644,0.5158,0.684,0.6266,,,0.0978,67.7,مشتری پایدار,50635.37,0.075,0.1033,0.3966,1.0,1,150.0
C_701289,0.3121,0.3061,,,,0.3121,0.1723,,,0.5048,30.0,مشتری قرمز,0.0,0.0,,,,0,647.0
C_701486,0.3121,0.3061,,,,0.3121,0.1667,,,0.3237,28.9,مشتری قرمز,0.0,0.0,,,,0,654.0
C_703200,0.8991,0.7997,0.6379,0.3656,0.5158,0.8703,0.8774,0.0511,0.2077,0.8702,64.8,مشتری پایدار,4205132.83,0.1267,0.0903,0.0,1.0,4,59.0
C_703801,0.3121,0.3061,,,,0.3121,0.2716,,,0.254,30.1,مشتری قرمز,0.0,0.0,,,,0,500.0
C_704122,0.3121,0.3061,,,,0.3121,0.0321,,,0.278,26.6,مشتری قرمز,0.0,0.0,,,,0,857.0
C_705572,0.9783,0.9679,0.5226,0.8933,0.5158,0.9852,0.8774,0.8978,0.5846,0.9696,83.1,شریک طلایی,26631520.58,0.37,0.0742,0.1899,1.0,20,59.0
C_705680,0.3121,0.3061,,,,0.3121,0.3013,,,0.1851,30.2,مشتری قرمز,0.0,0.0,,,,0,465.0
C_706708,0.3121,0.3061,,,,0.3121,0.3518,,,0.2716,31.4,مشتری قرمز,0.0,0.0,,,,0,402.0
C_708199,0.3121,0.3061,,,,0.3121,0.2428,,,0.1306,29.0,مشتری قرمز,0.0,0.0,,,,0,549.0
C_709044,0.3121,0.3061,,,,0.3121,0.2764,,,0.1851,29.8,مشتری قرمز,0.0,0.0,,,,0,493.0
C_710912,0.9689,0.7981,0.716,0.3656,0.5158,0.8703,0.8774,0.6277,,0.9824,74.1,مشتری پایدار,15738912.05,0.1267,0.1045,0.0,1.0,4,59.0
C_714619,0.3121,0.3061,,,,0.3121,0.2051,,,0.2284,29.0,مشتری قرمز,0.0,0.0,,,,0,598.0
C_717003,0.6724,0.7083,0.284,0.9526,0.5158,0.684,0.8349,,,0.5769,65.4,مشتری پایدار,63798.17,0.09,0.0415,0.326,1.0,1,66.0
C_725793,0.3121,0.3061,,,,0.3121,0.2051,,,0.2027,28.8,مشتری قرمز,0.0,0.0,,,,0,598.0
C_727451,0.3121,0.3061,,,,0.3121,0.3205,,,0.3149,31.2,مشتری قرمز,0.0,0.0,,,,0,437.0
C_728285,0.9348,0.8413,0.5967,0.3656,0.5158,0.8346,0.7308,0.8759,,0.9407,72.8,مشتری پایدار,8029958.21,0.1867,0.0848,0.0,1.0,3,87.0
C_729570,0.7997,0.625,0.0165,0.3656,0.5158,0.684,0.6611,,,0.7452,53.7,مشتری پرچالش,959342.81,0.0483,-0.2358,0.0,1.0,1,129.0
C_729868,0.6972,0.9888,0.3909,0.9723,0.5158,0.9076,0.8774,0.4745,,0.0705,71.3,مشتری پایدار,138510.64,0.4333,0.0576,0.4069,1.0,6,59.0
C_730174,0.3121,0.3061,,,,0.3121,0.3117,,,0.2644,30.8,مشتری قرمز,0.0,0.0,,,,0,451.0
C_730195,0.3121,0.3061,,,,0.3121,0.1803,,,0.5176,30.2,مشتری قرمز,0.0,0.0,,,,0,633.0
C_730316,0.3121,0.3061,,,,0.3121,0.0978,,,0.1442,26.9,مشتری قرمز,0.0,0.0,,,,0,731.0
C_731802,0.7127,0.7196,0.3045,0.3656,0.5158,0.684,0.8774,,,0.5497,59.0,مشتری پرچالش,184286.99,0.095,0.0443,0.0,1.0,1,59.0
C_732146,0.7966,0.633,0.93,0.3656,0.5158,0.684,0.7308,,,0.7548,67.9,مشتری پایدار,907938.06,0.0533,0.1563,0.0,1.0,1,87.0
C_733251,0.3121,0.3061,,,,0.3121,0.0513,,,0.4054,27.6,مشتری قرمز,0.0,0.0,,,,0,815.0
C_734316,0.3121,0.3061,,,,0.3121,0.0224,,,0.2748,26.5,مشتری قرمز,0.0,0.0,,,,0,864.0
C_734711,0.3121,0.3061,,,,0.3121,0.5216,,,0.5785,35.7,مشتری قرمز,0.0,0.0,,,,0,248.0
C_739258,0.6786,0.9038,0.7778,0.3656,0.5158,0.8703,0.8774,0.4599,0.2077,0.0962,65.0,مشتری پایدار,76621.32,0.2667,0.1153,0.0,1.0,4,59.0
C_739474,0.8882,0.8926,0.3992,0.3656,0.5158,0.8346,0.9191,0.5985,,0.774,68.8,مشتری پایدار,3458691.1,0.245,0.0591,0.0,1.0,3,52.0
C_739947,0.9301,0.8894,0.0041,0.3656,0.5158,0.92,0.7556,0.1314,,0.9215,60.3,مشتری پایدار,6984611.41,0.2367,-0.6615,0.0,1.0,7,80.0
C_740649,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5873,,,0.1042,36.8,مشتری قرمز,0.0,0.0,,0.0,1.0,0,206.0
C_740903,0.6832,0.9535,0.7284,0.9763,0.5158,0.9076,0.8774,0.4088,,0.0609,74.5,مشتری پایدار,83601.75,0.35,0.1055,0.4386,1.0,6,59.0
C_741459,0.3121,0.3061,,,,0.3121,0.4367,,,0.5272,34.2,مشتری قرمز,0.0,0.0,,,,0,325.0
C_745468,0.3121,0.3061,,,,0.3121,0.5088,,,0.758,36.5,مشتری قرمز,0.0,0.0,,,,0,262.0
C_745897,0.3121,0.3061,,,,0.3121,0.5385,,,0.5353,35.7,مشتری قرمز,0.0,0.0,,,,0,234.0
C_746892,0.9767,0.992,0.6049,0.7668,0.5158,0.9953,0.8774,0.1606,0.4308,0.9135,76.4,مشتری پایدار,26414511.13,0.45,0.0851,0.0337,1.0,43,59.0
C_749079,0.7453,0.7147,0.6749,0.3656,0.5158,0.684,0.7556,,,0.6635,64.3,مشتری پایدار,399773.73,0.0933,0.0988,0.0,1.0,1,80.0
C_749821,0.9612,1.0,0.2634,0.747,0.5158,0.9969,0.8774,0.1022,0.5692,0.8446,71.5,مشتری پایدار,14838216.78,0.5183,0.0368,0.0196,1.0,56,59.0
C_750894,0.3121,0.3061,,,,0.3121,0.5016,,,0.8109,36.7,مشتری قرمز,0.0,0.0,,,,0,269.0
C_754545,0.3121,0.3061,,,,0.3121,0.0321,,,0.3614,27.1,مشتری قرمز,0.0,0.0,,,,0,857.0
C_754665,0.3121,0.3061,,,,0.3121,0.0224,,,0.2091,26.1,مشتری قرمز,0.0,0.0,,,,0,864.0
C_755148,0.3121,0.3061,,,,0.3121,0.5288,,,0.6795,36.4,مشتری قرمز,0.0,0.0,,,,0,241.0
C_756222,0.3121,0.3061,,,,0.3121,0.5016,,,0.7019,36.1,مشتری قرمز,0.0,0.0,,,,0,269.0
C_758522,0.3121,0.3061,,,,0.3121,0.2188,,,0.4503,30.4,مشتری قرمز,0.0,0.0,,,,0,577.0
C_761479,0.3121,0.3061,,,,0.3121,0.387,,,0.7356,34.6,مشتری قرمز,0.0,0.0,,,,0,360.0
C_761946,0.3121,0.3061,,,,0.3121,0.516,,,0.8269,37.0,مشتری قرمز,0.0,0.0,,,,0,255.0
C_762928,0.9798,0.9615,0.6667,0.8617,0.5158,0.948,0.9712,0.9489,,0.9728,86.5,شریک طلایی,26909932.78,0.36,0.0957,0.1358,1.0,10,38.0
C_763443,0.3121,0.3061,,,,0.3121,0.4872,,,0.0176,32.0,مشتری قرمز,0.0,0.0,,,,0,290.0
C_763947,0.3121,0.3061,,,,0.3121,0.3253,,,0.2284,30.8,مشتری قرمز,0.0,0.0,,,,0,430.0
C_768792,0.9472,0.6899,0.3786,0.3656,0.5158,0.8921,0.9511,,,0.9808,68.9,مشتری پایدار,11728531.6,0.0833,0.0568,0.0,1.0,5,45.0
C_769027,0.3121,0.3061,,,,0.3121,0.3774,,,0.2284,31.6,مشتری قرمز,0.0,0.0,,,,0,374.0
C_769450,0.3121,0.3061,,,,0.3121,0.6002,,,0.8766,38.6,مشتری قرمز,0.0,0.0,,,,0,192.0
C_769491,0.6646,0.984,0.4444,0.3656,0.5158,0.8703,0.9191,0.4307,0.2077,0.0737,61.6,مشتری پایدار,45200.74,0.42,0.0642,0.0,1.0,4,52.0
C_770903,0.3121,0.3061,,,,0.3121,0.2364,,,0.141,28.9,مشتری قرمز,0.0,0.0,,,,0,556.0
C_770924,0.3121,0.3061,,,,0.3121,0.0168,,,0.508,27.7,مشتری قرمز,0.0,0.0,,,,0,871.0
C_771431,0.3121,0.3061,,,,0.3121,0.3934,,,0.0625,30.9,مشتری قرمز,0.0,0.0,,,,0,353.0
C_772501,0.8727,0.6458,0.0741,0.3656,0.5158,0.7787,0.7941,,0.5231,0.9375,59.0,مشتری پرچالش,2530128.68,0.0583,-0.045,0.0,1.0,2,73.0
C_773326,0.3121,0.3061,,,,0.3121,0.266,,,0.4127,30.9,مشتری قرمز,0.0,0.0,,,,0,507.0
C_773599,0.7904,0.883,0.9012,0.7312,0.5158,0.7787,0.9511,0.8248,,0.5817,79.1,مشتری پایدار,781254.14,0.23,0.1502,0.0025,1.0,2,45.0
C_776671,0.3121,0.3061,,,,0.3121,0.0321,,,0.3686,27.1,مشتری قرمز,0.0,0.0,,,,0,857.0
C_780041,0.3121,0.3061,,,,0.3121,0.1162,,,0.3429,28.3,مشتری قرمز,0.0,0.0,,,,0,710.0
C_780887,0.9255,0.8446,0.8889,0.3656,0.5158,0.8346,0.9712,0.0146,,0.8205,71.1,مشتری پایدار,6594136.01,0.1883,0.146,0.0,1.0,3,38.0
C_785037,0.3121,0.3061,,,,0.3121,0.2524,,,0.1538,29.3,مشتری قرمز,0.0,0.0,,,,0,528.0
C_789545,0.3121,0.3061,,,,0.3121,0.2845,,,0.1771,29.9,مشتری قرمز,0.0,0.0,,,,0,486.0
C_790639,0.3121,0.3061,,,,0.3121,0.266,,,0.4639,31.2,مشتری قرمز,0.0,0.0,,,,0,507.0
C_790928,0.8618,0.9423,0.6255,0.3656,0.5158,0.8703,0.8774,0.7153,,0.6827,72.8,مشتری پایدار,2214340.57,0.3317,0.0891,0.0,1.0,4,59.0
C_792125,0.8199,0.8365,0.0782,0.3656,0.5158,0.7787,0.9712,0.7664,,0.7067,63.4,مشتری پایدار,1250150.78,0.1833,-0.0442,0.0,1.0,2,38.0
C_793483,0.3121,0.3061,,,,0.3121,0.1603,,,0.1683,27.9,مشتری قرمز,0.0,0.0,,,,0,661.0
C_794049,0.7717,0.6747,0.428,0.9565,0.5158,0.684,0.8349,,,0.9183,70.2,مشتری پایدار,560071.45,0.0733,0.0621,0.3641,1.0,1,66.0
C_797326,0.3121,0.3061,,,,0.3121,0.0553,,,0.4551,28.0,مشتری قرمز,0.0,0.0,,,,0,808.0
C_799217,0.3121,0.3061,,,,0.3121,0.5873,,,0.5433,36.5,مشتری قرمز,0.0,0.0,,,,0,206.0
C_800815,0.6537,0.7772,0.2263,0.3656,0.5158,0.684,0.6611,,,0.0817,54.0,مشتری پرچالش,30937.5,0.1167,0.0309,0.0,1.0,1,129.0
C_801352,0.7578,0.6795,0.7942,0.3656,0.5158,0.684,0.7011,,,0.601,65.1,مشتری پایدار,474882.7,0.0767,0.1191,0.0,1.0,1,101.0
C_802947,0.3121,0.3061,,,,0.3121,0.1995,,,0.2981,29.3,مشتری قرمز,0.0,0.0,,,,0,605.0
C_806360,0.3121,0.3061,,,,0.3121,0.2308,,,0.234,29.4,مشتری قرمز,0.0,0.0,,,,0,563.0
C_806376,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5288,,,0.9968,39.7,مشتری قرمز,0.0,0.0,,0.0,1.0,0,241.0
C_806530,0.3121,0.3061,,,,0.3121,0.0609,,,0.1354,26.3,مشتری قرمز,0.0,0.0,,,,0,801.0
C_808695,0.9115,0.9487,0.4362,0.3656,0.5158,0.9076,0.9191,0.6496,,0.7628,71.7,مشتری پایدار,4689650.6,0.3383,0.0633,0.0,1.0,6,52.0
C_808942,0.8571,0.8526,0.7407,0.3656,0.5158,0.8703,0.9191,0.1971,,0.6987,69.0,مشتری پایدار,2104513.18,0.2017,0.1111,0.0,1.0,4,52.0
C_812674,0.7702,0.7837,0.8189,0.3656,0.5158,0.684,0.6811,,,0.8013,67.9,مشتری پایدار,553743.7,0.1167,0.1237,0.0,1.0,1,115.0
C_815893,0.3121,0.3061,,,,0.3121,0.1603,,,0.3838,29.2,مشتری قرمز,0.0,0.0,,,,0,661.0
C_815913,0.3121,0.3061,,,,0.3121,0.1995,,,0.4848,30.3,مشتری قرمز,0.0,0.0,,,,0,605.0
C_820281,0.3121,0.3061,,,,0.3121,0.3678,,,0.3429,32.1,مشتری قرمز,0.0,0.0,,,,0,388.0
C_822722,0.3121,0.3061,,,,0.3121,0.3117,,,0.1514,30.1,مشتری قرمز,0.0,0.0,,,,0,451.0
C_824449,0.3121,0.3061,,,,0.3121,0.2484,,,0.1354,29.1,مشتری قرمز,0.0,0.0,,,,0,542.0
C_825107,0.7298,0.9167,0.1235,0.3656,0.5158,0.8346,0.8774,0.6131,,0.3365,60.8,مشتری پایدار,280096.32,0.285,0.0025,0.0,1.0,3,59.0
C_826339,0.3121,0.3061,,,,0.3121,0.4071,,,0.9295,36.0,مشتری قرمز,0.0,0.0,,,,0,346.0
C_827200,0.6568,0.8718,0.4568,0.3656,0.5158,0.8346,0.9191,0.4526,,0.0417,61.4,مشتری پایدار,38689.72,0.22,0.0665,0.0,1.0,3,52.0
C_828155,0.7764,0.6266,0.2058,0.3656,0.5158,0.7787,0.6346,,,0.7051,56.8,مشتری پرچالش,626524.58,0.0483,0.0268,0.0,1.0,2,143.0
C_829082,0.9379,0.6875,0.5309,0.3656,0.5158,0.8703,0.8349,,0.8154,0.9391,70.0,مشتری پایدار,8930079.93,0.0817,0.0759,0.0,1.0,4,66.0
C_831485,0.8866,0.8045,0.1481,0.3656,0.5158,0.8346,0.8349,0.1679,,0.7965,59.8,مشتری پرچالش,3332544.0,0.1367,0.0056,0.0,1.0,3,66.0
C_832816,0.3121,0.3061,,,,0.3121,0.3333,,,0.1851,30.7,مشتری قرمز,0.0,0.0,,,,0,423.0
C_836682,0.3121,0.3061,,,,0.3121,0.3013,,,0.4952,31.9,مشتری قرمز,0.0,0.0,,,,0,465.0
C_838088,0.8975,0.9343,0.9342,0.3656,0.5158,0.8703,0.9191,0.3577,0.8154,0.7788,75.4,مشتری پایدار,4172935.6,0.32,0.1579,0.0,1.0,4,52.0
C_839280,0.7624,0.8125,0.2099,0.3656,0.5158,0.9076,0.7941,0.5547,,0.5865,61.5,مشتری پایدار,504977.24,0.15,0.027,0.0,1.0,6,73.0
C_839421,0.3121,0.3061,,,,0.3121,0.0513,,,0.3942,27.6,مشتری قرمز,0.0,0.0,,,,0,815.0
C_840617,0.3121,0.3061,,,,0.3121,0.1066,,,0.5064,29.0,مشتری قرمز,0.0,0.0,,,,0,724.0
C_841232,0.3121,0.3061,,,,0.3121,0.1939,,,0.1683,28.5,مشتری قرمز,0.0,0.0,,,,0,612.0
C_842281,0.3121,0.3061,,,,0.3121,0.1763,,,0.516,30.2,مشتری قرمز,0.0,0.0,,,,0,640.0
C_842603,0.3121,0.3061,,,,0.3121,0.2949,,,0.2188,30.3,مشتری قرمز,0.0,0.0,,,,0,472.0
C_843031,0.9317,0.8157,0.856,0.3656,0.5158,0.8346,0.7308,0.0073,0.2077,0.9038,66.7,مشتری پایدار,7719281.75,0.15,0.1374,0.0,1.0,3,87.0
C_848211,0.9488,0.9359,0.2181,0.3656,0.5158,0.9402,0.7941,0.9343,0.5231,0.8798,70.5,مشتری پایدار,11898999.38,0.3233,0.0299,0.0,1.0,9,73.0
C_849859,0.3121,0.3061,,,,0.3121,0.2364,,,0.4639,30.8,مشتری قرمز,0.0,0.0,,,,0,556.0
C_851161,0.7438,0.6651,0.8477,0.996,0.5158,0.7787,0.7556,,,0.5962,75.5,مشتری پایدار,376992.93,0.07,0.1342,1.0,1.0,2,80.0
C_853926,0.7873,0.8974,0.572,0.3656,0.0079,0.8703,0.8774,0.5766,,0.5994,63.3,مشتری پایدار,754473.74,0.255,0.0809,0.0,0.8,4,59.0
C_854820,0.3121,0.3061,,,,0.3121,0.149,,,0.234,28.1,مشتری قرمز,0.0,0.0,,,,0,675.0
C_857626,0.9736,0.9808,0.7243,0.3656,0.5158,0.948,0.7941,0.0876,,0.875,72.3,مشتری پایدار,22648475.03,0.4017,0.1051,0.0,1.0,10,73.0
C_858384,0.3121,0.3061,,0.3656,0.5158,0.3121,0.5761,,,0.0946,36.6,مشتری قرمز,0.0,0.0,,0.0,1.0,0,213.0
C_858494,0.6848,0.6939,0.6296,,,0.684,0.9952,,,0.0689,68.5,مشتری پایدار,86609.47,0.085,0.0896,,,1,24.0
C_860828,0.7081,0.7131,0.0947,0.3656,0.5158,0.684,0.9712,,,0.5705,56.6,مشتری پرچالش,172129.76,0.0933,-0.04,0.0,1.0,1,38.0
C_860986,0.3121,0.3061,,,,0.3121,0.1162,,,0.3638,28.4,مشتری قرمز,0.0,0.0,,,,0,710.0
C_862106,0.9394,0.867,0.535,0.3656,0.5158,0.8703,0.7941,0.8686,,0.9679,73.4,مشتری پایدار,9352165.95,0.2167,0.0765,0.0,1.0,4,73.0
C_866805,0.3121,0.3061,,,,0.3121,0.5088,,,0.5545,35.4,مشتری قرمز,0.0,0.0,,,,0,262.0
C_866894,0.8463,0.875,0.8272,0.3656,0.5158,0.8346,0.6723,0.8905,,0.7196,73.7,مشتری پایدار,1774776.04,0.2267,0.1253,0.0,1.0,3,122.0
C_867370,0.3121,0.3061,,,,0.3121,0.3333,,,0.3838,31.8,مشتری قرمز,0.0,0.0,,,,0,423.0
C_870695,0.6957,0.766,0.144,0.3656,0.5158,0.684,0.6266,,,0.5737,54.8,مشتری پرچالش,136685.33,0.1117,0.0047,0.0,1.0,1,150.0
C_871835,0.8168,0.9151,0.4527,0.3656,0.5158,0.92,0.8349,0.6861,,0.641,69.0,مشتری پایدار,1216733.41,0.285,0.0655,0.0,1.0,7,66.0
C_872928,0.6599,0.7356,0.251,0.3656,0.5158,0.7787,0.6266,,,0.101,54.6,مشتری پرچالش,40123.12,0.1017,0.0356,0.0,1.0,2,150.0
C_873415,0.3121,0.3061,,,,0.3121,0.4688,,,0.5946,35.0,مشتری قرمز,0.0,0.0,,,,0,304.0
C_876791,0.3121,0.3061,,,,0.3121,0.3117,,,0.3582,31.3,مشتری قرمز,0.0,0.0,,,,0,451.0
