Customer_ID,Customer_Segment,Customer_Status,Location_ID,Sales_Rep_ID,Credit_Limit,Payment_Terms_Days,Recency_Days,Days_Since_Last_Order,Frequency_Orders,Monetary_Total_Revenue,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Last_Order_Date,First_Order_Date,Avg_Order_Interval_Days,Order_Interval_Std_Days,Avg_Payment_Delay_Days,Max_Payment_Delay_Days,Collections_Count,Bounced_Check_Rate,Lifetime_Days,Lifetime_Years,Annual_Sales_Trailing12M,Revenue_Total_Lifetime,Cost_Total_Lifetime,Margin_Total_Lifetime,Margin_Pct,Margin_Cost_Basis_Actual_Pct,Margin_RARE_Revenue_Pct,Margin_Confidence,LTV,Revenue_Share_As_Of_Month,Revenue_Share_Pct_Latest,Revenue_Share_Pct_Avg,Lifetime_Complaints,Recent_Complaints_12M,Biggest_Problem,Expected_Next_Order_Date,Days_Until_Expected_Next_Order,Risk_Score,Risk_Level,Recommended_Action
C_508661,A,غیرفعال,LOC-002,REP-005,164000,0,801.0,801.0,2,195962.92,5.0,4.0,4.0,544,Champions,2020-04-20,2020-01-27,84.0,,34.0,43.0,3,0.0,84,0.23,0.0,195962.92,182863.24120000002,13099.678799999994,0.0668,0.286,0.961,Low,13099.68,2022-06,0.0,0.0,0,0,,2020-07-13 00:00:00,-717.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_512037,B,فعال,LOC-001,REP-004,355000,0,45.0,45.0,40,2294036.05,1.0,1.0,2.0,112,Lost / Churned,2022-05-16,2020-01-20,21.7,29.8,26.7,56.0,44,0.0,847,2.32,973860.8,2294036.05,2072014.7565000001,222021.29349999994,0.0968,0.25,0.0,Medium,222021.29,2022-06,0.0,0.2525,1,1,پارگی فیلامنت,2022-06-06 16:48:00,-24.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_512992,C,فعال,LOC-006,REP-004,2284000,0,73.0,73.0,4,2120975.91,2.0,3.0,2.0,232,Lost / Churned,2022-04-18,2020-03-09,256.7,16.2,32.0,43.0,6,0.0,770,2.11,1843425.9900000002,2120975.91,1862407.2656,258568.6444000002,0.1219,0.333,0.054,Medium,258568.64,2022-06,0.0,0.065,0,0,,2022-12-30 16:48:00,183.0,3.0,Medium,Review credit terms / collections follow-up — chronic late payment
C_514318,A,فعال,LOC-002,REP-005,727000,0,59.0,59.0,34,4606680.01,1.0,1.0,2.0,112,Lost / Churned,2022-05-02,2020-05-18,21.6,32.0,25.8,53.0,39,0.0,714,1.95,3650889.0,4606680.01,4656082.3733,-49402.36329999995,-0.0107,0.295,0.364,Medium,-49402.36,2022-06,0.0,0.4292,3,2,نامناسب بودن زير دست پتو,2022-05-23 14:24:00,-38.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_514467,A,غیرفعال,LOC-010,REP-006,181000,30,339.0,339.0,17,797725.02,3.0,2.0,3.0,323,Regular,2021-07-26,2020-01-13,35.0,74.2,16.9,49.0,16,0.0,560,1.53,120584.92,797725.02,716363.4857,81361.5343,0.102,0.421,0.0,Medium,81361.53,2022-06,0.0,0.0292,0,0,,2021-08-30 00:00:00,-304.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_515250,C,غیرفعال,LOC-008,REP-006,103000,0,304.0,304.0,1,68127.14,3.0,5.0,4.0,354,Regular,2021-08-30,2021-08-30,,,27.0,27.0,1,0.0,0,0.0,68127.14,68127.14,54590.5425,13536.5975,0.1987,0.091,0.431,Low,13536.6,2022-06,0.0,0.06,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_518441,A,غیرفعال,LOC-003,REP-006,1150000,0,409.0,409.0,3,1619441.8199999998,4.0,4.0,2.0,442,Loyal Customers,2021-05-17,2020-01-27,238.0,108.9,37.2,49.0,5,0.0,476,1.3,0.0,1619441.8199999998,1320998.9371,298442.8829,0.1843,0.185,0.951,Low,298442.88,2022-06,0.0,0.0,0,0,,2022-01-10 00:00:00,-171.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_519849,A,غیرفعال,LOC-008,REP-005,744000,0,542.0,542.0,44,2173977.77,4.0,1.0,2.0,412,New / Recent,2021-01-04,2020-06-22,4.6,6.8,25.7,55.0,50,0.0,196,0.54,0.0,2173977.77,2373838.1978,-199860.42780000012,-0.0919,0.312,0.233,Medium,-199860.43,2022-06,0.0,0.0,5,0,آسیب حمل و نقل,2021-01-08 14:24:00,-538.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_520232,B,غیرفعال,LOC-009,REP-008,422000,30,332.0,332.0,1,280817.07999999996,3.0,5.0,4.0,354,Regular,2021-08-02,2021-08-02,,,45.0,45.0,1,0.0,0,0.0,280817.07999999996,280817.07999999996,259536.244,21280.835999999985,0.0758,0.667,1.0,Low,21280.84,2022-06,0.0,0.05,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_523504,B,غیرفعال,LOC-013,REP-002,1102000,30,346.0,346.0,14,5732764.82,3.0,2.0,1.0,321,Regular,2021-07-19,2020-11-23,18.3,26.7,25.4,51.0,20,0.0,238,0.65,988897.31,5732764.82,5444260.8824000005,288503.93759999995,0.0503,0.448,0.0,Medium,288503.94,2022-06,0.0,0.0333,0,0,,2021-08-06 07:12:00,-328.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_524968,C,فعال,LOC-016,REP-005,20000,0,45.0,45.0,27,121479.82,1.0,1.0,4.0,114,Lost / Churned,2022-05-16,2020-03-09,30.7,38.4,23.9,50.0,28,0.0,798,2.18,69444.47,121479.82,111597.9674,9881.852600000002,0.0813,0.432,0.09,Medium,9881.85,2022-06,0.0,0.2308,0,0,,2022-06-15 16:48:00,-15.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_527060,B,فعال,LOC-007,REP-007,1933000,30,24.0,24.0,26,9635007.26,1.0,1.0,1.0,111,Lost / Churned,2022-06-06,2020-10-12,24.1,48.4,21.8,46.0,28,0.0,602,1.65,8934645.89,9635007.26,9079530.2695,555476.9905000002,0.0577,0.44,0.005,Medium,555476.99,2022-06,0.63,0.3,0,0,,2022-06-30 02:24:00,0.0,1.0,Low,Maintain regular engagement
C_528949,C,غیرفعال,LOC-005,REP-008,380000,0,297.0,297.0,19,2330029.0500000003,3.0,2.0,2.0,322,Regular,2021-09-06,2020-03-16,29.9,31.8,23.1,47.0,23,0.0,539,1.48,571057.04,2330029.0500000003,2136362.4417,193666.60830000008,0.0831,0.31,0.0,Medium,193666.61,2022-06,0.0,0.1233,0,0,,2021-10-05 21:36:00,-268.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_530981,A,فعال,LOC-014,REP-007,4559000,0,73.0,73.0,8,14676943.93,2.0,3.0,1.0,231,Lost / Churned,2022-04-18,2021-08-09,36.0,30.6,22.1,41.0,9,0.0,252,0.69,14676943.93,14676943.93,16350460.402,-1673516.472,-0.114,0.227,0.337,Medium,-1673516.47,2022-06,0.0,0.1858,0,0,,2022-05-24 00:00:00,-37.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_531140,A,فعال,LOC-007,REP-002,82000,0,52.0,52.0,2,73773.89,1.0,4.0,4.0,144,At Risk (High Value),2022-05-09,2022-05-02,7.0,,22.3,43.0,3,0.0,7,0.02,73773.89,73773.89,67490.0291,6283.86089999999,0.0852,0.667,0.0,High,6283.86,2022-06,0.0,0.05,0,0,,2022-05-16 00:00:00,-45.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_531512,A,غیرفعال,LOC-003,REP-005,1079000,0,346.0,346.0,9,4277962.88,3.0,2.0,2.0,322,Regular,2021-07-19,2020-06-22,49.0,66.2,16.8,45.0,10,0.1,392,1.07,678097.13,4277962.88,4005544.2756000003,272418.6044,0.0637,0.353,0.0,Medium,272418.6,2022-06,0.0,0.0317,0,0,,2021-09-06 00:00:00,-297.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_531868,B,غیرفعال,LOC-005,REP-003,177000,0,507.0,507.0,2,183110.58000000002,4.0,4.0,4.0,444,Champions,2021-02-08,2020-12-21,49.0,,9.0,18.0,2,0.0,49,0.13,0.0,183110.58000000002,174983.1373,8127.442700000014,0.0444,0.25,1.0,Low,8127.44,2022-06,0.0,0.0,0,0,,2021-03-29 00:00:00,-458.0,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_535492,C,غیرفعال,LOC-016,REP-006,45000,0,395.0,395.0,2,44408.93,4.0,4.0,5.0,445,Champions,2021-05-31,2020-12-28,154.0,,44.0,49.0,2,0.0,154,0.42,0.0,44408.93,48222.2316,-3813.301599999999,-0.0859,0.25,0.335,Medium,-3813.3,2022-06,0.0,0.0,0,0,,2021-11-01 00:00:00,-241.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_535756,C,فعال,LOC-013,REP-007,7508000,0,87.0,87.0,197,166798730.41,2.0,1.0,1.0,211,Lost / Churned,2022-04-04,2019-12-30,4.2,7.6,22.3,55.0,212,0.0,826,2.26,103923582.26,166798730.41,151358200.8689,15440529.5411,0.0926,0.324,0.087,Medium,15440529.54,2022-06,0.0,0.34,4,2,خرابی دوک و بسته‌بندی,2022-04-08 04:48:00,-83.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_537815,B,غیرفعال,LOC-003,REP-001,29000,0,857.0,857.0,1,18994.88,5.0,5.0,5.0,555,Champions,2020-02-24,2020-02-24,,,,,0,,0,0.0,0.0,18994.88,18316.9388,677.9412000000011,0.0357,1.0,1.0,Low,677.94,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_537870,C,غیرفعال,LOC-006,REP-004,653000,0,731.0,731.0,2,865790.67,5.0,4.0,3.0,543,Loyal Customers,2020-06-29,2020-06-29,0.0,,23.7,41.0,3,0.0,0,0.0,0.0,865790.67,845997.0888,19793.581200000015,0.0229,0.5,0.0,High,19793.58,2022-06,0.0,0.0,0,0,,2020-06-29 00:00:00,-731.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_538682,C,فعال,LOC-009,REP-007,21000,0,136.0,136.0,1,13391.59,2.0,5.0,5.0,255,At Risk (High Value),2022-02-14,2022-02-14,,,36.5,46.0,2,0.0,0,0.0,13391.59,13391.59,12906.386999999999,485.20300000000134,0.0362,0.0,0.0,Low,485.2,2022-06,0.0,0.0517,0,0,,,,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_544893,A,غیرفعال,LOC-012,REP-002,171000,0,227.0,227.0,3,145858.32,3.0,4.0,4.0,344,Regular,2021-11-15,2020-07-20,241.5,252.4,44.2,53.0,5,0.0,483,1.32,113659.67,145858.32,118377.46130000001,27480.85869999999,0.1884,0.5,0.0,High,27480.86,2022-06,0.0,0.0375,0,0,,2022-07-14 12:00:00,14.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_545560,A,غیرفعال,LOC-003,REP-008,171000,0,787.0,787.0,2,225364.68,5.0,4.0,4.0,544,Champions,2020-05-04,2020-02-17,77.0,,15.0,29.0,2,0.0,77,0.21,0.0,225364.68,203780.6753,21584.004699999994,0.0958,0.5,0.0,High,21584.0,2022-06,0.0,0.0,0,0,,2020-07-20 00:00:00,-710.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_547873,B,فعال,LOC-009,REP-008,59000,0,115.0,115.0,8,71176.99,2.0,3.0,4.0,234,Regular,2022-03-07,2021-05-24,41.0,65.7,25.7,54.0,7,0.0,287,0.79,28172.09,71176.99,65472.40640000001,5704.583599999996,0.0801,0.294,0.067,Medium,5704.58,2022-06,0.0,0.1358,1,1,گره و اسنارل,2022-04-17 00:00:00,-74.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_548964,B,فعال,LOC-008,REP-001,72000,0,164.0,164.0,26,256928.55,2.0,1.0,4.0,214,Lost / Churned,2022-01-17,2019-12-23,30.2,22.3,24.0,49.0,25,0.0,756,2.07,175463.86000000002,256928.55,234143.0596,22785.4904,0.0887,0.292,0.0,Medium,22785.49,2022-06,0.0,0.2217,0,0,,2022-02-16 04:48:00,-134.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_551070,C,غیرفعال,LOC-014,REP-006,5000,0,521.0,521.0,1,918.61,4.0,5.0,5.0,455,Champions,2021-01-25,2021-01-25,,,11.0,11.0,1,0.0,0,0.0,0.0,918.61,646.852,271.75800000000004,0.2958,0.0,1.0,Low,271.76,2022-06,0.0,0.0,0,0,,,,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_551361,A,فعال,LOC-015,REP-003,7258000,0,80.0,80.0,53,45410903.52,2.0,1.0,1.0,211,Lost / Churned,2022-04-11,2019-12-30,16.0,27.1,26.5,54.0,61,0.016,833,2.28,37523650.37,45410903.52,40402264.8802,5008638.6398,0.1103,0.362,0.568,Low,5008638.64,2022-06,0.0,0.32,2,0,شید رنگ,2022-04-27 00:00:00,-64.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_565005,C,فعال,LOC-011,REP-007,17000,0,66.0,66.0,1,10943.05,1.0,5.0,5.0,155,At Risk (High Value),2022-04-25,2022-04-25,,,,,0,,0,0.0,10943.05,10943.05,9278.808,1664.2419999999984,0.1521,0.0,1.0,Low,1664.24,2022-06,0.0,0.0583,0,0,,,,1.0,Low,Upsell / grow share-of-wallet — low share vs estimated potential
C_565037,B,غیرفعال,LOC-014,REP-001,13000,0,402.0,402.0,2,9034.390000000001,4.0,4.0,5.0,445,Champions,2021-05-24,2020-06-29,329.0,,14.0,25.0,2,0.0,329,0.9,0.0,9034.390000000001,8831.506000000001,202.88399999999956,0.0225,0.0,0.085,Low,202.88,2022-06,0.0,0.0,0,0,,2022-04-18 00:00:00,-73.0,5.0,High,"Reactivation outreach — inactive, no recent orders"
C_565612,A,غیرفعال,LOC-013,REP-001,1129000,0,255.0,255.0,33,11935249.28,3.0,1.0,1.0,311,Regular,2021-10-18,2020-01-27,19.7,41.0,17.1,48.0,38,0.0,630,1.72,4639041.68,11935249.28,11220306.1043,714943.1756999997,0.0599,0.239,0.0,Medium,714943.18,2022-06,0.0,0.0833,0,0,,2021-11-06 16:48:00,-236.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_566726,C,فعال,LOC-009,REP-003,406000,0,108.0,108.0,7,478802.59,2.0,3.0,3.0,233,Regular,2022-03-14,2020-04-06,117.8,72.8,21.9,54.0,10,0.0,707,1.94,327803.7,478802.59,618313.3632,-139510.7732,-0.2914,0.28,0.932,Low,-139510.77,2022-06,0.0,0.0967,2,0,مینگل کمتر از حد,2022-07-09 19:12:00,9.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_568392,B,فعال,LOC-012,REP-001,1699000,0,66.0,66.0,24,6987813.0600000005,1.0,2.0,1.0,121,Lost / Churned,2022-04-25,2020-02-03,35.3,23.2,24.0,52.0,26,0.038,812,2.22,4143545.49,6987813.0600000005,6667760.7347,320052.32530000014,0.0458,0.253,0.616,Low,320052.33,2022-06,0.0,0.2633,0,0,,2022-05-30 07:12:00,-31.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_569368,B,غیرفعال,LOC-011,REP-002,179000,0,353.0,353.0,1,119224.89,4.0,5.0,4.0,454,Champions,2021-07-12,2021-07-12,,,44.5,51.0,2,0.0,0,0.0,119224.89,119224.89,112106.527,7118.362999999988,0.0597,1.0,1.0,Low,7118.36,2022-06,0.0,0.0358,0,0,,,,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_571033,A,فعال,LOC-004,REP-004,219000,0,94.0,94.0,4,324811.93,2.0,3.0,3.0,233,Regular,2022-03-28,2021-06-28,91.0,24.2,34.2,47.0,4,0.0,273,0.75,287942.45,324811.93,285190.5341,39621.395899999996,0.122,0.556,0.504,Low,39621.4,2022-06,0.0,0.1242,0,0,,2022-06-27 00:00:00,-3.0,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_571084,C,غیرفعال,LOC-012,REP-005,5000,0,430.0,430.0,1,2587.5,4.0,5.0,5.0,455,Champions,2021-04-26,2021-04-26,,,21.0,21.0,1,0.0,0,0.0,0.0,2587.5,2315.088,272.4119999999998,0.1053,0.0,0.0,Low,272.41,2022-06,0.0,0.0,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_571164,B,فعال,LOC-014,REP-002,5090000,0,45.0,45.0,4,11937697.68,1.0,3.0,1.0,131,Lost / Churned,2022-05-16,2022-04-11,11.7,8.1,16.2,39.0,4,0.0,35,0.1,11937697.68,11937697.68,13448892.6512,-1511194.971199999,-0.1266,0.3,0.0,Medium,-1511194.97,2022-06,0.0,0.0683,0,0,,2022-05-27 16:48:00,-34.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_573297,C,فعال,LOC-012,REP-002,6028000,0,80.0,80.0,15,14079320.65,2.0,2.0,1.0,221,Lost / Churned,2022-04-11,2020-02-03,57.0,44.7,23.7,46.0,22,0.0,798,2.18,10410263.03,14079320.65,11048633.0152,3030687.6348,0.2153,0.304,1.0,Low,3030687.63,2022-06,0.0,0.2983,0,0,,2022-06-07 00:00:00,-23.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_573925,B,غیرفعال,LOC-010,REP-002,1040000,0,682.0,682.0,12,6413139.74,5.0,2.0,1.0,521,New / Recent,2020-08-17,2020-03-02,15.3,32.4,19.8,43.0,13,0.0,168,0.46,0.0,6413139.74,5804533.3229,608606.4170999995,0.0949,0.214,0.108,Medium,608606.42,2022-06,0.0,0.0,0,0,,2020-09-01 07:12:00,-667.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_575212,C,غیرفعال,LOC-009,REP-005,1658000,0,416.0,416.0,2,2167688.03,4.0,4.0,2.0,442,Loyal Customers,2021-05-10,2020-12-07,154.0,,37.5,39.0,2,0.0,154,0.42,0.0,2167688.03,1611366.1584,556321.8715999998,0.2566,0.0,0.51,Low,556321.87,2022-06,0.0,0.0,0,0,,2021-10-11 00:00:00,-262.0,7.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_575381,A,فعال,LOC-004,REP-005,188000,0,94.0,94.0,21,937584.41,2.0,2.0,3.0,223,Lost / Churned,2022-03-28,2020-04-13,35.7,50.1,18.5,49.0,22,0.0,714,1.95,313778.7,937584.41,859106.2681,78478.1419,0.0837,0.343,0.109,Medium,78478.14,2022-06,0.0,0.0867,1,1,جمع‌شدگی خارج از محدوده,2022-05-02 16:48:00,-59.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_578215,A,فعال,LOC-014,REP-003,795000,0,94.0,94.0,6,2122205.44,2.0,3.0,2.0,232,Lost / Churned,2022-03-28,2021-10-11,33.6,22.9,17.2,45.0,6,0.0,168,0.46,2122205.44,2122205.44,1900648.7810999998,221556.6589,0.1044,0.4,0.0,Medium,221556.66,2022-06,0.0,0.1558,0,0,,2022-04-30 14:24:00,-61.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_578664,B,غیرفعال,LOC-014,REP-008,10000,0,612.0,612.0,2,6650.16,5.0,4.0,5.0,545,Champions,2020-10-26,2020-08-24,63.0,,30.0,37.0,2,0.0,63,0.17,0.0,6650.16,5634.549600000001,1015.6103999999991,0.1527,0.0,0.056,Low,1015.61,2022-06,0.0,0.0,0,0,,2020-12-28 00:00:00,-549.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_579127,C,غیرفعال,LOC-012,REP-005,12000,0,220.0,220.0,1,7755.38,3.0,5.0,5.0,355,Regular,2021-11-22,2021-11-22,,,17.0,17.0,1,0.0,0,0.0,7755.38,7755.38,6294.792,1460.5879999999997,0.1883,0.0,1.0,Low,1460.59,2022-06,0.0,0.0558,0,0,,,,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_579810,C,غیرفعال,LOC-008,REP-003,9000,0,206.0,206.0,7,28029.22,3.0,3.0,5.0,335,Regular,2021-12-06,2020-03-02,107.3,134.8,19.2,39.0,8,0.0,644,1.76,17674.9,28029.22,25758.148500000003,2271.0714999999977,0.081,0.125,0.06,Low,2271.07,2022-06,0.0,0.1567,0,0,,2022-03-23 07:12:00,-99.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_582486,A,غیرفعال,LOC-011,REP-002,686000,0,444.0,444.0,3,955148.3300000001,4.0,4.0,3.0,443,Loyal Customers,2021-04-12,2020-02-03,217.0,198.0,14.7,24.0,3,0.0,434,1.19,0.0,955148.3300000001,848130.9893,107017.34070000002,0.112,0.5,0.008,High,107017.34,2022-06,0.0,0.0,1,0,شید رنگ,2021-11-15 00:00:00,-227.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_585824,A,فعال,LOC-001,REP-004,238000,0,73.0,73.0,2,202533.33,2.0,4.0,4.0,244,At Risk (High Value),2022-04-18,2020-06-15,672.0,,40.0,44.0,2,0.0,672,1.84,158367.34,202533.33,179265.76179999998,23267.568200000005,0.1149,0.5,0.0,High,23267.57,2022-06,0.0,0.035,0,0,,2024-02-19 00:00:00,599.0,3.0,Medium,Review credit terms / collections follow-up — chronic late payment
C_585944,A,غیرفعال,LOC-013,REP-004,453000,0,374.0,374.0,4,597852.27,4.0,3.0,3.0,433,Loyal Customers,2021-06-21,2020-02-10,165.7,112.3,20.5,41.0,4,0.0,497,1.36,0.0,597852.27,465514.11309999996,132338.15690000006,0.2214,0.333,0.999,Low,132338.16,2022-06,0.0,0.0,0,0,,2021-12-03 16:48:00,-209.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_589205,C,غیرفعال,LOC-003,REP-006,115000,0,367.0,367.0,3,217723.16999999998,4.0,4.0,4.0,444,Champions,2021-06-28,2021-04-05,42.0,19.8,19.0,47.0,3,0.0,84,0.23,0.0,217723.16999999998,216010.57760000002,1712.592399999994,0.0079,0.333,0.0,Medium,1712.59,2022-06,0.0,0.0,0,0,,2021-08-09 00:00:00,-325.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_589300,A,غیرفعال,LOC-012,REP-005,24000,0,213.0,213.0,18,91402.17,3.0,2.0,4.0,324,Regular,2021-11-29,2020-01-13,40.4,106.3,29.7,47.0,18,0.0,686,1.88,5140.05,91402.17,83016.8534,8385.316599999995,0.0917,0.333,0.021,Medium,8385.32,2022-06,0.0,0.0225,1,0,پرز و حلقه‌های بلند,2022-01-08 09:36:00,-173.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_590257,A,غیرفعال,LOC-008,REP-003,68000,0,409.0,409.0,30,192630.47,4.0,1.0,4.0,414,Loyal Customers,2021-05-17,2020-01-06,17.1,23.6,22.3,53.0,39,0.026,497,1.36,0.0,192630.47,183108.3756,9522.094399999994,0.0494,0.32,0.421,Medium,9522.09,2022-06,0.0,0.0,0,0,,2021-06-03 02:24:00,-392.0,6.0,Critical,"Reactivation outreach — inactive, no recent orders"
C_590554,A,فعال,LOC-014,REP-004,1085000,0,136.0,136.0,8,1472216.28,2.0,3.0,2.0,232,Lost / Churned,2022-02-14,2020-06-15,87.0,202.6,31.9,55.0,7,0.0,609,1.67,1044190.5,1472216.28,1420223.572,51992.708000000086,0.0353,0.526,0.0,High,51992.71,2022-06,0.0,0.0442,0,0,,2022-05-12 00:00:00,-49.0,4.0,High,Review credit terms / collections follow-up — chronic late payment
C_591112,A,فعال,LOC-005,REP-007,348000,0,129.0,129.0,2,461261.39,2.0,4.0,3.0,243,Regular,2022-02-21,2022-02-21,0.0,,20.5,32.0,2,0.0,0,0.0,461261.39,461261.39,484969.1969999999,-23707.806999999957,-0.0514,0.0,0.0,Low,-23707.81,2022-06,0.0,0.0558,0,0,,2022-02-21 00:00:00,-129.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_591411,C,فعال,LOC-011,REP-007,43000,0,31.0,31.0,15,199614.29,1.0,2.0,4.0,124,Lost / Churned,2022-05-30,2021-09-27,17.5,20.5,24.1,49.0,17,0.0,245,0.67,199614.29,199614.29,192155.2627,7459.027300000009,0.0374,0.381,0.007,Medium,7459.03,2022-06,0.0,0.31,0,0,,2022-06-16 12:00:00,-14.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_593639,A,فعال,LOC-013,REP-005,2369000,30,94.0,94.0,203,47573348.36,2.0,1.0,1.0,211,Lost / Churned,2022-03-28,2019-12-23,4.1,8.2,22.8,56.0,214,0.009,826,2.26,22661215.92,47573348.36,35965637.9318,11607710.428199999,0.244,0.295,0.982,Low,11607710.43,2022-06,0.0,0.3408,7,1,آسیب حمل و نقل,2022-04-01 02:24:00,-90.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_594561,B,فعال,LOC-006,REP-003,1792000,0,59.0,59.0,21,7410652.83,1.0,2.0,1.0,121,Lost / Churned,2022-05-02,2020-07-13,32.9,36.8,23.5,47.0,25,0.0,658,1.8,6178346.54,7410652.83,7031148.5024999995,379504.32750000025,0.0512,0.303,0.71,Low,379504.33,2022-06,0.0,0.2942,2,0,کم شدن لای نخ,2022-06-03 21:36:00,-27.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_598080,C,فعال,LOC-007,REP-003,2267000,30,80.0,80.0,36,11915877.86,2.0,1.0,1.0,211,Lost / Churned,2022-04-11,2019-12-30,23.8,35.3,19.0,48.0,31,0.0,833,2.28,8108296.68,11915877.86,11148645.841,767232.0190000002,0.0644,0.331,0.23,Medium,767232.02,2022-06,0.0,0.1817,2,1,الصاق لیبل اشتباه,2022-05-04 19:12:00,-57.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_600979,C,فعال,LOC-012,REP-003,488000,0,59.0,59.0,42,2309841.34,1.0,1.0,2.0,112,Lost / Churned,2022-05-02,2020-01-27,20.1,22.0,20.0,47.0,53,0.0,826,2.26,1681812.63,2309841.34,2082878.5566999998,226962.78330000004,0.0983,0.306,0.0,Medium,226962.78,2022-06,0.0,0.2308,1,0,دوک دست دوم / خرابی دوک,2022-05-22 02:24:00,-39.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_603877,A,فعال,LOC-005,REP-002,287000,30,59.0,59.0,92,3179286.73,1.0,1.0,2.0,112,Lost / Churned,2022-05-02,2020-01-06,9.3,10.4,25.5,52.0,99,0.02,847,2.32,1801117.45,3179286.73,2741563.2491,437723.4809,0.1377,0.349,0.527,Low,437723.48,2022-06,0.0,0.395,1,0,استحکام پایین / پارگی,2022-05-11 07:12:00,-50.0,2.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
C_603968,A,فعال,LOC-009,REP-008,1348000,90,31.0,31.0,165,22145966.14,1.0,1.0,1.0,111,Lost / Churned,2022-05-30,2020-02-03,5.2,8.9,22.5,54.0,181,0.0,847,2.32,12579400.49,22145966.14,20114903.6379,2031062.5021,0.0917,0.334,0.373,Medium,2031062.5,2022-06,0.0,0.3783,6,4,دوک دست دوم / خرابی دوک,2022-06-04 04:48:00,-26.0,4.0,High,Escalate to service recovery — recent complaints + high risk
C_606701,B,فعال,LOC-002,REP-001,25000,0,150.0,150.0,6,47952.26,2.0,3.0,5.0,235,Regular,2022-01-31,2020-04-06,133.0,227.7,20.5,43.0,8,0.0,665,1.82,47320.24,47952.26,45104.157400000004,2848.1025999999956,0.0594,0.286,0.0,Medium,2848.1,2022-06,0.0,0.2192,0,0,,2022-06-13 00:00:00,-17.0,3.0,Medium,Upsell / grow share-of-wallet — low share vs estimated potential
