Cost_Record_ID,Sales_Line_ID,شماره فاکتور,Product_ID,هزینه کل به ازای واحد,مقدار برگشتی,مبلغ برگشتی,Cost_Close_Date,Available_At,Source_System
COST-SL-00024831,SL-00024831,T_181839,P_RARE_Product_Family_03,121.60,0.00,0.00,2020-09-12,2020-09-14,ERP_COSTING
COST-SL-00024834,SL-00024834,T_000518,P_RARE_Product_Family_03,472.30,0.00,0.00,2021-12-01,2021-12-01,ERP_COSTING
COST-SL-00024837,SL-00024837,T_647848,P_305089,195.26,0.00,0.00,2021-06-21,2021-06-23,ERP_COSTING
COST-SL-00024846,SL-00024846,T_761923,P_RARE_Product_Family_04,72.66,0.00,0.00,2020-10-18,2020-10-20,ERP_COSTING
COST-SL-00024847,SL-00024847,T_458187,P_RARE_Product_Family_03,49.40,0.00,0.00,2020-02-28,2020-02-29,ERP_COSTING
COST-SL-00024849,SL-00024849,T_214231,P_850562,121.67,0.00,0.00,2021-05-22,2021-05-22,ERP_COSTING
COST-SL-00024853,SL-00024853,T_722328,P_490196,116.19,0.00,0.00,2020-11-01,2020-11-03,ERP_COSTING
COST-SL-00024854,SL-00024854,T_406459,P_444447,80.30,0.00,0.00,2020-08-25,2020-08-25,ERP_COSTING
COST-SL-00024859,SL-00024859,T_247971,P_RARE_Product_Family_04,64.26,0.00,0.00,2021-06-14,2021-06-15,ERP_COSTING
COST-SL-00024861,SL-00024861,T_451791,P_230552,332.90,0.00,0.00,2021-12-24,2021-12-24,ERP_COSTING
COST-SL-00024870,SL-00024870,T_846320,P_RARE_Product_Family_02,103.40,0.00,0.00,2020-08-22,2020-08-22,ERP_COSTING
COST-SL-00024873,SL-00024873,T_613769,P_947367,179.63,0.00,0.00,2021-03-04,2021-03-06,ERP_COSTING
COST-SL-00024874,SL-00024874,T_776464,P_989949,326.54,0.00,0.00,2021-12-05,2021-12-06,ERP_COSTING
COST-SL-00024875,SL-00024875,T_874565,P_733144,76.55,0.00,0.00,2020-12-08,2020-12-10,ERP_COSTING
COST-SL-00024883,SL-00024883,T_817265,P_484354,359.37,0.00,0.00,2021-12-07,2021-12-07,ERP_COSTING
COST-SL-00024884,SL-00024884,T_772740,P_RARE_Product_Family_05,287.96,0.00,0.00,2021-08-29,2021-08-31,ERP_COSTING
COST-SL-00024888,SL-00024888,T_554413,P_667237,614.23,0.00,0.00,2022-05-14,2022-05-15,ERP_COSTING
COST-SL-00024889,SL-00024889,T_178404,P_693439,830.66,0.00,0.00,2022-03-03,2022-03-03,ERP_COSTING
COST-SL-00024892,SL-00024892,T_993069,P_434331,106.58,0.00,0.00,2021-08-12,2021-08-13,ERP_COSTING
COST-SL-00024893,SL-00024893,T_967533,P_913911,84.63,0.00,0.00,2020-07-11,2020-07-13,ERP_COSTING
COST-SL-00024895,SL-00024895,T_324560,P_434331,61.95,0.00,0.00,2020-04-06,2020-04-08,ERP_COSTING
COST-SL-00024898,SL-00024898,T_333808,P_305089,119.61,0.00,0.00,2020-05-08,2020-05-08,ERP_COSTING
COST-SL-00024902,SL-00024902,T_259368,P_282386,101.82,0.00,0.00,2020-07-09,2020-07-09,ERP_COSTING
COST-SL-00024908,SL-00024908,T_682509,P_471556,100.12,0.00,0.00,2020-11-07,2020-11-07,ERP_COSTING
COST-SL-00024909,SL-00024909,T_325817,P_830781,281.52,0.00,0.00,2021-11-22,2021-11-23,ERP_COSTING
COST-SL-00024914,SL-00024914,T_075444,P_RARE_Product_Family_03,75.12,0.00,0.00,2021-04-06,2021-04-08,ERP_COSTING
COST-SL-00024915,SL-00024915,T_659434,P_RARE_Product_Family_05,217.57,0.00,0.00,2021-04-11,2021-04-12,ERP_COSTING
COST-SL-00024918,SL-00024918,T_271019,P_769459,211.71,0.00,0.00,2021-09-15,2021-09-15,ERP_COSTING
COST-SL-00024922,SL-00024922,T_682282,P_903530,70.77,0.00,0.00,2020-03-21,2020-03-22,ERP_COSTING
COST-SL-00024923,SL-00024923,T_862602,P_RARE_Product_Family_03,80.72,0.00,0.00,2020-09-07,2020-09-09,ERP_COSTING
COST-SL-00024925,SL-00024925,T_422025,P_735610,129.47,0.00,0.00,2021-11-03,2021-11-05,ERP_COSTING
COST-SL-00024926,SL-00024926,T_183214,P_571374,163.30,0.00,0.00,2020-12-25,2020-12-25,ERP_COSTING
COST-SL-00024928,SL-00024928,T_263993,P_582838,51.07,0.00,0.00,2020-05-07,2020-05-08,ERP_COSTING
COST-SL-00024930,SL-00024930,T_335531,P_RARE_Product_Family_02,128.41,0.00,0.00,2020-08-09,2020-08-11,ERP_COSTING
COST-SL-00024934,SL-00024934,T_540313,P_218456,123.54,0.00,0.00,2021-01-02,2021-01-03,ERP_COSTING
COST-SL-00024935,SL-00024935,T_112948,P_282386,94.93,0.00,0.00,2020-03-26,2020-03-26,ERP_COSTING
COST-SL-00024946,SL-00024946,T_707900,P_505807,76.06,0.00,0.00,2021-03-14,2021-03-14,ERP_COSTING
COST-SL-00024952,SL-00024952,T_929386,P_964842,104.90,0.00,0.00,2020-10-19,2020-10-20,ERP_COSTING
COST-SL-00024953,SL-00024953,T_566589,P_817472,367.20,0.00,0.00,2021-11-13,2021-11-13,ERP_COSTING
COST-SL-00024954,SL-00024954,T_602748,P_817472,231.86,0.00,0.00,2021-05-26,2021-05-27,ERP_COSTING
COST-SL-00024959,SL-00024959,T_981476,P_769459,941.72,0.00,0.00,2022-05-26,2022-05-26,ERP_COSTING
COST-SL-00024961,SL-00024961,T_574772,P_RARE_Product_Family_03,482.47,0.00,0.00,2022-01-23,2022-01-24,ERP_COSTING
COST-SL-00024966,SL-00024966,T_140840,P_RARE_Product_Family_03,76.14,0.64,60.94,2020-08-12,2020-08-12,ERP_COSTING
COST-SL-00024967,SL-00024967,T_208142,P_735610,60.84,0.00,0.00,2021-01-01,2021-01-02,ERP_COSTING
COST-SL-00024970,SL-00024970,T_615996,P_494409,180.45,0.00,0.00,2021-01-16,2021-01-17,ERP_COSTING
COST-SL-00024977,SL-00024977,T_882157,P_042415,71.27,0.00,0.00,2020-08-03,2020-08-05,ERP_COSTING
COST-SL-00024984,SL-00024984,T_206499,P_661344,85.18,0.00,0.00,2020-05-14,2020-05-15,ERP_COSTING
COST-SL-00024985,SL-00024985,T_397082,P_468134,175.02,0.00,0.00,2021-03-06,2021-03-08,ERP_COSTING
COST-SL-00024988,SL-00024988,T_793629,P_850083,170.03,0.00,0.00,2021-07-25,2021-07-26,ERP_COSTING
COST-SL-00024992,SL-00024992,T_306244,P_520245,48.79,0.00,0.00,2020-08-05,2020-08-07,ERP_COSTING
COST-SL-00024993,SL-00024993,T_534165,P_RARE_Product_Family_02,299.83,0.00,0.00,2021-11-22,2021-11-23,ERP_COSTING
COST-SL-00024999,SL-00024999,T_946767,P_162380,81.66,0.00,0.00,2020-10-20,2020-10-20,ERP_COSTING
COST-SL-00025000,SL-00025000,T_223982,P_529239,101.41,0.00,0.00,2021-08-30,2021-08-31,ERP_COSTING
COST-SL-00025001,SL-00025001,T_951830,P_RARE_Product_Family_01,663.45,0.00,0.00,2022-05-04,2022-05-06,ERP_COSTING
COST-SL-00025010,SL-00025010,T_651228,P_376561,56.13,0.00,0.00,2020-09-29,2020-10-01,ERP_COSTING
COST-SL-00025011,SL-00025011,T_052451,P_RARE_Product_Family_05,967.29,0.00,0.00,2022-04-17,2022-04-18,ERP_COSTING
COST-SL-00025015,SL-00025015,T_221264,P_700346,110.07,0.00,0.00,2020-08-15,2020-08-15,ERP_COSTING
COST-SL-00025016,SL-00025016,T_496488,P_RARE_Product_Family_01,169.93,0.00,0.00,2021-02-04,2021-02-06,ERP_COSTING
COST-SL-00025022,SL-00025022,T_676400,P_499327,331.22,0.00,0.00,2021-11-30,2021-12-02,ERP_COSTING
COST-SL-00025025,SL-00025025,T_094467,P_RARE_Product_Family_03,125.08,0.00,0.00,2020-12-20,2020-12-21,ERP_COSTING
COST-SL-00025028,SL-00025028,T_567342,P_RARE_Product_Family_05,868.96,0.00,0.00,2022-04-28,2022-04-30,ERP_COSTING
COST-SL-00025029,SL-00025029,T_785452,P_995713,195.39,0.00,0.00,2021-07-31,2021-07-31,ERP_COSTING
COST-SL-00025030,SL-00025030,T_223327,P_RARE_Product_Family_05,294.28,0.00,0.00,2021-12-12,2021-12-12,ERP_COSTING
COST-SL-00025033,SL-00025033,T_206338,P_RARE_Product_Family_04,66.28,0.00,0.00,2021-03-02,2021-03-03,ERP_COSTING
COST-SL-00025036,SL-00025036,T_116947,P_617051,341.11,1.78,676.15,2021-10-22,2021-10-22,ERP_COSTING
COST-SL-00025043,SL-00025043,T_532618,P_RARE_Product_Family_05,121.78,0.00,0.00,2020-08-05,2020-08-07,ERP_COSTING
COST-SL-00025044,SL-00025044,T_045950,P_964842,86.78,0.00,0.00,2020-04-10,2020-04-10,ERP_COSTING
COST-SL-00025049,SL-00025049,T_005519,P_RARE_Product_Family_03,180.62,0.00,0.00,2021-10-07,2021-10-08,ERP_COSTING
COST-SL-00025052,SL-00025052,T_039921,P_RARE_Product_Family_05,169.19,0.00,0.00,2020-12-07,2020-12-08,ERP_COSTING
COST-SL-00025054,SL-00025054,T_956651,P_RARE_Product_Family_04,41.22,0.00,0.00,2020-04-18,2020-04-19,ERP_COSTING
COST-SL-00025055,SL-00025055,T_236070,P_068092,233.08,0.00,0.00,2021-03-11,2021-03-11,ERP_COSTING
COST-SL-00025058,SL-00025058,T_019759,P_441295,497.50,0.00,0.00,2021-12-08,2021-12-09,ERP_COSTING
COST-SL-00025061,SL-00025061,T_817159,P_305089,183.40,0.00,0.00,2020-11-22,2020-11-24,ERP_COSTING
COST-SL-00025070,SL-00025070,T_262831,P_888064,102.86,0.00,0.00,2021-09-04,2021-09-06,ERP_COSTING
COST-SL-00025073,SL-00025073,T_431501,P_RARE_Product_Family_01,429.21,0.00,0.00,2021-12-27,2021-12-27,ERP_COSTING
COST-SL-00025074,SL-00025074,T_953097,P_377231,649.60,0.00,0.00,2022-06-10,2022-06-11,ERP_COSTING
COST-SL-00025075,SL-00025075,T_205116,P_343377,144.54,1.43,200.40,2021-02-24,2021-02-24,ERP_COSTING
COST-SL-00025086,SL-00025086,T_357278,P_970810,317.75,0.00,0.00,2021-11-09,2021-11-10,ERP_COSTING
COST-SL-00025087,SL-00025087,T_692111,P_785891,135.45,0.00,0.00,2020-10-29,2020-10-31,ERP_COSTING
COST-SL-00025089,SL-00025089,T_677686,P_RARE_Product_Family_03,65.03,0.00,0.00,2020-12-05,2020-12-07,ERP_COSTING
COST-SL-00025092,SL-00025092,T_041345,P_RARE_Product_Family_05,132.54,0.00,0.00,2020-11-04,2020-11-06,ERP_COSTING
COST-SL-00025097,SL-00025097,T_721366,P_118397,375.72,3.86,"1,492.93",2021-12-05,2021-12-05,ERP_COSTING
COST-SL-00025100,SL-00025100,T_119815,P_RARE_Product_Family_03,74.37,0.00,0.00,2020-10-29,2020-10-31,ERP_COSTING
COST-SL-00025105,SL-00025105,T_440312,P_947367,86.50,0.00,0.00,2020-08-03,2020-08-03,ERP_COSTING
COST-SL-00025110,SL-00025110,T_621500,P_RARE_Product_Family_03,115.53,0.00,0.00,2020-12-02,2020-12-03,ERP_COSTING
COST-SL-00025111,SL-00025111,T_773635,P_334309,183.61,0.00,0.00,2021-07-02,2021-07-04,ERP_COSTING
COST-SL-00025115,SL-00025115,T_316582,P_242632,130.09,0.00,0.00,2021-07-03,2021-07-03,ERP_COSTING
COST-SL-00025122,SL-00025122,T_812059,P_RARE_Product_Family_03,107.16,0.00,0.00,2020-03-03,2020-03-03,ERP_COSTING
COST-SL-00025123,SL-00025123,T_756031,P_275141,85.65,0.00,0.00,2021-08-15,2021-08-17,ERP_COSTING
COST-SL-00025125,SL-00025125,T_451855,P_RARE_Product_Family_05,187.74,0.00,0.00,2020-10-30,2020-11-01,ERP_COSTING
COST-SL-00025126,SL-00025126,T_788960,P_RARE_Product_Family_03,132.01,0.00,0.00,2020-12-30,2020-12-31,ERP_COSTING
COST-SL-00025128,SL-00025128,T_161420,P_945393,112.96,0.00,0.00,2020-09-07,2020-09-08,ERP_COSTING
COST-SL-00025130,SL-00025130,T_317619,P_499327,588.35,0.00,0.00,2022-01-27,2022-01-28,ERP_COSTING
COST-SL-00025135,SL-00025135,T_901891,P_RARE_Product_Family_05,150.37,0.00,0.00,2021-10-10,2021-10-10,ERP_COSTING
COST-SL-00025142,SL-00025142,T_566071,P_655926,81.42,0.00,0.00,2020-09-04,2020-09-04,ERP_COSTING
COST-SL-00025143,SL-00025143,T_877153,P_375250,44.09,0.00,0.00,2020-08-19,2020-08-21,ERP_COSTING
COST-SL-00025148,SL-00025148,T_099778,P_RARE_Product_Family_03,118.53,0.00,0.00,2021-06-05,2021-06-07,ERP_COSTING
COST-SL-00025149,SL-00025149,T_729837,P_844122,89.98,0.00,0.00,2020-06-18,2020-06-19,ERP_COSTING
COST-SL-00025155,SL-00025155,T_571880,P_RARE_Product_Family_04,98.24,0.00,0.00,2020-04-06,2020-04-06,ERP_COSTING
COST-SL-00025158,SL-00025158,T_558788,P_026901,137.87,0.00,0.00,2021-01-12,2021-01-14,ERP_COSTING
COST-SL-00025160,SL-00025160,T_635774,P_817472,232.27,0.00,0.00,2021-03-07,2021-03-09,ERP_COSTING
COST-SL-00025161,SL-00025161,T_009535,P_769459,169.51,0.00,0.00,2021-07-09,2021-07-10,ERP_COSTING
COST-SL-00025166,SL-00025166,T_647055,P_RARE_Product_Family_04,234.27,0.00,0.00,2021-11-23,2021-11-25,ERP_COSTING
COST-SL-00025171,SL-00025171,T_691742,P_RARE_Product_Family_03,343.69,58.54,"21,086.11",2021-11-11,2021-11-11,ERP_COSTING
COST-SL-00025172,SL-00025172,T_385968,P_735610,51.29,0.00,0.00,2020-10-17,2020-10-18,ERP_COSTING
COST-SL-00025174,SL-00025174,T_192840,P_662576,714.40,0.00,0.00,2022-03-28,2022-03-29,ERP_COSTING
COST-SL-00025182,SL-00025182,T_028017,P_087164,67.72,0.00,0.00,2020-02-19,2020-02-21,ERP_COSTING
COST-SL-00025183,SL-00025183,T_375529,P_688772,91.13,0.00,0.00,2020-09-07,2020-09-08,ERP_COSTING
COST-SL-00025184,SL-00025184,T_144456,P_RARE_Product_Family_03,133.86,0.00,0.00,2021-04-02,2021-04-04,ERP_COSTING
COST-SL-00025187,SL-00025187,T_049503,P_061764,175.78,0.00,0.00,2021-07-11,2021-07-11,ERP_COSTING
COST-SL-00025189,SL-00025189,T_224181,P_RARE_Product_Family_03,123.55,0.00,0.00,2020-10-24,2020-10-25,ERP_COSTING
COST-SL-00025192,SL-00025192,T_519655,P_427325,131.49,0.00,0.00,2020-02-06,2020-02-07,ERP_COSTING
COST-SL-00025193,SL-00025193,T_709870,P_655926,101.38,0.00,0.00,2020-09-26,2020-09-28,ERP_COSTING
COST-SL-00025194,SL-00025194,T_256399,P_679203,43.92,0.00,0.00,2020-06-02,2020-06-03,ERP_COSTING
COST-SL-00025197,SL-00025197,T_551784,P_542809,146.52,0.87,124.38,2020-09-06,2020-09-06,ERP_COSTING
COST-SL-00025199,SL-00025199,T_193371,P_RARE_Product_Family_05,231.70,0.00,0.00,2021-05-14,2021-05-14,ERP_COSTING
COST-SL-00025200,SL-00025200,T_495357,P_RARE_Product_Family_02,125.41,0.00,0.00,2020-08-05,2020-08-07,ERP_COSTING
COST-SL-00025203,SL-00025203,T_167895,P_RARE_Product_Family_03,936.16,0.00,0.00,2022-03-14,2022-03-15,ERP_COSTING
COST-SL-00025206,SL-00025206,T_503448,P_RARE_Product_Family_03,694.11,0.00,0.00,2022-05-13,2022-05-15,ERP_COSTING
COST-SL-00025207,SL-00025207,T_326108,P_218456,112.97,0.00,0.00,2020-11-08,2020-11-08,ERP_COSTING
COST-SL-00025210,SL-00025210,T_042415,P_RARE_Product_Family_04,66.97,0.00,0.00,2020-07-09,2020-07-09,ERP_COSTING
COST-SL-00025211,SL-00025211,T_447259,P_733144,86.74,0.00,0.00,2020-03-17,2020-03-19,ERP_COSTING
COST-SL-00025214,SL-00025214,T_181405,P_328965,156.47,0.00,0.00,2021-02-12,2021-02-13,ERP_COSTING
COST-SL-00025217,SL-00025217,T_742961,P_RARE_Product_Family_03,637.27,0.00,0.00,2022-04-17,2022-04-19,ERP_COSTING
COST-SL-00025222,SL-00025222,T_778500,P_945393,108.81,0.00,0.00,2020-07-04,2020-07-06,ERP_COSTING
COST-SL-00025223,SL-00025223,T_108329,P_700346,96.41,0.00,0.00,2020-07-27,2020-07-27,ERP_COSTING
COST-SL-00025225,SL-00025225,T_371333,P_192876,109.21,0.00,0.00,2021-06-02,2021-06-02,ERP_COSTING
COST-SL-00025228,SL-00025228,T_713201,P_RARE_Product_Family_03,946.56,0.00,0.00,2022-04-17,2022-04-18,ERP_COSTING
COST-SL-00025233,SL-00025233,T_334225,P_RARE_Product_Family_03,49.28,0.00,0.00,2020-09-24,2020-09-25,ERP_COSTING
COST-SL-00025234,SL-00025234,T_262831,P_787566,125.15,0.00,0.00,2021-08-17,2021-08-17,ERP_COSTING
COST-SL-00025238,SL-00025238,T_683447,P_645213,147.65,0.00,0.00,2020-10-19,2020-10-21,ERP_COSTING
COST-SL-00025239,SL-00025239,T_903488,P_RARE_Product_Family_04,200.28,0.00,0.00,2021-09-18,2021-09-19,ERP_COSTING
COST-SL-00025242,SL-00025242,T_177185,P_379523,73.65,0.00,0.00,2020-07-07,2020-07-08,ERP_COSTING
COST-SL-00025247,SL-00025247,T_346960,P_964660,676.50,0.00,0.00,2022-05-27,2022-05-27,ERP_COSTING
COST-SL-00025248,SL-00025248,T_625753,P_RARE_Product_Family_04,156.54,0.00,0.00,2021-07-22,2021-07-23,ERP_COSTING
COST-SL-00025249,SL-00025249,T_046802,P_444447,87.34,0.00,0.00,2020-05-16,2020-05-18,ERP_COSTING
COST-SL-00025252,SL-00025252,T_544335,P_119618,334.40,0.00,0.00,2021-11-25,2021-11-25,ERP_COSTING
COST-SL-00025256,SL-00025256,T_674459,P_RARE_Product_Family_05,682.56,0.00,0.00,2022-05-04,2022-05-06,ERP_COSTING
COST-SL-00025257,SL-00025257,T_896189,P_003764,230.66,0.00,0.00,2021-11-15,2021-11-16,ERP_COSTING
COST-SL-00025258,SL-00025258,T_011352,P_RARE_Product_Family_03,106.16,0.00,0.00,2020-02-14,2020-02-16,ERP_COSTING
COST-SL-00025260,SL-00025260,T_139499,P_769459,120.44,0.00,0.00,2020-07-20,2020-07-20,ERP_COSTING
COST-SL-00025261,SL-00025261,T_889816,P_RARE_Product_Family_01,167.34,0.00,0.00,2021-03-03,2021-03-04,ERP_COSTING
COST-SL-00025266,SL-00025266,T_108024,P_RARE_Product_Family_05,144.45,0.00,0.00,2020-03-14,2020-03-14,ERP_COSTING
COST-SL-00025270,SL-00025270,T_063467,P_328965,359.93,0.00,0.00,2021-11-30,2021-12-01,ERP_COSTING
COST-SL-00025277,SL-00025277,T_582955,P_635050,256.86,0.00,0.00,2021-11-18,2021-11-20,ERP_COSTING
COST-SL-00025281,SL-00025281,T_913893,P_655926,92.91,0.00,0.00,2020-03-09,2020-03-09,ERP_COSTING
COST-SL-00025284,SL-00025284,T_477902,P_RARE_Product_Family_01,353.23,0.00,0.00,2021-07-09,2021-07-10,ERP_COSTING
COST-SL-00025287,SL-00025287,T_885246,P_509864,99.13,0.00,0.00,2020-04-08,2020-04-08,ERP_COSTING
COST-SL-00025293,SL-00025293,T_413324,P_RARE_Product_Family_03,"1,153.15",0.00,0.00,2022-02-28,2022-03-02,ERP_COSTING
COST-SL-00025296,SL-00025296,T_906769,P_615273,83.67,0.00,0.00,2020-06-11,2020-06-12,ERP_COSTING
COST-SL-00025299,SL-00025299,T_294506,P_742720,58.10,0.00,0.00,2020-10-24,2020-10-26,ERP_COSTING
COST-SL-00025300,SL-00025300,T_523789,P_379855,77.41,0.00,0.00,2020-07-04,2020-07-04,ERP_COSTING
COST-SL-00025301,SL-00025301,T_780705,P_RARE_Product_Family_01,109.85,0.00,0.00,2020-11-12,2020-11-14,ERP_COSTING
COST-SL-00025306,SL-00025306,T_393414,P_077463,231.16,0.00,0.00,2021-12-27,2021-12-27,ERP_COSTING
COST-SL-00025310,SL-00025310,T_659013,P_494409,277.08,0.00,0.00,2021-03-19,2021-03-21,ERP_COSTING
COST-SL-00025320,SL-00025320,T_698401,P_RARE_Product_Family_04,46.03,0.00,0.00,2020-09-10,2020-09-11,ERP_COSTING
COST-SL-00025323,SL-00025323,T_234996,P_353119,317.33,0.00,0.00,2021-11-06,2021-11-08,ERP_COSTING
COST-SL-00025326,SL-00025326,T_515777,P_812406,602.99,0.00,0.00,2022-04-19,2022-04-20,ERP_COSTING
COST-SL-00025327,SL-00025327,T_500497,P_537744,919.51,0.00,0.00,2022-05-22,2022-05-22,ERP_COSTING
COST-SL-00025332,SL-00025332,T_320417,P_RARE_Product_Family_03,149.02,0.00,0.00,2021-03-02,2021-03-04,ERP_COSTING
COST-SL-00025335,SL-00025335,T_030919,P_RARE_Product_Family_05,496.77,0.00,0.00,2022-01-30,2022-01-31,ERP_COSTING
COST-SL-00025338,SL-00025338,T_235710,P_RARE_Product_Family_05,478.98,0.00,0.00,2021-12-06,2021-12-06,ERP_COSTING
COST-SL-00025342,SL-00025342,T_653797,P_992126,163.25,0.00,0.00,2021-02-01,2021-02-02,ERP_COSTING
COST-SL-00025343,SL-00025343,T_820696,P_898933,99.65,0.00,0.00,2021-07-31,2021-07-31,ERP_COSTING
COST-SL-00025345,SL-00025345,T_926487,P_942851,98.11,0.00,0.00,2020-10-01,2020-10-01,ERP_COSTING
COST-SL-00025348,SL-00025348,T_280033,P_593409,204.69,0.00,0.00,2021-08-29,2021-08-31,ERP_COSTING
COST-SL-00025353,SL-00025353,T_486247,P_420402,83.97,0.00,0.00,2020-04-29,2020-05-01,ERP_COSTING
COST-SL-00025354,SL-00025354,T_550569,P_569202,75.45,0.00,0.00,2020-08-14,2020-08-14,ERP_COSTING
COST-SL-00025358,SL-00025358,T_474413,P_672805,871.46,0.00,0.00,2022-04-16,2022-04-17,ERP_COSTING
COST-SL-00025359,SL-00025359,T_218880,P_434331,95.33,0.00,0.00,2021-07-12,2021-07-14,ERP_COSTING
COST-SL-00025360,SL-00025360,T_343747,P_945371,96.57,0.00,0.00,2020-03-18,2020-03-18,ERP_COSTING
COST-SL-00025365,SL-00025365,T_496188,P_494409,503.50,0.00,0.00,2021-11-21,2021-11-22,ERP_COSTING
COST-SL-00025370,SL-00025370,T_466701,P_427361,183.41,0.00,0.00,2021-07-13,2021-07-15,ERP_COSTING
COST-SL-00025371,SL-00025371,T_281889,P_RARE_Product_Family_05,81.75,0.00,0.00,2020-10-29,2020-10-29,ERP_COSTING
COST-SL-00025384,SL-00025384,T_965527,P_693518,213.23,6.80,"1,439.42",2021-09-12,2021-09-12,ERP_COSTING
COST-SL-00025385,SL-00025385,T_202484,P_RARE_Product_Family_03,135.66,0.00,0.00,2021-04-02,2021-04-04,ERP_COSTING
COST-SL-00025389,SL-00025389,T_753082,P_850562,68.92,0.00,0.00,2020-09-14,2020-09-16,ERP_COSTING
COST-SL-00025391,SL-00025391,T_066998,P_572494,73.34,0.00,0.00,2020-04-28,2020-04-29,ERP_COSTING
COST-SL-00025392,SL-00025392,T_030656,P_RARE_Product_Family_03,56.60,0.00,0.00,2020-10-15,2020-10-17,ERP_COSTING
COST-SL-00025394,SL-00025394,T_365442,P_830231,257.86,0.00,0.00,2021-07-31,2021-08-02,ERP_COSTING
COST-SL-00025395,SL-00025395,T_462147,P_542809,127.33,0.00,0.00,2020-08-31,2020-08-31,ERP_COSTING
COST-SL-00025404,SL-00025404,T_692869,P_128221,174.64,0.00,0.00,2021-08-12,2021-08-14,ERP_COSTING
COST-SL-00025405,SL-00025405,T_594553,P_119677,162.37,0.00,0.00,2021-02-13,2021-02-13,ERP_COSTING
COST-SL-00025409,SL-00025409,T_451422,P_603156,115.04,0.00,0.00,2020-12-06,2020-12-07,ERP_COSTING
COST-SL-00025411,SL-00025411,T_590943,P_769459,110.81,0.00,0.00,2020-09-08,2020-09-09,ERP_COSTING
COST-SL-00025412,SL-00025412,T_456290,P_612668,102.14,0.00,0.00,2020-02-09,2020-02-09,ERP_COSTING
COST-SL-00025414,SL-00025414,T_736118,P_615273,137.59,0.00,0.00,2021-01-08,2021-01-08,ERP_COSTING
COST-SL-00025415,SL-00025415,T_916855,P_074174,153.81,0.00,0.00,2021-01-06,2021-01-08,ERP_COSTING
COST-SL-00025421,SL-00025421,T_684715,P_215215,217.07,0.00,0.00,2021-09-29,2021-10-01,ERP_COSTING
COST-SL-00025426,SL-00025426,T_279315,P_RARE_Product_Family_01,769.68,0.00,0.00,2022-05-27,2022-05-27,ERP_COSTING
COST-SL-00025433,SL-00025433,T_728188,P_RARE_Product_Family_04,185.82,0.00,0.00,2021-10-14,2021-10-14,ERP_COSTING
COST-SL-00025434,SL-00025434,T_755623,P_490196,248.79,0.00,0.00,2021-09-06,2021-09-07,ERP_COSTING
COST-SL-00025435,SL-00025435,T_120829,P_RARE_Product_Family_04,58.50,0.00,0.00,2021-06-26,2021-06-26,ERP_COSTING
COST-SL-00025439,SL-00025439,T_856695,P_RARE_Product_Family_03,253.23,0.00,0.00,2021-11-19,2021-11-21,ERP_COSTING
COST-SL-00025440,SL-00025440,T_168467,P_RARE_Product_Family_04,263.54,0.00,0.00,2021-10-28,2021-10-29,ERP_COSTING
COST-SL-00025441,SL-00025441,T_159982,P_RARE_Product_Family_05,275.60,0.00,0.00,2021-09-11,2021-09-13,ERP_COSTING
COST-SL-00025444,SL-00025444,T_838073,P_048748,508.56,0.00,0.00,2021-12-22,2021-12-22,ERP_COSTING
COST-SL-00025450,SL-00025450,T_792524,P_218456,69.40,0.00,0.00,2020-04-03,2020-04-05,ERP_COSTING
COST-SL-00025455,SL-00025455,T_168949,P_108570,701.51,0.00,0.00,2022-03-22,2022-03-22,ERP_COSTING
COST-SL-00025462,SL-00025462,T_536747,P_826872,93.34,0.00,0.00,2020-07-06,2020-07-07,ERP_COSTING
COST-SL-00025468,SL-00025468,T_355989,P_RARE_Product_Family_03,54.67,0.00,0.00,2020-03-15,2020-03-17,ERP_COSTING
COST-SL-00025469,SL-00025469,T_915536,P_RARE_Product_Family_05,265.10,0.00,0.00,2021-04-20,2021-04-20,ERP_COSTING
COST-SL-00025472,SL-00025472,T_061147,P_RARE_Product_Family_03,96.52,0.00,0.00,2021-07-25,2021-07-27,ERP_COSTING
COST-SL-00025473,SL-00025473,T_837952,P_RARE_Product_Family_05,227.46,0.00,0.00,2021-06-25,2021-06-26,ERP_COSTING
COST-SL-00025476,SL-00025476,T_946173,P_611957,188.28,0.00,0.00,2021-02-01,2021-02-01,ERP_COSTING
COST-SL-00025479,SL-00025479,T_506242,P_RARE_Product_Family_03,129.54,0.00,0.00,2020-12-12,2020-12-12,ERP_COSTING
COST-SL-00025482,SL-00025482,T_549202,P_947367,87.03,0.00,0.00,2020-08-18,2020-08-18,ERP_COSTING
COST-SL-00025483,SL-00025483,T_695615,P_725670,91.11,0.00,0.00,2020-06-25,2020-06-26,ERP_COSTING
COST-SL-00025487,SL-00025487,T_968164,P_RARE_Product_Family_03,185.88,0.00,0.00,2020-04-10,2020-04-12,ERP_COSTING
COST-SL-00025488,SL-00025488,T_787839,P_047794,115.43,0.00,0.00,2020-08-05,2020-08-07,ERP_COSTING
COST-SL-00025490,SL-00025490,T_041345,P_408775,116.76,0.00,0.00,2020-11-08,2020-11-10,ERP_COSTING
COST-SL-00025491,SL-00025491,T_210663,P_253702,66.31,0.00,0.00,2020-10-09,2020-10-10,ERP_COSTING
