شماره فاکتور,تاریخ,Customer_ID,ماه,سال,Available_At,Source_System
T_400048,2021-08-23,C_937594,M08,SY03,2021-08-24,ERP_SALES
T_400118,2021-06-28,C_806376,M06,SY03,2021-06-29,ERP_SALES
T_400135,2021-02-08,C_172705,M02,SY03,2021-02-09,ERP_SALES
T_400142,2021-07-26,C_113139,M07,SY03,2021-07-27,ERP_SALES
T_400182,2022-05-30,C_074947,M05,SY04,2022-05-31,ERP_SALES
T_400257,2022-02-21,C_472366,M02,SY04,2022-02-22,ERP_SALES
T_400281,2021-11-29,C_051535,M11,SY03,2021-11-30,ERP_SALES
T_400323,2021-03-01,C_633661,M03,SY03,2021-03-02,ERP_SALES
T_400453,2020-02-03,C_951507,M02,SY02,2020-02-04,ERP_SALES
T_400455,2020-03-09,C_336021,M03,SY02,2020-03-10,ERP_SALES
T_400507,2021-12-27,C_113139,M12,SY03,2021-12-28,ERP_SALES
T_400510,2021-11-01,C_317124,M11,SY03,2021-11-02,ERP_SALES
T_400548,2020-07-27,C_603968,M07,SY02,2020-07-28,ERP_SALES
T_400618,2020-02-17,C_421536,M02,SY02,2020-02-18,ERP_SALES
T_400661,2020-04-06,C_773326,M04,SY02,2020-04-07,ERP_SALES
T_400680,2020-04-13,C_792125,M04,SY02,2020-04-14,ERP_SALES
T_400708,2020-11-16,C_209453,M11,SY02,2020-11-17,ERP_SALES
T_400786,2021-10-04,C_980626,M10,SY03,2021-10-05,ERP_SALES
T_400980,2020-05-11,C_361181,M05,SY02,2020-05-12,ERP_SALES
T_401060,2021-08-30,C_282979,M08,SY03,2021-08-31,ERP_SALES
T_401070,2022-01-10,C_746892,M01,SY04,2022-01-11,ERP_SALES
T_401120,2021-08-02,C_691869,M08,SY03,2021-08-03,ERP_SALES
T_401254,2020-05-25,C_245948,M05,SY02,2020-05-26,ERP_SALES
T_401645,2021-08-30,C_761946,M08,SY03,2021-08-31,ERP_SALES
T_401849,2021-11-15,C_600979,M11,SY03,2021-11-16,ERP_SALES
T_402084,2021-09-13,C_571033,M09,SY03,2021-09-14,ERP_SALES
T_402109,2021-08-16,C_951507,M08,SY03,2021-08-17,ERP_SALES
T_402184,2020-10-19,C_997228,M10,SY02,2020-10-20,ERP_SALES
T_402187,2022-02-21,C_937594,M02,SY04,2022-02-22,ERP_SALES
T_402232,2020-10-26,C_593639,M10,SY02,2020-10-27,ERP_SALES
T_402252,2020-02-24,C_746892,M02,SY02,2020-02-25,ERP_SALES
T_402348,2020-05-25,C_051706,M05,SY02,2020-05-26,ERP_SALES
T_402407,2021-06-07,C_316786,M06,SY03,2021-06-08,ERP_SALES
T_402520,2020-09-21,C_762928,M09,SY02,2020-09-22,ERP_SALES
T_402726,2020-08-03,C_172705,M08,SY02,2020-08-04,ERP_SALES
T_402814,2021-03-15,C_746892,M03,SY03,2021-03-16,ERP_SALES
T_402880,2021-05-10,C_710912,M05,SY03,2021-05-11,ERP_SALES
T_402919,2020-05-18,C_633661,M05,SY02,2020-05-19,ERP_SALES
T_403037,2022-01-24,C_491628,M01,SY04,2022-01-25,ERP_SALES
T_403039,2020-04-20,C_117580,M04,SY02,2020-04-21,ERP_SALES
T_403213,2020-12-28,C_180817,M12,SY02,2020-12-29,ERP_SALES
T_403281,2021-11-08,C_937594,M11,SY03,2021-11-09,ERP_SALES
T_403302,2020-07-27,C_593639,M07,SY02,2020-07-28,ERP_SALES
T_403333,2021-03-08,C_514318,M03,SY03,2021-03-09,ERP_SALES
T_403348,2021-11-15,C_717003,M11,SY03,2021-11-16,ERP_SALES
T_403453,2021-02-15,C_806376,M02,SY03,2021-02-16,ERP_SALES
T_403458,2020-05-11,C_117580,M05,SY02,2020-05-12,ERP_SALES
T_403479,2021-12-13,C_479796,M12,SY03,2021-12-14,ERP_SALES
T_403532,2021-07-05,C_951507,M07,SY03,2021-07-06,ERP_SALES
T_403620,2020-10-05,C_593639,M10,SY02,2020-10-06,ERP_SALES
T_403766,2021-08-09,C_862106,M08,SY03,2021-08-10,ERP_SALES
T_403872,2021-03-08,C_683666,M03,SY03,2021-03-09,ERP_SALES
T_404007,2020-11-16,C_603877,M11,SY02,2020-11-17,ERP_SALES
T_404041,2020-02-24,C_180817,M02,SY02,2020-02-25,ERP_SALES
T_404331,2021-02-15,C_219026,M02,SY03,2021-02-16,ERP_SALES
T_404410,2020-10-19,C_806376,M10,SY02,2020-10-20,ERP_SALES
T_404511,2021-08-16,C_593639,M08,SY03,2021-08-17,ERP_SALES
T_404562,2021-01-25,C_473035,M01,SY03,2021-01-26,ERP_SALES
T_404620,2020-07-06,C_117580,M07,SY02,2020-07-07,ERP_SALES
T_404758,2020-10-19,C_147153,M10,SY02,2020-10-20,ERP_SALES
T_404823,2022-04-25,C_113139,M04,SY04,2022-04-26,ERP_SALES
T_404885,2021-09-13,C_482570,M09,SY03,2021-09-14,ERP_SALES
T_404997,2022-03-28,C_419410,M03,SY04,2022-03-29,ERP_SALES
T_405018,2020-07-27,C_603968,M07,SY02,2020-07-28,ERP_SALES
T_405059,2020-10-12,C_412635,M10,SY02,2020-10-13,ERP_SALES
T_405089,2020-03-30,C_524968,M03,SY02,2020-03-31,ERP_SALES
T_405234,2020-04-20,C_565612,M04,SY02,2020-04-21,ERP_SALES
T_405295,2020-11-23,C_282539,M11,SY02,2020-11-24,ERP_SALES
T_405410,2022-01-10,C_535756,M01,SY04,2022-01-11,ERP_SALES
T_405418,2020-11-23,C_535756,M11,SY02,2020-11-24,ERP_SALES
T_405445,2020-08-17,C_051535,M08,SY02,2020-08-18,ERP_SALES
T_405474,2020-11-23,C_593639,M11,SY02,2020-11-24,ERP_SALES
T_405503,2021-05-03,C_076411,M05,SY03,2021-05-04,ERP_SALES
T_405562,2020-08-31,C_117580,M08,SY02,2020-09-01,ERP_SALES
T_405600,2022-04-18,C_951507,M04,SY04,2022-04-19,ERP_SALES
T_405666,2021-08-09,C_113139,M08,SY03,2021-08-10,ERP_SALES
T_405721,2022-04-11,C_074947,M04,SY04,2022-04-12,ERP_SALES
T_405793,2021-10-11,C_806376,M10,SY03,2021-10-12,ERP_SALES
T_405796,2021-11-29,C_698497,M11,SY03,2021-11-30,ERP_SALES
T_405872,2021-01-25,C_838088,M01,SY03,2021-01-26,ERP_SALES
T_405918,2020-06-22,C_519849,M06,SY02,2020-06-23,ERP_SALES
T_405929,2022-02-07,C_593639,M02,SY04,2022-02-08,ERP_SALES
T_406008,2020-04-13,C_063809,M04,SY02,2020-04-14,ERP_SALES
T_406198,2022-05-30,C_633661,M05,SY04,2022-05-31,ERP_SALES
T_406262,2020-03-02,C_930788,M03,SY02,2020-03-03,ERP_SALES
T_406296,2021-11-01,C_063809,M11,SY03,2021-11-02,ERP_SALES
T_406313,2022-05-02,C_749821,M05,SY04,2022-05-03,ERP_SALES
T_406367,2021-06-14,C_514318,M06,SY03,2021-06-15,ERP_SALES
T_406459,2020-07-20,C_185126,M07,SY02,2020-07-21,ERP_SALES
T_406569,2020-08-24,C_490597,M08,SY02,2020-08-25,ERP_SALES
T_406675,2022-05-09,C_352205,M05,SY04,2022-05-10,ERP_SALES
T_406689,2021-02-08,C_361181,M02,SY03,2021-02-09,ERP_SALES
T_406733,2020-01-06,C_763947,M01,SY02,2020-01-07,ERP_SALES
T_406741,2020-08-17,C_867370,M08,SY02,2020-08-18,ERP_SALES
T_406792,2020-08-31,C_439356,M08,SY02,2020-09-01,ERP_SALES
T_406808,2020-05-11,C_258325,M05,SY02,2020-05-12,ERP_SALES
T_407045,2021-04-19,C_401016,M04,SY03,2021-04-20,ERP_SALES
T_407080,2021-10-18,C_603968,M10,SY03,2021-10-19,ERP_SALES
T_407092,2020-11-30,C_245948,M11,SY02,2020-12-01,ERP_SALES
T_407105,2020-12-07,C_877858,M12,SY02,2020-12-08,ERP_SALES
T_407179,2020-07-06,C_117580,M07,SY02,2020-07-07,ERP_SALES
T_407183,2021-12-06,C_459713,M12,SY03,2021-12-07,ERP_SALES
T_407357,2020-09-28,C_739258,M09,SY02,2020-09-29,ERP_SALES
T_407396,2022-03-28,C_479701,M03,SY04,2022-03-29,ERP_SALES
T_407409,2020-03-16,C_473035,M03,SY02,2020-03-17,ERP_SALES
T_407525,2022-02-07,C_749821,M02,SY04,2022-02-08,ERP_SALES
T_407548,2020-11-30,C_939370,M11,SY02,2020-12-01,ERP_SALES
T_407681,2022-04-25,C_672256,M04,SY04,2022-04-26,ERP_SALES
T_407699,2020-08-17,C_117580,M08,SY02,2020-08-18,ERP_SALES
T_407757,2020-04-27,C_421536,M04,SY02,2020-04-28,ERP_SALES
T_407812,2020-07-20,C_633661,M07,SY02,2020-07-21,ERP_SALES
T_407858,2021-07-19,C_848211,M07,SY03,2021-07-20,ERP_SALES
T_407944,2020-07-27,C_117580,M07,SY02,2020-07-28,ERP_SALES
T_407945,2020-07-13,C_117580,M07,SY02,2020-07-14,ERP_SALES
T_407991,2021-05-03,C_249135,M05,SY03,2021-05-04,ERP_SALES
T_408066,2021-05-10,C_421536,M05,SY03,2021-05-11,ERP_SALES
T_408081,2020-08-24,C_603877,M08,SY02,2020-08-25,ERP_SALES
T_408100,2020-03-16,C_799217,M03,SY02,2020-03-17,ERP_SALES
T_408146,2022-03-28,C_317124,M03,SY04,2022-03-29,ERP_SALES
T_408247,2021-08-09,C_749821,M08,SY03,2021-08-10,ERP_SALES
T_408255,2021-03-22,C_603968,M03,SY03,2021-03-23,ERP_SALES
T_408618,2021-06-14,C_022240,M06,SY03,2021-06-15,ERP_SALES
T_408638,2020-09-07,C_117580,M09,SY02,2020-09-08,ERP_SALES
T_408684,2020-06-15,C_284990,M06,SY02,2020-06-16,ERP_SALES
T_408706,2022-03-14,C_951507,M03,SY04,2022-03-15,ERP_SALES
T_408749,2021-03-08,C_274912,M03,SY03,2021-03-09,ERP_SALES
T_408751,2021-05-17,C_593639,M05,SY03,2021-05-18,ERP_SALES
T_408860,2021-05-31,C_419410,M05,SY03,2021-06-01,ERP_SALES
T_408920,2021-11-08,C_705572,M11,SY03,2021-11-09,ERP_SALES
T_408977,2020-02-17,C_535756,M02,SY02,2020-02-18,ERP_SALES
T_408999,2020-02-10,C_698497,M02,SY02,2020-02-11,ERP_SALES
T_409045,2021-12-06,C_491628,M12,SY03,2021-12-07,ERP_SALES
T_409055,2020-11-16,C_298468,M11,SY02,2020-11-17,ERP_SALES
T_409101,2020-12-07,C_903161,M12,SY02,2020-12-08,ERP_SALES
T_409251,2020-07-20,C_473035,M07,SY02,2020-07-21,ERP_SALES
T_409277,2021-03-22,C_806376,M03,SY03,2021-03-23,ERP_SALES
T_409292,2020-11-30,C_579810,M11,SY02,2020-12-01,ERP_SALES
T_409375,2022-05-23,C_884864,M05,SY04,2022-05-24,ERP_SALES
T_409380,2020-10-12,C_519849,M10,SY02,2020-10-13,ERP_SALES
T_409446,2020-10-26,C_603968,M10,SY02,2020-10-27,ERP_SALES
T_409605,2021-02-08,C_412635,M02,SY03,2021-02-09,ERP_SALES
T_409707,2021-11-22,C_866894,M11,SY03,2021-11-23,ERP_SALES
T_409758,2020-11-23,C_336021,M11,SY02,2020-11-24,ERP_SALES
T_409768,2020-07-27,C_258325,M07,SY02,2020-07-28,ERP_SALES
T_409777,2020-07-06,C_117580,M07,SY02,2020-07-07,ERP_SALES
T_409791,2020-12-07,C_603877,M12,SY02,2020-12-08,ERP_SALES
T_410062,2021-05-31,C_732146,M05,SY03,2021-06-01,ERP_SALES
T_410175,2021-05-24,C_593639,M05,SY03,2021-05-25,ERP_SALES
T_410249,2020-07-20,C_117580,M07,SY02,2020-07-21,ERP_SALES
T_410451,2020-08-24,C_479796,M08,SY02,2020-08-25,ERP_SALES
T_410499,2020-11-30,C_698497,M11,SY02,2020-12-01,ERP_SALES
T_410617,2020-06-01,C_633661,M06,SY02,2020-06-02,ERP_SALES
T_410649,2020-08-03,C_698497,M08,SY02,2020-08-04,ERP_SALES
T_410650,2020-09-14,C_245948,M09,SY02,2020-09-15,ERP_SALES
T_410668,2020-12-28,C_227683,M12,SY02,2020-12-29,ERP_SALES
T_410743,2021-06-07,C_465481,M06,SY03,2021-06-08,ERP_SALES
T_410795,2022-05-02,C_705572,M05,SY04,2022-05-03,ERP_SALES
T_410840,2021-11-08,C_739947,M11,SY03,2021-11-09,ERP_SALES
T_410872,2020-04-06,C_633661,M04,SY02,2020-04-07,ERP_SALES
T_410932,2020-08-10,C_051706,M08,SY02,2020-08-11,ERP_SALES
T_410950,2020-07-20,C_514467,M07,SY02,2020-07-21,ERP_SALES
T_410972,2021-10-04,C_170045,M10,SY03,2021-10-05,ERP_SALES
T_411126,2022-05-02,C_884864,M05,SY04,2022-05-03,ERP_SALES
T_411140,2022-03-14,C_147153,M03,SY04,2022-03-15,ERP_SALES
T_411184,2021-01-18,C_412635,M01,SY03,2021-01-19,ERP_SALES
T_411228,2022-01-31,C_338236,M01,SY04,2022-02-01,ERP_SALES
T_411368,2020-12-28,C_708199,M12,SY02,2020-12-29,ERP_SALES
T_411458,2021-04-05,C_866894,M04,SY03,2021-04-06,ERP_SALES
T_411507,2022-04-04,C_829082,M04,SY04,2022-04-05,ERP_SALES
T_411512,2022-01-03,C_746892,M01,SY04,2022-01-04,ERP_SALES
T_411612,2020-04-13,C_593639,M04,SY02,2020-04-14,ERP_SALES
T_411693,2020-08-17,C_593639,M08,SY02,2020-08-18,ERP_SALES
T_411814,2021-03-01,C_903161,M03,SY03,2021-03-02,ERP_SALES
T_411891,2022-04-25,C_877858,M04,SY04,2022-04-26,ERP_SALES
T_411911,2021-08-30,C_969004,M08,SY03,2021-08-31,ERP_SALES
T_412121,2020-03-09,C_421536,M03,SY02,2020-03-10,ERP_SALES
T_412305,2021-07-26,C_535756,M07,SY03,2021-07-27,ERP_SALES
T_412409,2021-06-28,C_741459,M06,SY03,2021-06-29,ERP_SALES
T_412539,2020-06-15,C_117580,M06,SY02,2020-06-16,ERP_SALES
T_412583,2020-08-31,C_150182,M08,SY02,2020-09-01,ERP_SALES
T_412672,2020-12-14,C_342564,M12,SY02,2020-12-15,ERP_SALES
T_412696,2021-05-03,C_740649,M05,SY03,2021-05-04,ERP_SALES
T_412712,2020-11-23,C_758522,M11,SY02,2020-11-24,ERP_SALES
T_412989,2020-01-13,C_095017,M01,SY02,2020-01-14,ERP_SALES
T_412995,2020-09-28,C_984759,M09,SY02,2020-09-29,ERP_SALES
T_413011,2020-11-02,C_806376,M11,SY02,2020-11-03,ERP_SALES
T_413012,2020-05-18,C_632933,M05,SY02,2020-05-19,ERP_SALES
T_413105,2020-10-05,C_282979,M10,SY02,2020-10-06,ERP_SALES
T_413242,2020-10-12,C_190305,M10,SY02,2020-10-13,ERP_SALES
T_413290,2021-07-05,C_069492,M07,SY03,2021-07-06,ERP_SALES
T_413324,2022-02-21,C_101842,M02,SY04,2022-02-22,ERP_SALES
T_413344,2021-04-19,C_853926,M04,SY03,2021-04-20,ERP_SALES
T_413395,2021-10-11,C_731802,M10,SY03,2021-10-12,ERP_SALES
T_413404,2022-02-21,C_749821,M02,SY04,2022-02-22,ERP_SALES
T_413534,2021-12-06,C_051706,M12,SY03,2021-12-07,ERP_SALES
T_413658,2020-05-11,C_412635,M05,SY02,2020-05-12,ERP_SALES
T_413668,2020-09-07,C_401016,M09,SY02,2020-09-08,ERP_SALES
T_413703,2020-12-07,C_705572,M12,SY02,2020-12-08,ERP_SALES
T_413724,2021-03-15,C_316786,M03,SY03,2021-03-16,ERP_SALES
T_413727,2020-08-24,C_568392,M08,SY02,2020-08-25,ERP_SALES
T_413870,2020-11-09,C_951507,M11,SY02,2020-11-10,ERP_SALES
T_413877,2021-10-18,C_698497,M10,SY03,2021-10-19,ERP_SALES
T_413907,2021-07-19,C_329432,M07,SY03,2021-07-20,ERP_SALES
T_413926,2022-02-28,C_420849,M02,SY04,2022-03-01,ERP_SALES
T_414024,2021-08-09,C_390208,M08,SY03,2021-08-10,ERP_SALES
T_414637,2022-04-25,C_698497,M04,SY04,2022-04-26,ERP_SALES
T_414643,2021-06-07,C_390208,M06,SY03,2021-06-08,ERP_SALES
T_414699,2020-09-07,C_519849,M09,SY02,2020-09-08,ERP_SALES
T_414731,2021-11-08,C_878590,M11,SY03,2021-11-09,ERP_SALES
T_414765,2021-03-08,C_412635,M03,SY03,2021-03-09,ERP_SALES
T_414768,2021-11-01,C_303006,M11,SY03,2021-11-02,ERP_SALES
T_414788,2021-03-08,C_245948,M03,SY03,2021-03-09,ERP_SALES
T_414905,2020-02-10,C_633661,M02,SY02,2020-02-11,ERP_SALES
T_414995,2020-05-11,C_853926,M05,SY02,2020-05-12,ERP_SALES
T_415108,2020-10-05,C_917207,M10,SY02,2020-10-06,ERP_SALES
T_415167,2020-03-23,C_381828,M03,SY02,2020-03-24,ERP_SALES
T_415481,2022-05-23,C_472366,M05,SY04,2022-05-24,ERP_SALES
T_415520,2020-10-05,C_282979,M10,SY02,2020-10-06,ERP_SALES
T_415595,2021-05-31,C_298468,M05,SY03,2021-06-01,ERP_SALES
T_415666,2020-07-06,C_877858,M07,SY02,2020-07-07,ERP_SALES
T_415726,2022-04-25,C_050237,M04,SY04,2022-04-26,ERP_SALES
T_415775,2020-08-10,C_984759,M08,SY02,2020-08-11,ERP_SALES
T_415799,2020-04-13,C_683666,M04,SY02,2020-04-14,ERP_SALES
T_415829,2020-01-20,C_172705,M01,SY02,2020-01-21,ERP_SALES
T_415843,2021-03-08,C_633661,M03,SY03,2021-03-09,ERP_SALES
T_415847,2020-07-20,C_015579,M07,SY02,2020-07-21,ERP_SALES
T_415909,2021-10-18,C_593639,M10,SY03,2021-10-19,ERP_SALES
T_416096,2020-03-16,C_705572,M03,SY02,2020-03-17,ERP_SALES
T_416119,2020-09-07,C_245948,M09,SY02,2020-09-08,ERP_SALES
T_416278,2021-12-27,C_028208,M12,SY03,2021-12-28,ERP_SALES
T_416377,2020-06-29,C_415428,M06,SY02,2020-06-30,ERP_SALES
T_416403,2021-06-14,C_984759,M06,SY03,2021-06-15,ERP_SALES
T_416584,2020-12-28,C_763443,M12,SY02,2020-12-29,ERP_SALES
T_416647,2020-05-04,C_421536,M05,SY02,2020-05-05,ERP_SALES
T_416695,2021-12-13,C_122750,M12,SY03,2021-12-14,ERP_SALES
T_416776,2019-12-16,C_040673,M12,SY01,2019-12-17,ERP_SALES
T_416898,2022-05-30,C_591411,M05,SY04,2022-05-31,ERP_SALES
T_416906,2020-03-09,C_800815,M03,SY02,2020-03-10,ERP_SALES
T_417076,2021-08-30,C_050237,M08,SY03,2021-08-31,ERP_SALES
T_417133,2020-11-16,C_303006,M11,SY02,2020-11-17,ERP_SALES
T_417184,2022-01-17,C_877858,M01,SY04,2022-01-18,ERP_SALES
T_417192,2020-07-27,C_420849,M07,SY02,2020-07-28,ERP_SALES
T_417276,2021-01-25,C_249135,M01,SY03,2021-01-26,ERP_SALES
T_417626,2020-11-16,C_806376,M11,SY02,2020-11-17,ERP_SALES
T_417657,2020-11-16,C_379035,M11,SY02,2020-11-17,ERP_SALES
T_417664,2020-03-16,C_415428,M03,SY02,2020-03-17,ERP_SALES
T_417758,2021-05-24,C_535756,M05,SY03,2021-05-25,ERP_SALES
T_417805,2022-03-14,C_877858,M03,SY04,2022-03-15,ERP_SALES
T_417849,2021-02-22,C_282979,M02,SY03,2021-02-23,ERP_SALES
T_417874,2021-04-12,C_984759,M04,SY03,2021-04-13,ERP_SALES
T_418030,2020-11-23,C_524968,M11,SY02,2020-11-24,ERP_SALES
T_418053,2022-05-02,C_472366,M05,SY04,2022-05-03,ERP_SALES
T_418189,2022-04-18,C_664019,M04,SY04,2022-04-19,ERP_SALES
T_418234,2020-04-27,C_421536,M04,SY02,2020-04-28,ERP_SALES
T_418392,2020-06-22,C_633661,M06,SY02,2020-06-23,ERP_SALES
T_418396,2021-09-06,C_939370,M09,SY03,2021-09-07,ERP_SALES
T_418451,2020-01-13,C_063926,M01,SY02,2020-01-14,ERP_SALES
T_418657,2021-07-26,C_951507,M07,SY03,2021-07-27,ERP_SALES
T_418662,2020-02-03,C_565612,M02,SY02,2020-02-04,ERP_SALES
T_418809,2020-12-07,C_806376,M12,SY02,2020-12-08,ERP_SALES
T_419012,2021-08-16,C_806376,M08,SY03,2021-08-17,ERP_SALES
T_419063,2021-06-07,C_317124,M06,SY03,2021-06-08,ERP_SALES
T_419126,2022-03-07,C_337945,M03,SY04,2022-03-08,ERP_SALES
T_419139,2020-06-01,C_357434,M06,SY02,2020-06-02,ERP_SALES
T_419252,2020-10-26,C_672256,M10,SY02,2020-10-27,ERP_SALES
T_419347,2021-10-25,C_317124,M10,SY03,2021-10-26,ERP_SALES
T_419532,2020-11-02,C_705572,M11,SY02,2020-11-03,ERP_SALES
T_419535,2020-06-08,C_117580,M06,SY02,2020-06-09,ERP_SALES
T_419644,2020-07-20,C_728285,M07,SY02,2020-07-21,ERP_SALES
T_419656,2021-05-24,C_420879,M05,SY03,2021-05-25,ERP_SALES
T_419801,2020-11-09,C_172705,M11,SY02,2020-11-10,ERP_SALES
T_419817,2020-11-09,C_714619,M11,SY02,2020-11-10,ERP_SALES
T_420037,2020-05-25,C_915518,M05,SY02,2020-05-26,ERP_SALES
T_420045,2021-10-11,C_683666,M10,SY03,2021-10-12,ERP_SALES
T_420115,2021-10-18,C_672256,M10,SY03,2021-10-19,ERP_SALES
T_420216,2021-08-30,C_806376,M08,SY03,2021-08-31,ERP_SALES
T_420236,2021-02-08,C_806376,M02,SY03,2021-02-09,ERP_SALES
T_420334,2020-01-13,C_593639,M01,SY02,2020-01-14,ERP_SALES
T_420337,2020-08-24,C_117580,M08,SY02,2020-08-25,ERP_SALES
T_420518,2020-08-03,C_258325,M08,SY02,2020-08-04,ERP_SALES
T_420705,2021-11-22,C_472366,M11,SY03,2021-11-23,ERP_SALES
T_420907,2020-03-23,C_698497,M03,SY02,2020-03-24,ERP_SALES
T_421012,2021-09-20,C_336021,M09,SY03,2021-09-21,ERP_SALES
T_421136,2020-08-24,C_593639,M08,SY02,2020-08-25,ERP_SALES
T_421206,2020-06-01,C_746892,M06,SY02,2020-06-02,ERP_SALES
T_421253,2020-01-20,C_838088,M01,SY02,2020-01-21,ERP_SALES
T_421260,2020-09-28,C_598080,M09,SY02,2020-09-29,ERP_SALES
T_421277,2020-06-22,C_519849,M06,SY02,2020-06-23,ERP_SALES
T_421372,2021-08-02,C_937594,M08,SY03,2021-08-03,ERP_SALES
T_421418,2020-03-30,C_888956,M03,SY02,2020-03-31,ERP_SALES
T_421569,2020-09-07,C_749821,M09,SY02,2020-09-08,ERP_SALES
T_421697,2021-07-19,C_806376,M07,SY03,2021-07-20,ERP_SALES
T_421843,2020-09-14,C_113139,M09,SY02,2020-09-15,ERP_SALES
T_421910,2021-04-05,C_317124,M04,SY03,2021-04-06,ERP_SALES
T_422025,2021-10-11,C_338236,M10,SY03,2021-10-12,ERP_SALES
T_422037,2020-01-20,C_376594,M01,SY02,2020-01-21,ERP_SALES
T_422117,2020-07-27,C_683666,M07,SY02,2020-07-28,ERP_SALES
T_422155,2020-07-13,C_117580,M07,SY02,2020-07-14,ERP_SALES
T_422303,2021-11-01,C_749079,M11,SY03,2021-11-02,ERP_SALES
T_422365,2020-10-12,C_731802,M10,SY02,2020-10-13,ERP_SALES
T_422446,2021-09-13,C_249135,M09,SY03,2021-09-14,ERP_SALES
T_422481,2020-06-08,C_190305,M06,SY02,2020-06-09,ERP_SALES
T_422773,2020-07-06,C_467314,M07,SY02,2020-07-07,ERP_SALES
T_422986,2021-02-22,C_838088,M02,SY03,2021-02-23,ERP_SALES
T_423027,2020-07-13,C_050237,M07,SY02,2020-07-14,ERP_SALES
T_423067,2020-07-13,C_117580,M07,SY02,2020-07-14,ERP_SALES
T_423110,2020-05-04,C_853926,M05,SY02,2020-05-05,ERP_SALES
T_423184,2022-05-02,C_317124,M05,SY04,2022-05-03,ERP_SALES
T_423346,2021-03-15,C_051706,M03,SY03,2021-03-16,ERP_SALES
T_423412,2021-06-28,C_984759,M06,SY03,2021-06-29,ERP_SALES
T_423422,2020-08-17,C_245948,M08,SY02,2020-08-18,ERP_SALES
T_423425,2021-02-15,C_980626,M02,SY03,2021-02-16,ERP_SALES
T_423529,2022-03-07,C_245948,M03,SY04,2022-03-08,ERP_SALES
T_423961,2021-01-11,C_866894,M01,SY03,2021-01-12,ERP_SALES
T_424114,2020-07-13,C_769491,M07,SY02,2020-07-14,ERP_SALES
T_424202,2020-09-07,C_746892,M09,SY02,2020-09-08,ERP_SALES
T_424260,2022-03-14,C_746892,M03,SY04,2022-03-15,ERP_SALES
T_424355,2021-07-05,C_575381,M07,SY03,2021-07-06,ERP_SALES
T_424367,2021-01-18,C_050237,M01,SY03,2021-01-19,ERP_SALES
T_424410,2020-04-27,C_126481,M04,SY02,2020-04-28,ERP_SALES
T_424442,2020-01-27,C_374172,M01,SY02,2020-01-28,ERP_SALES
T_424534,2020-11-02,C_633661,M11,SY02,2020-11-03,ERP_SALES
T_424549,2020-02-17,C_512037,M02,SY02,2020-02-18,ERP_SALES
T_424616,2020-02-03,C_144468,M02,SY02,2020-02-04,ERP_SALES
T_424642,2021-02-01,C_731802,M02,SY03,2021-02-02,ERP_SALES
T_424807,2021-12-20,C_245948,M12,SY03,2021-12-21,ERP_SALES
T_424960,2020-07-27,C_022240,M07,SY02,2020-07-28,ERP_SALES
T_425011,2021-06-28,C_050237,M06,SY03,2021-06-29,ERP_SALES
T_425022,2021-08-23,C_806376,M08,SY03,2021-08-24,ERP_SALES
T_425027,2020-04-06,C_080312,M04,SY02,2020-04-07,ERP_SALES
T_425145,2021-05-24,C_317216,M05,SY03,2021-05-25,ERP_SALES
T_425216,2021-01-18,C_909326,M01,SY03,2021-01-19,ERP_SALES
T_425226,2020-06-22,C_705680,M06,SY02,2020-06-23,ERP_SALES
T_425244,2021-11-29,C_180817,M11,SY03,2021-11-30,ERP_SALES
T_425290,2020-03-23,C_051535,M03,SY02,2020-03-24,ERP_SALES
T_425374,2021-04-26,C_877858,M04,SY03,2021-04-27,ERP_SALES
T_425481,2020-06-01,C_027096,M06,SY02,2020-06-02,ERP_SALES
T_425489,2020-02-10,C_245948,M02,SY02,2020-02-11,ERP_SALES
T_425517,2020-05-11,C_502843,M05,SY02,2020-05-12,ERP_SALES
T_425672,2020-03-09,C_937594,M03,SY02,2020-03-10,ERP_SALES
T_425721,2020-11-23,C_808942,M11,SY02,2020-11-24,ERP_SALES
T_425767,2021-04-05,C_969414,M04,SY03,2021-04-06,ERP_SALES
T_425809,2020-08-24,C_117580,M08,SY02,2020-08-25,ERP_SALES
T_425831,2020-12-28,C_806376,M12,SY02,2020-12-29,ERP_SALES
T_425862,2021-03-29,C_245948,M03,SY03,2021-03-30,ERP_SALES
T_425931,2020-04-20,C_951507,M04,SY02,2020-04-21,ERP_SALES
T_425937,2021-02-01,C_385527,M02,SY03,2021-02-02,ERP_SALES
T_426003,2020-03-30,C_401016,M03,SY02,2020-03-31,ERP_SALES
T_426010,2020-08-10,C_980765,M08,SY02,2020-08-11,ERP_SALES
T_426045,2020-04-06,C_746892,M04,SY02,2020-04-07,ERP_SALES
T_426145,2020-09-07,C_762928,M09,SY02,2020-09-08,ERP_SALES
T_426245,2019-12-23,C_932446,M12,SY01,2019-12-24,ERP_SALES
T_426303,2020-05-18,C_117580,M05,SY02,2020-05-19,ERP_SALES
T_426398,2020-03-30,C_565612,M03,SY02,2020-03-31,ERP_SALES
T_426403,2021-08-30,C_600979,M08,SY03,2021-08-31,ERP_SALES
T_426459,2021-06-28,C_419410,M06,SY03,2021-06-29,ERP_SALES
T_426766,2020-09-28,C_870695,M09,SY02,2020-09-29,ERP_SALES
