Customer_ID,Location_ID,Customer_Segment,Relationship_Start_Date,Credit_Limit,Payment_Terms_Days,Customer_Status,Source_System,Sales_Rep_ID
CUST-002,LOC-002,B,1396/03/23,"6,000,000,000.00",60,فعال,CRM_MASTER,REP-006
CUST-003,LOC-005,B,1397/10/06,"8,000,000,000.00",75,فعال,CRM_MASTER,REP-008
CUST-004,LOC-014,B,1398/05/17,"12,000,000,000.00",90,فعال,CRM_MASTER,REP-003
CUST-005,LOC-016,C,1399/12/28,"18,000,000,000.00",30,فعال,CRM_MASTER,REP-007
CUST-006,LOC-003,A,1400/07/11,"2,000,000,000.00",45,فعال,CRM_MASTER,REP-001
CUST-007,LOC-001,A,1401/02/22,"4,000,000,000.00",60,فعال,CRM_MASTER,REP-004
CUST-008,LOC-015,B,1402/09/05,"6,000,000,000.00",75,فعال,CRM_MASTER,REP-006
CUST-009,LOC-013,B,1403/04/16,"8,000,000,000.00",90,فعال,CRM_MASTER,REP-008
CUST-010,LOC-009,B,1394/11/27,"12,000,000,000.00",30,فعال,CRM_MASTER,REP-003
CUST-011,LOC-002,C,1395/06/10,"18,000,000,000.00",45,فعال,CRM_MASTER,REP-007
CUST-012,LOC-005,A,1396/01/21,"2,000,000,000.00",60,فعال,CRM_MASTER,REP-001
CUST-013,LOC-014,A,1397/08/04,"4,000,000,000.00",75,فعال,CRM_MASTER,REP-004
CUST-014,LOC-004,B,1398/03/15,"6,000,000,000.00",90,فعال,CRM_MASTER,REP-006
CUST-015,LOC-011,B,1399/10/26,"8,000,000,000.00",30,فعال,CRM_MASTER,REP-008
CUST-016,LOC-001,B,1400/05/09,"12,000,000,000.00",45,فعال,CRM_MASTER,REP-003
CUST-017,LOC-015,C,1401/12/20,"18,000,000,000.00",60,فعال,CRM_MASTER,REP-007
CUST-018,LOC-013,A,1402/07/03,"2,000,000,000.00",75,فعال,CRM_MASTER,REP-001
CUST-019,LOC-009,A,1403/02/14,"4,000,000,000.00",90,فعال,CRM_MASTER,REP-004
CUST-020,LOC-002,B,1394/09/25,"6,000,000,000.00",30,فعال,CRM_MASTER,REP-006
