Customer_ID,Month_Key,Available_At,Estimated_Total_Purchase,Nafis_Purchase,Main_Competitor,Estimate_Source,Source_System
C_389825,2021-11,2021-12-05,"1,154.20",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_389825,2021-12,2022-01-05,786.95,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_389825,2022-01,2022-02-05,"1,311.59",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_389825,2022-02,2022-03-05,"1,437.50",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_389825,2022-03,2022-04-05,"1,552.92",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_389825,2022-04,2022-05-05,"2,761.24","1,049.27",رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_389825,2022-05,2022-06-05,734.49,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_389825,2022-06,2022-07-05,849.91,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_390208,2021-07,2021-08-05,996.74,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_390208,2021-08,2021-09-05,"1,559.36",732.90,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_390208,2021-09,2021-10-05,901.47,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_390208,2021-10,2021-11-05,732.90,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_390208,2021-11,2021-12-05,652.28,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_390208,2021-12,2022-01-05,901.47,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_390208,2022-01,2022-02-05,996.74,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_390208,2022-02,2022-03-05,908.80,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_390208,2022-03,2022-04-05,828.18,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_390208,2022-04,2022-05-05,674.27,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_390208,2022-05,2022-06-05,586.32,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_390208,2022-06,2022-07-05,505.70,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_391166,2021-07,2021-08-05,"1,678.47",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_391166,2021-08,2021-09-05,"3,325.27",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_391166,2021-09,2021-10-05,"3,705.30",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_391166,2021-10,2021-11-05,"4,769.33","3,195.45",تأمین,مشتری اظهار,CRM_ESTIMATES
C_391166,2021-11,2021-12-05,"3,071.91",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_391166,2021-12,2022-01-05,"4,338.68",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_391166,2022-01,2022-02-05,"2,565.21",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_391166,2022-02,2022-03-05,"8,966.83","3,138.39",تأمین,فروش کارشناس,CRM_ESTIMATES
C_391166,2022-03,2022-04-05,"1,868.48",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_391166,2022-04,2022-05-05,"4,687.04",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_391166,2022-05,2022-06-05,"4,338.68",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_391166,2022-06,2022-07-05,"3,958.65",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_391675,2021-07,2021-08-05,41.71,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_391675,2021-08,2021-09-05,81.90,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_391675,2021-09,2021-10-05,73.56,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_391675,2021-10,2021-11-05,75.83,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_391675,2021-11,2021-12-05,84.17,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_391675,2021-12,2022-01-05,58.39,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_391675,2022-01,2022-02-05,96.30,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_391675,2022-02,2022-03-05,104.65,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_391675,2022-03,2022-04-05,113.75,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_391675,2022-04,2022-05-05,154.76,75.83,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_391675,2022-05,2022-06-05,61.42,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_391675,2022-06,2022-07-05,70.52,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392302,2021-07,2021-08-05,"1,603.69","1,074.47",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392302,2021-08,2021-09-05,"1,235.64",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_392302,2021-09,2021-10-05,"1,106.70",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_392302,2021-10,2021-11-05,"1,138.94",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_392302,2021-11,2021-12-05,"1,267.87",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392302,2021-12,2022-01-05,"1,386.07",0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_392302,2022-01,2022-02-05,"1,536.49",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_392302,2022-02,2022-03-05,"1,171.17",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_392302,2022-03,2022-04-05,"1,289.36",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_392302,2022-04,2022-05-05,924.04,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_392302,2022-05,2022-06-05,"1,042.24",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_392302,2022-06,2022-07-05,676.92,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_392933,2021-07,2021-08-05,148.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_392933,2021-08,2021-09-05,91.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_392933,2021-09,2021-10-05,80.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392933,2021-10,2021-11-05,130.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_392933,2021-11,2021-12-05,141.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392933,2021-12,2022-01-05,107.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392933,2022-01,2022-02-05,100.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_392933,2022-02,2022-03-05,112.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_392933,2022-03,2022-04-05,123.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_392933,2022-04,2022-05-05,135.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_392933,2022-05,2022-06-05,146.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_392933,2022-06,2022-07-05,56.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_395264,2021-07,2021-08-05,"3,843.18",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_395264,2021-08,2021-09-05,"6,529.35","3,525.85",تأمین,فروش کارشناس,CRM_ESTIMATES
C_395264,2021-09,2021-10-05,"2,714.90",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_395264,2021-10,2021-11-05,"3,490.59",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_395264,2021-11,2021-12-05,"3,878.44",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_395264,2021-12,2022-01-05,"4,301.54",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_395264,2022-01,2022-02-05,"4,442.57",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_395264,2022-02,2022-03-05,"3,208.52",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_395264,2022-03,2022-04-05,"3,631.63",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_395264,2022-04,2022-05-05,"2,080.25",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_395264,2022-05,2022-06-05,"2,468.09",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_395264,2022-06,2022-07-05,"4,830.41",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_398853,2021-07,2021-08-05,"6,994.16","3,916.73",تأمین,برآورد بازدید,CRM_ESTIMATES
C_398853,2021-08,2021-09-05,"3,894.05",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_398853,2021-09,2021-10-05,"4,294.37",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_398853,2021-10,2021-11-05,"3,493.72",0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_398853,2021-11,2021-12-05,"4,872.26","3,361.86",رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_398853,2021-12,2022-01-05,"2,693.08",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_398853,2022-01,2022-02-05,"4,767.48",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_398853,2022-02,2022-03-05,"2,365.54",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_398853,2022-03,2022-04-05,"1,928.83",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_398853,2022-04,2022-05-05,"3,202.58",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_398853,2022-05,2022-06-05,"2,765.86",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_398853,2022-06,2022-07-05,"4,003.22",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_401016,2021-07,2021-08-05,9.83,6.39,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_401016,2021-08,2021-09-05,9.58,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_401016,2021-09,2021-10-05,3.90,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_401016,2021-10,2021-11-05,3.71,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_401016,2021-11,2021-12-05,9.46,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_401016,2021-12,2022-01-05,5.18,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_401016,2022-01,2022-02-05,8.43,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_401016,2022-02,2022-03-05,7.67,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_401016,2022-03,2022-04-05,6.97,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_401016,2022-04,2022-05-05,5.62,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_401016,2022-05,2022-06-05,4.86,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_401016,2022-06,2022-07-05,4.15,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_410063,2021-07,2021-08-05,311.66,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_410063,2021-08,2021-09-05,406.10,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_410063,2021-09,2021-10-05,443.88,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_410063,2021-10,2021-11-05,207.77,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_410063,2021-11,2021-12-05,173.15,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_410063,2021-12,2022-01-05,516.08,314.81,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_410063,2022-01,2022-02-05,317.96,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_410063,2022-02,2022-03-05,424.99,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_410063,2022-03,2022-04-05,390.36,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_410063,2022-04,2022-05-05,210.92,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_410063,2022-05,2022-06-05,173.15,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_410063,2022-06,2022-07-05,283.33,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_411261,2021-07,2021-08-05,"6,549.55",0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_411261,2021-08,2021-09-05,"3,300.51","1,947.30",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_411261,2021-09,2021-10-05,"6,856.05","3,770.83",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_411261,2021-10,2021-11-05,"30,643.20","7,660.80",رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_411261,2021-11,2021-12-05,"49,709.38","14,415.72",رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_411261,2021-12,2022-01-05,"36,792.73","12,141.60",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_411261,2022-01,2022-02-05,"10,143.81",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_411261,2022-02,2022-03-05,"7,428.14",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_411261,2022-03,2022-04-05,"8,386.61",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_411261,2022-04,2022-05-05,"5,591.08",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_411261,2022-05,2022-06-05,"6,549.55",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_411261,2022-06,2022-07-05,"11,821.13",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_411612,2021-07,2021-08-05,"1,827.35",566.48,تأمین,مشتری اظهار,CRM_ESTIMATES
C_411612,2021-08,2021-09-05,"1,463.92","1,097.94",رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_411612,2021-09,2021-10-05,582.55,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_411612,2021-10,2021-11-05,765.63,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_411612,2021-11,2021-12-05,865.50,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_411612,2021-12,2022-01-05,574.22,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_411612,2022-01,2022-02-05,832.21,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_411612,2022-02,2022-03-05,932.08,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_411612,2022-03,2022-04-05,"1,023.62",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_411612,2022-04,2022-05-05,"1,123.48",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_411612,2022-05,2022-06-05,"1,215.03",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_411612,2022-06,2022-07-05,474.36,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_412212,2021-07,2021-08-05,77.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_412212,2021-08,2021-09-05,79.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_412212,2021-09,2021-10-05,91.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_412212,2021-10,2021-11-05,141.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_412212,2021-11,2021-12-05,130.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_412212,2021-12,2022-01-05,118.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_412212,2022-01,2022-02-05,66.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_412212,2022-02,2022-03-05,100.00,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_412212,2022-03,2022-04-05,89.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_412212,2022-04,2022-05-05,123.00,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_412212,2022-05,2022-06-05,112.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_412212,2022-06,2022-07-05,146.00,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_412635,2021-07,2021-08-05,760.94,517.44,تأمین,فروش کارشناس,CRM_ESTIMATES
C_412635,2021-08,2021-09-05,"2,803.79",813.10,تأمین,فروش کارشناس,CRM_ESTIMATES
C_412635,2021-09,2021-10-05,"3,394.60",848.65,تأمین,مشتری اظهار,CRM_ESTIMATES
C_412635,2021-10,2021-11-05,"2,195.76","1,295.50",رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_412635,2021-11,2021-12-05,"1,851.24","1,166.28",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_412635,2021-12,2022-01-05,555.30,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_412635,2022-01,2022-02-05,860.04,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_412635,2022-02,2022-03-05,934.53,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_412635,2022-03,2022-04-05,757.39,310.53,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_412635,2022-04,2022-05-05,499.28,319.54,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_412635,2022-05,2022-06-05,215.49,146.53,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_412635,2022-06,2022-07-05,623.02,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_415428,2021-07,2021-08-05,"3,350.42",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_415428,2021-08,2021-09-05,"3,099.75","2,076.83",رقیب X,برآورد بازدید,CRM_ESTIMATES
C_415428,2021-09,2021-10-05,"1,769.02",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_415428,2021-10,2021-11-05,"3,859.68",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_415428,2021-11,2021-12-05,"3,564.85",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_415428,2021-12,2022-01-05,"6,195.92","3,283.84",تأمین,فروش کارشناس,CRM_ESTIMATES
C_415428,2022-01,2022-02-05,"3,672.06",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_415428,2022-02,2022-03-05,"1,876.23",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_415428,2022-03,2022-04-05,"1,581.40",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_415428,2022-04,2022-05-05,"2,760.75",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_415428,2022-05,2022-06-05,"2,439.10",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_415428,2022-06,2022-07-05,"3,377.22",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_416625,2021-07,2021-08-05,100.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_416625,2021-08,2021-09-05,56.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_416625,2021-09,2021-10-05,67.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_416625,2021-10,2021-11-05,64.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_416625,2021-11,2021-12-05,53.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_416625,2021-12,2022-01-05,87.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_416625,2022-01,2022-02-05,138.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_416625,2022-02,2022-03-05,127.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_416625,2022-03,2022-04-05,115.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_416625,2022-04,2022-05-05,94.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_416625,2022-05,2022-06-05,83.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_416625,2022-06,2022-07-05,71.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_417601,2021-07,2021-08-05,"1,332.28",386.36,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_417601,2021-08,2021-09-05,"2,189.68","1,248.12",رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_417601,2021-09,2021-10-05,861.00,456.33,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_417601,2021-10,2021-11-05,"1,135.57",715.41,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_417601,2021-11,2021-12-05,"3,017.16","2,021.50",رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_417601,2021-12,2022-01-05,"1,546.65","1,098.12",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_417601,2022-01,2022-02-05,608.28,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_417601,2022-02,2022-03-05,204.53,100.22,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_417601,2022-03,2022-04-05,443.69,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_417601,2022-04,2022-05-05,34.73,25.35,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_417601,2022-05,2022-06-05,"1,497.08",389.24,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_417601,2022-06,2022-07-05,694.16,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_419410,2021-07,2021-08-05,"3,131.71","2,066.93",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_419410,2021-08,2021-09-05,"6,285.43","4,085.53",تأمین,برآورد بازدید,CRM_ESTIMATES
C_419410,2021-09,2021-10-05,"4,741.66","2,892.41",تأمین,فروش کارشناس,CRM_ESTIMATES
C_419410,2021-10,2021-11-05,"14,183.97","4,680.71",تأمین,برآورد بازدید,CRM_ESTIMATES
C_419410,2021-11,2021-12-05,765.19,283.12,تأمین,مشتری اظهار,CRM_ESTIMATES
C_419410,2021-12,2022-01-05,"3,107.45",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_419410,2022-01,2022-02-05,"1,657.31",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_419410,2022-02,2022-03-05,68.18,27.27,تأمین,برآورد بازدید,CRM_ESTIMATES
C_419410,2022-03,2022-04-05,"5,528.64","2,432.60",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_419410,2022-04,2022-05-05,"1,427.97",956.74,تأمین,برآورد بازدید,CRM_ESTIMATES
C_419410,2022-05,2022-06-05,"1,717.44","1,219.38",تأمین,مشتری اظهار,CRM_ESTIMATES
C_419410,2022-06,2022-07-05,"3,045.30",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420287,2021-07,2021-08-05,93.00,0.00,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_420287,2021-08,2021-09-05,82.00,0.00,رقیب Z,برآورد بازدید,CRM_ESTIMATES
C_420287,2021-09,2021-10-05,70.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420287,2021-10,2021-11-05,126.00,0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_420287,2021-11,2021-12-05,137.00,0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_420287,2021-12,2022-01-05,148.00,0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420287,2022-01,2022-02-05,138.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_420287,2022-02,2022-03-05,104.00,0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_420287,2022-03,2022-04-05,115.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_420287,2022-04,2022-05-05,81.00,0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_420287,2022-05,2022-06-05,92.00,0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_420287,2022-06,2022-07-05,58.00,0.00,رقیب Z,فروش کارشناس,CRM_ESTIMATES
C_420849,2021-07,2021-08-05,"1,667.98",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_420849,2021-08,2021-09-05,"1,479.15",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_420849,2021-09,2021-10-05,"1,306.06",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420849,2021-10,2021-11-05,"1,065.47",639.28,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_420849,2021-11,2021-12-05,"2,360.35",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_420849,2021-12,2022-01-05,"1,824.04","1,240.35",رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420849,2022-01,2022-02-05,"4,145.51","1,533.84",رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_420849,2022-02,2022-03-05,"11,523.20","2,880.80",تأمین,مشتری اظهار,CRM_ESTIMATES
C_420849,2022-03,2022-04-05,"2,014.17",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420849,2022-04,2022-05-05,"1,479.15",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420849,2022-05,2022-06-05,"1,652.25",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_420849,2022-06,2022-07-05,"1,117.23",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_420879,2021-07,2021-08-05,"2,515.34",880.37,رقیب Z,مشتری اظهار,CRM_ESTIMATES
C_420879,2021-08,2021-09-05,"1,038.84",0.00,تأمین,مشتری اظهار,CRM_ESTIMATES
C_420879,2021-09,2021-10-05,"1,135.68",0.00,تأمین,فروش کارشناس,CRM_ESTIMATES
C_420879,2021-10,2021-11-05,818.74,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_420879,2021-11,2021-12-05,721.90,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420879,2021-12,2022-01-05,"1,021.23",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420879,2022-01,2022-02-05,537.03,0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420879,2022-02,2022-03-05,440.19,0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_420879,2022-03,2022-04-05,"1,223.71",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_420879,2022-04,2022-05-05,"1,126.87",0.00,رقیب X,فروش کارشناس,CRM_ESTIMATES
C_420879,2022-05,2022-06-05,"1,021.23",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_420879,2022-06,2022-07-05,924.39,0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_421083,2021-07,2021-08-05,"3,356.70",0.00,تأمین,برآورد بازدید,CRM_ESTIMATES
C_421083,2021-08,2021-09-05,"2,505.00",0.00,رقیب X,برآورد بازدید,CRM_ESTIMATES
C_421083,2021-09,2021-10-05,"2,780.55",0.00,رقیب X,مشتری اظهار,CRM_ESTIMATES
C_421083,2021-10,2021-11-05,"2,004.00",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_421083,2021-11,2021-12-05,"1,728.45",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_421083,2021-12,2022-01-05,"2,580.15",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_421083,2022-01,2022-02-05,"3,732.45",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
C_421083,2022-02,2022-03-05,"3,456.90",0.00,رقیب Y,فروش کارشناس,CRM_ESTIMATES
C_421083,2022-03,2022-04-05,"3,156.30",0.00,رقیب Y,مشتری اظهار,CRM_ESTIMATES
C_421083,2022-04,2022-05-05,"2,880.75",0.00,رقیب Y,برآورد بازدید,CRM_ESTIMATES
